
[00:00:00.000 --> 00:00:05.000]  各位兄弟姐妹 祝你平安
[00:00:05.000 --> 00:00:13.000]  我們仍然在《尊藝及記》讀這本書的主題
[00:00:13.000 --> 00:00:16.000]  就是《神的榮耀》
[00:00:16.000 --> 00:00:18.000]  我們先試一下PowerPoint
[00:00:18.000 --> 00:00:27.000]  我們從書卷的最後一章讀回頭
[00:00:27.000 --> 00:00:33.000]  今天我們來到中間的部分
[00:00:33.000 --> 00:00:38.000]  《尊藝及記》24章
[00:00:38.000 --> 00:00:42.000]  其實這些經文我們平時很少讀
[00:00:42.000 --> 00:00:48.000]  就算是重複讀過也不太留意
[00:00:48.000 --> 00:00:50.000]  我讀給大家聽
[00:00:50.000 --> 00:00:59.000]  《尊藝及記》24章12節到這章結束18節
[00:00:59.000 --> 00:01:01.000]  「耶護說對摩西說:
[00:01:01.000 --> 00:01:06.000]  『你上山到我這裡來住在這裡
[00:01:06.000 --> 00:01:12.000]  我要將石板並我所寫的律法和誡命賜給你
[00:01:12.000 --> 00:01:16.000]  使你可以教訓百姓
[00:01:16.000 --> 00:01:22.000]  摩西和他的幫手約書那起來上了神的山
[00:01:22.000 --> 00:01:26.000]  摩西對長老說:你們在這裡等著
[00:01:26.000 --> 00:01:28.000]  等到我們再回來
[00:01:28.000 --> 00:01:33.000]  有阿倫護耳與你們同在
[00:01:33.000 --> 00:01:39.000]  凡有憎眾的都可以就近他們去
[00:01:39.000 --> 00:01:43.000]  摩西上山有雲彩把山遮蓋
[00:01:43.000 --> 00:01:49.000]  耶和華的榮耀停於西乃山
[00:01:49.000 --> 00:01:52.000]  雲彩遮蓋山六天
[00:01:52.000 --> 00:01:58.000]  第七天他從雲中召摩西
[00:01:58.000 --> 00:02:02.000]  耶和華的榮耀在山頂上
[00:02:02.000 --> 00:02:07.000]  在以色列人眼前應狀如烈火
[00:02:07.000 --> 00:02:11.000]  摩西進入雲中上山
[00:02:11.000 --> 00:02:15.000]  四十晝夜
[00:02:15.000 --> 00:02:18.000]  這書提到兩次
[00:02:18.000 --> 00:02:24.000]  耶和華的榮耀在西乃山
[00:02:24.000 --> 00:02:27.000]  在山頂之上
[00:02:27.000 --> 00:02:29.000]  在說的是什麼呢?
[00:02:29.000 --> 00:02:35.000]  去年我們從二十四章開始
[00:02:35.000 --> 00:02:41.000]  來解釋約書的內容
[00:02:41.000 --> 00:02:49.000]  這書緊接著二十四章的頭十一節
[00:02:49.000 --> 00:02:58.000]  記載上主與百姓立約的事情
[00:02:58.000 --> 00:03:10.000]  所以春埃及記是以西乃立約作為這書的中間
[00:03:10.000 --> 00:03:15.000]  頭十八章是記載以色列人離開埃及
[00:03:15.000 --> 00:03:17.000]  春埃及記
[00:03:17.000 --> 00:03:19.000]  我們記得這書名
[00:03:19.000 --> 00:03:24.000]  有時我們以為這書是講春埃及
[00:03:24.000 --> 00:03:30.000]  但其實這書只是春埃及的開始
[00:03:30.000 --> 00:03:34.000]  或者只是引言
[00:03:34.000 --> 00:03:38.000]  它要說的是中間來到西乃
[00:03:38.000 --> 00:03:42.000]  立約十九到二十四章
[00:03:42.000 --> 00:03:45.000]  剛才我們讀的是中間這一部分
[00:03:45.000 --> 00:03:50.000]  最後結束耶和華的榮耀
[00:03:50.000 --> 00:03:52.000]  停在西乃
[00:03:52.000 --> 00:03:55.000]  二十五到四十章第三部分
[00:03:55.000 --> 00:03:57.000]  我們第一課解釋過了
[00:03:57.000 --> 00:03:59.000]  建造回望
[00:03:59.000 --> 00:04:04.000]  神的榮耀同樣停在回望
[00:04:04.000 --> 00:04:13.000]  所以這裡不是說西乃是一個聖地
[00:04:13.000 --> 00:04:17.000]  去到那裡就見到神的榮耀
[00:04:17.000 --> 00:04:23.000]  是民間宗教後門進入教會
[00:04:23.000 --> 00:04:28.000]  去到聖地就見到上帝的榮耀
[00:04:28.000 --> 00:04:31.000]  聖經沒有聖地這個觀念
[00:04:31.000 --> 00:04:32.000]  不是嗎?
[00:04:32.000 --> 00:04:38.000]  以色列耶路撒冷是歷史後人這樣稱呼
[00:04:38.000 --> 00:04:40.000]  你今天去耶路撒冷
[00:04:40.000 --> 00:04:42.000]  你見不見到神的榮耀
[00:04:42.000 --> 00:04:47.000]  我2012年和一班中學同學一起去
[00:04:47.000 --> 00:04:48.000]  第一次去
[00:04:48.000 --> 00:04:50.000]  嘩!亂七八糟
[00:04:50.000 --> 00:04:53.000]  全世界都沒有一個城市
[00:04:53.000 --> 00:04:55.000]  有這麼多衝突混亂
[00:04:55.000 --> 00:04:56.000]  你去到就知道了
[00:04:56.000 --> 00:04:58.000]  我今天不是說這件事
[00:04:58.000 --> 00:04:59.000]  我想說的是
[00:04:59.000 --> 00:05:02.000]  當時我問神的榮耀在哪裡
[00:05:02.000 --> 00:05:05.000]  不是我們民間宗教信仰
[00:05:05.000 --> 00:05:07.000]  哎呀!晚黑又放光
[00:05:07.000 --> 00:05:08.000]  白天又發光
[00:05:08.000 --> 00:05:12.000]  我們被照片騙了
[00:05:12.000 --> 00:05:16.000]  我們找了很多漂亮的照片來唱詩歌
[00:05:16.000 --> 00:05:20.000]  所以我們以為神的榮耀
[00:05:20.000 --> 00:05:22.000]  就是在某一個地方
[00:05:22.000 --> 00:05:24.000]  那個地方就是神聖的
[00:05:24.000 --> 00:05:26.000]  所以你去親近上帝
[00:05:26.000 --> 00:05:28.000]  上神山
[00:05:28.000 --> 00:05:33.000]  我都要誠實地告訴你
[00:05:33.000 --> 00:05:38.000]  你去遊覽以色列
[00:05:38.000 --> 00:05:42.000]  導遊通知今晚半夜三點集合
[00:05:42.000 --> 00:05:46.000]  我們未天亮就上西乃山
[00:05:46.000 --> 00:05:48.000]  你很興奮
[00:05:48.000 --> 00:05:52.000]  其實沒有人知道西乃山在哪裡
[00:05:52.000 --> 00:05:53.000]  沒有人知道
[00:05:53.000 --> 00:05:56.000]  這句話是哈佛大學
[00:05:56.000 --> 00:06:01.000]  一位猶太教教授John Levinson
[00:06:01.000 --> 00:06:03.000]  在他寫的一本書
[00:06:03.000 --> 00:06:09.000]  《西乃與錫安》
[00:06:09.000 --> 00:06:12.000]  他清清楚楚白紙黑字
[00:06:12.000 --> 00:06:14.000]  所以沒有人能騙
[00:06:14.000 --> 00:06:16.000]  誰知道西乃在哪裡
[00:06:16.000 --> 00:06:17.000]  沒有人知道
[00:06:17.000 --> 00:06:19.000]  所以不是你回去那裡
[00:06:19.000 --> 00:06:22.000]  就見到神的榮耀
[00:06:22.000 --> 00:06:23.000]  沒有
[00:06:23.000 --> 00:06:28.000]  聖經記載西乃的重要
[00:06:28.000 --> 00:06:31.000]  在那裡發生什麼事
[00:06:31.000 --> 00:06:33.000]  納約
[00:06:33.000 --> 00:06:35.000]  懂不懂得讀聖經
[00:06:35.000 --> 00:06:39.000]  不要把民間宗教信仰搬進來
[00:06:39.000 --> 00:06:41.000]  聖經都說西乃
[00:06:41.000 --> 00:06:43.000]  聖經都說神的榮耀
[00:06:43.000 --> 00:06:46.000]  今天我要去約旦河洗禮
[00:06:46.000 --> 00:06:48.000]  神聖一點的
[00:06:48.000 --> 00:06:52.000]  另一條隊不用在羅馬州排這麼長路
[00:06:52.000 --> 00:06:54.000]  我就直接上天堂
[00:06:54.000 --> 00:06:56.000]  沒有這件事
[00:06:56.000 --> 00:07:00.000]  沒有這些觀念的迷信
[00:07:00.000 --> 00:07:01.000]  行不行?
[00:07:01.000 --> 00:07:02.000]  講得清楚了
[00:07:02.000 --> 00:07:04.000]  我真的要再三說
[00:07:04.000 --> 00:07:05.000]  越來越厲害
[00:07:05.000 --> 00:07:07.000]  這樣的想法
[00:07:07.000 --> 00:07:09.000]  上帝無所不在
[00:07:09.000 --> 00:07:12.000]  祂不只是在西乃
[00:07:12.000 --> 00:07:13.000]  西乃有什麼重要?
[00:07:13.000 --> 00:07:15.000]  聖經記載神的榮耀
[00:07:15.000 --> 00:07:17.000]  納約
[00:07:17.000 --> 00:07:22.000]  所以其實西乃發生的事情
[00:07:22.000 --> 00:07:26.000]  不只是春埃及記
[00:07:26.000 --> 00:07:31.000]  作為書卷中間核心的部分
[00:07:31.000 --> 00:07:33.000]  其實摩西五經
[00:07:33.000 --> 00:07:38.000]  從《創世記》到《新命記》五卷書
[00:07:38.000 --> 00:07:42.000]  亦都可創出黎民新
[00:07:42.000 --> 00:07:45.000]  這五卷書的記載
[00:07:45.000 --> 00:07:53.000]  都是以西乃作為中間的三分之一
[00:07:53.000 --> 00:07:55.000]  前面三分之一
[00:07:55.000 --> 00:07:56.000]  六十八章
[00:07:56.000 --> 00:07:58.000]  記載創造天地
[00:07:58.000 --> 00:08:00.000]  道出埃及
[00:08:00.000 --> 00:08:03.000]  很長的歷史
[00:08:03.000 --> 00:08:05.000]  後面最後三分之一
[00:08:05.000 --> 00:08:06.000]  六十章
[00:08:06.000 --> 00:08:08.000]  《文素記》十一章
[00:08:08.000 --> 00:08:10.000]  離開西乃
[00:08:10.000 --> 00:08:12.000]  曠野漂流
[00:08:12.000 --> 00:08:13.000]  三十八年
[00:08:13.000 --> 00:08:14.000]  三十九年
[00:08:14.000 --> 00:08:16.000]  不止
[00:08:16.000 --> 00:08:20.000]  如果用《新命記》的內容去讀
[00:08:20.000 --> 00:08:26.000]  摩西前瞻進入迦南
[00:08:26.000 --> 00:08:31.000]  有好幾百年的歷史在前面
[00:08:31.000 --> 00:08:34.000]  中間三分之一
[00:08:34.000 --> 00:08:35.000]  五十九章
[00:08:35.000 --> 00:08:38.000]  從《創世記》十九章
[00:08:38.000 --> 00:08:41.000]  到《文素記》第十章的部分
[00:08:41.000 --> 00:08:45.000]  記載有多長的時間
[00:08:45.000 --> 00:08:47.000]  從這個對比
[00:08:47.000 --> 00:08:52.000]  你就明白五經的主題
[00:08:52.000 --> 00:08:55.000]  《創世記》記載
[00:08:55.000 --> 00:09:01.000]  他們出埃及是一月十五日
[00:09:01.000 --> 00:09:08.000]  他們來到西乃是四月十五日
[00:09:08.000 --> 00:09:15.000]  離開是第二年二月二十日
[00:09:15.000 --> 00:09:17.000]  那裏找出來的?
[00:09:17.000 --> 00:09:19.000]  我特意不寫在powerpoint
[00:09:19.000 --> 00:09:20.000]  因為太懶
[00:09:20.000 --> 00:09:22.000]  你習慣了坐在那裏
[00:09:22.000 --> 00:09:25.000]  用匙羹餵進口裡
[00:09:25.000 --> 00:09:27.000]  這樣才牧師勤力
[00:09:27.000 --> 00:09:29.000]  你呢?你也要勤力的
[00:09:29.000 --> 00:09:31.000]  你也要讀聖經的
[00:09:31.000 --> 00:09:34.000]  你上次拿著聖經是甚麼時候的事?
[00:09:34.000 --> 00:09:36.000]  現在回教會都不用拿聖經
[00:09:36.000 --> 00:09:38.000]  看著powerpoint
[00:09:38.000 --> 00:09:39.000]  你回去翻查一下
[00:09:39.000 --> 00:09:44.000]  這些經文全部在春埃及的《文素記》
[00:09:44.000 --> 00:09:46.000]  記載得很清楚
[00:09:46.000 --> 00:09:48.000]  你讀的時候留心
[00:09:48.000 --> 00:09:49.000]  你計算一下
[00:09:49.000 --> 00:09:52.000]  你知道其實以色列十二支派
[00:09:52.000 --> 00:09:55.000]  在西乃前後不到一年
[00:09:55.000 --> 00:09:59.000]  十個月零五日
[00:09:59.000 --> 00:10:00.000]  行不行?
[00:10:00.000 --> 00:10:03.000]  這麼短的日子
[00:10:03.000 --> 00:10:11.000]  卻是佔據了摩西五經中間的三分之一
[00:10:11.000 --> 00:10:18.000]  可知這個主題焦點是多麼重要
[00:10:18.000 --> 00:10:21.000]  我們錯過了以為聖地
[00:10:21.000 --> 00:10:23.000]  以為耶和華的榮耀
[00:10:23.000 --> 00:10:26.000]  我早上四點上去就見到了
[00:10:26.000 --> 00:10:28.000]  搞錯了
[00:10:28.000 --> 00:10:36.000]  立約才是聖經要我們注意的地方
[00:10:36.000 --> 00:10:37.000]  看下去了
[00:10:37.000 --> 00:10:40.000]  你的出發點站對了
[00:10:40.000 --> 00:10:42.000]  不是那個地方
[00:10:42.000 --> 00:10:46.000]  是發生立約的事情
[00:10:46.000 --> 00:10:52.000]  春埃及記載立約的事情
[00:10:52.000 --> 00:10:57.000]  到三十一章的時候
[00:10:57.000 --> 00:11:05.000]  就特別提到好幾個重要的關鍵
[00:11:05.000 --> 00:11:06.000]  第一
[00:11:06.000 --> 00:11:12.000]  聖經稱呼這個約是永約
[00:11:12.000 --> 00:11:14.000]  Berith Olam
[00:11:14.000 --> 00:11:16.000]  永遠的約
[00:11:16.000 --> 00:11:17.000]  第二
[00:11:17.000 --> 00:11:23.000]  這個約在西乃有人物代表摩西
[00:11:23.000 --> 00:11:25.000]  不用解釋了
[00:11:25.000 --> 00:11:26.000]  你很清楚了
[00:11:26.000 --> 00:11:27.000]  第三
[00:11:27.000 --> 00:11:30.000]  春埃及記三十一章告訴我們
[00:11:30.000 --> 00:11:32.000]  我們一直都不知道
[00:11:32.000 --> 00:11:35.000]  這個西乃的永約
[00:11:35.000 --> 00:11:37.000]  是有一個記號的
[00:11:37.000 --> 00:11:39.000]  記號是甚麼?
[00:11:39.000 --> 00:11:40.000]  安息日
[00:11:40.000 --> 00:11:43.000]  當然西乃立約
[00:11:43.000 --> 00:11:49.000]  山下就是以色列全體回眾
[00:11:49.000 --> 00:11:52.000]  你是否輸?我是否輸?
[00:11:52.000 --> 00:11:53.000]  不是
[00:11:53.000 --> 00:11:58.000]  上帝不是在西乃和我們立約
[00:11:58.000 --> 00:11:59.000]  分得到嗎?
[00:11:59.000 --> 00:12:03.000]  我們一定要有份讀聖經才有感覺
[00:12:03.000 --> 00:12:04.000]  不是講感覺
[00:12:04.000 --> 00:12:06.000]  是講歷史事實
[00:12:06.000 --> 00:12:08.000]  事實就是當日
[00:12:08.000 --> 00:12:15.000]  上主同以色列十二支派立永約
[00:12:15.000 --> 00:12:19.000]  這是西乃的重要
[00:12:19.000 --> 00:12:23.000]  你馬上心裏就猜到了
[00:12:23.000 --> 00:12:25.000]  上帝偏心
[00:12:25.000 --> 00:12:29.000]  上帝只是選民
[00:12:29.000 --> 00:12:30.000]  不對
[00:12:30.000 --> 00:12:31.000]  你這樣讀聖經
[00:12:31.000 --> 00:12:35.000]  就是因為你不是乖乖地從頭讀起
[00:12:35.000 --> 00:12:38.000]  你聽到那裏就咬到那裏
[00:12:38.000 --> 00:12:40.000]  讀聖經很野蠻
[00:12:40.000 --> 00:12:43.000]  聽那句不中聽就反駁
[00:12:43.000 --> 00:12:45.000]  還放上網
[00:12:45.000 --> 00:12:47.000]  不是這樣讀聖經
[00:12:47.000 --> 00:12:48.000]  對不起弟兄姊妹
[00:12:48.000 --> 00:12:50.000]  你要從頭讀起
[00:12:50.000 --> 00:12:51.000]  如果從頭讀起
[00:12:51.000 --> 00:12:53.000]  春埃及記其實不是很多
[00:12:53.000 --> 00:12:55.000]  由創世記第一章
[00:12:55.000 --> 00:12:58.000]  慢慢讀到春埃及記第三十一章
[00:12:58.000 --> 00:13:00.000]  你看到永約
[00:13:00.000 --> 00:13:02.000]  你看到代表的人物
[00:13:02.000 --> 00:13:04.000]  你看到記號
[00:13:04.000 --> 00:13:06.000]  你就一定會記得
[00:13:06.000 --> 00:13:09.000]  因為你剛剛在創世記讀過
[00:13:09.000 --> 00:13:10.000]  甚麼呀?
[00:13:10.000 --> 00:13:16.000]  其實永約在創世記已經出現
[00:13:16.000 --> 00:13:18.000]  你讀了
[00:13:18.000 --> 00:13:19.000]  沒有呀?
[00:13:19.000 --> 00:13:22.000]  你現在才讀春埃及記
[00:13:22.000 --> 00:13:23.000]  當然沒有
[00:13:23.000 --> 00:13:25.000]  你乖乖地從頭讀起的話
[00:13:25.000 --> 00:13:28.000]  春埃及記在第十七章記載
[00:13:28.000 --> 00:13:30.000]  同樣是上帝立永約
[00:13:30.000 --> 00:13:34.000]  同樣有代表的人物是阿伯拉罕
[00:13:34.000 --> 00:13:37.000]  記號是葛禮
[00:13:37.000 --> 00:13:42.000]  不過那裡不是對著十二支派以色列人
[00:13:42.000 --> 00:13:46.000]  那裡說的是列國
[00:13:46.000 --> 00:13:49.000]  我不和你詳細去討論了
[00:13:49.000 --> 00:13:52.000]  這是創世記的經文
[00:13:52.000 --> 00:13:55.000]  阿伯拉罕是多國之父
[00:13:55.000 --> 00:13:59.000]  阿伯拉罕駛萬國德福
[00:13:59.000 --> 00:14:04.000]  阿伯拉罕的子孫仍然是以色列人
[00:14:04.000 --> 00:14:07.000]  請問阿伯拉罕有多少個兒子?
[00:14:07.000 --> 00:14:09.000]  以撒
[00:14:09.000 --> 00:14:10.000]  保羅說的
[00:14:10.000 --> 00:14:12.000]  好,我不和你爭論了
[00:14:12.000 --> 00:14:14.000]  沒有時間了,今天要聖餐
[00:14:14.000 --> 00:14:17.000]  以撒有多少個兒子?
[00:14:17.000 --> 00:14:19.000]  亞國
[00:14:19.000 --> 00:14:21.000]  請問以素呢?
[00:14:21.000 --> 00:14:24.000]  以素不是阿伯拉罕的後裔嗎?
[00:14:24.000 --> 00:14:25.000]  你明白嗎?
[00:14:25.000 --> 00:14:27.000]  讀聖經要打開來讀
[00:14:27.000 --> 00:14:29.000]  不要閉上眼讀
[00:14:29.000 --> 00:14:32.000]  所以阿伯拉罕的後裔
[00:14:32.000 --> 00:14:34.000]  不只是說以色列
[00:14:34.000 --> 00:14:35.000]  換句話說
[00:14:35.000 --> 00:14:37.000]  創世紀十七章
[00:14:37.000 --> 00:14:40.000]  上帝立永約的對象
[00:14:40.000 --> 00:14:42.000]  比以色列寬
[00:14:42.000 --> 00:14:45.000]  懂不懂得這樣看?
[00:14:45.000 --> 00:14:46.000]  不懂
[00:14:46.000 --> 00:14:47.000]  都是以色列
[00:14:47.000 --> 00:14:49.000]  上帝都是偏心
[00:14:49.000 --> 00:14:50.000]  再讀下去
[00:14:50.000 --> 00:14:51.000]  你很熟悉了
[00:14:51.000 --> 00:14:52.000]  第九章
[00:14:52.000 --> 00:14:53.000]  洪水之後
[00:14:53.000 --> 00:14:55.000]  上帝立永約
[00:14:55.000 --> 00:14:59.000]  諾亞代表彩虹
[00:14:59.000 --> 00:15:00.000]  是記號
[00:15:00.000 --> 00:15:04.000]  我們經常忘記最後的重點
[00:15:04.000 --> 00:15:07.000]  就是創世紀第一次
[00:15:07.000 --> 00:15:12.000]  上主立永約的對象
[00:15:12.000 --> 00:15:14.000]  這裡我寫活脈
[00:15:14.000 --> 00:15:16.000]  我喜歡的是中文
[00:15:16.000 --> 00:15:17.000]  另外兩個字
[00:15:17.000 --> 00:15:18.000]  一聽你就明白了
[00:15:18.000 --> 00:15:20.000]  眾生
[00:15:20.000 --> 00:15:22.000]  懂不懂得讀?
[00:15:22.000 --> 00:15:26.000]  這是佛家的說話
