
[00:00:00.000 --> 00:00:07.200]  丁姐妹早晨,主要有機會和大家一起分享上帝的話語
[00:00:07.200 --> 00:00:10.400]  今天在門口,有一段時間都沒有帶來
[00:00:10.400 --> 00:00:12.800]  帶了一個華播的攤位過來
[00:00:12.800 --> 00:00:16.000]  希望和大家分享一下,有不同的光碟
[00:00:16.000 --> 00:00:21.200]  希望大家能夠在當中得到各方面的幫助
[00:00:21.200 --> 00:00:26.000]  有呼音性的,也有一些言經的,各人都有的
[00:00:26.000 --> 00:00:30.400]  其中有很多都是關於我過去這幾年一個主題
[00:00:30.400 --> 00:00:32.400]  就是上帝的應許
[00:00:32.400 --> 00:00:36.000]  今天感恩節,先說完一點
[00:00:36.000 --> 00:00:38.000]  那些光碟是自由奉獻的
[00:00:38.000 --> 00:00:40.800]  好像解釋過給大家聽,什麼叫自由奉獻
[00:00:40.800 --> 00:00:42.800]  自由奉獻每個人的解法都不同
[00:00:42.800 --> 00:00:44.800]  不過對華播來說,自由奉獻的意思就是
[00:00:44.800 --> 00:00:48.400]  有些頂尖會奉獻了,透過我來將祝福帶給大家
[00:00:48.400 --> 00:00:52.000]  如果大家覺得你拿光碟的時候是祝福的話
[00:00:52.000 --> 00:00:55.200]  你就按著你的感動,將這個祝福延續就可以了
[00:00:55.200 --> 00:00:59.200]  書也是這樣,CD也是這樣
[00:00:59.200 --> 00:01:04.000]  不介意和大家再讀多一次我們剛才那幾節聖經
[00:01:04.000 --> 00:01:07.200]  因為那幾節聖經都是我們今天講解的
[00:01:07.200 --> 00:01:12.000]  福音或者是信息的一個很主要的內容
[00:01:12.000 --> 00:01:14.000]  我們請大家打開舌絲記
[00:01:14.000 --> 00:01:17.200]  舌絲記的第一章,第一至第五節
[00:01:17.200 --> 00:01:22.000]  找到的時候我們一起來讀
[00:01:22.000 --> 00:01:24.000]  控制員的大英姐妹也可以去找
[00:01:24.000 --> 00:01:26.000]  大家也可以拿著聖經去找
[00:01:26.000 --> 00:01:30.000]  找到的時候我們一起讀,請讀
[00:01:30.000 --> 00:01:34.000]  約書亞死後,以色列人求問耶和華說
[00:01:34.000 --> 00:01:40.000]  我們中間誰當首先上去攻擊迦南人,與他們爭戰?
[00:01:40.000 --> 00:01:46.000]  耶和華說,猶大當先上去,我已將那地交在他手中
[00:01:46.000 --> 00:01:50.000]  耶和華對他哥哥西面說
[00:01:50.000 --> 00:01:56.000]  請你和我到涅溝所得之地去,好與迦南人爭戰
[00:01:56.000 --> 00:02:00.000]  之後我也和你到你涅溝所得之地去
[00:02:00.000 --> 00:02:03.000]  於是西面與他同去
[00:02:03.000 --> 00:02:10.000]  猶大就上去,耶和華將迦南人和比利洗人交在他們手中
[00:02:10.000 --> 00:02:13.000]  他們在比利時擊殺了一萬人
[00:02:13.000 --> 00:02:18.000]  猶在那裡遇見亞多尼比色,與他爭戰
[00:02:18.000 --> 00:02:21.000]  失敗迦南人和比利洗人
[00:02:21.000 --> 00:02:26.000]  大家也看到我不是看自己的聖經,而是看後面的屏幕
[00:02:26.000 --> 00:02:30.000]  因為我們到了這個年紀,都是看遠不看近,看大不看小
[00:02:30.000 --> 00:02:35.000]  今天是什麼日子?今天是感恩節主日
[00:02:35.000 --> 00:02:38.000]  為什麼會有感恩節呢?
[00:02:38.000 --> 00:02:45.000]  感恩的特色就是我們為已經得到的東西去感恩
[00:02:45.000 --> 00:02:54.000]  不是在說盼望,而是為上帝已經給了我們的東西去獻上感恩
[00:02:54.000 --> 00:03:00.000]  但有時候我們得到的東西,我們未必知道原來可以感恩
[00:03:00.000 --> 00:03:04.000]  直到麻煩和出了亂子的時候才知道
[00:03:04.000 --> 00:03:07.000]  感恩節大家最多吃什麼?
[00:03:07.000 --> 00:03:11.000]  吃火雞,有多少人在家裡自己做火雞?
[00:03:11.000 --> 00:03:16.000]  一隻手,兩隻手,三隻手,不多
[00:03:16.000 --> 00:03:22.000]  我記得我初初來加拿大的時候,感恩節就跟大火兒去吃火雞
[00:03:22.000 --> 00:03:29.000]  吃火雞有時候是親戚做的,有時候是去餐館吃的
[00:03:29.000 --> 00:03:34.000]  吃完之後,感覺還是這麼難吃
[00:03:34.000 --> 00:03:38.000]  為什麼他們會喜歡吃呢?
[00:03:38.000 --> 00:03:41.000]  是不是趁熱鬧呢?
[00:03:41.000 --> 00:03:46.000]  直到幾年前,我太太得到一個烹調的方法
[00:03:46.000 --> 00:03:51.000]  一做出來之後,其中一些親戚吃過之後
[00:03:51.000 --> 00:03:54.000]  每年都問什麼時候做,我們就來吃
[00:03:54.000 --> 00:03:58.000]  直到昨晚,我太太不做了
[00:03:58.000 --> 00:04:00.000]  昨晚她就教會了另一個親戚做
[00:04:00.000 --> 00:04:03.000]  親戚就說,我今天小試牛刀,第一次
[00:04:03.000 --> 00:04:06.000]  做出來一樣好吃
[00:04:06.000 --> 00:04:12.000]  原來呢,我記得初初來加拿大吃火雞
[00:04:12.000 --> 00:04:15.000]  那些人自己不懂得做,這麼大隻的東西怎麼做呢?
[00:04:15.000 --> 00:04:20.000]  都是拿去燒臘店,等他們把火雞變成燒雞
[00:04:20.000 --> 00:04:26.000]  燒雞就變成吃柴皮,因為完全不是那種烹調方法
[00:04:26.000 --> 00:04:32.000]  直到有一天,吃到一種真正的火雞的烹調方法
[00:04:32.000 --> 00:04:41.000]  一口咬下去,哇,肉滑多汁,不得了
[00:04:41.000 --> 00:04:48.000]  雖然火雞交給你,你也未必能夠搞定
[00:04:48.000 --> 00:04:50.000]  什麼是應許呢?
[00:04:50.000 --> 00:04:55.000]  今天跟大家說的應許,就好像我們剛才讀的聖經
[00:04:55.000 --> 00:05:01.000]  是上帝賜給以色列人應許的實現
[00:05:01.000 --> 00:05:04.000]  因為在幾百年前,上帝答應了阿伯勒亨
[00:05:04.000 --> 00:05:07.000]  我要帶你去一個新的地方,是不是?
[00:05:07.000 --> 00:05:09.000]  接著就帶你去加拿大
[00:05:09.000 --> 00:05:14.000]  上帝就說,你看到的地方都是給你的
[00:05:14.000 --> 00:05:17.000]  不過你現在還沒拿到,等你的子孫
[00:05:17.000 --> 00:05:21.000]  他們要先到埃及,四百年再回來
[00:05:21.000 --> 00:05:23.000]  才正正式式的領受
[00:05:23.000 --> 00:05:25.000]  當我們讀完約書亞記
[00:05:25.000 --> 00:05:28.000]  大家都很喜歡讀約書亞記前面那十二章
[00:05:28.000 --> 00:05:30.000]  因為前面那十二章有很多活動
[00:05:30.000 --> 00:05:34.000]  到了後面那十二章,大家就沒什麼興趣讀了
[00:05:34.000 --> 00:05:38.000]  因為就是從這裡到那裡,那裡到那裡
[00:05:38.000 --> 00:05:42.000]  讀來讀去都不知道哪裡打哪裡
[00:05:42.000 --> 00:05:44.000]  其實原因很簡單
[00:05:44.000 --> 00:05:46.000]  如果大家買了你的房子
[00:05:46.000 --> 00:05:50.000]  我不知道你有沒有很清楚地看過你的契
[00:05:50.000 --> 00:05:55.000]  你的契,其中有一張地圖
[00:05:55.000 --> 00:05:59.000]  告訴你你的房子是由哪一點伸展到哪一點
[00:05:59.000 --> 00:06:01.000]  不可以多不可以少
[00:06:01.000 --> 00:06:04.000]  不過好像在加拿大
[00:06:04.000 --> 00:06:06.000]  不知道經過十年還是二十年之後
[00:06:06.000 --> 00:06:08.000]  如果你霸佔過了一點
[00:06:08.000 --> 00:06:10.000]  又沒有人claim的話
[00:06:10.000 --> 00:06:12.000]  那塊地是你的
[00:06:12.000 --> 00:06:14.000]  聽說是這樣
[00:06:14.000 --> 00:06:16.000]  所以大家儘管回去看看
[00:06:16.000 --> 00:06:19.000]  其實你霸佔多了一塊地也不奇怪
[00:06:19.000 --> 00:06:22.000]  有時候我們發現原來我們得到的東西
[00:06:22.000 --> 00:06:27.000]  我們還不知道原來我們得到的東西是這麼寶貴
[00:06:27.000 --> 00:06:29.000]  這麼珍貴
[00:06:29.000 --> 00:06:31.000]  而其實是整套東西給了你
[00:06:31.000 --> 00:06:35.000]  比如說我們這個身體
[00:06:35.000 --> 00:06:37.000]  剛才牧師為我們祈禱
[00:06:37.000 --> 00:06:39.000]  有眼看到
[00:06:39.000 --> 00:06:41.000]  什麼時候我們才發現我們有眼看到
[00:06:41.000 --> 00:06:44.000]  就是我們開始要矯視的時候
[00:06:44.000 --> 00:06:47.000]  什麼叫矯視?
[00:06:47.000 --> 00:06:49.000]  就是要戴眼鏡
[00:06:49.000 --> 00:06:52.000]  我到了十一二歲的時候
[00:06:52.000 --> 00:06:55.000]  為什麼平時看得到的都看不到呢?
[00:06:55.000 --> 00:06:58.000]  這是一個很震撼的歷史
[00:06:58.000 --> 00:07:00.000]  到了某一年之後
[00:07:00.000 --> 00:07:02.000]  就發現明明戴了眼鏡以前看得到
[00:07:02.000 --> 00:07:04.000]  為什麼今天晚上突然看不到呢?
[00:07:04.000 --> 00:07:06.000]  原來有老花了
[00:07:06.000 --> 00:07:09.000]  到這樣的時候才發現
[00:07:09.000 --> 00:07:12.000]  原來上帝給我們的
[00:07:12.000 --> 00:07:14.000]  是整套都給了
[00:07:14.000 --> 00:07:17.000]  不過問題是我們懂不懂得claim它
[00:07:17.000 --> 00:07:19.000]  懂不懂得用它
[00:07:19.000 --> 00:07:21.000]  懂不懂得保養它
[00:07:21.000 --> 00:07:24.000]  就好像上帝在創世記的時候已經說
[00:07:24.000 --> 00:07:27.000]  上帝說要將全地交給我們
[00:07:27.000 --> 00:07:28.000]  來做什麼呢?
[00:07:28.000 --> 00:07:30.000]  修理看守
[00:07:30.000 --> 00:07:32.000]  是不是?
[00:07:32.000 --> 00:07:36.000]  原來我們有一個很宏偉的任務
[00:07:36.000 --> 00:07:40.000]  就好像上帝將這個身體交給我們
[00:07:40.000 --> 00:07:43.000]  就好像上帝將應許之地交給以色列人一樣
[00:07:43.000 --> 00:07:45.000]  那幅地呢
[00:07:45.000 --> 00:07:47.000]  給你的了
[00:07:47.000 --> 00:07:49.000]  問題是你要去claim
[00:07:49.000 --> 00:07:52.000]  你要去爭取
[00:07:52.000 --> 00:07:54.000]  要將這塊地成為你的地
[00:07:54.000 --> 00:07:56.000]  大家有沒有發覺到
[00:07:56.000 --> 00:07:58.000]  我上次來港主日的時候提過
[00:07:58.000 --> 00:08:00.000]  大家有前院
[00:08:00.000 --> 00:08:01.000]  有後院
[00:08:01.000 --> 00:08:03.000]  買房子的時候都是很漂亮的
[00:08:03.000 --> 00:08:05.000]  如果你買房子的時候
[00:08:05.000 --> 00:08:07.000]  前院和後院都好像菜田一樣
[00:08:07.000 --> 00:08:09.000]  你不會買的
[00:08:09.000 --> 00:08:11.000]  一定弄得很漂亮
[00:08:11.000 --> 00:08:13.000]  房子又是很漂亮
[00:08:13.000 --> 00:08:15.000]  對你來說是dream house
[00:08:15.000 --> 00:08:17.000]  你才會搬進去的
[00:08:17.000 --> 00:08:19.000]  問題就是這樣
[00:08:19.000 --> 00:08:21.000]  當你搬進dream house的時候
[00:08:21.000 --> 00:08:23.000]  你需不需要維修呢?
[00:08:23.000 --> 00:08:25.000]  需不需要保養呢?
[00:08:25.000 --> 00:08:27.000]  你需不需要清潔呢?
[00:08:27.000 --> 00:08:29.000]  要的
[00:08:29.000 --> 00:08:31.000]  如果你又不維修
[00:08:31.000 --> 00:08:33.000]  你又不保養
[00:08:33.000 --> 00:08:35.000]  你又不清潔
[00:08:35.000 --> 00:08:37.000]  這間夢想之屋很快就變成爛屋了
[00:08:37.000 --> 00:08:39.000]  很快就變成垃圾缸了
[00:08:39.000 --> 00:08:41.000]  原因很簡單
[00:08:41.000 --> 00:08:43.000]  就是因為
[00:08:43.000 --> 00:08:45.000]  沒有東西是不用保養的
[00:08:45.000 --> 00:08:47.000]  不過沒有東西就不用保養了
[00:08:47.000 --> 00:08:49.000]  如果你什麼都沒有
[00:08:49.000 --> 00:08:51.000]  就不用保養了
[00:08:51.000 --> 00:08:53.000]  但只要你有
[00:08:53.000 --> 00:08:55.000]  是你擁有之後
[00:08:55.000 --> 00:08:57.000]  沒有東西是不需要保養的
[00:08:57.000 --> 00:08:59.000]  不然我們用不著
[00:08:59.000 --> 00:09:01.000]  塗東西在臉上
[00:09:01.000 --> 00:09:03.000]  這一平方尺
[00:09:03.000 --> 00:09:05.000]  花不少錢
[00:09:05.000 --> 00:09:07.000]  為什麼呢?
[00:09:07.000 --> 00:09:09.000]  目的就是說
[00:09:09.000 --> 00:09:11.000]  這一平方尺已經給了你
[00:09:11.000 --> 00:09:13.000]  問題就是
[00:09:13.000 --> 00:09:15.000]  這一平方尺的面容
[00:09:15.000 --> 00:09:17.000]  我們花不少心機
[00:09:17.000 --> 00:09:19.000]  去弄得它很奇怪
[00:09:19.000 --> 00:09:21.000]  對嗎?
[00:09:21.000 --> 00:09:23.000]  什麼是福音呢?
[00:09:23.000 --> 00:09:25.000]  上帝說
[00:09:25.000 --> 00:09:27.000]  我要將豐盛生命賜給我們
[00:09:27.000 --> 00:09:29.000]  是不是?
[00:09:29.000 --> 00:09:31.000]  問題就是
[00:09:31.000 --> 00:09:33.000]  我們有沒有去保養?
[00:09:33.000 --> 00:09:35.000]  我們有沒有去發掘?
[00:09:35.000 --> 00:09:37.000]  我們有沒有去研究?
[00:09:37.000 --> 00:09:39.000]  以致我們真的能夠得到
[00:09:39.000 --> 00:09:41.000]  上帝答應了
[00:09:41.000 --> 00:09:43.000]  或者甚至已經給了我們
[00:09:43.000 --> 00:09:45.000]  什麼呢?
[00:09:45.000 --> 00:09:47.000]  第一章
[00:09:47.000 --> 00:09:49.000]  約書亞死後
[00:09:49.000 --> 00:09:51.000]  一開始就不太好
[00:09:51.000 --> 00:09:53.000]  有時候我們一讀
[00:09:53.000 --> 00:09:55.000]  《士師記》就有一個感覺
[00:09:55.000 --> 00:09:57.000]  《士師記》的主題
[00:09:57.000 --> 00:09:59.000]  是「那時以色列人足會有王」
[00:09:59.000 --> 00:10:01.000]  「國人任意而行」
[00:10:01.000 --> 00:10:03.000]  我今天專門和大家
[00:10:03.000 --> 00:10:05.000]  選這一段聖經
[00:10:05.000 --> 00:10:07.000]  你會發覺到如果我們將我們對
[00:10:07.000 --> 00:10:09.000]  《士師記》的印象全部放下的話
[00:10:09.000 --> 00:10:11.000]  這一頁很光明
[00:10:11.000 --> 00:10:13.000]  對以色列人來說
[00:10:13.000 --> 00:10:15.000]  約書亞沒錯
[00:10:15.000 --> 00:10:17.000]  他死了,一代的領袖死了
[00:10:17.000 --> 00:10:19.000]  但是他們不是坐在那裡哭
[00:10:19.000 --> 00:10:21.000]  他們不是坐在那裡等
[00:10:21.000 --> 00:10:23.000]  他們在做什麼事呢?
[00:10:23.000 --> 00:10:25.000]  他說以色列人就
[00:10:25.000 --> 00:10:27.000]  求問耶和華
[00:10:27.000 --> 00:10:29.000]  這個很重要
[00:10:29.000 --> 00:10:31.000]  因為
[00:10:31.000 --> 00:10:33.000]  當我們要去
[00:10:33.000 --> 00:10:35.000]  爭取得到
[00:10:35.000 --> 00:10:37.000]  上帝要賜給我們
[00:10:37.000 --> 00:10:39.000]  的應許的時候
[00:10:39.000 --> 00:10:41.000]  以色列人第一件事
[00:10:41.000 --> 00:10:43.000]  不是說好我們就去
[00:10:43.000 --> 00:10:45.000]  他們先來到做什麼?
[00:10:45.000 --> 00:10:47.000]  他們去求問
[00:10:47.000 --> 00:10:49.000]  土告很重要
[00:10:49.000 --> 00:10:51.000]  其實人生真的很多事情
[00:10:51.000 --> 00:10:53.000]  只是我們這五尺多
[00:10:53.000 --> 00:10:55.000]  我五尺多,可能你六尺多
[00:10:55.000 --> 00:10:57.000]  我這五尺多高的人
[00:10:57.000 --> 00:10:59.000]  由頭髮頂
[00:10:59.000 --> 00:11:01.000]  到差不多有一晚
[00:11:01.000 --> 00:11:03.000]  太太幫我染頭髮的時候
[00:11:03.000 --> 00:11:05.000]  我染頭髮的
[00:11:05.000 --> 00:11:07.000]  她跟我說老公
[00:11:07.000 --> 00:11:09.000]  你梳了
[00:11:09.000 --> 00:11:13.000]  大家都有點害怕
[00:11:13.000 --> 00:11:15.000]  個個都害怕
[00:11:15.000 --> 00:11:17.000]  頭髮越來越梳
[00:11:17.000 --> 00:11:19.000]  於是她很用心去研究
[00:11:19.000 --> 00:11:21.000]  研究完之後
[00:11:21.000 --> 00:11:23.000]  中國人不太流行
[00:11:23.000 --> 00:11:25.000]  我們沒所謂,就買了一把梳子給我
