
[00:00:00.000 --> 00:00:02.000]  我們感謝主的恩典
[00:00:02.000 --> 00:00:04.000]  我們說到情緒
[00:00:04.000 --> 00:00:06.000]  說到憂慮
[00:00:06.000 --> 00:00:08.000]  人都是有七情六慾的
[00:00:08.000 --> 00:00:10.000]  我們有很多的感受
[00:00:10.000 --> 00:00:14.000]  很多的對環境的一些反應
[00:00:14.000 --> 00:00:16.000]  生活在一個都市裏面
[00:00:16.000 --> 00:00:20.000]  我們好像用三個字來形容
[00:00:20.000 --> 00:00:22.000]  Hurry
[00:00:22.000 --> 00:00:24.000]  大家忙忙忙
[00:00:24.000 --> 00:00:26.000]  Worry 大家煩煩煩
[00:00:26.000 --> 00:00:28.000]  最後就Bury
[00:00:28.000 --> 00:00:30.000]  被人埋了
[00:00:30.000 --> 00:00:32.000]  所以這個Hurry Worry Bury
[00:00:32.000 --> 00:00:36.000]  成為了我們近代人的一些寫照
[00:00:36.000 --> 00:00:38.000]  今天我們在很熟悉的這一段
[00:00:38.000 --> 00:00:40.000]  登山補訓的這段經文裏
[00:00:40.000 --> 00:00:42.000]  來學習一下
[00:00:42.000 --> 00:00:46.000]  做一個情緒的一個好管家
[00:00:46.000 --> 00:00:48.000]  請後面大兄
[00:00:48.000 --> 00:00:50.000]  我講一章你幫我按一下
[00:00:50.000 --> 00:00:54.000]  我們要做一個情緒的主人
[00:00:54.000 --> 00:00:56.000]  做一個好管家
[00:00:56.000 --> 00:00:59.000]  耶穌說我們要有良善
[00:00:59.000 --> 00:01:03.000]  有忠心有見識的做一個管家
[00:01:03.000 --> 00:01:05.000]  不單止是管理外在的東西
[00:01:05.000 --> 00:01:07.000]  金錢、時間、恩慈
[00:01:07.000 --> 00:01:10.000]  更加是管理我們自己
[00:01:10.000 --> 00:01:12.000]  特別是管理我們內在的
[00:01:12.000 --> 00:01:14.000]  內在的情緒
[00:01:14.000 --> 00:01:16.000]  如果你不管理你的情緒
[00:01:16.000 --> 00:01:19.000]  讓情緒來做你的主人
[00:01:19.000 --> 00:01:21.000]  一日到晚
[00:01:21.000 --> 00:01:23.000]  就好像林黛玉那樣
[00:01:23.000 --> 00:01:25.000]  鬧情緒的
[00:01:25.000 --> 00:01:27.000]  別人講兩三句話
[00:01:27.000 --> 00:01:29.000]  於是你的情緒就可能
[00:01:29.000 --> 00:01:31.000]  很波動得很厲害
[00:01:31.000 --> 00:01:33.000]  幾天都睡不著
[00:01:33.000 --> 00:01:37.000]  特別是為了一些外界所發生的情況
[00:01:37.000 --> 00:01:41.000]  我們如何做一個情緒的好管家呢?
[00:01:41.000 --> 00:01:43.000]  我們來思想一下
[00:01:43.000 --> 00:01:45.000]  在這幅圖上
[00:01:45.000 --> 00:01:48.000]  我們先要了解一下情緒是什麼
[00:01:48.000 --> 00:01:50.000]  然後才進入情緒
[00:01:50.000 --> 00:01:52.000]  然後才進入經文
[00:01:52.000 --> 00:01:54.000]  來看
[00:01:54.000 --> 00:01:58.000]  在下面就是我們情緒所表現出來的
[00:01:58.000 --> 00:02:04.000]  譬如有些憂愁、焦慮、抑鬱、沮喪等等
[00:02:04.000 --> 00:02:07.000]  上面就是我們所承載的
[00:02:07.000 --> 00:02:09.000]  所面對的外在的壓力
[00:02:09.000 --> 00:02:11.000]  無論是夫妻的關係
[00:02:11.000 --> 00:02:13.000]  家庭的衝突
