
[00:00:00.000 --> 00:00:02.000]  姐妹是我的同工
[00:00:02.000 --> 00:00:04.000]  很感謝
[00:00:04.000 --> 00:00:06.000]  我要補充一點
[00:00:06.000 --> 00:00:08.000]  因為不解釋有人誤會
[00:00:08.000 --> 00:00:10.000]  有學生跟我們說
[00:00:10.000 --> 00:00:12.000]  徐老師你記住要解釋
[00:00:12.000 --> 00:00:14.000]  我們不是
[00:00:14.000 --> 00:00:16.000]  兇神惡殺的兇神
[00:00:16.000 --> 00:00:18.000]  我們是兇忠神
[00:00:18.000 --> 00:00:20.000]  學院的兇神
[00:00:20.000 --> 00:00:23.000]  所以不要誤會我們不是訓練一班黑社會
[00:00:23.000 --> 00:00:25.000]  我們是訓練一班教會的工人
[00:00:25.000 --> 00:00:27.000]  所以有學生跟我說
[00:00:27.000 --> 00:00:29.000]  你出去分享記得說清楚
[00:00:29.000 --> 00:00:31.000]  我們不是兇神惡殺的學生
[00:00:31.000 --> 00:00:33.000]  我們是兇忠神學院的學生
[00:00:33.000 --> 00:00:35.000]  剛才你可能不知道
[00:00:35.000 --> 00:00:37.000]  什麼是兇神
[00:00:37.000 --> 00:00:39.000]  所以我講清楚一點
[00:00:39.000 --> 00:00:43.000]  這次我用一點時間
[00:00:43.000 --> 00:00:45.000]  很快的
[00:00:45.000 --> 00:00:47.000]  我外面有書攤有三本書
[00:00:47.000 --> 00:00:49.000]  我想講一講
[00:00:49.000 --> 00:00:51.000]  有些人看過有感而法
[00:00:51.000 --> 00:00:53.000]  但這是第三版
[00:00:53.000 --> 00:00:55.000]  所以排版完全不同
[00:00:55.000 --> 00:00:57.000]  這是講基督徒成長
[00:00:57.000 --> 00:00:59.000]  這本書叫做「豐盛的生命」
[00:00:59.000 --> 00:01:01.000]  是我剛剛寫完今年出版的
[00:01:01.000 --> 00:01:03.000]  我講完
[00:01:03.000 --> 00:01:05.000]  今年是我登錄的一年
[00:01:05.000 --> 00:01:07.000]  今年六十歲
[00:01:07.000 --> 00:01:11.000]  這本書是我六十歲的一本寫作
[00:01:11.000 --> 00:01:13.000]  用了三年時間
[00:01:13.000 --> 00:01:15.000]  將這項課程查了三次
[00:01:15.000 --> 00:01:17.000]  將一些領袖寫成這本書
[00:01:17.000 --> 00:01:21.000]  題目叫「豐盛的生命」
[00:01:21.000 --> 00:01:23.000]  我們盼望大家都有一個豐盛的人生
[00:01:23.000 --> 00:01:25.000]  我很喜歡這本書
[00:01:25.000 --> 00:01:27.000]  寫得很辛苦
[00:01:27.000 --> 00:01:29.000]  十八萬字
[00:01:29.000 --> 00:01:31.000]  真的不容易
[00:01:31.000 --> 00:01:33.000]  但希望對大家生命有幫助
[00:01:33.000 --> 00:01:35.000]  另外這本書我也特別跟容牧師提過
[00:01:35.000 --> 00:01:37.000]  「灰」
[00:01:37.000 --> 00:01:39.000]  一位牧師活在憂鬱症中的心路歷程
[00:01:39.000 --> 00:01:41.000]  這位牧師我跟容牧師認識
[00:01:41.000 --> 00:01:43.000]  在多倫多
[00:01:43.000 --> 00:01:45.000]  九年前因為抑鬱病
[00:01:45.000 --> 00:01:47.000]  他開始不知道
[00:01:47.000 --> 00:01:51.000]  後來開始承受不到壓力
[00:01:51.000 --> 00:01:53.000]  發現抑鬱
[00:01:53.000 --> 00:01:55.000]  喝酒後就犯事
[00:01:55.000 --> 00:01:57.000]  婚姻出現紅燈
[00:01:57.000 --> 00:01:59.000]  有第三者
[00:01:59.000 --> 00:02:01.000]  在聖誕節前離開了教會
[00:02:01.000 --> 00:02:03.000]  教會承認自己的罪
[00:02:03.000 --> 00:02:05.000]  離開了自己的福祉
[00:02:05.000 --> 00:02:07.000]  他是兩間神學院的神學教授
[00:02:07.000 --> 00:02:09.000]  他是一間教會的主任牧師
[00:02:09.000 --> 00:02:11.000]  他是一個機構的董事會主席
[00:02:11.000 --> 00:02:13.000]  他說那一年是他人生中最黑暗的一年
[00:02:13.000 --> 00:02:15.000]  聖誕節的時候
[00:02:15.000 --> 00:02:17.000]  他坐在麥當勞一個人
[00:02:17.000 --> 00:02:19.000]  默默流淚
[00:02:19.000 --> 00:02:21.000]  他想著自己沒有辦法再回頭
[00:02:21.000 --> 00:02:23.000]  當他犯罪離開神
[00:02:23.000 --> 00:02:25.000]  得罪神的時候
[00:02:25.000 --> 00:02:27.000]  他認罪
[00:02:27.000 --> 00:02:31.000]  但他發現很難被弟兄姊妹接受
[00:02:31.000 --> 00:02:33.000]  他出去吃飯
[00:02:33.000 --> 00:02:35.000]  旁邊的桌子是他以前的會友
[00:02:35.000 --> 00:02:37.000]  居然寧眉不展
[00:02:37.000 --> 00:02:39.000]  當作看不到他
[00:02:39.000 --> 00:02:41.000]  他人生是進入了低谷
[00:02:41.000 --> 00:02:43.000]  很感恩他老婆師母原諒他
[00:02:43.000 --> 00:02:45.000]  他重新振作
[00:02:45.000 --> 00:02:47.000]  經歷了三年的苦度
[00:02:47.000 --> 00:02:49.000]  終於慢慢站起來
[00:02:49.000 --> 00:02:51.000]  我一直鼓勵他
[00:02:51.000 --> 00:02:53.000]  我記得有一次在購物網站上跟他握手
[00:02:53.000 --> 00:02:55.000]  他說「徐振興已經很久沒有人跟我握手」
[00:02:55.000 --> 00:02:59.000]  他終於寫了這本書
[00:02:59.000 --> 00:03:01.000]  講述自己如何經過流淚谷
[00:03:01.000 --> 00:03:03.000]  如何重新站起來
[00:03:03.000 --> 00:03:05.000]  裡面有一句說話
[00:03:05.000 --> 00:03:07.000]  他說「有一天我可能會回來」
[00:03:07.000 --> 00:03:09.000]  我記得我回覆他
[00:03:09.000 --> 00:03:11.000]  「其實你已經回來了」
[00:03:11.000 --> 00:03:13.000]  這本書本來是英文的
[00:03:13.000 --> 00:03:15.000]  翻譯成中文
[00:03:15.000 --> 00:03:17.000]  所以當你看的時候你會明白很多
[00:03:17.000 --> 00:03:21.000]  這本書是我們特意幫他出版的
[00:03:21.000 --> 00:03:23.000]  這次帶來了
[00:03:23.000 --> 00:03:27.000]  你們應該如無意外是第一間教會看到這本書的
[00:03:27.000 --> 00:03:29.000]  因為剛剛入院
[00:03:29.000 --> 00:03:31.000]  希望大家都能夠買這本書
[00:03:31.000 --> 00:03:33.000]  紀念一些目者
[00:03:33.000 --> 00:03:35.000]  OK
[00:03:35.000 --> 00:03:39.000]  有多少人剛才的堂站在這裡?
[00:03:39.000 --> 00:03:45.000]  你站在這裡嗎?
[00:03:45.000 --> 00:03:47.000]  我怎麼看不到?
[00:03:47.000 --> 00:03:49.000]  神不知鬼不覺
[00:03:49.000 --> 00:03:51.000]  原來在這裡混合了
[00:03:51.000 --> 00:03:53.000]  做了一部間道
[00:03:53.000 --> 00:03:59.000]  其實這次我預備了四堂的訊息
[00:03:59.000 --> 00:04:01.000]  其實可以一堂訊息講四次
[00:04:01.000 --> 00:04:03.000]  但是我只有這麼辛苦
[00:04:03.000 --> 00:04:05.000]  一次沒理由一堂訊息講四次
[00:04:05.000 --> 00:04:07.000]  當然是四堂訊息講一次
[00:04:07.000 --> 00:04:09.000]  所以我特意預備了四堂
[00:04:09.000 --> 00:04:11.000]  我自己的題目叫做
[00:04:11.000 --> 00:04:13.000]  「同心合意見神家」
[00:04:13.000 --> 00:04:15.000]  分開四堂
[00:04:15.000 --> 00:04:17.000]  第一堂叫做「建立神家」
[00:04:17.000 --> 00:04:19.000]  第二堂叫做「合而為一」
[00:04:19.000 --> 00:04:21.000]  第三堂叫做「各盡其職」
[00:04:21.000 --> 00:04:23.000]  第四堂叫做「去救迎新」
[00:04:23.000 --> 00:04:25.000]  每一堂有一個重點
[00:04:25.000 --> 00:04:27.000]  第一堂叫做「建立神家」
[00:04:27.000 --> 00:04:29.000]  就是「齊齊起多些」
[00:04:29.000 --> 00:04:31.000]  第二堂叫做「同心合一」
[00:04:31.000 --> 00:04:33.000]  就是「大家夾多些」
[00:04:33.000 --> 00:04:35.000]  第三堂叫做「各盡其職」
[00:04:35.000 --> 00:04:37.000]  就是「個個做多些」
[00:04:37.000 --> 00:04:39.000]  第四堂叫做「去救迎新」
[00:04:39.000 --> 00:04:41.000]  就是「人人改多些」
[00:04:41.000 --> 00:04:43.000]  可以了吧?
[00:04:43.000 --> 00:04:45.000]  寫下了嗎?
[00:04:45.000 --> 00:04:47.000]  聽完可以離開了
[00:04:47.000 --> 00:04:49.000]  我們先祈禱
[00:04:49.000 --> 00:04:51.000]  天父求你因代而合的時間
[00:04:51.000 --> 00:04:53.000]  幫我們眾弟兄姊妹在您的面前
[00:04:53.000 --> 00:04:55.000]  願意我們建立神家
[00:04:55.000 --> 00:04:57.000]  我們明白人之不同各如其面
[00:04:57.000 --> 00:04:59.000]  但有主耶穌在中間
[00:04:59.000 --> 00:05:01.000]  你可以做調和
[00:05:01.000 --> 00:05:03.000]  你可以做和好的工作
[00:05:03.000 --> 00:05:05.000]  幫助我們弟兄姊妹
[00:05:05.000 --> 00:05:07.000]  需要同心合一
[00:05:07.000 --> 00:05:09.000]  一同來建神家
[00:05:09.000 --> 00:05:11.000]  幫助全福堂
[00:05:11.000 --> 00:05:13.000]  一年又一年不單經歷神的恩典
[00:05:13.000 --> 00:05:15.000]  我們要繼續經歷下去
[00:05:15.000 --> 00:05:17.000]  我們甚至要經歷更大的恩典
[00:05:17.000 --> 00:05:19.000]  求主你幫助我們
[00:05:19.000 --> 00:05:21.000]  祝福我們的時候
[00:05:21.000 --> 00:05:23.000]  讓我們領受祝福
[00:05:23.000 --> 00:05:25.000]  成為別人的祝福
[00:05:25.000 --> 00:05:27.000]  求主你因代
[00:05:27.000 --> 00:05:29.000]  更加看到遲些有受浸、有轉會
[00:05:29.000 --> 00:05:31.000]  看到很多弟兄姊妹加入教會
[00:05:31.000 --> 00:05:33.000]  我們為此高興
[00:05:33.000 --> 00:05:35.000]  因為神的家
[00:05:35.000 --> 00:05:37.000]  神本身的家是應該成長
[00:05:37.000 --> 00:05:39.000]  當你為此看到的時候
[00:05:39.000 --> 00:05:41.000]  我們感恩
[00:05:41.000 --> 00:05:43.000]  求你幫助我們
[00:05:43.000 --> 00:05:45.000]  不要忘記我們的使命
[00:05:45.000 --> 00:05:47.000]  不要忘記我們的心志
[00:05:47.000 --> 00:05:49.000]  繼續在你面前堅守使命
[00:05:49.000 --> 00:05:51.000]  完成你託付給我們的使命
[00:05:51.000 --> 00:05:53.000]  在香港這個地方
[00:05:53.000 --> 00:05:55.000]  為主你繼續發光
[00:05:55.000 --> 00:05:57.000]  幫助我們大年夏時間奉耶穌的名
[00:05:57.000 --> 00:05:59.000]  大家可能聽過
[00:05:59.000 --> 00:06:01.000]  兄弟同心
[00:06:01.000 --> 00:06:03.000]  其利斷金
[00:06:03.000 --> 00:06:05.000]  我想問如果姊妹同心呢?
[00:06:05.000 --> 00:06:07.000]  都是一樣
[00:06:07.000 --> 00:06:09.000]  都是其利斷金
[00:06:09.000 --> 00:06:11.000]  但是如果教會同心呢?
[00:06:11.000 --> 00:06:13.000]  結果是怎樣呢?
[00:06:13.000 --> 00:06:15.000]  聰明的人看筆記
[00:06:15.000 --> 00:06:17.000]  最後那句就有
[00:06:17.000 --> 00:06:19.000]  兄弟同心
[00:06:19.000 --> 00:06:21.000]  其利斷金
[00:06:21.000 --> 00:06:23.000]  教會同心 興旺福音
[00:06:23.000 --> 00:06:25.000]  有一次有一個記者去訪問監獄
[00:06:25.000 --> 00:06:27.000]  這個監獄是囚了差不多
[00:06:27.000 --> 00:06:29.000]  三百多個囚犯在加拿大一個地方
[00:06:29.000 --> 00:06:31.000]  叫做Kingston
[00:06:31.000 --> 00:06:33.000]  記者問他們有三百多個囚犯
[00:06:33.000 --> 00:06:35.000]  但獄卒只有十幾個
[00:06:35.000 --> 00:06:37.000]  他們怎樣十幾個獄卒
[00:06:37.000 --> 00:06:39.000]  來管住三百多個囚犯呢?
[00:06:39.000 --> 00:06:41.000]  監獄長跟他們說
[00:06:41.000 --> 00:06:43.000]  你放心
[00:06:43.000 --> 00:06:45.000]  我們一定管得好
[00:06:45.000 --> 00:06:47.000]  為什麼管得好呢?因為這三百個囚犯
[00:06:47.000 --> 00:06:49.000]  是永遠不會同心
[00:06:49.000 --> 00:06:51.000]  如果他們同心的時候
[00:06:51.000 --> 00:06:53.000]  不要說十幾個 三百個獄卒
[00:06:53.000 --> 00:06:55.000]  都管不住
[00:06:55.000 --> 00:06:57.000]  同心是很重要的
[00:06:57.000 --> 00:06:59.000]  教會合一
[00:06:59.000 --> 00:07:01.000]  是很重要的
[00:07:01.000 --> 00:07:03.000]  耶穌離世前
[00:07:03.000 --> 00:07:05.000]  祂要為門徒洗腳
[00:07:05.000 --> 00:07:07.000]  所以耶穌離世前要為門徒祈禱
