
[00:00:00.000 --> 00:00:09.600]  今天在復活節的星期特別紀念我們主耶穌基督的復活
[00:00:09.600 --> 00:00:15.680]  所以很高興可以跟大家分享耶穌基督親自講的一個很重要的庇譽
[00:00:15.680 --> 00:00:21.680]  這個庇譽可能是在聖經裡最長最多人聽過的一個庇譽
[00:00:21.680 --> 00:00:24.880]  就是失陽失銀和浪子的庇譽
[00:00:24.880 --> 00:00:33.120]  但很多時候因為時間關係我們一般聽都是解釋浪子庇譽的部分
[00:00:33.120 --> 00:00:36.080]  但其實這是一個三合一的庇譽
[00:00:36.080 --> 00:00:39.840]  本身是一個教訓
[00:00:39.840 --> 00:00:41.840]  所以我們留意一下
[00:00:41.840 --> 00:00:43.600]  開頭失陽的庇譽
[00:00:43.600 --> 00:00:48.080]  耶穌基督講這個庇譽的背景就是
[00:00:48.080 --> 00:00:52.480]  那些稅吏和罪人接近耶穌聽耶穌講道
[00:00:52.480 --> 00:00:57.600]  但經學家就批評他為何耶穌接待罪人
[00:00:57.600 --> 00:01:01.440]  除了頭兩句是一個介紹之外
[00:01:01.440 --> 00:01:04.640]  接著有五句是一個失陽的庇譽
[00:01:04.640 --> 00:01:06.640]  失陽的庇譽還沒完
[00:01:06.640 --> 00:01:08.640]  如果大家再看下去
[00:01:08.640 --> 00:01:10.640]  耶穌接著說
[00:01:10.640 --> 00:01:13.920]  如果是一個女人失了十個銀
[00:01:13.920 --> 00:01:15.920]  有十個銀失了一個
[00:01:15.920 --> 00:01:19.680]  接著又說只有三節的失陽庇譽
[00:01:19.680 --> 00:01:22.000]  接著耶穌又說
[00:01:22.000 --> 00:01:22.960]  還沒完的
[00:01:22.960 --> 00:01:26.000]  所以他講完失陽失銀之後
[00:01:26.000 --> 00:01:29.680]  才講耶穌和這兩個兒子的對話
[00:01:29.680 --> 00:01:33.920]  很多時候我們會叫這個做浪子的庇譽
[00:01:33.920 --> 00:01:37.360]  但我自己覺得應該來說是
[00:01:37.360 --> 00:01:39.840]  講一個仁慈的父親
[00:01:39.840 --> 00:01:41.840]  對兩個兒子的庇譽
[00:01:41.840 --> 00:01:46.880]  所以我希望今天可以將這三個庇譽一起講
[00:01:46.880 --> 00:01:50.480]  因為平時失銀的庇譽只有三節
[00:01:50.480 --> 00:01:58.160]  很多時候我們不會在星期日的講道裡聽到很多解釋
[00:01:58.160 --> 00:02:01.520]  在我解釋經文之前
[00:02:01.520 --> 00:02:03.520]  我想分享一句說話
[00:02:03.520 --> 00:02:05.520]  就是Matthew Henry
[00:02:05.520 --> 00:02:08.320]  如果大家研究過聖經
[00:02:08.320 --> 00:02:10.320]  都會看過一個解經書
[00:02:10.320 --> 00:02:11.520]  就是Matthew Henry的解經書
[00:02:11.520 --> 00:02:13.520]  他是三百年前寫的
[00:02:13.520 --> 00:02:15.520]  他寫解經書的時候
[00:02:15.520 --> 00:02:21.520]  當夏娃被逐出伊甸園的時候
[00:02:21.520 --> 00:02:23.520]  他有一種感慨
[00:02:23.520 --> 00:02:25.520]  他寫了一句說話
[00:02:25.520 --> 00:02:31.520]  Millions are wounded by believing that God will not be as strict as His word says He will
[00:02:31.520 --> 00:02:35.520]  By this lie, Satan has ruined humanity
[00:02:35.520 --> 00:02:41.520]  他的意思是很多人沒有將神的話很認真的去對待
[00:02:41.520 --> 00:02:45.520]  很多神很嚴厲的話我們聽不進去
[00:02:45.520 --> 00:02:47.520]  以為神不會這樣做
[00:02:47.520 --> 00:02:49.520]  變成我們毀了我們的一生
[00:02:49.520 --> 00:02:53.520]  所以我今天提醒大家
[00:02:53.520 --> 00:02:57.520]  我今天會解釋耶穌基督的經文的時候
[00:02:57.520 --> 00:02:59.520]  每一句都是他自己說的話
[00:02:59.520 --> 00:03:05.520]  我盡量將我所有的理解讓大家明白
[00:03:07.520 --> 00:03:13.520]  失陽、失銀和浪子、人馳父親的比喻是有特點的
[00:03:13.520 --> 00:03:17.520]  第一,失陽是一百隻失去了一隻
[00:03:17.520 --> 00:03:19.520]  失銀是十個失去了一個
[00:03:19.520 --> 00:03:25.520]  浪子這個故事好像是兩個兒子失去了一個
[00:03:25.520 --> 00:03:31.520]  但我們看下去就發現結局是很令人
[00:03:31.520 --> 00:03:35.520]  並非想像我們一開始想像的結局
[00:03:35.520 --> 00:03:39.520]  我們先看第一個的比喻
[00:03:39.520 --> 00:03:43.520]  我們看回失陽的比喻
[00:03:43.520 --> 00:03:45.520]  聖經裡面耶穌曾經提過兩次
[00:03:45.520 --> 00:03:49.520]  第一次是在馬太福音第十八章
[00:03:49.520 --> 00:03:51.520]  第二次是在路加福音
[00:03:51.520 --> 00:03:53.520]  就是今天我們會講的這段經文
[00:03:53.520 --> 00:03:55.520]  但我想大家留意
[00:03:55.520 --> 00:04:01.520]  耶穌基督在馬太福音的單獨的失陽比喻
[00:04:01.520 --> 00:04:06.520]  是和今天我們講的故事沒有直接關係的
[00:04:06.520 --> 00:04:11.520]  因為當時的背景是在馬太福音
[00:04:11.520 --> 00:04:13.520]  耶穌講失陽比喻的時候
[00:04:13.520 --> 00:04:17.520]  當時門徒問耶穌基督天國裡邊誰最大
[00:04:17.520 --> 00:04:19.520]  因為他們想爭權
[00:04:19.520 --> 00:04:21.520]  他們想著耶穌的國快要成立
[00:04:21.520 --> 00:04:22.520]  他們想爭權
[00:04:22.520 --> 00:04:26.520]  這種心態很容易令初信的基督徒跌倒
[00:04:26.520 --> 00:04:32.520]  所以耶穌基督就用迷路的羊去做一個比喻
[00:04:32.520 --> 00:04:35.520]  叫這些門徒不要做一些事
[00:04:35.520 --> 00:04:40.520]  使這些剛剛初信的基督徒跌倒
[00:04:40.520 --> 00:04:43.520]  所以背景和今天我們講的不同
[00:04:43.520 --> 00:04:45.520]  今天我們在路加福音講
[00:04:45.520 --> 00:04:48.520]  背景是兩組人
[00:04:48.520 --> 00:04:50.520]  一組是稅吏和罪人
[00:04:50.520 --> 00:04:52.520]  很想親近耶穌
[00:04:52.520 --> 00:04:54.520]  要聽耶穌講道
[00:04:54.520 --> 00:04:57.520]  而當中有另外一批人
[00:04:57.520 --> 00:04:59.520]  就是法理人和經學家
[00:04:59.520 --> 00:05:01.520]  就跟著議論耶穌
[00:05:01.520 --> 00:05:03.520]  說這個人就是耶穌
[00:05:03.520 --> 00:05:05.520]  竟然是接待罪人和他們一起吃飯
[00:05:05.520 --> 00:05:08.520]  這個批評不是第一次
[00:05:08.520 --> 00:05:16.520]  因為如果我們看回路加福音第五章早一段
[00:05:16.520 --> 00:05:19.520]  當耶穌基督呼召利尼的時候
[00:05:19.520 --> 00:05:21.520]  在利尼家裡吃飯的時候
[00:05:21.520 --> 00:05:23.520]  利尼是一個稅吏
[00:05:23.520 --> 00:05:29.520]  就是寫馬太福音的門徒
[00:05:29.520 --> 00:05:34.520]  當時法理人和經學家已經批評過耶穌
[00:05:34.520 --> 00:05:38.520]  跟這些稅吏和罪人一起吃飯
[00:05:38.520 --> 00:05:40.520]  所以這次的批評不是第一次
[00:05:40.520 --> 00:05:42.520]  但耶穌因為他們的批評
[00:05:42.520 --> 00:05:48.520]  就開始講今天三合一的比喻
[00:05:48.520 --> 00:05:49.520]  所以我們留意到
[00:05:49.520 --> 00:05:51.520]  在馬太福音失揚的比喻
[00:05:51.520 --> 00:05:53.520]  跟今天的比喻背景不同
[00:05:53.520 --> 00:05:55.520]  還有結構也不同
[00:05:55.520 --> 00:05:58.520]  因為在馬太福音的背景是獨立的比喻
[00:05:58.520 --> 00:06:01.520]  而今天我們在失揚的比喻
[00:06:01.520 --> 00:06:04.520]  是三合一故事的一部分
[00:06:04.520 --> 00:06:08.520]  我們再看失揚的比喻的部分
[00:06:08.520 --> 00:06:11.520]  我們看到有兩位耶穌
[00:06:11.520 --> 00:06:15.520]  因為法利賽人的批評
[00:06:15.520 --> 00:06:18.520]  就開始講了三合一的比喻
[00:06:18.520 --> 00:06:20.520]  我們留意到耶穌基督講的比喻
[00:06:20.520 --> 00:06:23.520]  其實是對應這兩組的人
[00:06:23.520 --> 00:06:27.520]  就是稅吏、罪人、法利賽人和經學家
[00:06:27.520 --> 00:06:29.520]  在第一個失揚的比喻裏面
[00:06:29.520 --> 00:06:34.520]  他就說你們中間誰會有100隻羊
[00:06:34.520 --> 00:06:35.520]  如果失去一隻
[00:06:35.520 --> 00:06:38.520]  不會把99隻留在這裏
[00:06:38.520 --> 00:06:41.520]  去尋找失落的直到找著呢?
[00:06:41.520 --> 00:06:43.520]  這個問題很有趣
[00:06:43.520 --> 00:06:49.520]  因為我會在下一頁再詳細解釋這個問題
[00:06:49.520 --> 00:06:51.520]  因為一般來說
[00:06:51.520 --> 00:06:55.520]  如果有100隻羊失去99隻
[00:06:55.520 --> 00:06:57.520]  我們會保本看著牠
[00:06:57.520 --> 00:07:01.520]  還是冒險放下99隻去尋找失落的羊呢?
[00:07:01.520 --> 00:07:05.520]  這是一個很奇怪的問題
[00:07:05.520 --> 00:07:11.520]  但這個問題我會在今天講座結尾時再解答
[00:07:11.520 --> 00:07:13.520]  耶穌問了這個問題時
[00:07:13.520 --> 00:07:22.520]  他就說這個牧羊人會留下99隻羊
