
[00:00:00.000 --> 00:00:02.000]  各位老朋友午安
[00:00:02.000 --> 00:00:06.000]  很感謝你今天唱的詩
[00:00:06.000 --> 00:00:10.000]  我想不到這麼好
[00:00:10.000 --> 00:00:14.000]  特別一起唱《主愛超越》的時候
[00:00:14.000 --> 00:00:16.000]  我才發現原來
[00:00:16.000 --> 00:00:18.000]  38年前我唱的這首歌
[00:00:18.000 --> 00:00:20.000]  那時候就是我結婚那天
[00:00:20.000 --> 00:00:22.000]  是第一首歌
[00:00:22.000 --> 00:00:24.000]  那時候不是很集中精神唱
[00:00:24.000 --> 00:00:26.000]  因為等著我新娘站在那的時候
[00:00:26.000 --> 00:00:28.000]  現在我才看清楚那些歌詞
[00:00:28.000 --> 00:00:30.000]  那時候說
[00:00:30.000 --> 00:00:32.000]  最後說
[00:00:32.000 --> 00:00:34.000]  願從光榮
[00:00:34.000 --> 00:00:36.000]  然後再盡光榮
[00:00:36.000 --> 00:00:38.000]  直到我們
[00:00:38.000 --> 00:00:40.000]  進天國
[00:00:40.000 --> 00:00:42.000]  到時官冕
[00:00:42.000 --> 00:00:44.000]  敬獻主前
[00:00:44.000 --> 00:00:46.000]  重讚
[00:00:46.000 --> 00:00:48.000]  驚盼
[00:00:48.000 --> 00:00:50.000]  主愛眾
[00:00:50.000 --> 00:00:52.000]  因為我太太已經在天堂了
[00:00:52.000 --> 00:00:54.000]  在八年前
[00:00:54.000 --> 00:00:56.000]  她曾經在這裡
[00:00:56.000 --> 00:00:58.000]  8月17日和我一起站在那裡
[00:00:58.000 --> 00:01:00.000]  分享她
[00:01:00.000 --> 00:01:02.000]  癌症的經驗
[00:01:02.000 --> 00:01:04.000]  說完之後一個月後
[00:01:04.000 --> 00:01:06.000]  她就回到天堂了
[00:01:06.000 --> 00:01:08.000]  今天我選這段聖經
[00:01:08.000 --> 00:01:12.000]  是說愛是最好的預備
[00:01:12.000 --> 00:01:14.000]  來證明這首歌
[00:01:14.000 --> 00:01:16.000]  聖經的說話是真的
[00:01:16.000 --> 00:01:18.000]  經文說
[00:01:18.000 --> 00:01:22.000]  神為愛他的人
[00:01:22.000 --> 00:01:24.000]  為愛他的人所預備的
[00:01:24.000 --> 00:01:26.000]  是眼睛未曾看見
[00:01:26.000 --> 00:01:30.000]  耳朵未曾聽見
[00:01:30.000 --> 00:01:34.000]  人心未曾想過
[00:01:34.000 --> 00:01:36.000]  幾個未曾
[00:01:36.000 --> 00:01:38.000]  那就是說
[00:01:38.000 --> 00:01:40.000]  裡面一定有個奧秘
[00:01:40.000 --> 00:01:42.000]  就是預備些什麼呢
[00:01:42.000 --> 00:01:44.000]  預備些什麼呢
[00:01:44.000 --> 00:01:46.000]  那麽多前書第二章
[00:01:46.000 --> 00:01:48.000]  之前是說
[00:01:48.000 --> 00:01:50.000]  那個預備
[00:01:50.000 --> 00:01:52.000]  是一個奧秘
[00:01:52.000 --> 00:01:54.000]  是十字架的奧秘
[00:01:54.000 --> 00:01:56.000]  在四天前
[00:01:56.000 --> 00:01:58.000]  我有一個美國的好朋友
[00:01:58.000 --> 00:02:00.000]  他的爸爸去世了
[00:02:00.000 --> 00:02:02.000]  他特別回來香港
[00:02:02.000 --> 00:02:04.000]  舉行一個安息禮拜
[00:02:04.000 --> 00:02:06.000]  他請我一起去
[00:02:06.000 --> 00:02:08.000]  其實我去的時候
[00:02:08.000 --> 00:02:10.000]  全部都是他們一班校友
[00:02:10.000 --> 00:02:12.000]  我是唯一一個外面人
[00:02:12.000 --> 00:02:14.000]  是一班神學院的畢業生
[00:02:14.000 --> 00:02:16.000]  那個地方
[00:02:16.000 --> 00:02:18.000]  是一個很大的
[00:02:18.000 --> 00:02:20.000]  一個很大的
[00:02:20.000 --> 00:02:22.000]  那個地方
[00:02:22.000 --> 00:02:24.000]  在九龍殯儀館
[00:02:24.000 --> 00:02:26.000]  因為親友不多
[00:02:26.000 --> 00:02:28.000]  所以用了一間很小的房間
[00:02:28.000 --> 00:02:30.000]  我從來未試過安息禮拜
[00:02:30.000 --> 00:02:32.000]  是這麽近棺材的
[00:02:32.000 --> 00:02:34.000]  我坐在椅子上的時候
[00:02:34.000 --> 00:02:36.000]  一直看著
[00:02:36.000 --> 00:02:38.000]  棺材裏面
[00:02:38.000 --> 00:02:40.000]  躺著的人的樣子
[00:02:40.000 --> 00:02:42.000]  一直在聽廣道
[00:02:42.000 --> 00:02:44.000]  一直聽的時候
[00:02:44.000 --> 00:02:46.000]  感覺到那個人好像在動一樣
[00:02:46.000 --> 00:02:48.000]  變得非常留心
[00:02:48.000 --> 00:02:50.000]  而廣道的講員
[00:02:50.000 --> 00:02:52.000]  是播道神學院的院長
[00:02:52.000 --> 00:02:54.000]  播道神學院的院長
[00:02:54.000 --> 00:02:56.000]  國民慈牧書
[00:02:56.000 --> 00:02:58.000]  他剛剛就說了這件事
[00:02:58.000 --> 00:03:00.000]  他說我們很多時候都忽略了
[00:03:00.000 --> 00:03:02.000]  我們的生命有靈魂
[00:03:02.000 --> 00:03:04.000]  我們的生命有靈魂
[00:03:04.000 --> 00:03:06.000]  他說他的姐姐
[00:03:06.000 --> 00:03:08.000]  他姐姐很年輕的時候
[00:03:08.000 --> 00:03:10.000]  就有一個很快的急症
[00:03:10.000 --> 00:03:12.000]  就去世了
[00:03:12.000 --> 00:03:14.000]  於是家人就圍著
[00:03:14.000 --> 00:03:16.000]  他的屍體
[00:03:16.000 --> 00:03:18.000]  他就越哭
[00:03:18.000 --> 00:03:20.000]  後來
[00:03:20.000 --> 00:03:22.000]  就準備打包了
[00:03:22.000 --> 00:03:24.000]  一切都決定了
[00:03:24.000 --> 00:03:26.000]  這件喪事要準備的時候
[00:03:26.000 --> 00:03:28.000]  突然間
[00:03:28.000 --> 00:03:30.000]  護士發現到
[00:03:30.000 --> 00:03:32.000]  他姐姐是動的
[00:03:32.000 --> 00:03:34.000]  然後起了身
[00:03:34.000 --> 00:03:38.000]  他姐姐
[00:03:38.000 --> 00:03:40.000]  就說
[00:03:40.000 --> 00:03:42.000]  我剛才
[00:03:42.000 --> 00:03:44.000]  去了一個很光明的地方
[00:03:44.000 --> 00:03:46.000]  我在那裡
[00:03:46.000 --> 00:03:48.000]  看下來看到
[00:03:48.000 --> 00:03:50.000]  丈夫和
[00:03:50.000 --> 00:03:52.000]  很小的兒女在那裡哭
[00:03:52.000 --> 00:03:54.000]  他看到
[00:03:54.000 --> 00:03:56.000]  然後聲音跟他說
[00:03:56.000 --> 00:03:58.000]  我讓你回去吧
[00:03:58.000 --> 00:04:02.000]  於是
[00:04:02.000 --> 00:04:04.000]  他就變成一個再有生命的人
[00:04:04.000 --> 00:04:08.000]  他姐姐不但有生命
[00:04:08.000 --> 00:04:10.000]  後來還再生了一個小女孩
[00:04:12.000 --> 00:04:14.000]  到今天
[00:04:14.000 --> 00:04:16.000]  牧師的姐姐還在世
[00:04:16.000 --> 00:04:20.000]  我太太也試過
[00:04:20.000 --> 00:04:22.000]  差不多這個經驗
[00:04:22.000 --> 00:04:24.000]  完全昏迷
[00:04:24.000 --> 00:04:26.000]  沒有血壓
[00:04:26.000 --> 00:04:28.000]  脈搏
[00:04:28.000 --> 00:04:30.000]  後來救回來的時候
[00:04:30.000 --> 00:04:32.000]  我太太跟我說
[00:04:32.000 --> 00:04:34.000]  她看到很光很光很遠的地方
[00:04:34.000 --> 00:04:36.000]  很寧靜
[00:04:36.000 --> 00:04:38.000]  那種光是漂亮的
[00:04:38.000 --> 00:04:40.000]  是漂亮的
[00:04:40.000 --> 00:04:42.000]  她說
[00:04:42.000 --> 00:04:44.000]  死是不可怕的
[00:04:44.000 --> 00:04:48.000]  那時候是
[00:04:48.000 --> 00:04:50.000]  我太太離開世前的三個月
[00:04:50.000 --> 00:04:54.000]  生命的奧秘不是在乎
[00:04:54.000 --> 00:04:56.000]  這條命活多久
[00:04:56.000 --> 00:04:58.000]  而是靈魂
[00:04:58.000 --> 00:05:00.000]  這個靈魂是什麼呢
[00:05:00.000 --> 00:05:02.000]  就是神給我們
[00:05:02.000 --> 00:05:04.000]  一個跟祂溝通
[00:05:04.000 --> 00:05:06.000]  和祂將要去的地方
[00:05:06.000 --> 00:05:08.000]  是一個永生
[00:05:08.000 --> 00:05:10.000]  很難明白的東西
[00:05:10.000 --> 00:05:12.000]  所以
[00:05:12.000 --> 00:05:14.000]  神為我們預備的
[00:05:14.000 --> 00:05:16.000]  是很難明白的東西
[00:05:16.000 --> 00:05:18.000]  因為我們很少見很少聽
[00:05:18.000 --> 00:05:20.000]  今天你聽了之後
[00:05:20.000 --> 00:05:22.000]  可能你明天去送殯
[00:05:22.000 --> 00:05:24.000]  很害怕
[00:05:24.000 --> 00:05:26.000]  因為你很少聽
[00:05:26.000 --> 00:05:28.000]  你覺得為什麼這麼神奇
[00:05:28.000 --> 00:05:30.000]  生命是誰主宰的呢
[00:05:30.000 --> 00:05:32.000]  當然不用怕
[00:05:32.000 --> 00:05:34.000]  一個生命
[00:05:34.000 --> 00:05:36.000]  真的有結束
[00:05:36.000 --> 00:05:38.000]  雖然很多耶穌
[00:05:38.000 --> 00:05:40.000]  行神蹟
[00:05:40.000 --> 00:05:42.000]  醫好了的人
[00:05:42.000 --> 00:05:44.000]  後來都是死了
[00:05:44.000 --> 00:05:46.000]  就是說生命不是
[00:05:46.000 --> 00:05:48.000]  鬥場的
[00:05:48.000 --> 00:05:50.000]  只是他需要活
[00:05:50.000 --> 00:05:52.000]  一個意思的內容
[00:05:52.000 --> 00:05:54.000]  然後就完結
[00:05:54.000 --> 00:05:56.000]  但最後的意思
[00:05:56.000 --> 00:05:58.000]  是接駁到
[00:05:58.000 --> 00:06:00.000]  永生
[00:06:00.000 --> 00:06:02.000]  這是最後的意思
[00:06:02.000 --> 00:06:04.000]  我們大家內容可以不同
[00:06:04.000 --> 00:06:06.000]  但最後我們都是
[00:06:06.000 --> 00:06:08.000]  一個目的地
[00:06:08.000 --> 00:06:10.000]  永生 因為相反
[00:06:10.000 --> 00:06:12.000]  是永死
[00:06:12.000 --> 00:06:14.000]  永死就是說
[00:06:14.000 --> 00:06:16.000]  一個人
[00:06:16.000 --> 00:06:18.000]  和未信耶穌
[00:06:18.000 --> 00:06:20.000]  和信耶穌的人
[00:06:20.000 --> 00:06:22.000]  這個分別就是
[00:06:22.000 --> 00:06:24.000]  大家會分開還是遲早再見
[00:06:24.000 --> 00:06:26.000]  信耶穌的
[00:06:26.000 --> 00:06:28.000]  和信耶穌的遲早再見
[00:06:28.000 --> 00:06:30.000]  因為耶穌再來的時候
[00:06:30.000 --> 00:06:32.000]  那些死了的人首先復活
[00:06:32.000 --> 00:06:34.000]  然後所有還在世的人
[00:06:34.000 --> 00:06:36.000]  被提上天
[00:06:36.000 --> 00:06:38.000]  然後一起相聚
[00:06:38.000 --> 00:06:40.000]  這天聖經有說過
[00:06:40.000 --> 00:06:42.000]  這就是我們看到
[00:06:42.000 --> 00:06:44.000]  我們的盼望
[00:06:44.000 --> 00:06:46.000]  所以如果哪個人信了耶穌
[00:06:46.000 --> 00:06:48.000]  你的親戚好友
[00:06:48.000 --> 00:06:50.000]  太太 子女信了耶穌
[00:06:50.000 --> 00:06:52.000]  你們會再重逢
[00:06:52.000 --> 00:06:54.000]  那只不過是他睡了
[00:06:54.000 --> 00:06:56.000]  這些可以說是神學
[00:06:56.000 --> 00:06:58.000]  但是
[00:06:58.000 --> 00:07:00.000]  也想了想覺得很真
[00:07:00.000 --> 00:07:02.000]  為什麼呢 因為只有死亡
[00:07:02.000 --> 00:07:04.000]  是令人認真生活的
[00:07:04.000 --> 00:07:08.000]  我想大家讀過書就知道
[00:07:08.000 --> 00:07:10.000]  只有考試
[00:07:10.000 --> 00:07:12.000]  就令你做一晚認真讀書
[00:07:12.000 --> 00:07:14.000]  當然有些人都不認真
[00:07:14.000 --> 00:07:16.000]  就是說如果一件事
[00:07:16.000 --> 00:07:18.000]  沒有終結
[00:07:18.000 --> 00:07:20.000]  我們不會認真過其他時間
[00:07:20.000 --> 00:07:22.000]  如果我告訴你
[00:07:22.000 --> 00:07:24.000]  你還有一萬年至死
[00:07:24.000 --> 00:07:26.000]  你起碼要睡九千多年
[00:07:26.000 --> 00:07:28.000]  才出來走走
[00:07:28.000 --> 00:07:30.000]  這麼久
[00:07:30.000 --> 00:07:32.000]  如果你不夠時間
[00:07:32.000 --> 00:07:34.000]  你會活得很有質素
[00:07:34.000 --> 00:07:36.000]  因為你不夠時間
[00:07:36.000 --> 00:07:38.000]  你會覺得很不值
[00:07:38.000 --> 00:07:40.000]  你還會超水準
