
[00:00:00.000 --> 00:00:09.000]  在我接任校長之後不久,牧師就跟我說
[00:00:09.000 --> 00:00:14.000]  校長要每年來崇基的崇拜講道一次
[00:00:14.000 --> 00:00:22.000]  我初頭都有點擔心,因為我沒有接受過任何神學的訓練
[00:00:22.000 --> 00:00:31.000]  但我已經第三次來到這裡,我發覺每一次來到崇基的禮拜堂
[00:00:31.000 --> 00:00:37.000]  在主日的時候坐在台上的位置
[00:00:37.000 --> 00:00:45.000]  處於莊嚴的風琴和牧師洪量的聲音之間
[00:00:45.000 --> 00:00:49.000]  你會覺得有一種潔淨的感覺
[00:00:49.000 --> 00:00:54.000]  也聽到師班很優美的歌聲
[00:00:54.000 --> 00:00:59.000]  有時候我們發覺一些禮拜堂需要高高的,有一個尖的頂
[00:00:59.000 --> 00:01:03.000]  然後我們才聽到那些聲音在上面旋轉
[00:01:03.000 --> 00:01:06.000]  好像上帝跟我們說話一樣
[00:01:06.000 --> 00:01:12.000]  所以今天很高興有機會再跟大家分享一些我最近在聖經裡面的看法
[00:01:12.000 --> 00:01:15.000]  不過我要再一次強調
[00:01:15.000 --> 00:01:20.000]  我不懂得希伯來文,也不懂得拉丁文
[00:01:20.000 --> 00:01:24.000]  所以我看的聖經跟你看的本是一樣的
[00:01:24.000 --> 00:01:29.000]  甚至乎我還要看一些更加口語化的聖經
[00:01:29.000 --> 00:01:33.000]  再想一下今天我們生活在這個社會裡面
[00:01:33.000 --> 00:01:37.000]  這些說話對於我們有什麼意義呢?
[00:01:37.000 --> 00:01:43.000]  今天跟大家分享的題目是守望我們的淪舍
[00:01:43.000 --> 00:01:51.000]  大家一定聽過摩西在西乃山上接受耶和華給他的十誡
[00:01:51.000 --> 00:01:55.000]  是記載在《出埃及記》的第20章那裡
[00:01:55.000 --> 00:02:00.000]  說完了我們不可以有別的神,不可以拜偶像之後
[00:02:00.000 --> 00:02:06.000]  第一條對人的誡命,他說要孝敬父母
[00:02:06.000 --> 00:02:11.000]  使你的日子可以得以長久
[00:02:11.000 --> 00:02:16.000]  然後就說了一系列的誡命
[00:02:16.000 --> 00:02:21.000]  跟人,跟我們身邊的人有關係
[00:02:21.000 --> 00:02:25.000]  大家一定聽過這些很短很短的誡命
[00:02:25.000 --> 00:02:29.000]  他說不可以殺人,不可以姦淫,不可以偷渡
[00:02:29.000 --> 00:02:32.000]  不可以作假見證,不可以陷害人
[00:02:32.000 --> 00:02:38.000]  不可以貪戀人的房屋,妻子,瀑被,牛路,和一切所有的
[00:02:38.000 --> 00:02:41.000]  很簡單的五句話
[00:02:41.000 --> 00:02:46.000]  很多時候我看完之後都覺得都不是很關我事的
[00:02:46.000 --> 00:02:50.000]  我怎會殺人呢?我又怎會姦淫偷渡呢?
[00:02:50.000 --> 00:02:55.000]  所以覺得這幾句話好像跟我的關係不是很大
[00:02:55.000 --> 00:03:01.000]  但是當我再揭後幾頁,當我再看後面的聖經
[00:03:01.000 --> 00:03:11.000]  原來耶和華對摩西說這番話後來有更加詳盡的演繹
[00:03:11.000 --> 00:03:18.000]  在利未記第十九章,差不多完全的再說一次
[00:03:18.000 --> 00:03:21.000]  十誡裡面的內容
[00:03:21.000 --> 00:03:27.000]  我覺得跟我們原來是很有關係的
[00:03:27.000 --> 00:03:32.000]  特別是他說到跟人與人之間的關係
[00:03:32.000 --> 00:03:36.000]  用了很多字眼,說了很多細節
[00:03:36.000 --> 00:03:41.000]  跟我們今天似乎是非常之切切的
[00:03:41.000 --> 00:03:46.000]  我就想跟大家讀一讀這段聖經
[00:03:46.000 --> 00:03:53.000]  用中文讀完之後,我會幫大家讀一段英文的翻譯
[00:03:53.000 --> 00:03:57.000]  或者我們先打開利未記第十九章
[00:03:57.000 --> 00:04:01.000]  是聖經的一百一十五頁
[00:04:01.000 --> 00:04:05.000]  利未記第十九章一百一十五頁
[00:04:05.000 --> 00:04:14.000]  我們試試由第一節讀到第十九節
[00:04:14.000 --> 00:04:18.000]  對不起,讀到第十七節,十八節
[00:04:18.000 --> 00:04:21.000]  好,我們一起讀
[00:04:21.000 --> 00:04:27.000]  耶和華對摩西說:你曉遇以色列傳會眾說,你要聖潔
[00:04:27.000 --> 00:04:31.000]  因為我耶和華,你的神是聖潔的
[00:04:31.000 --> 00:04:36.000]  你們各人當孝敬父母,也要守我的安息日
[00:04:36.000 --> 00:04:39.000]  我是耶和華,你們的神
[00:04:39.000 --> 00:04:44.000]  不可偏向虛無的神,也不可為自己鑄造神像
[00:04:44.000 --> 00:04:47.000]  我是耶和華,你們的神
[00:04:47.000 --> 00:04:53.000]  你們獻平安祭給耶和華的時候,要獻得可蒙月立
[00:04:53.000 --> 00:04:57.000]  這祭物要在獻的那一天和第二天吃
[00:04:57.000 --> 00:05:02.000]  若有盛到第三天的,就必用火焚燒
[00:05:02.000 --> 00:05:07.000]  第三天若再吃,這就為可增護的,必不蒙月立
[00:05:07.000 --> 00:05:11.000]  凡吃的人,必擔當他的罪業
[00:05:11.000 --> 00:05:17.000]  因為他是毒了耶和華的聖物,那人必從民中剪除
[00:05:17.000 --> 00:05:23.000]  我們留意下面一段,就是說人與人之間的關係
[00:05:23.000 --> 00:05:25.000]  我們慢一點來讀
[00:05:25.000 --> 00:05:31.000]  在你們的地收割莊稼,不可割盡田割
[00:05:31.000 --> 00:05:34.000]  也不可拾取所遺落的
[00:05:34.000 --> 00:05:37.000]  不可摘盡葡萄園的果子
[00:05:37.000 --> 00:05:41.000]  也不可拾取葡萄園所掉的果子
[00:05:41.000 --> 00:05:44.000]  要留給窮人和寄居的
[00:05:44.000 --> 00:05:47.000]  我是耶和華,你們的神
[00:05:47.000 --> 00:05:53.000]  你們不可偷渡,不可欺騙,也不可彼此說謊
[00:05:53.000 --> 00:05:58.000]  不可指著我的名起假誓,褻瀆你神的名
[00:05:58.000 --> 00:06:02.000]  我是耶和華,不可欺壓你的鄰舍
[00:06:02.000 --> 00:06:05.000]  也不可搶奪他的物
[00:06:05.000 --> 00:06:10.000]  故供人的功架,不可在你那裡過夜
[00:06:10.000 --> 00:06:18.000]  不可咒罵龍子,也不可將絆腳石放在核子面前
[00:06:18.000 --> 00:06:20.000]  只要敬畏你的神
[00:06:20.000 --> 00:06:26.000]  我是耶和華,你們施行審判,不可行不義
[00:06:26.000 --> 00:06:31.000]  不可偏護窮人,也不可酌偶勢力的人
[00:06:31.000 --> 00:06:35.000]  只要按著公義審判你的鄰舍
[00:06:35.000 --> 00:06:39.000]  不可在民眾往來般士氣
[00:06:39.000 --> 00:06:43.000]  也不可與鄰舍為敵,自知於死
[00:06:43.000 --> 00:06:48.000]  我是耶和華,不可深淚恨你的弟兄
[00:06:48.000 --> 00:06:53.000]  總要指責你的鄰舍,免得因他擔罪
[00:06:53.000 --> 00:06:58.000]  不可報仇,也不可埋怨你本國的子民
[00:06:58.000 --> 00:07:02.000]  卻要愛人如己,我是耶和華
[00:07:02.000 --> 00:07:04.000]  我們讀到這裡
[00:07:04.000 --> 00:07:07.000]  我看完這段聖經之後,我發覺
[00:07:07.000 --> 00:07:10.000]  有很多今天我們做的事
[00:07:10.000 --> 00:07:14.000]  與這段聖經有很大的關係
[00:07:14.000 --> 00:07:16.000]  這裡一開始,祂說
[00:07:16.000 --> 00:07:20.000]  你要知道我是耶和華,我是你們的神
[00:07:20.000 --> 00:07:22.000]  我是聖潔的
[00:07:22.000 --> 00:07:24.000]  然後祂說你要這樣這樣這樣做
[00:07:24.000 --> 00:07:26.000]  因為我是神
[00:07:26.000 --> 00:07:28.000]  所以你也要聖潔
[00:07:28.000 --> 00:07:32.000]  第一個給我的教訓就是聖潔
[00:07:32.000 --> 00:07:34.000]  我們的聖潔
[00:07:34.000 --> 00:07:37.000]  不是在星期日來到禮拜堂
[00:07:37.000 --> 00:07:39.000]  唱完一首詩歌
[00:07:39.000 --> 00:07:41.000]  讀完幾段聖經
[00:07:41.000 --> 00:07:44.000]  我們出去就變成聖潔
[00:07:44.000 --> 00:07:46.000]  好像來洗澡一樣
[00:07:46.000 --> 00:07:52.000]  我們的聖潔是行在我們每一天的行為上
[00:07:52.000 --> 00:07:56.000]  特別是你怎樣去對待
[00:07:56.000 --> 00:08:00.000]  你的父母和你身邊的人
[00:08:00.000 --> 00:08:02.000]  說完這一段話之後
[00:08:02.000 --> 00:08:04.000]  祂說你們要這樣做
[00:08:04.000 --> 00:08:06.000]  因為我是耶和華
[00:08:06.000 --> 00:08:08.000]  是聖潔的
[00:08:08.000 --> 00:08:10.000]  那究竟要做些什麼呢?
[00:08:10.000 --> 00:08:15.000]  在這裡有很多提醒我們的方面
[00:08:15.000 --> 00:08:21.000]  我會將Eugene Peterson的一段英文翻譯
[00:08:21.000 --> 00:08:23.000]  再配合這段中文
[00:08:23.000 --> 00:08:25.000]  跟大家分享一下
[00:08:25.000 --> 00:08:29.000]  第一,當你耕田的時候
[00:08:29.000 --> 00:08:32.000]  你收割你的莊稼
[00:08:32.000 --> 00:08:34.000]  不要割到盡
[00:08:34.000 --> 00:08:36.000]  英文說
[00:08:36.000 --> 00:08:38.000]  When you harvest your land
[00:08:38.000 --> 00:08:43.000]  don't harvest right up to the edges of your field
[00:08:43.000 --> 00:08:48.000]  or gather the glen from the harvest
[00:08:48.000 --> 00:08:51.000]  Don't strip your vineyard bare
[00:08:51.000 --> 00:08:56.000]  or go back and pick up the fallen grapes
[00:08:56.000 --> 00:09:00.000]  Leave them for the poor and the foreigner
[00:09:00.000 --> 00:09:03.000]  I am God, your God
[00:09:03.000 --> 00:09:06.000]  祂說如果你有塊田
[00:09:06.000 --> 00:09:08.000]  你在耕種
[00:09:08.000 --> 00:09:11.000]  你要割完全是正當的
[00:09:11.000 --> 00:09:14.000]  完全是一個
[00:09:14.000 --> 00:09:18.000]  我們謀生或做生意
[00:09:18.000 --> 00:09:20.000]  或做買賣
[00:09:20.000 --> 00:09:23.000]  應得的收穫
[00:09:23.000 --> 00:09:25.000]  收割你的田
[00:09:25.000 --> 00:09:27.000]  但是不要割到盡
[00:09:27.000 --> 00:09:29.000]  留下邊緣不要割
[00:09:29.000 --> 00:09:32.000]  為什麼留下邊緣不要割呢?
[00:09:32.000 --> 00:09:34.000]  因為有些窮的人
[00:09:34.000 --> 00:09:38.000]  因為有些是外地來的人
[00:09:38.000 --> 00:09:40.000]  他們沒得吃
[00:09:40.000 --> 00:09:44.000]  所以要靠你留下來的邊緣
[00:09:44.000 --> 00:09:46.000]  來收割
[00:09:46.000 --> 00:09:49.000]  當你種葡萄的時候
[00:09:49.000 --> 00:09:51.000]  大家一定去過很多Vineyard
[00:09:51.000 --> 00:09:53.000]  一行一行的葡萄
[00:09:53.000 --> 00:09:54.000]  多到不得了
[00:09:54.000 --> 00:09:56.000]  你摘完之後
[00:09:56.000 --> 00:09:59.000]  掉在地上的那些不要收割
[00:09:59.000 --> 00:10:01.000]  為什麼不要收割呢?
[00:10:01.000 --> 00:10:03.000]  因為有些窮人
[00:10:03.000 --> 00:10:05.000]  有些是外地來的人
[00:10:05.000 --> 00:10:06.000]  沒得吃
[00:10:06.000 --> 00:10:08.000]  留下一些給他們
[00:10:08.000 --> 00:10:10.000]  留下一些給他們去收割
[00:10:10.000 --> 00:10:14.000]  這個和我們今天的關係
[00:10:14.000 --> 00:10:16.000]  是什麼呢?
[00:10:16.000 --> 00:10:17.000]  各位
[00:10:17.000 --> 00:10:19.000]  你想想
[00:10:19.000 --> 00:10:21.000]  我不用說你都知道
[00:10:21.000 --> 00:10:22.000]  其實我想說的
[00:10:22.000 --> 00:10:25.000]  是我們怎樣去對待
[00:10:25.000 --> 00:10:29.000]  我們當中可能不是這麼有錢的人
[00:10:29.000 --> 00:10:33.000]  香港的貧富懸殊的問題
[00:10:33.000 --> 00:10:35.000]  我們仍然有很多人
[00:10:35.000 --> 00:10:40.000]  住在劏房或者是板間房
[00:10:40.000 --> 00:10:42.000]  我們仍然有很多人
[00:10:42.000 --> 00:10:45.000]  生活在貧窮線之下
[00:10:45.000 --> 00:10:48.000]  幾年前在飛機上看了一集
[00:10:48.000 --> 00:10:52.000]  無線的一個紀錄片
[00:10:52.000 --> 00:10:55.000]  叫做《一百萬人的故事》
[00:10:55.000 --> 00:10:57.000]  什麼叫做《一百萬人的故事》呢?
[00:10:57.000 --> 00:11:00.000]  原來香港起碼有一百萬人
[00:11:00.000 --> 00:11:03.000]  還是生活在貧窮線之下
[00:11:03.000 --> 00:11:05.000]  第一集拍出來
[00:11:05.000 --> 00:11:07.000]  香港還有很多人
[00:11:07.000 --> 00:11:12.000]  原來早上三點鐘、四點鐘就要起床
[00:11:12.000 --> 00:11:15.000]  在天橋底買一些你覺得
[00:11:15.000 --> 00:11:17.000]  沒可能買得出的東西
[00:11:17.000 --> 00:11:19.000]  破爛的衣架
[00:11:19.000 --> 00:11:21.000]  開不著的收音機
[00:11:21.000 --> 00:11:24.000]  一些用過的衣服
[00:11:24.000 --> 00:11:26.000]  他們為什麼要做這些呢?
[00:11:26.000 --> 00:11:30.000]  因為他們沒有其他的謀生方法
[00:11:30.000 --> 00:11:36.000]  他們可能是四、五十歲的失業的中年人
[00:11:36.000 --> 00:11:39.000]  他們可能是外地來的人
[00:11:39.000 --> 00:11:41.000]  在拿綜援
[00:11:41.000 --> 00:11:43.000]  但是還不夠
[00:11:43.000 --> 00:11:46.000]  他們就要用一些這樣的方法
[00:11:46.000 --> 00:11:50.000]  來希望賺回一塊五毛
[00:11:50.000 --> 00:11:54.000]  來可以去果欄那裡
[00:11:54.000 --> 00:11:57.000]  買一些破爛的水果
[00:11:57.000 --> 00:11:59.000]  破爛的蔬菜
[00:11:59.000 --> 00:12:01.000]  作為他們的糧食
[00:12:01.000 --> 00:12:04.000]  我們當中
[00:12:04.000 --> 00:12:08.000]  就在我們身邊還有很多這樣的人
[00:12:08.000 --> 00:12:14.000]  接著我們還有很多外地來的人
[00:12:14.000 --> 00:12:18.000]  我在網上寫了一段說話
[00:12:18.000 --> 00:12:21.000]  接著被人罵得很厲害
[00:12:21.000 --> 00:12:23.000]  但是我仍然覺得
[00:12:23.000 --> 00:12:28.000]  我們可不可以當內地來的移民
[00:12:28.000 --> 00:12:32.000]  內地的人是foreigners
[00:12:32.000 --> 00:12:35.000]  我們應該怎樣去對待他們呢?
[00:12:35.000 --> 00:12:39.000]  我們不單止有國外來的移民
[00:12:39.000 --> 00:12:43.000]  我們有很多南亞裔的移民
[00:12:43.000 --> 00:12:45.000]  我去過一間學校
[00:12:45.000 --> 00:12:51.000]  全都是印度或者巴基斯坦籍的學生
[00:12:51.000 --> 00:12:57.000]  那裡的校長是我以前中學的生物學的老師
[00:12:57.000 --> 00:13:01.000]  他退休之後就去那間學校當校長
[00:13:01.000 --> 00:13:04.000]  他說這間學校已經是最好的了
[00:13:04.000 --> 00:13:07.000]  叫做加多利中學
[00:13:07.000 --> 00:13:09.000]  我忘記了名字
[00:13:09.000 --> 00:13:12.000]  他說原來在香港有很多
[00:13:12.000 --> 00:13:18.000]  是尼泊爾、印度、巴基斯坦來的人
[00:13:18.000 --> 00:13:21.000]  他們可能已經來了很久
[00:13:21.000 --> 00:13:23.000]  生了小孩
[00:13:23.000 --> 00:13:25.000]  但是他們的子女
[00:13:25.000 --> 00:13:30.000]  是永遠沒辦法讀到香港的正規大學的
[00:13:30.000 --> 00:13:32.000]  為什麼呢?
[00:13:32.000 --> 00:13:35.000]  因為他們的小孩是永遠沒辦法
[00:13:35.000 --> 00:13:39.000]  又懂得聽又懂得說又懂得寫中文的
[00:13:39.000 --> 00:13:43.000]  而香港的學制是沒有一個機會
[00:13:43.000 --> 00:13:48.000]  讓他們進入教育系統的裡面
