
[00:00:00.000 --> 00:00:05.000]  因怨情仇論舊約
[00:00:05.000 --> 00:00:07.000]  李思敬博士主講
[00:00:07.000 --> 00:00:09.000]  第二講
[00:00:09.000 --> 00:00:11.000]  一切還須從頭說起
[00:00:11.000 --> 00:00:13.000]  創世紀提要
[00:00:13.000 --> 00:00:17.000]  一切還須從頭說起
[00:00:17.000 --> 00:00:23.000]  這是我們今晚舊約課程的第二課
[00:00:23.000 --> 00:00:29.000]  我們今晚會集中來看聖經的第一卷書
[00:00:29.000 --> 00:00:31.000]  創世紀
[00:00:31.000 --> 00:00:36.000]  如果我上一堂所推測的準確的話
[00:00:36.000 --> 00:00:39.000]  很多弟兄姊妹立志讀舊約聖經
[00:00:39.000 --> 00:00:41.000]  由創世紀開始讀
[00:00:41.000 --> 00:00:44.000]  不過總是過不了曠野
[00:00:44.000 --> 00:00:46.000]  根據這個推測
[00:00:46.000 --> 00:00:49.000]  創世紀應該是最熟悉的一卷舊約聖經
[00:00:49.000 --> 00:00:51.000]  因爲你時時都在那裏開始
[00:00:51.000 --> 00:00:53.000]  時時都在那裏結束
[00:00:53.000 --> 00:00:55.000]  其他的書卷呢
[00:00:55.000 --> 00:01:00.000]  是不會有那麼多機會從頭開始的
[00:01:00.000 --> 00:01:01.000]  沒錯
[00:01:01.000 --> 00:01:05.000]  在基督教會的二千年歷史裏
[00:01:05.000 --> 00:01:08.000]  有三卷舊約聖經的書卷
[00:01:08.000 --> 00:01:11.000]  是非常受到教會重視的
[00:01:11.000 --> 00:01:13.000]  不只是今天
[00:01:13.000 --> 00:01:15.000]  而是二千年來
[00:01:15.000 --> 00:01:17.000]  創世紀是第一本
[00:01:17.000 --> 00:01:19.000]  詩篇是第二本
[00:01:19.000 --> 00:01:21.000]  以塞亞書是第三本
[00:01:21.000 --> 00:01:23.000]  這個課程呢
[00:01:23.000 --> 00:01:25.000]  到處都會有特別一堂
[00:01:25.000 --> 00:01:27.000]  來專門去討論
[00:01:27.000 --> 00:01:31.000]  今晚我們就先從創世紀開始
[00:01:31.000 --> 00:01:33.000]  創世紀如果說是一卷
[00:01:33.000 --> 00:01:35.000]  最熟悉的舊約書卷呢
[00:01:35.000 --> 00:01:37.000]  大概也可以說是一卷
[00:01:37.000 --> 00:01:41.000]  最受誤解的舊約書卷
[00:01:41.000 --> 00:01:44.000]  人人都拿着不同的理想
[00:01:44.000 --> 00:01:46.000]  期望 問題 難題
[00:01:46.000 --> 00:01:49.000]  來打開創世紀閱讀
[00:01:49.000 --> 00:01:52.000]  而要求創世紀去回答
[00:01:52.000 --> 00:01:56.000]  讀者所想問的問題
[00:01:56.000 --> 00:01:59.000]  這個不僅是普羅大衆
[00:01:59.000 --> 00:02:01.000]  評訊圖如是
[00:02:01.000 --> 00:02:03.000]  在英國
[00:02:03.000 --> 00:02:07.000]  學生福音團契的出版社
[00:02:07.000 --> 00:02:09.000]  InterVarsity Press
[00:02:09.000 --> 00:02:11.000]  他們在八十年代呢
[00:02:11.000 --> 00:02:13.000]  就出版了一套書
[00:02:13.000 --> 00:02:15.000]  那套書呢
[00:02:15.000 --> 00:02:17.000]  是一套重書的名字
[00:02:17.000 --> 00:02:19.000]  不是逐卷書 逐本書的名稱
[00:02:19.000 --> 00:02:21.000]  是那套書的名字
[00:02:21.000 --> 00:02:22.000]  很有趣味
[00:02:22.000 --> 00:02:24.000]  那套書的名字呢
[00:02:24.000 --> 00:02:28.000]  稱爲When Christians Disagree
[00:02:28.000 --> 00:02:32.000]  當基督徒彼此不同意的時候
[00:02:32.000 --> 00:02:34.000]  我們今天看明報頭版
[00:02:34.000 --> 00:02:36.000]  我們看到的新聞
[00:02:36.000 --> 00:02:39.000]  兩位香港的教睦同工
[00:02:39.000 --> 00:02:41.000]  他們disagree
[00:02:41.000 --> 00:02:44.000]  他們不同意對方所做的
[00:02:44.000 --> 00:02:46.000]  以前一直以來呢
[00:02:46.000 --> 00:02:48.000]  當基督徒彼此不同意的時候呢
[00:02:48.000 --> 00:02:51.000]  借用中國一句革命的說話
[00:02:51.000 --> 00:02:53.000]  我們就無限上綱
[00:02:53.000 --> 00:02:56.000]  你不同意我的立場呢
[00:02:56.000 --> 00:02:57.000]  就是你不愛主
[00:02:57.000 --> 00:02:58.000]  你不愛主就沒得救
[00:02:58.000 --> 00:03:00.000]  沒得救就撒旦的服役
[00:03:00.000 --> 00:03:02.000]  一路推上去
[00:03:02.000 --> 00:03:03.000]  總是很難呢
[00:03:03.000 --> 00:03:06.000]  能夠平心靜氣的
