
[00:00:00.000 --> 00:00:05.000]  好 問問大家 尋求的原文怎麼讀?
[00:00:05.000 --> 00:00:08.000]  (Dahras)
[00:00:08.000 --> 00:00:10.000]  非常好 Dahras
[00:00:10.000 --> 00:00:12.000]  (Dahras)
[00:00:12.000 --> 00:00:16.000]  非常好 這個字是今天大家要認識的一個字
[00:00:16.000 --> 00:00:19.000]  也是整個聚會的主題
[00:00:19.000 --> 00:00:25.000]  我們剛才記得 數羅的死因是什麼呢?
[00:00:25.000 --> 00:00:29.000]  就是因為他Dahras了交軌的婦人
[00:00:29.000 --> 00:00:32.000]  沒有Dahras到耶和華
[00:00:32.000 --> 00:00:37.000]  所以他就被殺 把國位交給了大衛
[00:00:37.000 --> 00:00:40.000]  這個叫做尋求的字
[00:00:40.000 --> 00:00:45.000]  仍然讓我們想起《歷在字下》七章十四節那段經文
[00:00:45.000 --> 00:00:47.000]  尋求我的念
[00:00:47.000 --> 00:00:49.000]  數羅為什麼會死呢?
[00:00:49.000 --> 00:00:53.000]  就是因為他尋求的對象錯了
[00:00:53.000 --> 00:00:55.000]  對象錯了
[00:00:55.000 --> 00:00:57.000]  就不是耶和華
[00:00:57.000 --> 00:01:00.000]  因為一個人尋求的對象
[00:01:00.000 --> 00:01:05.000]  就代表他以哪一個為他心目中的神
[00:01:05.000 --> 00:01:07.000]  若然他尋求了交軌的婦人
[00:01:07.000 --> 00:01:11.000]  他就沒有一個空間去尋求耶和華本身
[00:01:11.000 --> 00:01:15.000]  因為一個人尋求的位置只有一個
[00:01:15.000 --> 00:01:19.000]  若然你不是耶和華就是交軌的婦人
[00:01:19.000 --> 00:01:24.000]  他一不尋求耶和華 數羅就即死
[00:01:24.000 --> 00:01:26.000]  很即時報應
[00:01:26.000 --> 00:01:29.000]  這個觀念是非常即時的報應觀念
[00:01:29.000 --> 00:01:35.000]  大衛就阻止了數羅的皇位
[00:01:35.000 --> 00:01:37.000]  十一十二章是什麼呢?
[00:01:37.000 --> 00:01:41.000]  十一十二章其實就是大衛上位
[00:01:41.000 --> 00:01:43.000]  上位做以色列的皇帝
[00:01:43.000 --> 00:01:47.000]  曾感動很多勇士去幫助他
[00:01:47.000 --> 00:01:51.000]  與他同在 幫助他之類
[00:01:51.000 --> 00:01:56.000]  我們發現大衛的上位是非常順利的上位
[00:01:56.000 --> 00:02:00.000]  給你的感覺是大衛不是自己爭取去到上位
[00:02:00.000 --> 00:02:06.000]  而是神感動很多人主動幫助他去到上位
[00:02:06.000 --> 00:02:09.000]  所以他的上位不是一些聖捷覺歷
[00:02:09.000 --> 00:02:12.000]  完全實踐了上帝的心意
[00:02:12.000 --> 00:02:16.000]  和耶和華對大衛的應許去到上位
[00:02:16.000 --> 00:02:21.000]  與撒姆爾的上位是很不同的一種描述
[00:02:21.000 --> 00:02:24.000]  撒姆爾的大位似乎殘忍一點
[00:02:24.000 --> 00:02:31.000]  而且勾心鬥角和政治角力的感覺會高一點
[00:02:31.000 --> 00:02:35.000]  他就上了位了 十二章那裡
[00:02:35.000 --> 00:02:40.000]  到了十三章 大家有沒有平行經文?
[00:02:40.000 --> 00:02:44.000]  到了這一刻我們又重思故記
[00:02:44.000 --> 00:02:48.000]  又要進行找不同了
[00:02:48.000 --> 00:02:54.000]  這次我第二個任務就是這個Session
[00:02:54.000 --> 00:02:58.000]  包括你見不見到這個碌士的第三頁
[00:02:58.000 --> 00:03:03.000]  就有一個叫做若貴混進耶路撒冷的底那裡
[00:03:03.000 --> 00:03:06.000]  如果你看看那個平行經文很長的
[00:03:06.000 --> 00:03:11.000]  譬如第二版也很長 第三版也很長
[00:03:11.000 --> 00:03:15.000]  去到哪裡呢?第四、第五
[00:03:15.000 --> 00:03:21.000]  去到很長才去到有一個叫做大衛之約
[00:03:21.000 --> 00:03:23.000]  見不見到?
[00:03:23.000 --> 00:03:26.000]  有一個版子寫著大衛之約四個字
[00:03:26.000 --> 00:03:30.000]  就去到大衛之約之前那裡
[00:03:30.000 --> 00:03:36.000]  若然叫大家找不同其實有一點點的感覺是找到天光的感覺
[00:03:36.000 --> 00:03:39.000]  但是你還沒找不同之前
[00:03:39.000 --> 00:03:42.000]  我很想你幫我找一些東西
[00:03:42.000 --> 00:03:45.000]  你也可以和旁邊那個人談一下那樣東西是什麼呢?
[00:03:45.000 --> 00:03:52.000]  就是找一下有沒有一些事情是歷代自有而撒姆爾沒有的
[00:03:52.000 --> 00:03:54.000]  其實這些很容易找的 是不是?
[00:03:54.000 --> 00:03:57.000]  你看到撒姆爾那個Column完全沒有經文
[00:03:57.000 --> 00:04:00.000]  你就知道歷代自有就是獨有的經文
[00:04:00.000 --> 00:04:07.000]  大概地你告訴我歷代自有和撒姆爾沒有那些是什麼來的
[00:04:07.000 --> 00:04:09.000]  好不好?你試一下找一下
[00:04:09.000 --> 00:04:14.000]  就是歷代自有但是撒姆爾沒有那些是什麼來的呢?
[00:04:14.000 --> 00:04:16.000]  那些是什麼來的?
[00:04:16.000 --> 00:04:21.000]  是 先看看有沒有無線咪裝
[00:04:21.000 --> 00:04:26.000]  我們的姐妹幫忙傳了
[00:04:26.000 --> 00:04:31.000]  是不是這位姐妹想分享一下
[00:04:31.000 --> 00:04:34.000]  就是歷代自有的究竟是什麼來的?
[00:04:34.000 --> 00:04:37.000]  在第一次混約季已經有了
[00:04:37.000 --> 00:04:38.000]  是 第一次混約季
[00:04:38.000 --> 00:04:43.000]  就是在歷代自上十三章的第二節
[00:04:43.000 --> 00:04:47.000]  又見著在有郊野之城的祭司利美人
[00:04:47.000 --> 00:04:50.000]  似他們都到這裡來聚集
[00:04:50.000 --> 00:04:52.000]  是 那就沒有的
[00:04:52.000 --> 00:05:01.000]  第二次混約季就更加列舉了所有那些利美人的子孫
[00:05:01.000 --> 00:05:05.000]  那些名單很長的 大家見不見到
[00:05:05.000 --> 00:05:09.000]  就是第二次混約季
[00:05:09.000 --> 00:05:12.000]  就是題目寫著第二次混約季那一頁
[00:05:12.000 --> 00:05:18.000]  你就會見到歷代自上十五章那裡有很多利美人的名字
[00:05:18.000 --> 00:05:21.000]  這些就是歷代自有的特色
[00:05:21.000 --> 00:05:24.000]  特色就是他很喜歡名單那個
[00:05:24.000 --> 00:05:28.000]  還有很喜歡告訴你那些名字是多少人
[00:05:28.000 --> 00:05:32.000]  所以名單對他來說不知道為什麼尤其重要
[00:05:32.000 --> 00:05:33.000]  還有很喜歡
[00:05:33.000 --> 00:05:34.000]  我們不喜歡的
[00:05:34.000 --> 00:05:38.000]  讀到那些名字就覺得很巧合
[00:05:38.000 --> 00:05:40.000]  譬如你讀一下第十一節
[00:05:40.000 --> 00:05:44.000]  十五章 污列 亞瑞亞 若爾 事馬雅
[00:05:44.000 --> 00:05:46.000]  這些其實不知道是什麼來的
[00:05:46.000 --> 00:05:49.000]  其實就是什麼呢?譬如事馬雅
[00:05:49.000 --> 00:05:52.000]  事馬雅其實就等於我們的陳大文
[00:05:52.000 --> 00:05:56.000]  就是說是非常普遍的名字
[00:05:56.000 --> 00:05:58.000]  譬如舉個例子薩加利亞
[00:05:58.000 --> 00:06:01.000]  其實就是到處都是薩加利亞
[00:06:01.000 --> 00:06:04.000]  譬如舉個例子就是陳佩斯
[00:06:04.000 --> 00:06:06.000]  譬如這些名字
[00:06:06.000 --> 00:06:12.000]  什麼玉亭 玉兒 玉蓮那些
[00:06:12.000 --> 00:06:15.000]  很平常都是這些名字就是薩加利亞
[00:06:15.000 --> 00:06:18.000]  高明軒這些就比較罕有
[00:06:18.000 --> 00:06:22.000]  但是什麼陳偉文這些
[00:06:22.000 --> 00:06:27.000]  那些就是很常有的名字
[00:06:27.000 --> 00:06:32.000]  但是我們不熟悉就覺得比較沉悶
[00:06:32.000 --> 00:06:33.000]  非常好
[00:06:33.000 --> 00:06:36.000]  但是有一處我很想大家看看
[00:06:36.000 --> 00:06:38.000]  我們看看下一張PowerPoint
[00:06:38.000 --> 00:06:42.000]  大家看一下這張PowerPoint
[00:06:42.000 --> 00:06:46.000]  我不詳細列出那個經文
[00:06:46.000 --> 00:06:50.000]  但是我們就列出了它的描述次序
[00:06:50.000 --> 00:06:54.000]  起碼有兩點我很想大家找有什麼不同
[00:06:54.000 --> 00:06:56.000]  兩點
[00:06:56.000 --> 00:07:00.000]  你再這樣看PowerPoint你覺得有什麼不同
[00:07:00.000 --> 00:07:02.000]  有什麼不同
[00:07:02.000 --> 00:07:05.000]  是 姐妹
[00:07:05.000 --> 00:07:07.000]  誰想說
[00:07:07.000 --> 00:07:12.000]  有什麼不同
[00:07:12.000 --> 00:07:17.000]  Hello 在第一次運約會的時候
[00:07:17.000 --> 00:07:21.000]  菲利士人徵戰的次序兩張是有不同的
[00:07:21.000 --> 00:07:22.000]  有兩張有不同的
[00:07:22.000 --> 00:07:24.000]  那怎麼不同化次序
[00:07:24.000 --> 00:07:27.000]  撒姆爾記下就是徵戰了
[00:07:27.000 --> 00:07:28.000]  是
[00:07:28.000 --> 00:07:31.000]  然後歷代至上就運完約會才徵戰
[00:07:31.000 --> 00:07:32.000]  非常好
[00:07:32.000 --> 00:07:35.000]  我們都是給予你的掌聲
[00:07:35.000 --> 00:07:38.000]  所以那個不同就是
[00:07:38.000 --> 00:07:43.000]  撒姆爾記是先和菲利士人徵戰
[00:07:43.000 --> 00:07:45.000]  再運第一次約會
[00:07:45.000 --> 00:07:48.000]  最後就運第二次約會
[00:07:48.000 --> 00:07:52.000]  第一次約會運完之後就成不成功
[00:07:52.000 --> 00:07:54.000]  不成功有人死
[00:07:54.000 --> 00:07:56.000]  那個人叫烏薩我們記得
[00:07:56.000 --> 00:08:00.000]  因為他伸手扶耶和華的約會他就死了
[00:08:00.000 --> 00:08:04.000]  然後大衛建構那個東西就好像很邪
[00:08:04.000 --> 00:08:05.000]  他很壞
[00:08:05.000 --> 00:08:07.000]  運了給別人家
[00:08:07.000 --> 00:08:09.000]  那個叫做俄別爾東家
[00:08:09.000 --> 00:08:11.000]  不過運了他之後
[00:08:11.000 --> 00:08:15.000]  神就祝福了俄別爾東一家三個月
[00:08:15.000 --> 00:08:19.000]  大衛建構運了這麼邪的東西給別人家
[00:08:19.000 --> 00:08:21.000]  但是原來是叫做走寶
[00:08:21.000 --> 00:08:25.000]  看到別人這麼祝福就馬上運第二次約會
[00:08:25.000 --> 00:08:26.000]  是不是
[00:08:26.000 --> 00:08:28.000]  就是這個撒姆爾的次序
[00:08:28.000 --> 00:08:30.000]  但是歷代至的次序是有不同
[00:08:30.000 --> 00:08:33.000]  他的次序就是先運第一次約會
[00:08:33.000 --> 00:08:36.000]  然後和菲利士人徵戰
[00:08:36.000 --> 00:08:39.000]  然後才運第二次約會
[00:08:39.000 --> 00:08:45.000]  所以次序就是菲利士人徵戰和第一次約會的次序就倒轉了
[00:08:45.000 --> 00:08:47.000]  這個就是我們發現的事情
[00:08:47.000 --> 00:08:51.000]  你有沒有發現第二個不同是什麼
[00:08:51.000 --> 00:08:54.000]  大家看這個PowerPoint
[00:08:54.000 --> 00:08:57.000]  後面舉得很直的弟兄
[00:08:57.000 --> 00:08:59.000]  I mean他的手很直
[00:08:59.000 --> 00:09:01.000]  有聲音
[00:09:01.000 --> 00:09:04.000]  我看就這樣一眼就看到節數的偏頗
[00:09:04.000 --> 00:09:06.000]  節數的不同
[00:09:06.000 --> 00:09:07.000]  講多一點
[00:09:07.000 --> 00:09:12.000]  例如第一次約會運送的上面
[00:09:12.000 --> 00:09:14.000]  歷代至上用的節數是多一點的
[00:09:14.000 --> 00:09:17.000]  第二次運送那裡就是
[00:09:17.000 --> 00:09:20.000]  歷代至只用了兩節膠袋
[00:09:20.000 --> 00:09:21.000]  歷代至
[00:09:21.000 --> 00:09:22.000]  原來是兩張
[00:09:22.000 --> 00:09:23.000]  不好意思
[00:09:23.000 --> 00:09:25.000]  用了兩張的偏頗膠袋
[00:09:25.000 --> 00:09:26.000]  非常好
[00:09:26.000 --> 00:09:27.000]  撒姆爾呢
[00:09:27.000 --> 00:09:31.000]  撒姆爾那裡就用了四節左右
[00:09:31.000 --> 00:09:33.000]  其實那裡是五節
[00:09:33.000 --> 00:09:35.000]  我們不可以16減12
[00:09:35.000 --> 00:09:39.000]  其實那裡是有一點陰人的
[00:09:39.000 --> 00:09:43.000]  其實12節到16節是五節的
[00:09:43.000 --> 00:09:44.000]  我們
[00:09:44.000 --> 00:09:45.000]  對了
[00:09:45.000 --> 00:09:47.000]  弟兄你也很用眼力
[00:09:47.000 --> 00:09:48.000]  我們就發現
[00:09:48.000 --> 00:09:53.000]  歷代至上第一次約會的描述是多一點節數的
[00:09:53.000 --> 00:09:54.000]  有14節這麼多
[00:09:54.000 --> 00:09:57.000]  但是在撒姆爾那裡就是11節這麼多
[00:09:57.000 --> 00:09:59.000]  是多了多少節
[00:09:59.000 --> 00:10:00.000]  三節
[00:10:00.000 --> 00:10:04.000]  然後第二次約會就更加離譜了
[00:10:04.000 --> 00:10:08.000]  你就會發現撒姆爾記下就用了五節去描述
[00:10:08.000 --> 00:10:11.000]  但是這個歷代至用了多少
[00:10:11.000 --> 00:10:12.000]  兩張
[00:10:12.000 --> 00:10:16.000]  為什麼歷代至這麼長氣呢
[00:10:16.000 --> 00:10:21.000]  剛才我們就發現有位姐妹說了為什麼歷代至這麼長氣
[00:10:21.000 --> 00:10:24.000]  她長氣的原因就是她喜歡名單
[00:10:24.000 --> 00:10:25.000]  記得吧
[00:10:25.000 --> 00:10:28.000]  就是利美人那些名單
[00:10:28.000 --> 00:10:31.000]  就是她一定要組織所有的名單
[00:10:31.000 --> 00:10:33.000]  說出他們的名字
[00:10:33.000 --> 00:10:36.000]  才開始運第二次約會
[00:10:36.000 --> 00:10:41.000]  運完之後就交託給利美歌頌者的首領
[00:10:41.000 --> 00:10:42.000]  他就叫做阿薩
[00:10:42.000 --> 00:10:44.000]  有沒有聽過這個人
[00:10:44.000 --> 00:10:48.000]  我們記得詩篇經常都會出現這些人名
[00:10:48.000 --> 00:10:49.000]  阿薩
[00:10:49.000 --> 00:10:50.000]  希曼
[00:10:50.000 --> 00:10:51.000]  耶道頓
[00:10:51.000 --> 00:10:53.000]  三個就是利美歌頌者的首領
[00:10:53.000 --> 00:10:56.000]  他就成為詩篇很多詩篇的title
[00:10:56.000 --> 00:10:58.000]  就是那個叫做標題
[00:10:58.000 --> 00:11:01.000]  有時候說這個是阿薩的詩
[00:11:01.000 --> 00:11:03.000]  調用百合花
[00:11:03.000 --> 00:11:04.000]  有沒有聽過這些
[00:11:04.000 --> 00:11:06.000]  就是希曼的詩
[00:11:06.000 --> 00:11:08.000]  調用朝綠
[00:11:08.000 --> 00:11:11.000]  這樣的記載
[00:11:11.000 --> 00:11:14.000]  在歷代至裡面就會發現有阿薩 希曼 耶道頓
[00:11:14.000 --> 00:11:18.000]  而這三個人物在獵王記那裡沒有出現過
[00:11:18.000 --> 00:11:21.000]  是這些利美歌頌者只有在那裡出現
[00:11:21.000 --> 00:11:24.000]  而為什麼加了兩張這麼長呢
[00:11:24.000 --> 00:11:27.000]  除了加了利美人那一站名單之外
[00:11:27.000 --> 00:11:30.000]  還加了一首詩篇下去
[00:11:30.000 --> 00:11:34.000]  而那首詩篇就記載在16章那裡
[00:11:34.000 --> 00:11:36.000]  我們看看你的平行經文
[00:11:36.000 --> 00:11:38.000]  歷代至上16章
[00:11:38.000 --> 00:11:40.000]  你就會發現
[00:11:40.000 --> 00:11:45.000]  你見不見到有一頁的經文寫了詩篇105篇
[00:11:45.000 --> 00:11:47.000]  見不見到
[00:11:47.000 --> 00:11:49.000]  右上角有一頁
[00:11:49.000 --> 00:11:51.000]  見到嗎
[00:11:51.000 --> 00:11:57.000]  其實這首詩篇是來自三首詩篇組成而來的
[00:11:57.000 --> 00:12:00.000]  分別是來自105篇的1到15節
[00:12:00.000 --> 00:12:03.000]  96篇的1到13節
[00:12:03.000 --> 00:12:05.000]  到了最後就是後面
[00:12:05.000 --> 00:12:07.000]  我們就發現106篇的第一節
[00:12:07.000 --> 00:12:10.000]  和47和48節
[00:12:10.000 --> 00:12:15.000]  所以阿薩唱這首詩歌就是運完藥櫃才唱的
[00:12:15.000 --> 00:12:20.000]  這首詩歌就是來自三首詩篇的組合詩
[00:12:20.000 --> 00:12:22.000]  我們就叫做Metly
[00:12:22.000 --> 00:12:27.000]  是一首唱詩歌的組合詩
[00:12:27.000 --> 00:12:30.000]  就加進去一個Narrative
[00:12:30.000 --> 00:12:32.000]  就是加進去序詞那裡
[00:12:32.000 --> 00:12:35.000]  大概這樣的框架你就知道
[00:12:35.000 --> 00:12:39.000]  他運兩次藥櫃的次序有不同
[00:12:39.000 --> 00:12:40.000]  這就是第一個不同
[00:12:40.000 --> 00:12:41.000]  第二個不同就是
[00:12:41.000 --> 00:12:47.000]  他所描述第二次運藥櫃的複雜程度比較高
[00:12:47.000 --> 00:12:54.000]  好 我們現在就詳細地去看那段經文
[00:12:54.000 --> 00:12:56.000]  你們有平行經文是不是
[00:12:56.000 --> 00:13:00.000]  我們翻開歷代至上13章好不好
[00:13:00.000 --> 00:13:02.000]  13章第一節
[00:13:02.000 --> 00:13:04.000]  我們看一看
[00:13:04.000 --> 00:13:09.000]  第一節
[00:13:09.000 --> 00:13:14.000]  大衛與千夫長百夫長就是一切首領相宜
[00:13:14.000 --> 00:13:18.000]  大衛對以色列傳回頌說
[00:13:18.000 --> 00:13:20.000]  你們若以為美
[00:13:20.000 --> 00:13:24.000]  見這事事出於耶和華我們的臣
[00:13:24.000 --> 00:13:27.000]  我們就差遣人走遍以色列地
[00:13:27.000 --> 00:13:30.000]  見我們未來的弟兄
[00:13:30.000 --> 00:13:32.000]  大家要留意未來的弟兄
[00:13:32.000 --> 00:13:35.000]  恐怕令你誤會是未來戰士
[00:13:35.000 --> 00:13:38.000]  好像Future的弟兄
[00:13:38.000 --> 00:13:41.000]  其實應該是未來的弟兄
[00:13:41.000 --> 00:13:44.000]  你明白嗎
[00:13:44.000 --> 00:13:46.000]  即是未來到
[00:13:46.000 --> 00:13:48.000]  那又不是說他譯錯
[00:13:48.000 --> 00:13:50.000]  但你知道未來
[00:13:50.000 --> 00:13:55.000]  未來 又可以是Future
[00:13:55.000 --> 00:13:57.000]  又可以是Not yet come
[00:13:57.000 --> 00:13:58.000]  即是兩個不同的意思
[00:13:58.000 --> 00:14:00.000]  即是未來到的弟兄
[00:14:00.000 --> 00:14:05.000]  又見住在有郊野之城的祭司利美人
[00:14:05.000 --> 00:14:08.000]  使他們都聚集在此
[00:14:08.000 --> 00:14:11.000]  你會發現歷代治有個觀念
[00:14:11.000 --> 00:14:13.000]  就是薩姆爾那裡沒有
[00:14:13.000 --> 00:14:15.000]  對於混約貴這件事
[00:14:15.000 --> 00:14:20.000]  在薩姆爾那裡似乎沒有招集那麼多人
[00:14:20.000 --> 00:14:24.000]  但歷代治招集了很多人
[00:14:24.000 --> 00:14:27.000]  所以有些學者覺得歷代治這樣的招集
[00:14:27.000 --> 00:14:31.000]  其實是有一種叫做民主化的趨向
[00:14:31.000 --> 00:14:33.000]  民主化的趨向就是
[00:14:33.000 --> 00:14:35.000]  大衛所做的每一個行動
[00:14:35.000 --> 00:14:39.000]  不只是他一個話快字做一個決定的一個行動
[00:14:39.000 --> 00:14:42.000]  他必須要徵詢全民的意見
[00:14:42.000 --> 00:14:44.000]  好像一人一票那樣
[00:14:44.000 --> 00:14:46.000]  去決定這個行動
