
[00:00:00.000 --> 00:00:08.000]  今天我們繼續跟大家說明民俗記
[00:00:08.000 --> 00:00:10.000]  很快已經到了第十九章
[00:00:10.000 --> 00:00:14.000]  我們說民俗記一到十九章
[00:00:14.000 --> 00:00:19.000]  都是有關第一代以色列人在這裡曠野的事
[00:00:19.000 --> 00:00:24.000]  尤其是一到十章是有關他們在這裡西奈的曠野
[00:00:24.000 --> 00:00:26.000]  他們當時都是做得很好
[00:00:26.000 --> 00:00:29.000]  有很多正面的教導給我們
[00:00:29.000 --> 00:00:31.000]  但是很可惜
[00:00:31.000 --> 00:00:34.000]  到了十一到十九章他們就開始犯罪
[00:00:34.000 --> 00:00:36.000]  開始叛逆
[00:00:36.000 --> 00:00:39.000]  今天要說的是第十九章
[00:00:39.000 --> 00:00:43.000]  我給他一個題目叫做潔淨我心
[00:00:43.000 --> 00:00:48.000]  是一個很有趣的一個律例典章
[00:00:48.000 --> 00:00:54.000]  這個律例典章只是在民俗記十九章才能見到
[00:00:54.000 --> 00:00:57.000]  我們知道有很多憲制的制例
[00:00:57.000 --> 00:01:02.000]  你都能夠在摩西五經不同的書裡面看得到
[00:01:02.000 --> 00:01:05.000]  例如利美記、昌埃及記、民俗記
[00:01:05.000 --> 00:01:11.000]  但是今天所說的紅帽牛灰的潔淨儀式
[00:01:11.000 --> 00:01:13.000]  或者潔淨禮儀
[00:01:13.000 --> 00:01:17.000]  就只是在民俗記十九章才能夠看得見
[00:01:17.000 --> 00:01:22.000]  為什麼我會將它放在負面的教導裡面
[00:01:22.000 --> 00:01:25.000]  潔淨的儀式應該是好事
[00:01:25.000 --> 00:01:30.000]  原因是因為這個潔淨儀式是一個善後的工作
[00:01:30.000 --> 00:01:34.000]  我們上一次見到由於可拉的叛逆
[00:01:34.000 --> 00:01:36.000]  有很多人是死了
[00:01:36.000 --> 00:01:39.000]  可拉叛逆的時候地是開了
[00:01:39.000 --> 00:01:47.000]  以至可拉一黨和樓邊的支排都有很多人被這個地活埋了
[00:01:47.000 --> 00:01:50.000]  當然活埋的話連屍體都沒有了
[00:01:50.000 --> 00:01:54.000]  但是另外還有250個首領
[00:01:54.000 --> 00:02:00.000]  他們說有火從耶和華面前出來將他們燒死
[00:02:00.000 --> 00:02:04.000]  另外還有那幫是回眾
[00:02:04.000 --> 00:02:06.000]  他們是叛逆神
[00:02:06.000 --> 00:02:07.000]  他們是埋怨
[00:02:07.000 --> 00:02:09.000]  他們是反叛
[00:02:09.000 --> 00:02:11.000]  以至神降瘟疫
[00:02:11.000 --> 00:02:16.000]  有14700個人是有瘟疫而死亡
[00:02:16.000 --> 00:02:18.000]  有這麼多人死了
[00:02:18.000 --> 00:02:21.000]  死屍是不潔的
[00:02:21.000 --> 00:02:22.000]  聖經告訴我們
[00:02:22.000 --> 00:02:24.000]  所以要有處理
[00:02:24.000 --> 00:02:29.000]  所以也有這個紅帽牛的潔淨儀式
[00:02:29.000 --> 00:02:32.000]  當以色列人碰到死屍之後
[00:02:32.000 --> 00:02:35.000]  是要來潔淨自己
[00:02:35.000 --> 00:02:38.000]  我以前也和大家說過
[00:02:38.000 --> 00:02:43.000]  聖經的篇幅和它的重要性是有關的
[00:02:43.000 --> 00:02:48.000]  你說今天的經文正是出現在文數記第十九章
[00:02:48.000 --> 00:02:51.000]  是不是不重要呢
[00:02:51.000 --> 00:02:53.000]  其實不是的
[00:02:53.000 --> 00:02:58.000]  原來今天所說的潔淨儀式後面有一個教導
[00:02:58.000 --> 00:03:00.000]  後面有一個精神
[00:03:00.000 --> 00:03:05.000]  而這個教導的精神連貫著新約和舊約
[00:03:05.000 --> 00:03:07.000]  新約和舊約你也會看到
[00:03:07.000 --> 00:03:14.000]  耶穌基督自己的教導也有關於同樣的教導
[00:03:14.000 --> 00:03:20.000]  這個紅帽牛的潔淨儀式不是這麼容易明白的
[00:03:20.000 --> 00:03:25.000]  世界上其中一個最聰明的人就是所羅門王
[00:03:25.000 --> 00:03:28.000]  根據猶太人的拉比說
[00:03:28.000 --> 00:03:34.000]  所羅門王能夠明白所有聖經裡的典章和律例
[00:03:34.000 --> 00:03:38.000]  唯一不能夠明白的就是紅帽牛潔淨儀式
[00:03:38.000 --> 00:03:40.000]  是所羅門王所不明白
[00:03:40.000 --> 00:03:44.000]  列王紀上四章三十節告訴我們
[00:03:44.000 --> 00:03:48.000]  所羅門王比當時一切的東方人
[00:03:48.000 --> 00:03:51.000]  一切的埃及人都重要聰明
[00:03:51.000 --> 00:03:55.000]  但他居然不明白紅帽牛潔淨儀式
[00:03:55.000 --> 00:03:59.000]  我們一起看看這個有關紅帽牛潔淨儀式
[00:03:59.000 --> 00:04:02.000]  剛才經文也讀過了
[00:04:02.000 --> 00:04:05.000]  就是要找一隻全身是紅色
[00:04:05.000 --> 00:04:07.000]  沒有殘缺
[00:04:07.000 --> 00:04:11.000]  是沒有負過額的一隻帽牛
[00:04:11.000 --> 00:04:13.000]  不是容易找的
[00:04:13.000 --> 00:04:17.000]  根據猶太人的傳統記載
[00:04:17.000 --> 00:04:19.000]  找紅帽牛的時候
[00:04:19.000 --> 00:04:21.000]  猶太人真的非常不爽
[00:04:21.000 --> 00:04:23.000]  因為他們要找沒有殘缺
[00:04:23.000 --> 00:04:26.000]  沒有斑點
[00:04:26.000 --> 00:04:29.000]  全身紅色連斑點都沒有
[00:04:29.000 --> 00:04:31.000]  不是那麼容易找到的
[00:04:31.000 --> 00:04:34.000]  又沒有瑕疵又沒有負過額
[00:04:34.000 --> 00:04:36.000]  不是容易的
[00:04:36.000 --> 00:04:37.000]  他們如果找到之後
[00:04:37.000 --> 00:04:40.000]  就將這隻牛牽到阿倫的兒子
[00:04:40.000 --> 00:04:43.000]  以利亞撒 以利亞撒是祭司
[00:04:43.000 --> 00:04:45.000]  牽到他的面前
[00:04:45.000 --> 00:04:47.000]  然後以利亞撒和這個人
[00:04:47.000 --> 00:04:51.000]  會將這隻牛牽到營的外面
[00:04:51.000 --> 00:04:53.000]  然後這個人會在以利亞撒的面前
[00:04:53.000 --> 00:04:56.000]  將這隻牛宰殺
[00:04:56.000 --> 00:04:58.000]  宰殺了這隻牛之後
[00:04:58.000 --> 00:05:02.000]  以利亞撒會尖他的手指在血裡面
[00:05:02.000 --> 00:05:05.000]  然後在會幕前彈七次
[00:05:05.000 --> 00:05:08.000]  接著他們會將整隻牛燒盡
[00:05:08.000 --> 00:05:12.000]  連皮 連肉 連血 連糞便
[00:05:12.000 --> 00:05:15.000]  完全一起燒掉
[00:05:15.000 --> 00:05:18.000]  接著他們要找一個潔淨的人
[00:05:18.000 --> 00:05:20.000]  這個人會經過潔淨的儀式
[00:05:20.000 --> 00:05:21.000]  潔淨自己
[00:05:21.000 --> 00:05:25.000]  然後去收拾那些紅帽牛的灰
[00:05:25.000 --> 00:05:28.000]  放在營外面一個潔淨的地方
[00:05:28.000 --> 00:05:32.000]  用來做潔淨的工作
[00:05:32.000 --> 00:05:34.000]  有件很奇怪的事
[00:05:34.000 --> 00:05:36.000]  剛才都讀過了
[00:05:36.000 --> 00:05:43.000]  那三位參與預備紅帽牛的這三個人
[00:05:43.000 --> 00:05:46.000]  都會由潔淨變成不潔淨
[00:05:46.000 --> 00:05:49.000]  我們知道濟斯是潔淨的
[00:05:49.000 --> 00:05:52.000]  他做完這件事之後會變成不潔淨
[00:05:52.000 --> 00:05:54.000]  宰牛那個也不潔淨
[00:05:54.000 --> 00:05:57.000]  撿牛灰那個也會不潔淨
[00:05:57.000 --> 00:06:00.000]  他們個個都要洗自己的衣服
[00:06:00.000 --> 00:06:01.000]  要洗澡
[00:06:01.000 --> 00:06:05.000]  等到潔淨了才能夠回到營裡面
[00:06:05.000 --> 00:06:10.000]  這個其實給我們一個很大的兆頭
[00:06:10.000 --> 00:06:11.000]  就是告訴我們
[00:06:11.000 --> 00:06:14.000]  紅帽牛是預表一些東西
[00:06:14.000 --> 00:06:15.000]  象徵一些東西
[00:06:15.000 --> 00:06:17.000]  我們一起來看看
[00:06:17.000 --> 00:06:21.000]  紅帽牛是預表象徵什麼東西
[00:06:21.000 --> 00:06:23.000]  沒有殘缺
[00:06:23.000 --> 00:06:25.000]  在這裡給了前書一章十九節
[00:06:25.000 --> 00:06:27.000]  告訴我們
[00:06:27.000 --> 00:06:28.000]  耶穌基督的補血
[00:06:28.000 --> 00:06:31.000]  就好像沒有瑕疵高揚的血
[00:06:31.000 --> 00:06:34.000]  我們看到這個沒有瑕疵沒有殘疾
