
[00:00:00.000 --> 00:00:05.880]  很高興這次回來跟大家分享神的訊息
[00:00:05.880 --> 00:00:07.380]  大家手上有個大綱
[00:00:07.380 --> 00:00:09.520]  福音鐵三角
[00:00:09.520 --> 00:00:11.020]  印給大家
[00:00:11.020 --> 00:00:13.280]  希望大家接下來聽
[00:00:13.280 --> 00:00:15.360]  可以寫下你的感受
[00:00:15.360 --> 00:00:16.200]  你的筆記
[00:00:16.200 --> 00:00:17.720]  拿回去可以重溫
[00:00:17.720 --> 00:00:20.800]  希望能夠幫助大家
[00:00:20.800 --> 00:00:23.040]  更加記住神的話語
[00:00:23.040 --> 00:00:25.520]  上一次跟大家說的題目叫
[00:00:25.520 --> 00:00:28.320]  不負所託
[00:00:28.320 --> 00:00:30.680]  對不對?我沒有記錯
[00:00:30.680 --> 00:00:32.200]  我提到使命的範圍
[00:00:32.200 --> 00:00:33.280]  使命的時限
[00:00:33.280 --> 00:00:34.760]  和使命的目標
[00:00:34.760 --> 00:00:36.440]  然後提到如何不負所託
[00:00:36.440 --> 00:00:38.440]  有四個P
[00:00:38.440 --> 00:00:40.880]  如果沒有溫定應該忘記了
[00:00:40.880 --> 00:00:43.160]  第一個P就是祈禱
[00:00:43.160 --> 00:00:44.920]  第二個就是準備
[00:00:44.920 --> 00:00:45.680]  就是裝備
[00:00:45.680 --> 00:00:48.680]  第三個就是來往
[00:00:48.680 --> 00:00:52.040]  第四個就是見證
[00:00:52.040 --> 00:00:54.520]  很多道我們聽了
[00:00:54.520 --> 00:00:56.480]  很多藥我們買了
[00:00:56.480 --> 00:00:57.920]  但是道聽了不做
[00:00:57.920 --> 00:00:59.920]  藥買了不吃
[00:00:59.920 --> 00:01:01.800]  是沒有用的
[00:01:01.800 --> 00:01:02.840]  所以提醒大家
[00:01:02.840 --> 00:01:03.960]  每一次聽到
[00:01:03.960 --> 00:01:05.240]  想想做些什麼
[00:01:05.240 --> 00:01:07.280]  回應一下
[00:01:07.280 --> 00:01:09.840]  這是很重要的一件事
[00:01:09.840 --> 00:01:11.040]  我不知道是前個月
[00:01:11.040 --> 00:01:12.760]  跟你們說不負所託
[00:01:12.760 --> 00:01:14.240]  離開了兩個月
[00:01:14.240 --> 00:01:15.480]  為了不負所託
[00:01:15.480 --> 00:01:17.840]  不知道你們做了些什麼
[00:01:17.840 --> 00:01:19.160]  很多事我們都知道
[00:01:19.160 --> 00:01:21.160]  但是知道就不一定做
[00:01:21.160 --> 00:01:22.200]  很多事我們都做
[00:01:22.200 --> 00:01:24.200]  做有時候做不好
[00:01:24.200 --> 00:01:27.200]  每個教會都一定會有報導
[00:01:27.200 --> 00:01:30.600]  每一年都會有些報導會
[00:01:30.600 --> 00:01:34.240]  我所知道你們會有這個報導會
[00:01:34.240 --> 00:01:35.480]  程序表登了
[00:01:35.480 --> 00:01:36.880]  螢幕打出來
[00:01:36.880 --> 00:01:39.000]  報告我想都無數次了
[00:01:39.000 --> 00:01:41.000]  知道有些事是一回事
[00:01:41.000 --> 00:01:42.280]  做是另一回事
[00:01:42.280 --> 00:01:43.320]  做是一回事
[00:01:43.320 --> 00:01:45.560]  做得好是另一回事
[00:01:45.560 --> 00:01:49.040]  我很怕去報導會
[00:01:49.040 --> 00:01:49.240]  不是
[00:01:49.240 --> 00:01:50.880]  我很喜歡去報導會
[00:01:50.880 --> 00:01:53.360]  但是我又很怕去報導會
[00:01:53.360 --> 00:01:55.120]  是不能報導的
[00:01:55.120 --> 00:01:56.960]  如果我請他們去釣魚
[00:01:56.960 --> 00:01:58.960]  你都要找哪裡有魚釣
[00:01:58.960 --> 00:02:01.960]  如果沒有魚是釣不到的
[00:02:01.960 --> 00:02:03.720]  所以我試過去報導會
[00:02:03.720 --> 00:02:05.720]  真的沒有新朋友
[00:02:05.720 --> 00:02:08.240]  我真的不懂得怎麼報導
[00:02:08.240 --> 00:02:10.120]  我只能夠懷疑當中有些人
[00:02:10.120 --> 00:02:12.120]  不是真的相信
[00:02:12.120 --> 00:02:13.880]  再說一次
[00:02:13.880 --> 00:02:16.080]  我覺得很重要的一樣
[00:02:16.080 --> 00:02:19.080]  聽了要行動
[00:02:19.080 --> 00:02:23.440]  要報導一定要有行動才行
[00:02:23.440 --> 00:02:26.200]  所以希望在離開5月24日
[00:02:26.200 --> 00:02:29.200]  還有差不多4-5個星期
[00:02:29.200 --> 00:02:30.200]  對不對
[00:02:30.200 --> 00:02:31.640]  有很長時間
[00:02:31.640 --> 00:02:35.920]  大家不要又不下來
[00:02:35.920 --> 00:02:37.920]  又不去找
[00:02:37.920 --> 00:02:39.920]  你沒辦法釣到魚的
[00:02:39.920 --> 00:02:40.760]  沒辦法釣到魚的
[00:02:40.760 --> 00:02:43.640]  有一次我在一間教會說報導會
[00:02:43.640 --> 00:02:45.240]  有三堂
[00:02:45.240 --> 00:02:47.240]  第一堂我問有沒有新朋友
[00:02:47.240 --> 00:02:49.080]  真的只有兩個
[00:02:49.080 --> 00:02:51.440]  一個是我姐姐帶來的
[00:02:51.440 --> 00:02:54.000]  我說我也很想釣魚
[00:02:54.000 --> 00:02:56.000]  不過沒有魚真的很難釣
[00:02:56.000 --> 00:02:58.480]  我講到身水身汗
[00:02:58.480 --> 00:03:00.480]  星雷俱下都沒有用
[00:03:00.480 --> 00:03:02.080]  因為一群人都順了
[00:03:02.080 --> 00:03:03.080]  很難的
[00:03:03.080 --> 00:03:05.560]  完了之後他們錄了音
[00:03:05.560 --> 00:03:07.760]  有弟兄跟我說
[00:03:07.760 --> 00:03:09.080]  徐弟兄你可以叫教會
[00:03:09.080 --> 00:03:11.080]  把最後幾句刪掉
[00:03:11.080 --> 00:03:13.560]  不好意思讓人聽
[00:03:13.560 --> 00:03:17.080]  我說刪不刪你跟教會說吧
[00:03:17.080 --> 00:03:19.080]  第二堂第三堂
[00:03:19.080 --> 00:03:21.080]  真的多了很多新朋友
[00:03:21.160 --> 00:03:24.160]  但你知道這些請回來是臨時拉夫
[00:03:24.160 --> 00:03:27.160]  所以預備功夫未必做得很足夠
[00:03:27.160 --> 00:03:29.160]  當然也有人信主
[00:03:29.160 --> 00:03:31.160]  但我想還有5個星期
[00:03:31.160 --> 00:03:33.160]  大家在做報導
[00:03:33.160 --> 00:03:35.160]  但要做得好
[00:03:35.160 --> 00:03:37.160]  所以希望聽了不負所託
[00:03:37.160 --> 00:03:39.160]  真的不負所託
[00:03:39.160 --> 00:03:41.160]  其實杜羅斯我認識很多年
[00:03:41.160 --> 00:03:43.160]  以前我也是杜羅斯的
[00:03:43.160 --> 00:03:44.160]  我不知道你們知不知道
[00:03:44.160 --> 00:03:46.160]  我是跟吉忠明他們一起開始
[00:03:46.160 --> 00:03:48.160]  有一個可能你認識
[00:03:48.160 --> 00:03:49.160]  就是張淳北
[00:03:49.160 --> 00:03:50.160]  他也是杜羅斯的
[00:03:50.160 --> 00:03:52.160]  所以是幾十年前
[00:03:52.160 --> 00:03:55.160]  所以希望大家珍惜這個機會
[00:03:55.160 --> 00:03:57.160]  音樂報導是很強的
[00:03:57.160 --> 00:03:59.160]  我們常說MMM
[00:03:59.160 --> 00:04:01.160]  就是Music and Message
[00:04:01.160 --> 00:04:03.160]  音樂能夠打到人的心
[00:04:03.160 --> 00:04:05.160]  Message能夠改變人的心
[00:04:05.160 --> 00:04:07.160]  所以希望大家這五個星期
[00:04:07.160 --> 00:04:09.160]  好好地做
[00:04:09.160 --> 00:04:11.160]  以致能夠真的不負所託
[00:04:11.160 --> 00:04:12.160]  不負所託
[00:04:12.160 --> 00:04:14.160]  我們回來福音鐵三角
[00:04:14.160 --> 00:04:16.160]  接著有三堂跟大家分享
[00:04:16.160 --> 00:04:18.160]  就是福音鐵三角
[00:04:18.160 --> 00:04:20.160]  第一堂是講合一
[00:04:20.160 --> 00:04:21.160]  第二堂是講裝備
[00:04:21.160 --> 00:04:23.160]  第三堂是講見證
[00:04:23.160 --> 00:04:25.160]  今天這一堂是第一堂
[00:04:25.160 --> 00:04:27.160]  是第一堂
[00:04:27.160 --> 00:04:30.160]  第一堂是講合一
[00:04:30.160 --> 00:04:32.160]  我們先做個祈禱
[00:04:32.160 --> 00:04:34.160]  天父我們都求主你
[00:04:34.160 --> 00:04:35.160]  安定我們的心
[00:04:35.160 --> 00:04:37.160]  讓我們好好地去聽道
[00:04:37.160 --> 00:04:39.160]  更重要是求你
[00:04:39.160 --> 00:04:41.160]  真的搖動我們的心
[00:04:41.160 --> 00:04:43.160]  讓我們有行動去回應
[00:04:43.160 --> 00:04:44.160]  我們所聽的道
[00:04:44.160 --> 00:04:47.160]  免得我們只是空空來空空去
[00:04:47.160 --> 00:04:49.160]  幫助我們成為一個結果的基督徒
[00:04:49.160 --> 00:04:51.160]  成為一個行動的基督徒
[00:04:51.160 --> 00:04:52.160]  幫助我們
[00:04:52.160 --> 00:04:53.160]  聽我們祈禱
[00:04:53.160 --> 00:04:54.160]  奉耶穌的名祈禱
[00:04:54.160 --> 00:04:55.160]  阿們
[00:04:55.160 --> 00:05:00.160]  大家知不知道什麼是童子軍?
[00:05:00.160 --> 00:05:02.160]  加拿大有沒有?
[00:05:02.160 --> 00:05:03.160]  都有的
[00:05:03.160 --> 00:05:04.160]  都有Boy Scout
[00:05:04.160 --> 00:05:06.160]  我以前是香港第十六旅童子軍
[00:05:06.160 --> 00:05:08.160]  第十六旅我不知道有什麼意思
[00:05:08.160 --> 00:05:09.160]  是不是很早了
[00:05:09.160 --> 00:05:11.160]  我們以前要學起火
[00:05:11.160 --> 00:05:13.160]  起火教我們
