
[00:00:00.000 --> 00:00:02.320]  我想問頂層有多少人
[00:00:02.320 --> 00:00:06.360]  有試過夢境成真
[00:00:06.360 --> 00:00:07.700]  可不可以舉手
[00:00:07.700 --> 00:00:10.320]  夢境成真那些
[00:00:10.320 --> 00:00:14.540]  OK 請放下 不是很多
[00:00:14.540 --> 00:00:17.480]  那有多少人發過夢的 舉手
[00:00:17.480 --> 00:00:22.060]  即白日夢的比較多
[00:00:22.060 --> 00:00:27.220]  我記得我十幾歲偷渡出來之前
[00:00:28.540 --> 00:00:31.700]  我是發過一個夢
[00:00:31.700 --> 00:00:33.220]  這個夢呢
[00:00:33.220 --> 00:00:37.080]  發覺自己在吃豬肉
[00:00:37.080 --> 00:00:39.920]  是吃得很開心
[00:00:39.920 --> 00:00:42.320]  吃得很飽
[00:00:42.320 --> 00:00:47.440]  飽了之後就醒了
[00:00:47.440 --> 00:00:50.060]  這個夢呢
[00:00:50.060 --> 00:00:53.540]  當我正式偷渡來香港之後
[00:00:53.540 --> 00:00:56.000]  是夢境成真的
[00:00:57.260 --> 00:00:59.260]  因為當我第一次見到我爸爸
[00:00:59.260 --> 00:01:01.360]  我十幾年跟他分隔
[00:01:01.360 --> 00:01:02.580]  第一次見到他的時候
[00:01:02.580 --> 00:01:04.240]  我就問他有沒有豬肉吃
[00:01:04.240 --> 00:01:09.200]  他說傻仔 吃豬肉而已
[00:01:09.200 --> 00:01:10.300]  有什麼好怕的
[00:01:10.300 --> 00:01:12.800]  今晚吃豬肉
[00:01:12.800 --> 00:01:17.040]  結果那晚就煲了一鍋牛頭煲的豬肉湯
[00:01:17.040 --> 00:01:19.460]  這鍋豬肉湯呢
[00:01:19.460 --> 00:01:22.600]  是我有史以來第一次
[00:01:22.600 --> 00:01:25.020]  是吃得最開心的
[00:01:25.020 --> 00:01:26.780]  因為我吃了九碗飯
[00:01:27.140 --> 00:01:28.140]  (嘆氣)
[00:01:28.140 --> 00:01:30.800]  喝了幾碗湯
[00:01:30.800 --> 00:01:37.640]  我從來沒試過吃得這麼開胃
[00:01:37.640 --> 00:01:40.200]  這麼暢順
[00:01:40.200 --> 00:01:43.160]  完全
[00:01:43.160 --> 00:01:45.380]  沒有人管 沒有人承
[00:01:45.380 --> 00:01:46.600]  就是這樣吃
[00:01:46.600 --> 00:01:49.460]  全家人就好像欣賞我吃飯一樣
[00:01:49.460 --> 00:01:51.460]  (笑聲)
[00:01:51.460 --> 00:01:54.080]  但原來夢境成真
[00:01:54.080 --> 00:01:56.080]  不一定是好事來的
[00:01:56.920 --> 00:02:01.260]  那晚也是我有史以來最辛苦的一晚
[00:02:01.260 --> 00:02:03.260]  (咳嗽)
[00:02:03.260 --> 00:02:06.600]  原來餓是辛苦
[00:02:06.600 --> 00:02:09.600]  但飽是更辛苦
[00:02:09.600 --> 00:02:12.240]  因為那晚我記得
[00:02:12.240 --> 00:02:14.520]  我坐下來都坐不下
[00:02:14.520 --> 00:02:16.900]  太飽
[00:02:16.900 --> 00:02:18.780]  最慘的是什麼呢
[00:02:18.780 --> 00:02:20.900]  就是那晚餓
[00:02:20.900 --> 00:02:23.000]  因為很久沒吃豬肉了
[00:02:23.000 --> 00:02:25.740]  那次吃完豬肉的時候 餓
[00:02:26.260 --> 00:02:29.420]  而餓的時候 我也曾經說過
[00:02:29.420 --> 00:02:31.940]  那次我爸爸開了一個農場
[00:02:31.940 --> 00:02:33.320]  是養豬的
[00:02:33.320 --> 00:02:35.820]  廁所是要蹲下的
[00:02:35.820 --> 00:02:37.960]  沒有坐廁的
[00:02:37.960 --> 00:02:42.460]  你想想 我連坐都不行
[00:02:42.460 --> 00:02:44.940]  蹲下怎麼可能呢
[00:02:44.940 --> 00:02:47.380]  所以去廁所的時候
[00:02:47.380 --> 00:02:49.380]  我只能扶著兩邊
[00:02:49.380 --> 00:02:52.200]  半站去廁所
[00:02:53.740 --> 00:02:57.380]  那晚是成為我有史以來最尷尬的一晚
[00:02:57.380 --> 00:03:01.180]  因為餓出來的全部是四散的
[00:03:01.180 --> 00:03:04.820]  流質的
[00:03:04.820 --> 00:03:07.980]  而帶來的結果就是
[00:03:07.980 --> 00:03:12.420]  下面全部都是我不想看到的東西
[00:03:12.420 --> 00:03:16.520]  所以那晚其實是幾乎沒機會睡得著
[00:03:16.520 --> 00:03:20.240]  接下來我也有很多不同的夢
[00:03:21.640 --> 00:03:24.200]  我是一個做夢的王 大家知道
[00:03:24.200 --> 00:03:27.260]  我記得我回來香港之前 我做了一個夢
[00:03:27.260 --> 00:03:29.460]  這個夢包括什麼呢
[00:03:29.460 --> 00:03:31.840]  我發現我戴著港島的耳機
[00:03:31.840 --> 00:03:35.400]  很奇怪的 港島也要戴耳機
[00:03:35.400 --> 00:03:38.520]  第二 我做夢的時候 下面坐的人
[00:03:38.520 --> 00:03:41.480]  坐得滿滿的 全部是男生男婦的
[00:03:41.480 --> 00:03:44.520]  第三 我又做夢的時候
[00:03:44.520 --> 00:03:46.080]  外面有人排隊
[00:03:46.080 --> 00:03:48.080]  我進來的時候問他們做什麼
[00:03:48.080 --> 00:03:50.360]  排隊進去嘛 進去做什麼
[00:03:50.360 --> 00:03:52.360]  崇拜啊
[00:03:52.360 --> 00:03:54.360]  這是一個夢
[00:03:54.360 --> 00:03:56.760]  另外 還發生了
[00:03:56.760 --> 00:03:58.760]  坐巴士的時候
[00:03:58.760 --> 00:04:00.760]  站在那裡
[00:04:00.760 --> 00:04:02.760]  站在那裡的時候旁邊又有人站在那裡
[00:04:02.760 --> 00:04:05.560]  站在那裡的時候 他拿了一本東西出來看
[00:04:05.560 --> 00:04:07.560]  看的時候 我看了一下
[00:04:07.560 --> 00:04:09.560]  咦 寫著蘇榮志
[00:04:09.560 --> 00:04:12.760]  那是一個夢來的 告訴大家
[00:04:12.760 --> 00:04:14.760]  結果呢
[00:04:14.760 --> 00:04:17.960]  我和Arlington那邊的電視節目分享完
[00:04:17.960 --> 00:04:21.360]  就是因為一個心裡面的感動
[00:04:21.360 --> 00:04:24.360]  戴紹生牧師的一些激勵
[00:04:24.360 --> 00:04:26.360]  他家裡的見證
[00:04:26.360 --> 00:04:29.960]  令到我決定一家回來香港來到市府
[00:04:29.960 --> 00:04:32.760]  回來香港一年的裡面
[00:04:32.760 --> 00:04:35.960]  我真的看到有些夢是真的
[00:04:35.960 --> 00:04:39.360]  這個真的夢包括到
[00:04:39.360 --> 00:04:41.960]  我真的戴著港島的耳機
[00:04:41.960 --> 00:04:44.960]  然後去電台廣播的時候
[00:04:44.960 --> 00:04:51.960]  裡面那個控制音響的員工
[00:04:51.960 --> 00:04:53.960]  他聽不到外面說話的
[00:04:53.960 --> 00:04:56.960]  所以他自己戴著耳機
[00:04:56.960 --> 00:04:59.560]  但是我們又聽不到裡面說話的
[00:04:59.560 --> 00:05:01.560]  他想我們怎樣 我們不知道的
[00:05:01.560 --> 00:05:03.560]  原來我們個個都要戴著耳機
[00:05:03.560 --> 00:05:05.560]  所以我和那幫人錄音的時候
[00:05:05.560 --> 00:05:07.960]  一個人戴著耳機在那裡查
[00:05:07.960 --> 00:05:09.960]  「方性查經」
[00:05:09.960 --> 00:05:11.960]  錄完之後呢
[00:05:11.960 --> 00:05:13.960]  是廣播進去裡面
[00:05:13.960 --> 00:05:16.960]  是讓更多的人可以聽到的
[00:05:16.960 --> 00:05:20.960]  我當時的心裡面
[00:05:20.960 --> 00:05:22.960]  是非常的奇怪
[00:05:22.960 --> 00:05:25.960]  從來沒有試過一個這樣的經歷
[00:05:25.960 --> 00:05:27.960]  後來又透過
[00:05:27.960 --> 00:05:30.960]  戴牧師的一些介紹
[00:05:30.960 --> 00:05:33.960]  我們有機會和幾個牧師一起培訓
[00:05:33.960 --> 00:05:35.960]  而去到培訓的時候 嚇了我一跳
[00:05:35.960 --> 00:05:39.960]  原來坐在下面密密麻麻
[00:05:39.960 --> 00:05:41.960]  那些人 那些同工
[00:05:41.960 --> 00:05:46.960]  全部都是男衣男褲
[00:05:46.960 --> 00:05:50.960]  是我以前從來沒見過的經歷
[00:05:50.960 --> 00:05:53.960]  接著另一方面
[00:05:53.960 --> 00:05:55.960]  當我回到香港侍奉的時候
[00:05:55.960 --> 00:05:59.960]  由方方那邊開始
[00:05:59.960 --> 00:06:01.960]  去到秋創
[00:06:01.960 --> 00:06:03.960]  由秋創去到羅氏
[00:06:03.960 --> 00:06:07.960]  羅氏、長廣 然後跟著恩福中心
[00:06:07.960 --> 00:06:10.960]  大家都知道
[00:06:10.960 --> 00:06:13.960]  排隊已經成為恩福的一個文化
[00:06:13.960 --> 00:06:16.960]  這個也是我以前從來沒想過的
