
[00:00:00.000 --> 00:00:11.000]  各位丁姐妹,如果你有小朋友,開始讀書了,
[00:00:11.000 --> 00:00:16.000]  那你就跟你的子女說,
[00:00:16.000 --> 00:00:21.000]  "爹地媽咪生你們很辛苦的,是因為這樣的緣故,
[00:00:21.000 --> 00:00:26.000]  我都希望你們記得我們那些的辛苦法。
[00:00:26.000 --> 00:00:32.000]  你們每天用了多少錢,我會寄在這個簿子裡。
[00:00:32.000 --> 00:00:36.000]  另外你們交了多少學費,我會寄在這個簿子裡。
[00:00:36.000 --> 00:00:39.000]  每個禮拜我就找你們簽一簽名。
[00:00:39.000 --> 00:00:42.000]  這個是你們用了的錢。
[00:00:42.000 --> 00:00:47.000]  那你們買什麼鞋,買什麼衣服,買什麼校服,什麼都好,
[00:00:47.000 --> 00:00:49.000]  全部我都寄在這裡。
[00:00:49.000 --> 00:00:52.000]  另一方面,一個月一次,我都告訴你們,
[00:00:52.000 --> 00:00:58.000]  這間屋我們每個月交租多少,所以你睡的房間房租是多少,
[00:00:58.000 --> 00:01:00.000]  我們都會給你簽的。
[00:01:00.000 --> 00:01:06.000]  是讓你們記得,爹地媽咪是為你們付出了這些的。
[00:01:06.000 --> 00:01:11.000]  我想問問大家,如果你是子女,
[00:01:11.000 --> 00:01:15.000]  有多少人你會覺得,啊,都應該的。
[00:01:15.000 --> 00:01:18.000]  可不可以舉手?
[00:01:18.000 --> 00:01:21.000]  一個而已。
[00:01:21.000 --> 00:01:26.000]  沒有人,全部沒有,其他的,個個都沒有。
[00:01:26.000 --> 00:01:29.000]  有多少人你不會這樣做的,可不可以舉手?
[00:01:29.000 --> 00:01:32.000]  你不會這樣做的,有子女,你不會這樣做的。
[00:01:32.000 --> 00:01:36.000]  舉高一點,我想你們個個都不會。
[00:01:36.000 --> 00:01:40.000]  我以前對基督教是有一種誤解,
[00:01:40.000 --> 00:01:44.000]  我說中國人養兒防老,積谷防饑。
[00:01:44.000 --> 00:01:48.000]  所以我對基督教我都說了,無條件的阿加皮,
[00:01:48.000 --> 00:01:52.000]  什麼叫阿加皮,基督教沒有條件的嗎?
[00:01:52.000 --> 00:01:54.000]  耶穌救你沒有條件嗎?
[00:01:54.000 --> 00:01:57.000]  看看聖經怎麼說,人若愛我,
[00:01:57.000 --> 00:02:03.000]  不過於愛他的父母,妻子兒女,就不配作我的門徒。
[00:02:03.000 --> 00:02:07.000]  另外,你們要盡心盡性盡意盡力愛主你的神,
[00:02:07.000 --> 00:02:10.000]  其次愛人如己。
[00:02:10.000 --> 00:02:14.000]  還有說,人到我這裡來,你就是要這樣來跟我的。
[00:02:14.000 --> 00:02:17.000]  今天的經文更加清楚,
[00:02:17.000 --> 00:02:22.000]  你是要天天背起你的十字架,來跟從我。
[00:02:22.000 --> 00:02:25.000]  否則你不配做我的門徒。
[00:02:25.000 --> 00:02:29.000]  我還沒信主的時候,我跟基督徒說,
[00:02:29.000 --> 00:02:32.000]  這個叫無條件嗎?
[00:02:32.000 --> 00:02:35.000]  其實這個是收買人心,
[00:02:35.000 --> 00:02:40.000]  收買了你們之後,要拿到你們盡。
[00:02:40.000 --> 00:02:42.000]  所以我今天講的講題,
[00:02:42.000 --> 00:02:46.000]  是叫做「拿命」的呼召。
[00:02:46.000 --> 00:02:49.000]  是「拿你命」的呼召。
[00:02:49.000 --> 00:02:51.000]  我那時候跟那些基督徒搏的時候,
[00:02:51.000 --> 00:02:55.000]  我發覺那些基督徒竟然是不懂得回應。
[00:02:55.000 --> 00:03:00.000]  是令我拖了七年,我都沒信主。
[00:03:00.000 --> 00:03:07.000]  但是很感人,始終有些人真的查經,真的查經。
[00:03:07.000 --> 00:03:13.000]  有一次,經過幾年,他跟我查經的時候,
[00:03:13.000 --> 00:03:24.000]  他問我,阿蘇,你想不想了解聖經到底那句話是什麼意思?
[00:03:24.000 --> 00:03:27.000]  我說,我也想。
[00:03:27.000 --> 00:03:32.000]  他接著說,神叫你愛他,你怎麼愛?
[00:03:32.000 --> 00:03:35.000]  接著就打開約翰的書,
[00:03:35.000 --> 00:03:38.000]  人如果不愛你看見的弟兄,
[00:03:38.000 --> 00:03:42.000]  你就不能夠說你愛神。
[00:03:42.000 --> 00:03:46.000]  愛神的,就應該愛你的弟兄。
[00:03:46.000 --> 00:03:49.000]  第二,我看到《四郎傳》十七章,
[00:03:49.000 --> 00:03:54.000]  引截的地方,非常清楚地說道,
[00:03:54.000 --> 00:03:59.000]  神是創造一切萬物的,
[00:03:59.000 --> 00:04:02.000]  每一樣東西都是屬於他的。
[00:04:02.000 --> 00:04:05.000]  他不受人手服侍,
[00:04:05.000 --> 00:04:08.000]  好像缺少了什麼一樣。
[00:04:08.000 --> 00:04:13.000]  自己反倒將他的生命氣息萬物賜給人。
[00:04:13.000 --> 00:04:17.000]  我想一想,我愛神怎麼愛呢?
[00:04:17.000 --> 00:04:20.000]  愛空氣嗎?因為看不到他。
[00:04:20.000 --> 00:04:22.000]  然後聖經就告訴我們,
[00:04:22.000 --> 00:04:25.000]  一切都是神的,
[00:04:25.000 --> 00:04:27.000]  他根本不需要人手服侍。
[00:04:27.000 --> 00:04:31.000]  然後奉獻給神是什麼意思呢?
[00:04:31.000 --> 00:04:34.000]  是給教會用,用來做什麼?
[00:04:34.000 --> 00:04:38.000]  就是給人不需要花錢聽到福音的好處。
[00:04:38.000 --> 00:04:40.000]  然後另一段就說,
[00:04:40.000 --> 00:04:44.000]  人愛我不過於愛自己的父母、妻子、兒女、
[00:04:44.000 --> 00:04:46.000]  姐妹和自己的性命,
[00:04:46.000 --> 00:04:48.000]  就不能作我的門徒。
[00:04:48.000 --> 00:04:50.000]  是什麼意思呢?
[00:04:50.000 --> 00:04:57.000]  他說,愛他就是聽他的話來許行。
[00:04:57.000 --> 00:05:00.000]  就是說,他的話就是我們的準則。
[00:05:00.000 --> 00:05:02.000]  如果我們今天愛我們的父母,
[00:05:02.000 --> 00:05:04.000]  不是用神的標準去愛,
[00:05:04.000 --> 00:05:07.000]  這個不等於愛你的父母。
[00:05:07.000 --> 00:05:10.000]  如果我們今天愛我們的妻子、兒女,
[00:05:10.000 --> 00:05:13.000]  不是用神的標準去愛他們,
[00:05:13.000 --> 00:05:16.000]  這個不等於愛神。
[00:05:16.000 --> 00:05:19.000]  我後來才明白,
[00:05:19.000 --> 00:05:24.000]  原來這個愛是叫我們真真正正,
[00:05:24.000 --> 00:05:27.000]  顧念到我們的父母、妻子、兒女、
[00:05:27.000 --> 00:05:32.000]  我們周邊的人永恆的需要。
[00:05:32.000 --> 00:05:35.000]  有一個弟兄,他跟我說,
[00:05:35.000 --> 00:05:38.000]  他爸爸病了,癌症,末期,
[00:05:38.000 --> 00:05:40.000]  進了醫院。
[00:05:40.000 --> 00:05:43.000]  我聽到的時候,我就跟他說,
[00:05:43.000 --> 00:05:46.000]  現在是你最好最好的機會。
[00:05:46.000 --> 00:05:49.000]  因為我聽到你爸爸是非常抗拒福音的,
[00:05:49.000 --> 00:05:53.000]  但是人一去到一個病危的時候,
[00:05:53.000 --> 00:05:55.000]  多多少少你關心他,
[00:05:55.000 --> 00:05:58.000]  他會有一種感覺到自己有需要,
[00:05:58.000 --> 00:06:02.000]  你想不想我去探一探他?
[00:06:02.000 --> 00:06:04.000]  他說牧師,不行的,
[00:06:04.000 --> 00:06:06.000]  他很抗拒福音的,
[00:06:06.000 --> 00:06:09.000]  我先等他準備好了。
[00:06:09.000 --> 00:06:11.000]  結果我就一直等他準備好了,
[00:06:11.000 --> 00:06:13.000]  一直都不準備好了。
[00:06:13.000 --> 00:06:17.000]  我就問他,我不如找一個弟兄,
[00:06:17.000 --> 00:06:20.000]  他是癌症康復過來的,
[00:06:20.000 --> 00:06:23.000]  他怎樣在癌病的時候決志信耶穌,
[00:06:23.000 --> 00:06:26.000]  現在信得很好,去探一探你爸爸。
[00:06:26.000 --> 00:06:31.000]  他說,最重要不要說耶穌,
[00:06:31.000 --> 00:06:36.000]  因為他一說耶穌,他就反感了。
[00:06:36.000 --> 00:06:42.000]  我跟他說,你希望你爸爸將來去哪裏?
[00:06:42.000 --> 00:06:47.000]  你希望你爸爸將來去哪裏?
[00:06:47.000 --> 00:06:50.000]  去地獄呢?
[00:06:50.000 --> 00:06:52.000]  或者去到神那裏?
[00:06:52.000 --> 00:06:54.000]  上天堂?
[00:06:54.000 --> 00:06:57.000]  他說牧師,你不明白,
[00:06:57.000 --> 00:07:01.000]  我爸爸很抗拒,
[00:07:01.000 --> 00:07:06.000]  我希望他心軟一點,我們才去做。
[00:07:06.000 --> 00:07:12.000]  結果有一天,收到他電話,
[00:07:12.000 --> 00:07:19.000]  牧師,我希望你為我爸爸祈禱,
[00:07:19.000 --> 00:07:22.000]  他已經不省人事,
[00:07:22.000 --> 00:07:25.000]  他在癌症狀態,
[00:07:25.000 --> 00:07:27.000]  我已經是飛的士去到醫院,
[00:07:27.000 --> 00:07:33.000]  南朗,然後去到的時候,
[00:07:33.000 --> 00:07:39.000]  他在病房的門口對著我說,
[00:07:39.000 --> 00:07:44.000]  爸爸已經離開了。
[00:07:44.000 --> 00:07:47.000]  我很難過,
[00:07:47.000 --> 00:07:53.000]  我的難過是為什麼繼續拖延,
[00:07:53.000 --> 00:08:00.000]  愛我們的父母,如果超過愛主的時候,
[00:08:00.000 --> 00:08:03.000]  我們真的不配做他的門徒,
[00:08:03.000 --> 00:08:09.000]  因為在這些光景裏,我們是眼巴巴,見死不救,
[00:08:09.000 --> 00:08:13.000]  如果我們用合宜的方法跟他們說,
[00:08:13.000 --> 00:08:20.000]  去表達,爸爸,我們很愛你,
[00:08:20.000 --> 00:08:23.000]  你的孫子孫女很愛你,
[00:08:23.000 --> 00:08:26.000]  我不想以後見不到你,
[00:08:26.000 --> 00:08:29.000]  我們是有盼望的,
[00:08:29.000 --> 00:08:32.000]  我們一定會復活的,
[00:08:32.000 --> 00:08:35.000]  爸爸,你相信主吧,
[00:08:35.000 --> 00:08:41.000]  然後叫我們為他祝福,為他禱告,
[00:08:41.000 --> 00:08:45.000]  我告訴大家,其實我們有很多這樣的機會,
[00:08:45.000 --> 00:08:47.000]  我們可以帶他們相信,
[00:08:47.000 --> 00:08:51.000]  可惜我們一一錯過了這些機會,
[00:08:51.000 --> 00:08:55.000]  另一方面,也有一個家庭,
[00:08:55.000 --> 00:09:00.000]  兒子做生意非常成功,
[00:09:00.000 --> 00:09:03.000]  他的太太為他打工,
[00:09:03.000 --> 00:09:06.000]  他的妹妹,他的弟弟為他打工,
[00:09:06.000 --> 00:09:08.000]  後來連他的父母也為他打工,
[00:09:08.000 --> 00:09:14.000]  全家人都是他的employees,為他打工,
[00:09:14.000 --> 00:09:23.000]  但這個朋友本身就習染了一些習慣,
[00:09:23.000 --> 00:09:26.000]  去到哪裡都收一個,
[00:09:26.000 --> 00:09:31.000]  通常都是他的秘書,然後住在一起,
[00:09:31.000 --> 00:09:34.000]  後來和秘書生了兒子,
[00:09:34.000 --> 00:09:37.000]  爸爸知不知道呢?是知道的,
[00:09:37.000 --> 00:09:39.000]  但這件事後來被他太太知道的時候,
[00:09:39.000 --> 00:09:43.000]  非常非常憤怒,
[00:09:43.000 --> 00:09:46.000]  然後就開除他,
[00:09:46.000 --> 00:09:48.000]  和他老爺投訴,
[00:09:48.000 --> 00:09:50.000]  老爺和他說什麼?
[00:09:50.000 --> 00:10:00.000]  老爺說,你看開一點,男人都是這樣的,
[00:10:00.000 --> 00:10:08.000]  全家人就是維護這個佔花野草的男人,
[00:10:08.000 --> 00:10:10.000]  這個太太因為信得住,
[00:10:10.000 --> 00:10:13.000]  來到我面前投訴,
[00:10:13.000 --> 00:10:15.000]  和我說到底他應該怎樣,
[00:10:15.000 --> 00:10:21.000]  因為他不想他的子女在爸爸身上學到這些東西,
[00:10:21.000 --> 00:10:28.000]  他甚至把這個女人帶回家,
[00:10:28.000 --> 00:10:33.000]  主人房都要讓她睡在那裡,
[00:10:33.000 --> 00:10:35.000]  然後和太太說,
[00:10:35.000 --> 00:10:38.000]  135我是屬於你的,
[00:10:38.000 --> 00:10:42.000]  246我就是和她在一起,
[00:10:42.000 --> 00:10:49.000]  她只是短暫在這裡,她快要去別處住了,
[00:10:49.000 --> 00:10:56.000]  我聽到的時候,心裡非常難過,
[00:10:56.000 --> 00:10:58.000]  她曾經想死,
[00:10:58.000 --> 00:11:03.000]  我告訴她,你不值得這樣死,
[00:11:03.000 --> 00:11:05.000]  到底怎樣呢?
[00:11:05.000 --> 00:11:07.000]  我叫她禱告,
[00:11:07.000 --> 00:11:09.000]  Firm, but not harsh,
[00:11:09.000 --> 00:11:14.000]  不要憎恨她,但要很有原則,
[00:11:14.000 --> 00:11:19.000]  結果介紹了一個基督徒的律師給她,
[00:11:19.000 --> 00:11:21.000]  看看有什麼出路,
[00:11:21.000 --> 00:11:24.000]  不用活在這種痛苦的裡面,
[00:11:24.000 --> 00:11:27.000]  後來律師出了一封信,
[00:11:27.000 --> 00:11:29.000]  證客告訴她,
[00:11:29.000 --> 00:11:32.000]  就是因為這個緣故,
[00:11:32.000 --> 00:11:34.000]  你的太太無法忍受,
[00:11:34.000 --> 00:11:36.000]  她要和你分開,
[00:11:36.000 --> 00:11:41.000]  分開的時候要凍結你上面整個廠的資產,
[00:11:41.000 --> 00:11:43.000]  銀行的資產,
[00:11:43.000 --> 00:11:46.000]  一封信告訴她要凍結,
[00:11:46.000 --> 00:11:48.000]  在法庭申請,
[00:11:48.000 --> 00:11:51.000]  我真的沒想到她丈夫真的來找我,
[00:11:51.000 --> 00:11:53.000]  找我的時候,
[00:11:53.000 --> 00:11:55.000]  你怎麼教都會有的,
[00:11:55.000 --> 00:11:57.000]  第一句話,
[00:11:57.000 --> 00:12:01.000]  當我問完之後,
[00:12:01.000 --> 00:12:02.000]  我知道這件事,
[00:12:02.000 --> 00:12:04.000]  我跟她說,
[00:12:04.000 --> 00:12:07.000]  你怎麼對待你太太,
[00:12:07.000 --> 00:12:09.000]  你不如跟我說,
[00:12:09.000 --> 00:12:11.000]  然後她就說了一件事,
[00:12:11.000 --> 00:12:13.000]  一個茶壺有幾個杯,
[00:12:13.000 --> 00:12:15.000]  為什麼不行呢?
[00:12:15.000 --> 00:12:17.000]  為什麼一定要一隻杯呢?
[00:12:17.000 --> 00:12:20.000]  一個茶壺為什麼不可以有四隻杯呢?
[00:12:20.000 --> 00:12:22.000]  然後我就說,
[00:12:22.000 --> 00:12:26.000]  你可不可以容忍你太太包義工呢?
