
[00:00:00.000 --> 00:00:02.000]  各位好
[00:00:02.000 --> 00:00:04.000]  有沒有未見過我
[00:00:04.000 --> 00:00:06.000]  有些未見過
[00:00:06.000 --> 00:00:08.000]  真是好
[00:00:08.000 --> 00:00:10.000]  歡迎你
[00:00:10.000 --> 00:00:12.000]  我站在這裏好像是第三次
[00:00:12.000 --> 00:00:14.000]  不太熟悉這個地方
[00:00:14.000 --> 00:00:16.000]  我都不懂得乘電梯來
[00:00:16.000 --> 00:00:18.000]  但很開心
[00:00:18.000 --> 00:00:20.000]  有新來賓嗎
[00:00:20.000 --> 00:00:22.000]  第一次來凌涼堂
[00:00:22.000 --> 00:00:24.000]  即是不懂得乘電梯
[00:00:24.000 --> 00:00:26.000]  都有些
[00:00:26.000 --> 00:00:28.000]  歡迎你
[00:00:28.000 --> 00:00:32.000]  今天教會請我們講福音主日
[00:00:32.000 --> 00:00:34.000]  你知道為什麼嗎
[00:00:34.000 --> 00:00:36.000]  福音主日就是
[00:00:36.000 --> 00:00:38.000]  邀請很多人
[00:00:38.000 --> 00:00:40.000]  他們考慮成為一個身份
[00:00:40.000 --> 00:00:42.000]  除了填表
[00:00:42.000 --> 00:00:44.000]  籍貫
[00:00:44.000 --> 00:00:46.000]  廣東開平
[00:00:46.000 --> 00:00:48.000]  然後宗教
[00:00:48.000 --> 00:00:50.000]  你會填一個
[00:00:50.000 --> 00:00:52.000]  基督徒這三個字
[00:00:52.000 --> 00:00:54.000]  有些人沒有填這三個字
[00:00:54.000 --> 00:00:56.000]  有些人有填這三個字
[00:00:56.000 --> 00:00:58.000]  不同是
[00:00:58.000 --> 00:01:00.000]  填基督徒的人
[00:01:00.000 --> 00:01:02.000]  多了一個
[00:01:02.000 --> 00:01:04.000]  物業
[00:01:04.000 --> 00:01:06.000]  多了一個物業
[00:01:06.000 --> 00:01:08.000]  你喜不喜歡物業
[00:01:08.000 --> 00:01:10.000]  物業即是樓
[00:01:10.000 --> 00:01:12.000]  送一棟樓你要不要
[00:01:12.000 --> 00:01:14.000]  這棟物業
[00:01:14.000 --> 00:01:16.000]  是全世界最大的物業
[00:01:16.000 --> 00:01:20.000]  大過陽明山莊
[00:01:20.000 --> 00:01:22.000]  這物業就是天國
[00:01:22.000 --> 00:01:24.000]  天國
[00:01:24.000 --> 00:01:26.000]  我太太在七年前死了之後
[00:01:26.000 --> 00:01:28.000]  我買了一棟樓
[00:01:28.000 --> 00:01:30.000]  到現在
[00:01:30.000 --> 00:01:32.000]  我都沒有物業
[00:01:32.000 --> 00:01:34.000]  我一年大約去
[00:01:34.000 --> 00:01:36.000]  八次美國
[00:01:36.000 --> 00:01:38.000]  去港島
[00:01:38.000 --> 00:01:40.000]  今年還多
[00:01:40.000 --> 00:01:42.000]  我想對我來說
[00:01:42.000 --> 00:01:44.000]  我不需要樓
[00:01:44.000 --> 00:01:46.000]  因為男人
[00:01:46.000 --> 00:01:48.000]  那一陣子就睡得了
[00:01:48.000 --> 00:01:50.000]  所以我很輕鬆
[00:01:50.000 --> 00:01:52.000]  很輕鬆
[00:01:52.000 --> 00:01:54.000]  對我來說
[00:01:54.000 --> 00:01:56.000]  我又需要一棟樓
[00:01:56.000 --> 00:01:58.000]  因為人家問我你住在哪
[00:01:58.000 --> 00:02:00.000]  你怎知道那個人
[00:02:00.000 --> 00:02:02.000]  不會起你租趕你走
[00:02:02.000 --> 00:02:04.000]  所以做一個基督徒
[00:02:04.000 --> 00:02:06.000]  是不會被人趕的
[00:02:06.000 --> 00:02:08.000]  這個物業是永遠的物業
[00:02:08.000 --> 00:02:10.000]  所以很多時候
[00:02:10.000 --> 00:02:12.000]  去美國和一些中國
[00:02:12.000 --> 00:02:14.000]  來的人
[00:02:14.000 --> 00:02:16.000]  他們不太懂基督教
[00:02:16.000 --> 00:02:18.000]  一講這句話他們就懂
[00:02:18.000 --> 00:02:20.000]  中國人最重要就是
[00:02:20.000 --> 00:02:22.000]  有地 死都要有地
[00:02:22.000 --> 00:02:24.000]  不要生就有地
[00:02:24.000 --> 00:02:26.000]  接生就要有地
[00:02:26.000 --> 00:02:28.000]  死了在哪裏呢
[00:02:28.000 --> 00:02:30.000]  沒有
[00:02:30.000 --> 00:02:32.000]  中國人就很忌諱
[00:02:32.000 --> 00:02:34.000]  所以中國人聽到
[00:02:34.000 --> 00:02:36.000]  死都要有地
[00:02:36.000 --> 00:02:38.000]  就問
[00:02:38.000 --> 00:02:40.000]  在哪裏
[00:02:40.000 --> 00:02:42.000]  天上是有一個地方
[00:02:42.000 --> 00:02:44.000]  給基督徒
[00:02:44.000 --> 00:02:46.000]  很多中國人就是這樣信了耶穌
[00:02:46.000 --> 00:02:48.000]  今天我們
[00:02:48.000 --> 00:02:50.000]  今天我們講這個聖經
[00:02:50.000 --> 00:02:52.000]  是一個很特別的聖經
[00:02:52.000 --> 00:02:54.000]  就是講耶穌在釘十字架
[00:02:54.000 --> 00:02:56.000]  他們把他的媽媽瑪利亞
[00:02:56.000 --> 00:02:58.000]  托約翰
[00:02:58.000 --> 00:03:00.000]  你幫我看著她
[00:03:00.000 --> 00:03:02.000]  我做了心理輔導
[00:03:02.000 --> 00:03:04.000]  幾十年 我今年63歲
[00:03:04.000 --> 00:03:06.000]  幾十年裏面
[00:03:06.000 --> 00:03:08.000]  很多我幫的人
[00:03:08.000 --> 00:03:10.000]  特別是癌症
[00:03:10.000 --> 00:03:12.000]  臨死都托我
[00:03:12.000 --> 00:03:14.000]  看著他父母
[00:03:14.000 --> 00:03:16.000]  我被很多人托過
[00:03:16.000 --> 00:03:18.000]  怎樣看著呢
[00:03:18.000 --> 00:03:20.000]  看著很容易
[00:03:20.000 --> 00:03:22.000]  看一看
[00:03:22.000 --> 00:03:24.000]  但答應看著父母
[00:03:24.000 --> 00:03:26.000]  即是說
[00:03:26.000 --> 00:03:28.000]  看著他入醫院的時候
[00:03:28.000 --> 00:03:30.000]  你就要幫他辦手續
[00:03:30.000 --> 00:03:32.000]  死了的時候要辦喪禮
[00:03:32.000 --> 00:03:34.000]  他開心的時候你要幫他喝茶
[00:03:34.000 --> 00:03:36.000]  他打電話你要接電話
[00:03:36.000 --> 00:03:38.000]  最慘是甚麼呢
[00:03:38.000 --> 00:03:40.000]  入老人院申請你要幫他填表格
[00:03:40.000 --> 00:03:42.000]  所以幫人看著爸爸媽媽
[00:03:42.000 --> 00:03:44.000]  這種工作
[00:03:44.000 --> 00:03:46.000]  沒甚麼人肯做
[00:03:46.000 --> 00:03:48.000]  但問題是
[00:03:48.000 --> 00:03:50.000]  我在神學院
[00:03:50.000 --> 00:03:52.000]  做輔導長
[00:03:52.000 --> 00:03:54.000]  有個任務就是幫傳道人
[00:03:54.000 --> 00:03:56.000]  如果他真的
[00:03:56.000 --> 00:03:58.000]  過世
[00:03:58.000 --> 00:04:00.000]  比他父母還早
[00:04:00.000 --> 00:04:02.000]  我的責任的確是幫他看著父母
[00:04:02.000 --> 00:04:06.000]  當然有時我幫人看著老公
[00:04:06.000 --> 00:04:08.000]  有些女士死的時候
[00:04:08.000 --> 00:04:10.000]  癌症死
[00:04:10.000 --> 00:04:12.000]  你幫我看著老公
[00:04:12.000 --> 00:04:14.000]  繼續回教會
[00:04:14.000 --> 00:04:16.000]  有些人說幫我看著子女
[00:04:16.000 --> 00:04:20.000]  但每一次我答應的時候
[00:04:20.000 --> 00:04:22.000]  都有種說不出的榮幸
[00:04:22.000 --> 00:04:24.000]  榮幸
[00:04:24.000 --> 00:04:26.000]  榮幸就是
[00:04:26.000 --> 00:04:28.000]  好像我做了人家爸爸媽媽
[00:04:28.000 --> 00:04:30.000]  好像是責任
[00:04:30.000 --> 00:04:32.000]  但很大的榮幸
[00:04:32.000 --> 00:04:34.000]  很大的榮幸
[00:04:34.000 --> 00:04:36.000]  為甚麼呢
[00:04:36.000 --> 00:04:38.000]  我覺得最大的福氣就是
[00:04:38.000 --> 00:04:40.000]  可以和最困難最痛苦的人
[00:04:40.000 --> 00:04:42.000]  可以在一起
[00:04:42.000 --> 00:04:44.000]  約翰和瑪麗亞在一起
[00:04:44.000 --> 00:04:48.000]  日子怎樣呢
[00:04:48.000 --> 00:04:50.000]  我們不知道
[00:04:50.000 --> 00:04:52.000]  但唯一知道的就是他多了身份
[00:04:52.000 --> 00:04:54.000]  他做了人家的
[00:04:54.000 --> 00:04:56.000]  好像是代替的父母
[00:04:56.000 --> 00:05:00.000]  今天我們說
[00:05:00.000 --> 00:05:02.000]  父母質素
[00:05:02.000 --> 00:05:04.000]  這間幼稚園靈良堂
[00:05:04.000 --> 00:05:06.000]  靈良堂很有名
[00:05:08.000 --> 00:05:10.000]  有些學生最重要就是
[00:05:10.000 --> 00:05:12.000]  見他父母
[00:05:12.000 --> 00:05:14.000]  一間很有名的小學
[00:05:14.000 --> 00:05:18.000]  其實是真的
[00:05:18.000 --> 00:05:20.000]  父母質素差不多已經肯定了
[00:05:20.000 --> 00:05:22.000]  學校的質素有多少
[00:05:22.000 --> 00:05:24.000]  父母質素差不多已經肯定了
[00:05:24.000 --> 00:05:26.000]  社會的質素有多少
