
[00:00:00.000 --> 00:00:04.000]  今天和大家一起分享的經文是出自於
[00:00:04.000 --> 00:00:09.000]  《馬太福音》第四章第十二節至第十七節
[00:00:09.000 --> 00:00:13.000]  今天和大家一起看的這段經文的講道標題是
[00:00:13.000 --> 00:00:17.000]  「揭開曠展的序幕」
[00:00:17.000 --> 00:00:20.000]  我們一起打開經文一起讀吧
[00:00:20.000 --> 00:00:24.000]  耶穌聽見約翰下了監
[00:00:24.000 --> 00:00:27.000]  就退到加利利去
[00:00:27.000 --> 00:00:32.000]  後又離開拿撒勒往加伯隆去
[00:00:32.000 --> 00:00:34.000]  就住在那裡
[00:00:34.000 --> 00:00:40.000]  那地方靠海在西布倫和拿忽他利的邊界上
[00:00:40.000 --> 00:00:45.000]  這是要應驗先知以賽亞的話說
[00:00:45.000 --> 00:00:49.000]  西布倫地拿忽他利地
[00:00:49.000 --> 00:00:53.000]  就是沿海的路約旦河外
[00:00:53.000 --> 00:00:57.000]  愛邦人的加利利地
[00:00:57.000 --> 00:01:02.000]  那坐在黑暗裡的百姓看見了大光
[00:01:02.000 --> 00:01:07.000]  坐在死任之地的人有光發現照著他們
[00:01:07.000 --> 00:01:12.000]  從那時候耶穌就傳起道來
[00:01:12.000 --> 00:01:14.000]  說天國近了
[00:01:14.000 --> 00:01:18.000]  你們應當悔改」
[00:01:18.000 --> 00:01:22.000]  不知道大家有沒有一個習慣
[00:01:22.000 --> 00:01:28.000]  每逢做運動或者做一些體力勞動的事情之前
[00:01:28.000 --> 00:01:32.000]  都先做一些熱身運動
[00:01:32.000 --> 00:01:34.000]  就是熱身
[00:01:34.000 --> 00:01:40.000]  因為我最近兩邊肩膊都非常疼痛
[00:01:40.000 --> 00:01:43.000]  所以每天一早起床
[00:01:43.000 --> 00:01:45.000]  當我站好之後
[00:01:45.000 --> 00:01:49.000]  我第一件事就會做一些熱身運動
[00:01:49.000 --> 00:01:53.000]  先鬆一下所有的關節
[00:01:53.000 --> 00:01:58.000]  然後才預備開始一天的所有活動和行程
[00:01:58.000 --> 00:02:02.000]  如果不做一些熱身運動
[00:02:02.000 --> 00:02:07.000]  通常在那天我的肩膊會很痛
[00:02:07.000 --> 00:02:10.000]  好像被針刺一樣痛
[00:02:10.000 --> 00:02:14.000]  而且如果要動的時候
[00:02:14.000 --> 00:02:19.000]  整個肩膊和手臂都會很痛
[00:02:19.000 --> 00:02:25.000]  像齒輪不太銜接的情況
[00:02:25.000 --> 00:02:29.000]  有時候想舉起手都很困難
[00:02:29.000 --> 00:02:32.000]  說到熱身運動
[00:02:32.000 --> 00:02:35.000]  從健康的角度我們可以看到
[00:02:35.000 --> 00:02:37.000]  其實在淑齡的角度
[00:02:37.000 --> 00:02:40.000]  或者甚至很多事情上
[00:02:40.000 --> 00:02:44.000]  熱身其實是一個很需要的環節
[00:02:44.000 --> 00:02:49.000]  今天我們會一起回到馬太福音裡面
[00:02:49.000 --> 00:02:55.000]  我們會從馬太福音對於救恩歷史的陳述
[00:02:55.000 --> 00:02:57.000]  讓我們去了解一下
[00:02:57.000 --> 00:03:03.000]  耶穌在他成就救恩的發展過程當中
[00:03:03.000 --> 00:03:11.000]  如何由一個熱身的階段進入一個全速運作的發展階段
[00:03:11.000 --> 00:03:15.000]  所以這個就是今天我們最主要要看的其中一點
[00:03:15.000 --> 00:03:18.000]  另外我們也會一起去看看
[00:03:18.000 --> 00:03:23.000]  耶穌基督在一開始的時候所傳的信息
[00:03:23.000 --> 00:03:28.000]  原來這個信息能夠幫助到我們今天的教會
[00:03:28.000 --> 00:03:33.000]  歸回到我們教會應該去做的政務
[00:03:33.000 --> 00:03:36.000]  所以今天我特別給了這個題目
[00:03:36.000 --> 00:03:40.000]  叫做揭開擴展的序幕
[00:03:40.000 --> 00:03:43.000]  The Beginning of the Continuing Expansion
[00:03:43.000 --> 00:03:50.000]  讓我們看到原來上帝在整個救恩的發展過程當中
[00:03:50.000 --> 00:03:53.000]  原來都很有銜接性的
[00:03:53.000 --> 00:03:57.000]  我們會分開三個部分一起去看看這段經文
[00:03:57.000 --> 00:04:03.000]  第一部分我們會去看的就是從第四章十二節至第十三節
[00:04:03.000 --> 00:04:09.000]  我給了一個副題叫做打開普世性的救恩言著
[00:04:09.000 --> 00:04:15.000]  首先我們看回這個和合本的版本翻譯的時候
[00:04:15.000 --> 00:04:19.000]  其實很容易引起很多的誤會
[00:04:19.000 --> 00:04:24.000]  我們以為耶穌基督在加利利
[00:04:24.000 --> 00:04:27.000]  然後再離開拿撒拉地區
[00:04:27.000 --> 00:04:30.000]  最後往到加伯隆
[00:04:30.000 --> 00:04:36.000]  其實是因為著約翰下在監獄所導致的
[00:04:36.000 --> 00:04:40.000]  很多的《釋經學者》在讀到這段聖經的時候
[00:04:40.000 --> 00:04:47.000]  都誤以為這個譯本是因為耶穌聽到約翰下了監獄
[00:04:47.000 --> 00:04:49.000]  他才要走
[00:04:49.000 --> 00:04:56.000]  其實如果我們按希臘文的原文版本去看的時候
[00:04:56.000 --> 00:05:01.000]  單單第十二節的比較準確的翻譯就是說
[00:05:01.000 --> 00:05:08.000]  正當耶穌聽到施洗約翰被下監的時候
[00:05:08.000 --> 00:05:16.000]  耶穌已經由加利利再去後過在拿撒拉
[00:05:16.000 --> 00:05:21.000]  然後再往到加伯隆這個地方
[00:05:21.000 --> 00:05:27.000]  這個是本身原本那句聖經原本的意思
[00:05:27.000 --> 00:05:29.000]  在這個過程當中
[00:05:29.000 --> 00:05:33.000]  沒錯我們看見施洗約翰是被捕
[00:05:33.000 --> 00:05:37.000]  但是其實他的被捕在這節裡
[00:05:37.000 --> 00:05:43.000]  和耶穌輾轉輾轉由加利利地區的拿撒拉
[00:05:43.000 --> 00:05:49.000]  後來往到加利利地區的加伯隆
[00:05:49.000 --> 00:05:55.000]  其實兩者之間是沒有直接的關聯的
[00:05:55.000 --> 00:06:00.000]  只不過這個陳述也說了給我們知道一件事
[00:06:00.000 --> 00:06:03.000]  原來在這個舊因歷史當中
[00:06:03.000 --> 00:06:05.000]  原來已經有一個轉折
[00:06:05.000 --> 00:06:07.000]  這個轉折是什麼呢?
[00:06:07.000 --> 00:06:13.000]  就是一個熱身的階段進入到一個全速發展的階段
[00:06:13.000 --> 00:06:17.000]  馬太在這裡的記錄主要是顯示出
[00:06:17.000 --> 00:06:25.000]  耶穌在先前已經承接了施洗約翰的全部的御功
[00:06:25.000 --> 00:06:29.000]  現在要進入到一個新的發展階段
[00:06:29.000 --> 00:06:32.000]  這個新的發展階段
[00:06:32.000 --> 00:06:36.000]  其實在之後的經文用了一個字眼去提出的
[00:06:36.000 --> 00:06:40.000]  這個我們待會看到第17節的時候我們才說
[00:06:40.000 --> 00:06:44.000]  但是當我們去看回這段經文的時候
[00:06:44.000 --> 00:06:48.000]  尤其是耶穌先前
[00:06:48.000 --> 00:06:50.000]  其實在第三章裡面
[00:06:50.000 --> 00:06:58.000]  他是特意從拿撒拉走到猶大地區的約旦河
[00:06:58.000 --> 00:07:02.000]  也就是施洗約翰所居住
[00:07:02.000 --> 00:07:04.000]  侍奉傳道的地方
[00:07:04.000 --> 00:07:08.000]  去找施洗約翰去接受洗禮
[00:07:08.000 --> 00:07:12.000]  就這一點我們已經很清楚知道
[00:07:12.000 --> 00:07:14.000]  耶穌有這個轉折
[00:07:14.000 --> 00:07:21.000]  其實不是因為施洗約翰被下監被捕而引致的
[00:07:21.000 --> 00:07:27.000]  而是在耶穌整個的傳道或者去成就舊因的計劃裡面
[00:07:27.000 --> 00:07:31.000]  是完全在於耶穌基督的主導
[00:07:31.000 --> 00:07:33.000]  為什麼可以這樣說?
[00:07:33.000 --> 00:07:39.000]  因為如果耶穌真的純粹是怕了傳道的原因要走
[00:07:39.000 --> 00:07:44.000]  他就不需要在接受了施洗約翰之後
[00:07:44.000 --> 00:07:47.000]  就離開這個猶大地
[00:07:47.000 --> 00:07:49.000]  既然要傳道
[00:07:49.000 --> 00:07:52.000]  那不如在猶大地傳道
[00:07:52.000 --> 00:07:53.000]  他沒有啊
[00:07:53.000 --> 00:07:58.000]  他特意走回他原本的家鄉拿撒拉
[00:07:58.000 --> 00:08:00.000]  他所屬的地區裡面
[00:08:00.000 --> 00:08:03.000]  這一點就正正反映給我們看
[00:08:03.000 --> 00:08:06.000]  耶穌基督的遺思
[00:08:06.000 --> 00:08:12.000]  其實不是因為施洗約翰被捕而他害怕
[00:08:12.000 --> 00:08:15.000]  所以有一個地域上的策略改變
[00:08:15.000 --> 00:08:21.000]  而是原來耶穌是有一個故意的動機和原因
[00:08:21.000 --> 00:08:23.000]  而去有這樣的安排
[00:08:23.000 --> 00:08:25.000]  當然了在往後
[00:08:25.000 --> 00:08:28.000]  我們看後一點的經文
[00:08:28.000 --> 00:08:30.000]  從第十四節到第十六節
[00:08:30.000 --> 00:08:33.000]  我們會更加清楚原來是和舊約
[00:08:33.000 --> 00:08:38.000]  在這個耳塞書裡面第九章的發展是有關係的
[00:08:38.000 --> 00:08:42.000]  不過這一點我們在之後再詳細解釋
[00:08:42.000 --> 00:08:46.000]  但是我們可以總結這樣說一句
[00:08:46.000 --> 00:08:51.000]  耶穌基督在整個這個他出來侍奉
[00:08:51.000 --> 00:08:58.000]  或者他出來預備去完成這個救恩的過程當中
[00:08:58.000 --> 00:09:07.000]  地域的決定改變原來是在主耶穌基督自己的主導之下去作出的
[00:09:07.000 --> 00:09:10.000]  那我們就在這裡要問一個問題了
[00:09:10.000 --> 00:09:15.000]  耶穌為什麼要有這個在地域上的改變
[00:09:15.000 --> 00:09:18.000]  要作出這個這樣的決定呢?
[00:09:18.000 --> 00:09:25.000]  這個也是我們讀到這段聖經裡面我們要去問的一個問題
[00:09:25.000 --> 00:09:29.000]  當然了在當時來說我們可以知道
[00:09:29.000 --> 00:09:37.000]  加伯隆如果大家熟悉加利利海或者巴勒斯坦地
[00:09:37.000 --> 00:09:41.000]  以色列地區那個環境我們會知道的
[00:09:41.000 --> 00:09:49.000]  原來加伯隆這個城市原本是位於這個加利利海的西北外
[00:09:49.000 --> 00:09:51.000]  如果大家看回地圖
[00:09:51.000 --> 00:09:59.000]  你會知道加利利海的西北部有一個城市叫做加伯隆
[00:09:59.000 --> 00:10:01.000]  Capernaum
[00:10:01.000 --> 00:10:03.000]  這個地方很特別的
[00:10:03.000 --> 00:10:11.000]  這個位置的地區是海拔以下680英尺或者204米
[00:10:11.000 --> 00:10:15.000]  那你就會說在海拔之下可以有這樣的情況
[00:10:15.000 --> 00:10:22.000]  沒錯因為巴勒斯坦地本身整個的河谷是一個斷層區
[00:10:22.000 --> 00:10:29.000]  甚至於大河其實是從一個斷層的過程當中拉合而成的一個地理環境
[00:10:29.000 --> 00:10:34.000]  所以當我們去留意到加利利海的特色
[00:10:34.000 --> 00:10:41.000]  原來在約旦河的源頭的水源流了下去的時候
[00:10:41.000 --> 00:10:45.000]  聚積了先在這個加利利海的地區
[00:10:45.000 --> 00:10:51.000]  而這個西北角就是這個加伯隆的城市
[00:10:51.000 --> 00:10:53.000]  加伯隆是一個什麼城市呢
[00:10:53.000 --> 00:10:57.000]  說真的加伯隆不是一個很大很大的大城市
[00:10:57.000 --> 00:11:05.000]  不像約柏港或者耶路撒冷這些這麼有歷史的地區或者城市
[00:11:05.000 --> 00:11:13.000]  基本上加伯隆是一個政治和經濟的重點城市
[00:11:13.000 --> 00:11:19.000]  這個地方可以說是商業聚集的會點
[00:11:19.000 --> 00:11:22.000]  那你就會說咦為什麼這麼特別呢
[00:11:22.000 --> 00:11:28.000]  原來加伯隆所處的位置正正是當時很多的
[00:11:28.000 --> 00:11:34.000]  由北向南或者由西向東或者調轉方向都好
[00:11:34.000 --> 00:11:40.000]  東向西或者南向北的主要交通要點來的
[00:11:40.000 --> 00:11:49.000]  所以羅馬政府當他要去處理很多關於政治啊軍事啊
[00:11:49.000 --> 00:11:53.000]  甚至是財務特別是稅收的事情呢
[00:11:53.000 --> 00:11:59.000]  就選擇了在加伯隆這個城市不是很大的
[00:11:59.000 --> 00:12:06.000]  但是主要好像一個我們說的政治經濟重點城市
[00:12:06.000 --> 00:12:09.000]  所以如果大家可以留意到的
[00:12:09.000 --> 00:12:14.000]  在馬太福音第九章第九至十節裡面
[00:12:14.000 --> 00:12:16.000]  如果我們很熟悉第九章的時候
[00:12:16.000 --> 00:12:22.000]  就會知道其實耶穌在那裡就招聚了一個很重要的人物
[00:12:22.000 --> 00:12:26.000]  也是我們所讀的馬太福音的作者
[00:12:26.000 --> 00:12:29.000]  馬太原本是一個瑞麗來的
[00:12:29.000 --> 00:12:33.000]  他就是住在這個的加伯隆
[00:12:33.000 --> 00:12:36.000]  所以馬太福音的作者寫加伯隆
[00:12:36.000 --> 00:12:39.000]  就是最熟悉地點的人
[00:12:39.000 --> 00:12:42.000]  而這個也是稅務中心來的
[00:12:42.000 --> 00:12:47.000]  所以如果我們在聖經第九章第九至十節裡面
[00:12:47.000 --> 00:12:53.000]  我們就會看到耶穌去到馬太的家裡吃飯的時候
[00:12:53.000 --> 00:13:00.000]  同場有很多的其他種種的稅利都一起聚集在那裡
[00:13:00.000 --> 00:13:05.000]  甚至到了遲一些的馬太福音第十七章
[00:13:05.000 --> 00:13:07.000]  特別是第二十四節裡面
[00:13:07.000 --> 00:13:11.000]  甚至說到耶穌基督要交稅這一幕
[00:13:11.000 --> 00:13:17.000]  就讓我們看到其實加伯隆這個地點是一個稅務中心
[00:13:17.000 --> 00:13:21.000]  如果用今天說的加拿大的角度來算
[00:13:21.000 --> 00:13:27.000]  就是加拿大的稅務局Canada Revenue Agency
[00:13:27.000 --> 00:13:32.000]  所有政府收稅的人都在那裡聚集
[00:13:32.000 --> 00:13:35.000]  收稅啊 怎麼繳交啊 遞交啊
[00:13:35.000 --> 00:13:38.000]  有什麼問題啊 怎麼收啊
[00:13:38.000 --> 00:13:41.000]  有多少種稅啊 全部都在那個地點那裡
[00:13:41.000 --> 00:13:44.000]  而加伯隆就是一個這麼特別的地方
[00:13:44.000 --> 00:13:47.000]  所以加伯隆所處的這個地點
[00:13:47.000 --> 00:13:52.000]  其實在經濟上是一個很重要的一個城市
[00:13:52.000 --> 00:13:58.000]  羅馬政府怎麼直接可以在財政上管治巴勒斯坦地
[00:13:58.000 --> 00:14:03.000]  也很有賴於在加伯隆這個地方所收到的稅收
[00:14:03.000 --> 00:14:08.000]  但是我們從這段聖經裡面我們會發現到一點
