
[00:00:00.000 --> 00:00:07.000]  今日跟大家去思想十誡
[00:00:07.000 --> 00:00:12.000]  我會分六堂跟大家去思想
[00:00:12.000 --> 00:00:17.000]  十誡在聖經裏面是相當重要的
[00:00:17.000 --> 00:00:21.000]  剛才主席已經幫我們讀出我今天要講的
[00:00:21.000 --> 00:00:27.000]  在聖經裏面有一對命題就是
[00:00:27.000 --> 00:00:30.000]  律法和福音
[00:00:30.000 --> 00:00:33.000]  律法就是給人的感覺
[00:00:33.000 --> 00:00:35.000]  就是你要聽話
[00:00:35.000 --> 00:00:36.000]  很多規矩
[00:00:36.000 --> 00:00:40.000]  你不聽話我就責備你
[00:00:40.000 --> 00:00:45.000]  福音就是上帝的愛和寬恕
[00:00:45.000 --> 00:00:49.000]  十誡有人說這是律法
[00:00:49.000 --> 00:00:50.000]  很嚴酷的
[00:00:50.000 --> 00:00:52.000]  其實不是
[00:00:52.000 --> 00:00:57.000]  因為十誡在開始的時候是有福音的
[00:00:57.000 --> 00:00:59.000]  因為上帝的愛
[00:00:59.000 --> 00:01:05.000]  透過律法是叫人能夠有好的生活
[00:01:05.000 --> 00:01:10.000]  所以律法不是純粹去懲罰
[00:01:10.000 --> 00:01:14.000]  在《猜日記》十九章和二十章
[00:01:14.000 --> 00:01:19.000]  是以色列人和上帝納約的高潮
[00:01:19.000 --> 00:01:21.000]  當他們出了埃及地的時候
[00:01:21.000 --> 00:01:23.000]  去到西乃山
[00:01:23.000 --> 00:01:25.000]  上帝就有一件事
[00:01:25.000 --> 00:01:30.000]  就是和這一班在埃及有四百多年
[00:01:30.000 --> 00:01:33.000]  可能有些已經忘記了神
[00:01:33.000 --> 00:01:36.000]  可能在過去的日子已經受埃及人的影響
[00:01:36.000 --> 00:01:40.000]  在文化上他忘記了他自己是希伯來人
[00:01:40.000 --> 00:01:46.000]  所以上帝要重新來和他們喚醒他們的身份
[00:01:46.000 --> 00:01:49.000]  他們埃及是奴隸的身份
[00:01:49.000 --> 00:01:51.000]  有埃及的法律
[00:01:51.000 --> 00:01:53.000]  有埃及的規矩
[00:01:53.000 --> 00:01:57.000]  作為奴隸他們沒有自主權
[00:01:57.000 --> 00:02:00.000]  他們是成為法老王的廉價勞工
[00:02:00.000 --> 00:02:03.000]  現在他們離開了埃及
[00:02:03.000 --> 00:02:05.000]  他們有新的身份
[00:02:05.000 --> 00:02:07.000]  他們有新的國盟
[00:02:07.000 --> 00:02:10.000]  所以上帝在《猜及記》
[00:02:10.000 --> 00:02:14.000]  呼召你們成為一個祭司的角度
[00:02:14.000 --> 00:02:18.000]  不是單單你們是整個是一個祭司的角度
[00:02:18.000 --> 00:02:23.000]  然後這個新的角度就有新的律法
[00:02:23.000 --> 00:02:27.000]  在《猜及記》19章5到6節
[00:02:27.000 --> 00:02:29.000]  上帝就這樣說
[00:02:29.000 --> 00:02:32.000]  如今你們若實在聽從我的話
[00:02:32.000 --> 00:02:34.000]  遵守我的約
[00:02:34.000 --> 00:02:37.000]  就在萬民中作屬我的子民
[00:02:37.000 --> 00:02:39.000]  屬我的子民是很寶貴的
[00:02:39.000 --> 00:02:41.000]  是屬於上帝的
[00:02:41.000 --> 00:02:45.000]  是好像一個人所擁有的珍寶一樣
[00:02:45.000 --> 00:02:49.000]  在萬民中成為上帝的珍寶
[00:02:49.000 --> 00:02:53.000]  過去在埃及他們地上儲
[00:02:53.000 --> 00:02:55.000]  沒有人珍惜他們
[00:02:55.000 --> 00:02:57.000]  現在在上帝的角度裏面
[00:02:57.000 --> 00:02:59.000]  是上帝的珍寶
[00:02:59.000 --> 00:03:02.000]  屬我的子民就是珍寶意思
[00:03:02.000 --> 00:03:05.000]  然後神還說
[00:03:05.000 --> 00:03:08.000]  因為全地都是我的
[00:03:08.000 --> 00:03:11.000]  你們要作我作祭司的角度
[00:03:11.000 --> 00:03:13.000]  為聖潔的國民
[00:03:13.000 --> 00:03:17.000]  所以以色列人今天有一個新的角度
[00:03:17.000 --> 00:03:19.000]  新的角度就是祭司的角度
[00:03:19.000 --> 00:03:21.000]  甚麼叫祭司的角度?
[00:03:21.000 --> 00:03:23.000]  就是侍奉上帝
[00:03:23.000 --> 00:03:26.000]  而他們侍奉上帝是大有尊嚴
[00:03:26.000 --> 00:03:28.000]  因為全地是屬於上帝
[00:03:28.000 --> 00:03:34.000]  而他們在全地上是敬奉獨一的真神上帝
[00:03:34.000 --> 00:03:36.000]  所以這個新的角度
[00:03:36.000 --> 00:03:39.000]  可以說對以色列人來說
[00:03:39.000 --> 00:03:41.000]  是一個很寶貴
[00:03:41.000 --> 00:03:44.000]  不只是說我要給你一個律法
[00:03:44.000 --> 00:03:46.000]  不准你做這個不准你做那個
[00:03:46.000 --> 00:03:48.000]  不是 是一個全新的身份
[00:03:48.000 --> 00:03:52.000]  然後在19:19講完之後
[00:03:52.000 --> 00:03:54.000]  摩西將話轉告給以色列人
[00:03:54.000 --> 00:03:57.000]  是上帝親自跟他們說
[00:03:57.000 --> 00:04:02.000]  當摩西轉達這番說話的時候
[00:04:02.000 --> 00:04:09.000]  正式就讓以色列人和上帝有一個立約
[00:04:09.000 --> 00:04:13.000]  因為角度是有一個角度的規矩
[00:04:13.000 --> 00:04:16.000]  身份是一個身份的認同
[00:04:16.000 --> 00:04:19.000]  而這個約就是認同這個身份
[00:04:19.000 --> 00:04:21.000]  上帝沒有強迫他們
[00:04:21.000 --> 00:04:23.000]  上帝說你聽清楚
[00:04:23.000 --> 00:04:26.000]  你喜歡的 你明白的
[00:04:26.000 --> 00:04:28.000]  你又願意遵從的
[00:04:28.000 --> 00:04:32.000]  你就簽這個約 就立這個約
[00:04:32.000 --> 00:04:34.000]  所以上帝是沒有逼他們的
[00:04:34.000 --> 00:04:38.000]  在這四章裏面就講到立約的過程
[00:04:38.000 --> 00:04:40.000]  當時是很威嚴的
[00:04:40.000 --> 00:04:42.000]  上帝臨在山上
[00:04:42.000 --> 00:04:47.000]  他有很大的神蹟奇事
[00:04:47.000 --> 00:04:49.000]  即是天象那種變化
[00:04:49.000 --> 00:04:51.000]  在立約的時候
[00:04:51.000 --> 00:04:55.000]  他當時是將一半的血灑在壇上
[00:04:55.000 --> 00:04:57.000]  一半的血灑在百姓身上
[00:04:57.000 --> 00:05:00.000]  是用血來簽訂聖約
[00:05:00.000 --> 00:05:02.000]  又宣讀著約書
[00:05:02.000 --> 00:05:06.000]  約書其實是由20章到22章
[00:05:06.000 --> 00:05:09.000]  除了十誡之外 還有一個律法
[00:05:09.000 --> 00:05:12.000]  是上帝一早已經擬定了
[00:05:12.000 --> 00:05:15.000]  然後百姓聽清楚了 明白了
[00:05:15.000 --> 00:05:17.000]  神就說你願不願意呢?
[00:05:17.000 --> 00:05:20.000]  百姓異口同聲說我們願意遵從
[00:05:20.000 --> 00:05:25.000]  於是摩西就將血灑在壇上
[00:05:25.000 --> 00:05:27.000]  灑在百姓身上
[00:05:27.000 --> 00:05:31.000]  作為一個立約的約書
[00:05:31.000 --> 00:05:33.000]  如果你有機會回去看
[00:05:33.000 --> 00:05:36.000]  《摩西合記》24章1到13節
[00:05:36.000 --> 00:05:40.000]  立約的過程很莊嚴 很偉大
[00:05:40.000 --> 00:05:42.000]  並且在整個立約裏面
[00:05:42.000 --> 00:05:47.000]  我們看到上帝和以色列人的關係
[00:05:47.000 --> 00:05:53.000]  不是用一種高高在上來壓著你們
[00:05:53.000 --> 00:05:55.000]  你不聽話我就打你 我就殺你
[00:05:55.000 --> 00:05:57.000]  不是 是很平等
[00:05:57.000 --> 00:06:02.000]  作為一個擁有全地萬有的主上帝
[00:06:02.000 --> 00:06:06.000]  竟然能夠這麼謙卑地來到地上
[00:06:06.000 --> 00:06:08.000]  和以色列人立約
[00:06:08.000 --> 00:06:12.000]  所以這是一個福氣 是一個福音
[00:06:12.000 --> 00:06:20.000]  當以色列人願意約就成就了
[00:06:20.000 --> 00:06:24.000]  所以今天我們要說約的一部分
[00:06:24.000 --> 00:06:26.000]  就是十誡
[00:06:26.000 --> 00:06:29.000]  但是當我們說十誡的時候
[00:06:29.000 --> 00:06:33.000]  我們必須處理歷史的問題
[00:06:33.000 --> 00:06:38.000]  這個十誡是有些令人很困惑的地方
[00:06:38.000 --> 00:06:41.000]  上帝很清楚和摩西說
[00:06:41.000 --> 00:06:43.000]  在第20章說
[00:06:43.000 --> 00:06:47.000]  我要將十條的誡命頒佈給你們
[00:06:47.000 --> 00:06:52.000]  並且上帝親自用手指寫在石板上
[00:06:52.000 --> 00:06:55.000]  很清楚 十誡
[00:06:55.000 --> 00:07:01.000]  當摩西將十條誡命拿下來的時候
[00:07:01.000 --> 00:07:09.000]  當時猶太人的長老就發現沒有十誡
[00:07:09.000 --> 00:07:12.000]  只有九句話
[00:07:12.000 --> 00:07:14.000]  他們不明白就問摩西
[00:07:14.000 --> 00:07:18.000]  摩西 你明明說上帝給十條誡命
[00:07:18.000 --> 00:07:24.000]  我們看來看去只有九誡
[00:07:24.000 --> 00:07:29.000]  究竟發生了甚麼一回事?
[00:07:29.000 --> 00:07:31.000]  只有九個句子
[00:07:31.000 --> 00:07:35.000]  我將這九個句子列出來
[00:07:35.000 --> 00:07:37.000]  第一句完整的句子
[00:07:37.000 --> 00:07:40.000]  除了我以外 你不可有別的神
[00:07:40.000 --> 00:07:42.000]  不可為自己雕刻偶像
[00:07:42.000 --> 00:07:43.000]  也不可做甚麼形象
[00:07:43.000 --> 00:07:46.000]  逢我上天下地地地下水中百物
[00:07:46.000 --> 00:07:48.000]  不可跪拜那些上人不笑他
[00:07:48.000 --> 00:07:50.000]  因我以為你上帝是忌邪上帝
[00:07:50.000 --> 00:07:51.000]  恨我的
[00:07:51.000 --> 00:07:52.000]  我必追討他的罪
[00:07:52.000 --> 00:07:54.000]  自父及子直到三、四代
[00:07:54.000 --> 00:07:56.000]  愛我守我誡命的
[00:07:56.000 --> 00:07:58.000]  我必向他發慈愛直到千代
[00:07:58.000 --> 00:08:00.000]  這是一個完整的句子
[00:08:00.000 --> 00:08:02.000]  沒有分段
[00:08:02.000 --> 00:08:05.000]  希伯來文當時沒有標點符號
[00:08:05.000 --> 00:08:07.000]  所以是一句歸一句
[00:08:07.000 --> 00:08:08.000]  這是第一句
[00:08:08.000 --> 00:08:10.000]  第二句
[00:08:10.000 --> 00:08:13.000]  不可妄稱耶和華你上帝的名
[00:08:13.000 --> 00:08:15.000]  因為妄稱耶和華名的
[00:08:15.000 --> 00:08:17.000]  耶和華必不以他為無罪
[00:08:17.000 --> 00:08:18.000]  這是第二句
[00:08:18.000 --> 00:08:20.000]  第三句
[00:08:20.000 --> 00:08:22.000]  當你紀念安息日
[00:08:22.000 --> 00:08:23.000]  守為聖人
[00:08:23.000 --> 00:08:25.000]  六日要勞碌做你一切的工
[00:08:25.000 --> 00:08:27.000]  第七日向耶和華你上帝
[00:08:27.000 --> 00:08:28.000]  當守安息日
[00:08:28.000 --> 00:08:30.000]  這一日你和你的兒女
[00:08:30.000 --> 00:08:31.000]  瀑被生畜
[00:08:31.000 --> 00:08:33.000]  並你成女寄居的客人
[00:08:33.000 --> 00:08:34.000]  無論何工不可作
[00:08:34.000 --> 00:08:35.000]  因為六日之內
[00:08:35.000 --> 00:08:38.000]  耶和華做天地海和其中萬物
[00:08:38.000 --> 00:08:39.000]  第七天安息
[00:08:39.000 --> 00:08:40.000]  所以耶和華賜福於安息日
[00:08:40.000 --> 00:08:41.000]  定為聖日
[00:08:41.000 --> 00:08:42.000]  這是第三句
[00:08:42.000 --> 00:08:44.000]  是完整的一句子
[00:08:44.000 --> 00:08:46.000]  第四句
[00:08:46.000 --> 00:08:47.000]  當孝敬父母
[00:08:47.000 --> 00:08:48.000]  所以你的日子在
[00:08:48.000 --> 00:08:50.000]  第二日華你上帝所賜的地上
[00:08:50.000 --> 00:08:51.000]  得以長久
[00:08:51.000 --> 00:08:52.000]  是一個句子
[00:08:52.000 --> 00:08:54.000]  第五句很短
[00:08:54.000 --> 00:08:55.000]  不可殺人
[00:08:55.000 --> 00:08:57.000]  第六句不可姦人
[00:08:57.000 --> 00:08:59.000]  第七句不可偷渡
[00:08:59.000 --> 00:09:02.000]  第八句不可作假見證任何人
[00:09:02.000 --> 00:09:05.000]  第九句不可貪戀人的房屋
[00:09:05.000 --> 00:09:06.000]  不可貪戀人的妻子
[00:09:06.000 --> 00:09:07.000]  瀑被漏露
[00:09:07.000 --> 00:09:09.000]  並他一切所有的
[00:09:09.000 --> 00:09:11.000]  九句而已
[00:09:11.000 --> 00:09:13.000]  長輩問摩西
[00:09:13.000 --> 00:09:14.000]  你是不是漏了?
[00:09:14.000 --> 00:09:15.000]  有一句在上面
[00:09:15.000 --> 00:09:16.000]  摩西不是
[00:09:16.000 --> 00:09:18.000]  是上帝所寫的
[00:09:18.000 --> 00:09:20.000]  只有九句
[00:09:20.000 --> 00:09:21.000]  但是十誡
[00:09:21.000 --> 00:09:22.000]  你不可以叫九誡
[00:09:22.000 --> 00:09:24.000]  那就是十誡
[00:09:24.000 --> 00:09:27.000]  於是當時的猶太人
[00:09:27.000 --> 00:09:30.000]  猶太領袖拉比
[00:09:30.000 --> 00:09:33.000]  後來想了很久
[00:09:33.000 --> 00:09:35.000]  他說一定是十誡
[00:09:35.000 --> 00:09:37.000]  不過只有九句
[00:09:37.000 --> 00:09:40.000]  於是在猶太人的十誡裏
[00:09:40.000 --> 00:09:43.000]  就將剛才我們讀的第二節
[00:09:43.000 --> 00:09:45.000]  那個是引言
[00:09:45.000 --> 00:09:48.000]  大家記不記得?
[00:09:48.000 --> 00:09:50.000]  第二節的引言就是
[00:09:50.000 --> 00:09:51.000]  我是耶和華
[00:09:51.000 --> 00:09:52.000]  你的上帝
[00:09:52.000 --> 00:09:55.000]  曾將你從埃及地
[00:09:55.000 --> 00:09:57.000]  遺牢之家領出來
[00:09:57.000 --> 00:09:58.000]  是這個引言
[00:09:58.000 --> 00:10:02.000]  猶太人就將這個引言
[00:10:02.000 --> 00:10:05.000]  當作第一誡
[00:10:05.000 --> 00:10:08.000]  所以你去猶太的會堂
[00:10:08.000 --> 00:10:10.000]  聽的十誡
[00:10:10.000 --> 00:10:13.000]  就是由這個開始的
[00:10:13.000 --> 00:10:16.000]  有一次我去了一間教會崇拜
[00:10:16.000 --> 00:10:20.000]  那間教會不知是否受猶太人影響
[00:10:20.000 --> 00:10:23.000]  他就將這句放了下來
[00:10:23.000 --> 00:10:25.000]  當作第一誡
[00:10:25.000 --> 00:10:27.000]  一個古老的教會
[00:10:27.000 --> 00:10:30.000]  可能他受猶太人影響
[00:10:30.000 --> 00:10:33.000]  然後第二誡就是
[00:10:33.000 --> 00:10:34.000]  除了我以外的朋友
[00:10:34.000 --> 00:10:35.000]  包括有些神父
[00:10:35.000 --> 00:10:36.000]  包括有些口信等等
[00:10:36.000 --> 00:10:38.000]  第三誡是幫忙清廣人民
[00:10:38.000 --> 00:10:39.000]  第四誡是安息
[00:10:39.000 --> 00:10:41.000]  一直到第十誡就剛剛好
[00:10:41.000 --> 00:10:43.000]  就在房屋
[00:10:43.000 --> 00:10:45.000]  就像探望妻子
[00:10:45.000 --> 00:10:47.000]  但是猶太人的十誡
[00:10:47.000 --> 00:10:51.000]  就一直流傳到早期教會
[00:10:51.000 --> 00:10:54.000]  早期基督教教會的時候就發現
[00:10:54.000 --> 00:10:58.000]  就是總是將引言當作第一誡
[00:10:58.000 --> 00:11:00.000]  就不是很妥
[00:11:00.000 --> 00:11:03.000]  很明顯這個不是誡命
[00:11:03.000 --> 00:11:04.000]  我是耶和華
[00:11:04.000 --> 00:11:06.000]  你的上帝曾將你從埃及地
[00:11:06.000 --> 00:11:07.000]  遺牢之家領出來
[00:11:07.000 --> 00:11:09.000]  這個不是誡命
[00:11:09.000 --> 00:11:11.000]  因此早期教會
[00:11:11.000 --> 00:11:13.000]  他們就將這個拿走了
[00:11:13.000 --> 00:11:16.000]  但是你仍要解決十誡的問題
[00:11:16.000 --> 00:11:19.000]  於是早期教會
[00:11:19.000 --> 00:11:21.000]  就將其中一誡拆了
[00:11:21.000 --> 00:11:24.000]  那怎麼拆呢?
[00:11:24.000 --> 00:11:26.000]  第一誡太重要了
[00:11:26.000 --> 00:11:27.000]  因為除了我以外
