
[00:00:00.000 --> 00:00:05.960]  寬恕無論在基督教的神學
[00:00:05.960 --> 00:00:07.960]  或者在基督徒實踐生活裏面
[00:00:07.960 --> 00:00:09.960]  是一個最難的課題
[00:00:09.960 --> 00:00:14.680]  亦都是一個最爭議性的課題
[00:00:14.680 --> 00:00:16.680]  我舉個例子
[00:00:16.680 --> 00:00:18.680]  我記得有一次有一個姐妹來找我
[00:00:18.680 --> 00:00:23.020]  當她發現她丈夫有了婚外情
[00:00:23.020 --> 00:00:26.160]  她又知道這個大三者是誰的時候
[00:00:26.160 --> 00:00:28.160]  她很生氣
[00:00:28.160 --> 00:00:30.160]  人的正常 是不是
[00:00:30.160 --> 00:00:32.160]  很生氣 很不開心
[00:00:32.160 --> 00:00:36.480]  但是她跟一些弟兄姐妹談完之後
[00:00:36.480 --> 00:00:38.480]  覺得應該要寬恕
[00:00:38.480 --> 00:00:41.680]  寬恕過七十個七次
[00:00:41.680 --> 00:00:45.160]  於是她就去找這個第三者跟她說
[00:00:45.160 --> 00:00:48.640]  她說我寬恕你 我原諒你
[00:00:48.640 --> 00:00:52.160]  我聽到之後
[00:00:52.160 --> 00:00:54.160]  你有沒有搞錯呀
[00:00:54.160 --> 00:00:56.160]  我說那個第三者怎樣
[00:00:56.160 --> 00:00:58.160]  那個第三者覺得我是傻傻的
[00:00:58.160 --> 00:01:02.160]  我又看過一個報紙
[00:01:02.160 --> 00:01:06.160]  一個姐妹被一個強姦犯強姦
[00:01:06.160 --> 00:01:08.160]  她對那個強姦犯說
[00:01:08.160 --> 00:01:10.160]  我是一個基督徒 我寬恕你
[00:01:10.160 --> 00:01:12.160]  這些是沒有人性的
[00:01:12.160 --> 00:01:14.160]  沒有人情味
[00:01:14.160 --> 00:01:18.160]  但是聖經不是叫我們去寬恕嗎
[00:01:18.160 --> 00:01:21.160]  聖經不是叫我們任何人都去寬恕嗎
[00:01:21.160 --> 00:01:23.160]  但是我們看到
[00:01:23.160 --> 00:01:27.160]  如果我們用一個這樣的方式
[00:01:27.160 --> 00:01:30.160]  去看這個聖經裏面的寬恕之道的時候
[00:01:30.160 --> 00:01:33.160]  不單止我們不能夠接受
[00:01:33.160 --> 00:01:35.160]  人家都不能夠接受
[00:01:35.160 --> 00:01:41.160]  幾年前柴玲六四的學生運動
[00:01:41.160 --> 00:01:43.160]  她說她自己信了耶穌
[00:01:43.160 --> 00:01:47.160]  然後她就說我對所有在六四裏面
[00:01:47.160 --> 00:01:49.160]  逼迫我們的 我寬恕他們
[00:01:49.160 --> 00:01:51.160]  我原諒他們
[00:01:51.160 --> 00:01:55.160]  然後引起很多民運人士很激烈的反對
[00:01:55.160 --> 00:01:59.160]  究竟我們應該寬恕還是不寬恕呢
[00:01:59.160 --> 00:02:03.160]  究竟基督徒應該採取一個什麼樣的立場呢
[00:02:03.160 --> 00:02:05.160]  但另一方面我們又看到
[00:02:05.160 --> 00:02:07.160]  不寬恕又是怎樣呢
[00:02:07.160 --> 00:02:11.160]  我小時候讀過基督山恩仇記
[00:02:11.160 --> 00:02:15.160]  基督山被這個壞人害到
[00:02:15.160 --> 00:02:18.160]  真是極之慘 比梁天來還慘
[00:02:18.160 --> 00:02:20.160]  被關在監牢裏面
[00:02:20.160 --> 00:02:22.160]  自己的愛人被人搶了
[00:02:22.160 --> 00:02:24.160]  自己的家財完全都沒有了
[00:02:24.160 --> 00:02:28.160]  在監獄裏面去認識了一個老人家
[00:02:28.160 --> 00:02:30.160]  知道各樣的知識
[00:02:30.160 --> 00:02:32.160]  體驗到各樣人生的道理
[00:02:32.160 --> 00:02:34.160]  於是他就偷龍轉鳳的方式
[00:02:34.160 --> 00:02:36.160]  當這個老人家死的時候
[00:02:36.160 --> 00:02:40.160]  他自己跳進去那個屍袋裏面
[00:02:40.160 --> 00:02:41.160]  然後就扔了下海
[00:02:41.160 --> 00:02:43.160]  結果他就可以逃生
[00:02:43.160 --> 00:02:47.160]  在監獄的時候這個老人家告訴你一個寶藏在哪裏
[00:02:47.160 --> 00:02:50.160]  憑著那個地圖拿到那個寶藏
[00:02:50.160 --> 00:02:52.160]  是拿到大筆的銀子
[00:02:52.160 --> 00:02:54.160]  拿到很多錢
[00:02:54.160 --> 00:02:59.160]  於是他就白著白著回到鄉下
[00:02:59.160 --> 00:03:02.160]  著個著個著個的報仇
[00:03:02.160 --> 00:03:05.160]  看著他的仇人一個一個的這樣
[00:03:05.160 --> 00:03:06.160]  是沒得好死的
[00:03:06.160 --> 00:03:09.160]  最後見到他的愛人
[00:03:09.160 --> 00:03:11.160]  他說我現在想找回你
[00:03:11.160 --> 00:03:15.160]  他的愛人就跟他說
[00:03:15.160 --> 00:03:17.160]  你不是基督山
[00:03:17.160 --> 00:03:20.160]  因為當時的基督山不是這樣的
[00:03:20.160 --> 00:03:23.160]  不是好像野獸那樣
[00:03:23.160 --> 00:03:26.160]  有時我們會問
[00:03:26.160 --> 00:03:30.160]  我們如果拿著一些憎恨
[00:03:30.160 --> 00:03:32.160]  一些不寬恕的心
[00:03:32.160 --> 00:03:34.160]  繼續在裏面的時候
[00:03:34.160 --> 00:03:36.160]  我們會變成一個不是人的人
[00:03:36.160 --> 00:03:41.160]  我去巴勒斯坦和以色列旅行
[00:03:41.160 --> 00:03:43.160]  聽過一個故事
[00:03:43.160 --> 00:03:46.160]  一個巴勒斯坦的青年
[00:03:46.160 --> 00:03:49.160]  他和一個以色列的女孩同居
[00:03:49.160 --> 00:03:50.160]  生了個兒子
[00:03:50.160 --> 00:03:52.160]  後來因為吵架
[00:03:52.160 --> 00:03:57.160]  於是那個以色列女孩就去報案
[00:03:57.160 --> 00:03:59.160]  警察就抓了他去坐牢
[00:03:59.160 --> 00:04:01.160]  他覺得沒理由
[00:04:01.160 --> 00:04:04.160]  很明顯是一種歧視
[00:04:04.160 --> 00:04:06.160]  他心裏面有很多的憎恨
[00:04:06.160 --> 00:04:08.160]  後來他回到耶路撒冷
[00:04:08.160 --> 00:04:10.160]  他媽媽說你不要理了
[00:04:10.160 --> 00:04:16.160]  將他娶了一個巴勒斯坦的女子為妻
[00:04:16.160 --> 00:04:19.160]  本來可以建立一個好的家園
[00:04:19.160 --> 00:04:22.160]  但是以色列當局說
[00:04:22.160 --> 00:04:24.160]  他的房子是僭建的
[00:04:24.160 --> 00:04:26.160]  要拆了它
[00:04:26.160 --> 00:04:28.160]  他當時太太是華人
[00:04:28.160 --> 00:04:30.160]  他很生氣的時候就拿著一個鏟泥車
[00:04:30.160 --> 00:04:34.160]  他當時在一個以色列人公司的鏟泥車裏面
[00:04:34.160 --> 00:04:38.160]  就撞向一些人堆裏面來報仇
[00:04:38.160 --> 00:04:41.160]  結果他就被列村亂槍殺死
[00:04:41.160 --> 00:04:42.160]  在亂槍殺死之後
[00:04:42.160 --> 00:04:45.160]  整個城市就掃蕩了
[00:04:45.160 --> 00:04:48.160]  如果我們看看巴勒斯坦和以色列人的歷史
[00:04:48.160 --> 00:04:50.160]  很明顯一個問題是什麼呢?
[00:04:50.160 --> 00:04:52.160]  冤冤相報何時了?
[00:04:52.160 --> 00:04:55.160]  我們抓住一些仇恨
[00:04:55.160 --> 00:04:57.160]  我們不肯寬恕的時候
[00:04:57.160 --> 00:05:00.160]  我們被綑綁的是自己
[00:05:00.160 --> 00:05:03.160]  希臘文寬恕這個字很有趣
[00:05:03.160 --> 00:05:05.160]  叫Apollo
[00:05:05.160 --> 00:05:07.160]  Apollo是由兩個字組成
[00:05:07.160 --> 00:05:08.160]  dual的字是loose
[00:05:08.160 --> 00:05:09.160]  即是放鬆
[00:05:09.160 --> 00:05:10.160]  apollo是from
[00:05:10.160 --> 00:05:12.160]  loose from是釋放
[00:05:12.160 --> 00:05:15.160]  基本上是釋放了自己
[00:05:15.160 --> 00:05:17.160]  你不去寬恕人的時候
[00:05:17.160 --> 00:05:18.160]  你是綑綁了你自己
[00:05:18.160 --> 00:05:20.160]  你是糟蹋了你自己
[00:05:20.160 --> 00:05:22.160]  令到你自己不像一個人
[00:05:22.160 --> 00:05:24.160]  就好像基督山一樣
[00:05:24.160 --> 00:05:26.160]  所以我們可以看到
[00:05:26.160 --> 00:05:28.160]  在實際的信徒的生活裏面
[00:05:28.160 --> 00:05:30.160]  我們就會問
[00:05:30.160 --> 00:05:32.160]  究竟我們寬恕就不寬恕?
[00:05:32.160 --> 00:05:33.160]  寬恕又有這樣的問題
[00:05:33.160 --> 00:05:34.160]  不寬恕又有這樣的問題
[00:05:34.160 --> 00:05:36.160]  究竟我們基督徒的立場是怎樣呢?
[00:05:36.160 --> 00:05:38.160]  於是我們找回聖經
[00:05:38.160 --> 00:05:39.160]  當我們找回聖經
[00:05:39.160 --> 00:05:41.160]  看到甚麼叫寬恕的時候
[00:05:41.160 --> 00:05:43.160]  我們又更加迷惑
[00:05:43.160 --> 00:05:44.160]  因為聖經裏面
[00:05:44.160 --> 00:05:47.160]  我們兩個完全不同的看法在裏面
[00:05:47.160 --> 00:05:48.160]  耶穌基督在十字架裏面
[00:05:48.160 --> 00:05:50.160]  附一附耶穌這班人
[00:05:50.160 --> 00:05:51.160]  因為他所做不知道
[00:05:51.160 --> 00:05:52.160]  但另一方面
[00:05:52.160 --> 00:05:54.160]  我們看詩篇第37篇的時候
[00:05:54.160 --> 00:05:55.160]  詩人怎樣祈禱呢?
[00:05:55.160 --> 00:05:56.160]  詩人就說
[00:05:56.160 --> 00:05:57.160]  以東啊 以東這些人
[00:05:57.160 --> 00:05:59.160]  神啊 求你紀念這些以東的人
[00:05:59.160 --> 00:06:01.160]  當我們被遭殃的時候
[00:06:01.160 --> 00:06:02.160]  這班人就說拆毀了 拆毀了
[00:06:02.160 --> 00:06:03.160]  繼續拆毀
[00:06:03.160 --> 00:06:06.160]  在那裏 他說你要紀念他們的仇
[00:06:06.160 --> 00:06:07.160]  怎樣紀念他們的仇?
[00:06:07.160 --> 00:06:09.160]  紀念巴比倫的仇
[00:06:09.160 --> 00:06:12.160]  紀念是將巴比倫弱的女子
[00:06:12.160 --> 00:06:14.160]  都糟蹋他們
[00:06:14.160 --> 00:06:17.160]  將那些嬰孩扔進盆石裏面
[00:06:17.160 --> 00:06:18.160]  我們讀這段聖經的時候
[00:06:18.160 --> 00:06:19.160]  有沒有搞錯啊?
