
[00:00:00.000 --> 00:00:03.880]  各位電影姐妹
[00:00:03.880 --> 00:00:09.140]  我們今天的題目是會講「鼠年話鼠」
[00:00:09.140 --> 00:00:14.200]  剛才說了很多意頭的說話
[00:00:14.200 --> 00:00:15.500]  恭賀的說話
[00:00:15.500 --> 00:00:17.880]  其實我們聖經也有很多
[00:00:17.880 --> 00:00:19.680]  我先用幾句來祝福大家
[00:00:19.680 --> 00:00:21.880]  如果在《生命記》看到
[00:00:21.880 --> 00:00:25.760]  在11章13到15節就有「事主蒙福」
[00:00:25.760 --> 00:00:28.920]  希望我們知道「司奉上帝」是蒙福的
[00:00:28.920 --> 00:00:32.240]  在《迦太書》我們看到「多結果子」
[00:00:32.240 --> 00:00:35.960]  在詩篇我們看到「福杯滿日」
[00:00:35.960 --> 00:00:39.640]  在《羅馬書》我們看到「靈命更生」
[00:00:39.640 --> 00:00:42.920]  在《馬太科學》我們看到「百福臨門」
[00:00:42.920 --> 00:00:44.920]  如果你看我辦公室門口
[00:00:44.920 --> 00:00:46.520]  大家看不看得到?
[00:00:46.520 --> 00:00:47.920]  有個揮春
[00:00:47.920 --> 00:00:51.920]  寫著甚麼?
[00:00:51.920 --> 00:00:54.760]  這是我們今年的主題
[00:00:54.760 --> 00:00:57.840]  「往下紮根向上結果」
[00:00:57.840 --> 00:00:59.440]  這次我回香港的時候
[00:00:59.440 --> 00:01:03.640]  神學院的教授在寫揮春祝福同學
[00:01:03.640 --> 00:01:04.960]  然後我說
[00:01:04.960 --> 00:01:08.920]  可不可以幫我們教會寫兩句說話
[00:01:08.920 --> 00:01:11.120]  他就寫了送給大家
[00:01:11.120 --> 00:01:13.040]  其實還有一句
[00:01:13.040 --> 00:01:14.920]  我沒有唸出來
[00:01:14.920 --> 00:01:20.040]  還有一句是寫給我們教會的
[00:01:20.040 --> 00:01:22.360]  本來我說寫「使命浸信會」
[00:01:22.360 --> 00:01:24.680]  他說我寫開四個字
[00:01:24.680 --> 00:01:26.840]  然後他說我另外給四個字
[00:01:26.840 --> 00:01:28.040]  「還有意思」
[00:01:28.040 --> 00:01:29.960]  就是「使命教會」
[00:01:29.960 --> 00:01:31.360]  為甚麼說「還有意思」呢?
[00:01:31.360 --> 00:01:33.400]  有機會我會再跟大家分享
[00:01:33.400 --> 00:01:34.840]  原來「使命教會」
[00:01:34.840 --> 00:01:36.280]  Missionary Church
[00:01:36.280 --> 00:01:39.480]  是現在很多教會所追求的一樣東西
[00:01:39.480 --> 00:01:45.400]  就是我們要「活得有使命」
[00:01:45.400 --> 00:01:49.440]  今年是鼠年
[00:01:49.440 --> 00:01:53.080]  不知道大家會不會背《十二生肖》的次序
[00:01:53.080 --> 00:01:55.120]  有些人會背
[00:01:55.120 --> 00:02:00.000]  鼠年我想到最少有三個都挺特別的地方
[00:02:00.000 --> 00:02:01.000]  第一
[00:02:01.000 --> 00:02:03.640]  老鼠仔是最小的
[00:02:03.640 --> 00:02:06.360]  《十二生肖》裏面最小的
[00:02:06.360 --> 00:02:09.400]  另外就是牠排第二
[00:02:09.400 --> 00:02:11.080]  第三
[00:02:11.080 --> 00:02:12.920]  就是《十二生肖》裏面
[00:02:12.920 --> 00:02:15.280]  其他十一個我都想到
[00:02:15.280 --> 00:02:16.880]  都是可以祝福人的
[00:02:16.880 --> 00:02:18.000]  就是藉著那個生肖
[00:02:18.000 --> 00:02:21.000]  譬如說龍你會祝福人甚麼?
[00:02:21.000 --> 00:02:22.800]  龍馬精神
[00:02:22.800 --> 00:02:28.920]  例如羊就有溫馴
[00:02:28.920 --> 00:02:30.080]  豬也有
[00:02:30.080 --> 00:02:32.480]  豬是有甚麼?
[00:02:32.480 --> 00:02:34.120]  豬籠入水
[00:02:34.120 --> 00:02:35.880]  果然是做生意的
[00:02:35.880 --> 00:02:38.640]  豬完肉潤都是好的
[00:02:38.640 --> 00:02:42.120]  唯獨是老鼠
[00:02:42.120 --> 00:02:45.040]  你有沒有聽過一些跟老鼠有關的
[00:02:45.040 --> 00:02:47.160]  祝福的四字詞語呢?
[00:02:47.160 --> 00:02:49.480]  我又找不到
[00:02:49.480 --> 00:02:51.280]  你想都告訴我
[00:02:51.280 --> 00:02:53.800]  等我十二年後再講另一次鼠的時候
[00:02:53.800 --> 00:02:55.440]  你可以加上去
[00:02:55.440 --> 00:02:56.560]  通常都是不好的
[00:02:56.560 --> 00:02:58.320]  老鼠講的那些
[00:02:58.320 --> 00:03:00.560]  鼠竊狗偷
[00:03:00.560 --> 00:03:02.440]  鬼鬼祟祟
[00:03:02.440 --> 00:03:05.480]  膽小如鼠
[00:03:05.480 --> 00:03:07.360]  蛇鼠一窩
[00:03:07.360 --> 00:03:08.560]  都是不是太好的
[00:03:08.560 --> 00:03:10.440]  我上網看
[00:03:10.440 --> 00:03:15.760]  我以為找到一個好像是好的
[00:03:15.760 --> 00:03:18.400]  五鼠五技
[00:03:18.400 --> 00:03:21.520]  聽起來是不是好?
[00:03:21.520 --> 00:03:22.680]  不懂解釋是嗎?
[00:03:22.680 --> 00:03:24.920]  有一隻鼠叫吳鼠
[00:03:24.920 --> 00:03:26.520]  即是一種鼠
[00:03:26.520 --> 00:03:27.920]  有五個技巧
[00:03:27.920 --> 00:03:34.880]  但原來比喻技能多而不精
[00:03:34.880 --> 00:03:35.560]  即是甚麼?
[00:03:35.560 --> 00:03:38.040]  張張刀無張利
[00:03:38.040 --> 00:03:39.920]  原來都是不好的
[00:03:39.920 --> 00:03:43.960]  也有一個叫吳鼠技窮
[00:03:43.960 --> 00:03:47.920]  翻查古書字典
[00:03:47.920 --> 00:03:49.120]  你看不到不要緊
[00:03:49.120 --> 00:03:53.360]  吳鼠即是石鼠
[00:03:53.360 --> 00:03:54.440]  吳鼠即是石鼠
[00:03:54.440 --> 00:03:55.600]  一會兒會再講
[00:03:55.600 --> 00:03:58.800]  聖經裏面至少有
[00:03:58.800 --> 00:03:59.840]  如果你看和合本
[00:03:59.840 --> 00:04:03.760]  有七節的聖經有提到老鼠
[00:04:03.760 --> 00:04:05.200]  有七節聖經那麼多
[00:04:05.200 --> 00:04:08.600]  也提到有四個品種的老鼠
[00:04:08.600 --> 00:04:10.000]  懂得動的
[00:04:10.000 --> 00:04:12.080]  有一個不懂得動的
[00:04:12.080 --> 00:04:13.880]  不懂得動也有的嗎?
[00:04:13.880 --> 00:04:15.320]  我們一會兒會看看
[00:04:15.320 --> 00:04:17.800]  而在利未記十一章二十九節
[00:04:17.800 --> 00:04:19.800]  提到兩種老鼠
[00:04:19.800 --> 00:04:25.160]  地上爬蜜與你們不結成的乃是者些
[00:04:25.160 --> 00:04:27.000]  這是甚麼鼠?
[00:04:27.000 --> 00:04:29.400]  油鼠和石鼠
[00:04:29.400 --> 00:04:30.880]  這是和合本寫的
[00:04:30.880 --> 00:04:32.600]  有蜥蜴與麒麟
[00:04:32.600 --> 00:04:33.480]  兩種的
[00:04:33.480 --> 00:04:35.440]  油鼠和石鼠
[00:04:35.440 --> 00:04:37.320]  而NIV聖經譯本
[00:04:37.320 --> 00:04:39.320]  亦叫Mischel即是油鼠
[00:04:39.320 --> 00:04:41.360]  和亦叫甚麼?
[00:04:41.360 --> 00:04:42.720]  Red
[00:04:42.720 --> 00:04:43.960]  在過年之前
[00:04:43.960 --> 00:04:45.920]  我和一個弟兄聊天
[00:04:45.920 --> 00:04:46.800]  他說「呃呃呃,呂傳導」
[00:04:46.800 --> 00:04:48.680]  那天我走到Walmart
[00:04:48.680 --> 00:04:50.960]  Walmart開始有些利是封
[00:04:50.960 --> 00:04:52.200]  有老鼠
[00:04:52.200 --> 00:04:55.280]  有個外籍的女士和他聊天
[00:04:55.280 --> 00:04:58.560]  「你們今年是甚麼年呢?」
[00:04:58.560 --> 00:05:02.480]  弟兄說「是Mouse」
[00:05:02.480 --> 00:05:03.360]  Mouse
[00:05:03.360 --> 00:05:06.120]  因為他想起Mickey Mouse
[00:05:06.120 --> 00:05:08.080]  他以為可以解釋給外國人聽
[00:05:08.080 --> 00:05:09.520]  那個外國人很聰明
[00:05:09.520 --> 00:05:10.480]  他就說甚麼呢?
[00:05:10.480 --> 00:05:11.480]  他說「哦」
[00:05:11.480 --> 00:05:13.080]  他用哪個字?
[00:05:13.080 --> 00:05:14.440]  Red
[00:05:14.440 --> 00:05:16.440]  他說「Year of Red」
[00:05:16.440 --> 00:05:21.040]  他就說「有甚麼不同呢?Red和Mouse」
[00:05:21.040 --> 00:05:22.960]  有甚麼不同?
[00:05:22.960 --> 00:05:27.360]  今年加拿大政府出的郵票
[00:05:27.360 --> 00:05:29.400]  是否漂亮?見仁見智
[00:05:29.400 --> 00:05:32.640]  中間的象形文字
[00:05:32.640 --> 00:05:34.480]  見不見到紅色的那裡?
[00:05:34.480 --> 00:05:38.040]  他用老鼠的鼠字
[00:05:38.040 --> 00:05:41.200]  寫著Red
[00:05:41.200 --> 00:05:42.760]  有甚麼分別呢?
[00:05:42.760 --> 00:05:44.360]  我真的為了弟兄說完
[00:05:44.360 --> 00:05:46.960]  我研究得更深入
[00:05:46.960 --> 00:05:49.240]  Red是這樣的
[00:05:49.240 --> 00:05:51.600]  平時我都找很多實物
[00:05:51.600 --> 00:05:53.280]  做PowerPoint給大家看
[00:05:53.280 --> 00:05:55.240]  但這次我一直研究老鼠
[00:05:55.240 --> 00:05:56.960]  幅幅上都很噁心
[00:05:56.960 --> 00:05:58.360]  我一直做一個毛管洞
[00:05:58.360 --> 00:06:01.840]  所以我盡量都是找卡通就算了
[00:06:01.840 --> 00:06:03.120]  Red是這樣的
[00:06:03.120 --> 00:06:04.200]  他講得很清楚
[00:06:04.200 --> 00:06:06.440]  那些噗噗多大多小
[00:06:06.440 --> 00:06:07.240]  Red是這樣的
[00:06:07.240 --> 00:06:08.120]  你拍一拍
[00:06:08.120 --> 00:06:11.160]  然後Mouse是這樣的
[00:06:11.160 --> 00:06:12.600]  你們都很有見識
[00:06:12.600 --> 00:06:14.760]  Mouse是真的小很多
[00:06:14.760 --> 00:06:16.200]  尾巴又不同
[00:06:16.200 --> 00:06:17.400]  耳朵又不同
[00:06:17.400 --> 00:06:18.520]  頭形又不同
[00:06:18.520 --> 00:06:22.080]  原來一直找動物做代表
[00:06:22.080 --> 00:06:23.680]  都是用Red
[00:06:23.680 --> 00:06:28.240]  剛才和合本提到有油鼠
[00:06:28.240 --> 00:06:29.640]  油鼠實際上都很醜
[00:06:29.640 --> 00:06:31.280]  所以我都是找卡通
[00:06:31.280 --> 00:06:32.760]  有油鼠
[00:06:32.760 --> 00:06:34.800]  剛才說過多少隻老鼠?
[00:06:34.800 --> 00:06:36.680]  聖經
[00:06:36.680 --> 00:06:37.880]  兩隻
[00:06:37.880 --> 00:06:39.840]  甚麼鼠和甚麼鼠?
[00:06:39.840 --> 00:06:42.120]  油鼠、石鼠
[00:06:42.120 --> 00:06:46.080]  原來有書說石鼠即是吳鼠
[00:06:46.080 --> 00:06:50.280]  另外以賽亞書二章二十節提到第三款老鼠
[00:06:50.280 --> 00:06:50.920]  田鼠
[00:06:50.920 --> 00:06:55.560]  他說到那一日人必將為拜而造的金偶像
[00:06:55.560 --> 00:06:59.640]  銀偶像拋給田鼠和蝙蝠
[00:06:59.640 --> 00:07:01.920]  田鼠的樣子亦都很醜
[00:07:01.920 --> 00:07:04.240]  是這樣的
[00:07:04.240 --> 00:07:08.360]  牠的爪特別大
[00:07:08.360 --> 00:07:10.040]  這個最容易認
[00:07:10.040 --> 00:07:11.160]  原來是這樣的
[00:07:11.160 --> 00:07:13.320]  還有那款老鼠
[00:07:13.320 --> 00:07:16.160]  在以賽亞書六十六章十七節提到
[00:07:16.160 --> 00:07:17.200]  那些分別為性
[00:07:17.200 --> 00:07:19.560]  結證自己的進入院內
[00:07:19.560 --> 00:07:22.280]  跟在其中一個人的後頭吃
[00:07:22.280 --> 00:07:23.680]  甚麼肉和甚麼肉?
[00:07:23.680 --> 00:07:26.880]  豬肉和倉鼠
[00:07:26.880 --> 00:07:29.480]  倉鼠是怎樣的?
[00:07:29.480 --> 00:07:30.080]  倉鼠
[00:07:30.080 --> 00:07:31.680]  英文是Hamster
[00:07:31.680 --> 00:07:37.280]  當研究倉鼠的時候
[00:07:37.280 --> 00:07:39.000]  我看回英文聖經
[00:07:39.000 --> 00:07:42.480]  原來沒有一本英文聖經是叫Hamster
[00:07:42.480 --> 00:07:46.880]  有幾本常翻譯的
[00:07:46.880 --> 00:07:48.160]  都是用以下的字
[00:07:48.160 --> 00:07:50.800]  Rats, Mice, Mice
[00:07:50.800 --> 00:07:51.960]  沒有一本是用Hamster
[00:07:51.960 --> 00:07:53.880]  或者是這樣的緣故
[00:07:53.880 --> 00:07:56.520]  和合本修訂版都已經改了
[00:07:56.520 --> 00:07:59.160]  不再說是倉鼠
[00:07:59.160 --> 00:08:03.360]  只說是豬肉和鼠肉
[00:08:03.360 --> 00:08:05.160]  聖經所說的老鼠
[00:08:05.160 --> 00:08:09.640]  絕對不是大家之前想的可愛的老鼠
[00:08:09.640 --> 00:08:12.040]  那些弟兄說是Mickey Mouse
[00:08:12.040 --> 00:08:12.880]  不是
[00:08:12.880 --> 00:08:14.720]  也不是有位姐妹跟我說
[00:08:14.720 --> 00:08:16.960]  我很喜歡另外一個老鼠
[00:08:16.960 --> 00:08:19.960]  知不知道是哪一齣劇出來的?
[00:08:19.960 --> 00:08:23.960]  好像是Cinderella
[00:08:23.960 --> 00:08:26.040]  這隻老鼠很聰明
[00:08:26.040 --> 00:08:28.240]  懂得幫忙裁衣
[00:08:28.240 --> 00:08:29.280]  絕對不是
[00:08:29.280 --> 00:08:33.160]  今天我們要說的是金鼠
[00:08:33.160 --> 00:08:35.040]  金鼠從哪裡來的?
[00:08:35.040 --> 00:08:39.040]  背景就是撒慕爾記上開始
[00:08:39.040 --> 00:08:40.920]  在第四章三節說
[00:08:40.920 --> 00:08:42.920]  百姓有一天回到營裡
[00:08:42.920 --> 00:08:44.560]  因為打敗仗
[00:08:44.560 --> 00:08:46.000]  以色列的長老說
[00:08:46.000 --> 00:08:50.840]  耶和華今天為何使我們敗在非利士人面前?
[00:08:50.840 --> 00:08:53.200]  我們不如將耶和華的約桂松
[00:08:53.200 --> 00:08:55.800]  侍羅臺到我們這裡
[00:08:55.800 --> 00:09:00.400]  好在我們中間救我們脫離敵人的手
[00:09:00.400 --> 00:09:02.200]  原來之前是戰敗
[00:09:02.200 --> 00:09:04.680]  戰敗後他們好像在反省
[00:09:04.680 --> 00:09:07.280]  他們就說了以下這個問題
[00:09:07.280 --> 00:09:10.920]  為何上帝要我們戰敗呢?
[00:09:10.920 --> 00:09:12.360]  失敗了
[00:09:12.360 --> 00:09:15.240]  你當不當這是祈禱呢?
[00:09:15.240 --> 00:09:15.800]  有些人就說
[00:09:15.800 --> 00:09:17.600]  哦 他們就和上帝祈禱
[00:09:17.600 --> 00:09:20.240]  就說耶和華今天敗在我們這裡
[00:09:20.240 --> 00:09:21.760]  但如果你當是祈禱
[00:09:21.760 --> 00:09:23.000]  祈完禱之後
[00:09:23.000 --> 00:09:25.520]  他們馬上就行動
[00:09:25.520 --> 00:09:27.520]  沒有等到上帝的回應
[00:09:27.520 --> 00:09:28.280]  或者你說
[00:09:28.280 --> 00:09:30.560]  這個根本不是祈禱
[00:09:30.560 --> 00:09:32.640]  這個只不過是他們在開會
[00:09:32.640 --> 00:09:33.720]  問了領袖
[00:09:33.720 --> 00:09:34.960]  領袖這樣去想
[00:09:34.960 --> 00:09:36.400]  哦 我們輸了
[00:09:36.400 --> 00:09:37.120]  這樣的時候
[00:09:37.120 --> 00:09:39.280]  我們就將上帝的約桂
[00:09:39.280 --> 00:09:42.880]  就抬出去
[00:09:42.880 --> 00:09:44.840]  其實他們是源於
[00:09:44.840 --> 00:09:46.360]  為何會打敗仗呢?
[00:09:46.360 --> 00:09:48.320]  是源於他們放縱
[00:09:48.320 --> 00:09:50.560]  以色列人戰敗是因為他們放縱
[00:09:50.560 --> 00:09:52.520]  不聽神的吩咐
[00:09:52.520 --> 00:09:56.400]  甚至當時的宗教領袖都非常敗壞
[00:09:56.400 --> 00:09:58.520]  當以利年紀老邁的時候
[00:09:58.520 --> 00:09:59.520]  他兩個兒子
[00:09:59.520 --> 00:10:01.080]  何弗利和菲尼哈
[00:10:01.080 --> 00:10:02.680]  也不尊重上帝
[00:10:02.680 --> 00:10:06.360]  竟然將人民獻給上帝的祭肉
[00:10:06.360 --> 00:10:07.920]  是自己先吃的
[00:10:07.920 --> 00:10:10.280]  你會看到他們很敗壞
[00:10:10.280 --> 00:10:13.800]  但可惜以利教子無方
[00:10:13.800 --> 00:10:14.960]  不阻止他們
[00:10:14.960 --> 00:10:15.640]  不罵他們
[00:10:15.640 --> 00:10:16.920]  不僅如此
[00:10:16.920 --> 00:10:19.400]  還輕輕提醒就算了
[00:10:19.400 --> 00:10:20.480]  結果神就說
[00:10:20.480 --> 00:10:21.760]  你們兩個兒子
[00:10:21.760 --> 00:10:23.280]  在他們壯年的時候
[00:10:23.280 --> 00:10:25.160]  要死亡
[00:10:25.160 --> 00:10:26.760]  你們自己都會死
[00:10:26.760 --> 00:10:27.600]  不過
[00:10:27.600 --> 00:10:30.440]  上帝說不會滅絕你們所有人
[00:10:30.440 --> 00:10:34.360]  會令你們的家族有留後
[00:10:34.360 --> 00:10:35.880]  上帝要懲罰他們
[00:10:35.880 --> 00:10:37.560]  但上帝並不是馬上懲罰
[00:10:37.560 --> 00:10:39.400]  給了他們很多機會
[00:10:39.400 --> 00:10:42.480]  但他們不聽
[00:10:42.480 --> 00:10:43.520]  他們不聽的時候
[00:10:43.520 --> 00:10:47.040]  上帝親自跟他們說
[00:10:47.040 --> 00:10:51.600]  我吩咐獻在我居所的祭物
[00:10:51.600 --> 00:10:53.600]  你們為何踐踏
[00:10:53.600 --> 00:10:55.920]  為何尊重你的兒子
[00:10:55.920 --> 00:10:57.640]  過於尊重我
[00:10:57.640 --> 00:11:00.760]  將我文以色列所獻美好的祭物
[00:11:00.760 --> 00:11:02.160]  肥給呢?
[00:11:02.160 --> 00:11:03.920]  祭物本身是獻給上帝
[00:11:03.920 --> 00:11:05.160]  但他們兩個兒子
[00:11:05.160 --> 00:11:07.480]  先拿了祭物最好的
[00:11:07.480 --> 00:11:08.800]  最好味道的地方
[00:11:08.800 --> 00:11:09.880]  然後自己吃
[00:11:09.880 --> 00:11:12.400]  他們不尊重上帝的祭物
[00:11:12.400 --> 00:11:14.400]  上帝親自跟他們說
[00:11:14.400 --> 00:11:16.640]  因為尊重我的
[00:11:16.640 --> 00:11:18.840]  我必從看他
[00:11:18.840 --> 00:11:20.720]  藐視我的
[00:11:20.720 --> 00:11:23.240]  他必被輕視
[00:11:23.240 --> 00:11:24.480]  各位弟兄姊妹
[00:11:24.480 --> 00:11:26.560]  今天我們如何看待
[00:11:26.560 --> 00:11:28.880]  侍奉上帝呢?
[00:11:28.880 --> 00:11:30.880]  我們會否像
[00:11:30.880 --> 00:11:32.880]  以利那兩個兒子一樣
[00:11:32.880 --> 00:11:35.680]  根本對侍奉不尊重
[00:11:35.680 --> 00:11:38.160]  我們用甚麼態度去做
[00:11:38.160 --> 00:11:40.240]  而當日那群領袖
[00:11:40.240 --> 00:11:41.120]  以色列民
[00:11:41.120 --> 00:11:43.480]  他們不單不聽上帝的話
[00:11:43.480 --> 00:11:45.480]  他們還有一種
[00:11:45.480 --> 00:11:47.360]  屬靈的迷信
[00:11:47.360 --> 00:11:48.480]  為何迷信呢?
[00:11:48.480 --> 00:11:50.960]  因為他們覺得自己失敗的時候
[00:11:50.960 --> 00:11:52.760]  他們用甚麼行動戰敗
[00:11:52.760 --> 00:11:53.680]  記得剛才做甚麼嗎?
[00:11:53.680 --> 00:11:54.760]  拿甚麼出來?
[00:11:54.760 --> 00:11:56.360]  拿個藥櫃出來
[00:11:56.360 --> 00:11:57.680]  他們拿藥櫃出來
[00:11:57.680 --> 00:12:01.720]  以為藥櫃就等同於上帝在
[00:12:01.720 --> 00:12:04.560]  藥櫃對於他們來說
[00:12:04.560 --> 00:12:06.440]  是代表神自己
[00:12:06.440 --> 00:12:10.000]  藥櫃對於象徵神與人同在
[00:12:10.000 --> 00:12:11.200]  這是對的
[00:12:11.200 --> 00:12:12.400]  但問題是
[00:12:12.400 --> 00:12:17.000]  是否藥櫃本身有神性的威力呢?
[00:12:17.000 --> 00:12:18.600]  或者迷信的人說
[00:12:18.600 --> 00:12:20.800]  有法力呢?
[00:12:20.800 --> 00:12:23.040]  大家有沒有聖經在這裏?
[00:12:23.040 --> 00:12:23.520]  沒有吧?
[00:12:23.520 --> 00:12:24.760]  現在不帶聖經了
[00:12:24.760 --> 00:12:26.160]  全部在電話裏面
[00:12:26.160 --> 00:12:28.160]  是嗎?
[00:12:28.160 --> 00:12:29.480]  你又怪
[00:12:29.480 --> 00:12:30.520]  還很厚
[00:12:30.520 --> 00:12:33.240]  可不可以舉起給我們看?
[00:12:33.240 --> 00:12:35.640]  不用了是吧?
[00:12:35.640 --> 00:12:37.120]  因為提醒一下他們
[00:12:37.120 --> 00:12:43.160]  聖經本身有沒有法力呢?
[00:12:43.160 --> 00:12:44.680]  聖經本身是嗎?
[00:12:44.680 --> 00:12:47.440]  聖經只不過是一本印刷品
[00:12:47.440 --> 00:12:52.640]  十字架本身有沒有法力呢?
[00:12:52.640 --> 00:12:54.320]  十字架本身
[00:12:54.320 --> 00:12:55.440]  被人拆了十字架
