
[00:00:00.000 --> 00:00:05.200]  各位大兄弟姐妹 各位朋友 你們好
[00:00:05.200 --> 00:00:07.880]  歡迎大家參加我們三藩市播道會
[00:00:07.880 --> 00:00:09.880]  網上的五堂崇拜
[00:00:09.880 --> 00:00:14.440]  今天我們繼續思想論盡人生這個系列
[00:00:14.440 --> 00:00:16.440]  歡迎來到第十七講
[00:00:16.440 --> 00:00:19.040]  題目叫做「這個世代」
[00:00:19.040 --> 00:00:23.800]  經文記載在路加福音第七章31至35節
[00:00:23.800 --> 00:00:26.480]  在開始思想這段聖經之前
[00:00:26.480 --> 00:00:28.480]  請你同心低頭 或者同禱告
[00:00:28.480 --> 00:00:32.480]  慈悲讓人天賦你滿心感謝你
[00:00:32.480 --> 00:00:34.480]  他們知道現今世代邪惡
[00:00:34.480 --> 00:00:39.480]  但你為了我們的緣故降生為人
[00:00:39.480 --> 00:00:42.480]  捨身流血 因為在十字架上
[00:00:42.480 --> 00:00:45.480]  啟開一個新的時代
[00:00:45.480 --> 00:00:52.480]  求你真的幫助我們認識我們這個世代是一個什麼的世代
[00:00:52.480 --> 00:00:57.480]  並且我們也願意將我們的生命奉獻給你
[00:00:57.480 --> 00:00:59.480]  祝福你帶領保守我們
[00:00:59.480 --> 00:01:02.480]  用你的聖靈在我們心中動功
[00:01:02.480 --> 00:01:04.480]  說你所說的話
[00:01:04.480 --> 00:01:06.480]  我們今天禱告
[00:01:06.480 --> 00:01:08.480]  奉耶穌基督名求 阿們
[00:01:08.480 --> 00:01:15.480]  我們一家每晚透過Zoom有家庭崇拜
[00:01:15.480 --> 00:01:21.480]  參加家庭崇拜的成員是來自三個不同的世代
[00:01:21.480 --> 00:01:25.480]  我和我太太是屬於嬰兒朝世代
[00:01:25.480 --> 00:01:27.480]  Baby boomers generation
[00:01:27.480 --> 00:01:29.480]  即是1946年至1964年
[00:01:29.480 --> 00:01:34.480]  成年後從香港移民到美國
[00:01:34.480 --> 00:01:37.480]  基本上我們的文化都是香港的文化
[00:01:37.480 --> 00:01:41.480]  我女兒和她丈夫是屬於X世代
[00:01:41.480 --> 00:01:44.480]  即是1965年至1980年出生
[00:01:44.480 --> 00:01:46.480]  他們都是在美國長大
[00:01:46.480 --> 00:01:48.480]  接受美國教育
[00:01:48.480 --> 00:01:50.480]  受美國文化的熏陶
[00:01:50.480 --> 00:01:54.480]  但同時卻有中國文化的背景
[00:01:54.480 --> 00:01:58.480]  而我們的孫子是Z世代
[00:01:58.480 --> 00:02:02.480]  是1997年至2012年出生
[00:02:02.480 --> 00:02:05.480]  他們都是土生土長的美國人
[00:02:05.480 --> 00:02:09.480]  只不過他們的原生家庭有中國人的血統
[00:02:09.480 --> 00:02:14.480]  我們這樣的組合缺少了千禧年世代的成員代表
[00:02:14.480 --> 00:02:19.480]  即是1981年至1996年出生的世代
[00:02:19.480 --> 00:02:22.480]  我們的家庭就是整個美國的縮影
[00:02:22.480 --> 00:02:27.480]  大部分美國人都是來自這四個不同的世代
[00:02:27.480 --> 00:02:29.480]  出身不同的背景
[00:02:29.480 --> 00:02:33.480]  受到不同的政治文化宗教背景影響
[00:02:33.480 --> 00:02:38.480]  首先我們比較一下這四個不同世代的特色
[00:02:38.480 --> 00:02:41.480]  第一個世代就是嬰兒朝的世代
[00:02:41.480 --> 00:02:42.480]  Baby boomers
[00:02:42.480 --> 00:02:46.480]  即是由1946年至1964年之間出生的
[00:02:46.480 --> 00:02:48.480]  我們叫做Baby boomers
[00:02:48.480 --> 00:02:51.480]  他們受到以下的因素影響
[00:02:51.480 --> 00:02:54.480]  第二次世界大戰之後結束了
[00:02:54.480 --> 00:02:56.480]  經濟開始繁榮
[00:02:56.480 --> 00:02:57.480]  民權運動
[00:02:57.480 --> 00:03:00.480]  跟著有越戰和冷戰
[00:03:00.480 --> 00:03:01.480]  在這個時候
[00:03:01.480 --> 00:03:04.480]  他們的生長率大很多
[00:03:04.480 --> 00:03:06.480]  每個打完仗之後
[00:03:06.480 --> 00:03:09.480]  每個家庭都是生兒育女
[00:03:09.480 --> 00:03:12.480]  同時跟著來到冷戰
[00:03:12.480 --> 00:03:14.480]  美國人開始離開市區
[00:03:14.480 --> 00:03:17.480]  往suburban area裏面住
[00:03:17.480 --> 00:03:19.480]  主要的特徵是什麼呢
[00:03:19.480 --> 00:03:22.480]  這一代的人工作態度嚴謹
[00:03:22.480 --> 00:03:25.480]  重視忠誠和工作的穩定性
[00:03:25.480 --> 00:03:27.480]  具有競爭的意識
[00:03:27.480 --> 00:03:29.480]  目標導向
[00:03:29.480 --> 00:03:32.480]  他們成長在這個digital era
[00:03:32.480 --> 00:03:34.480]  我們叫做數位時代
[00:03:34.480 --> 00:03:37.480]  但後來才開始接受科技
[00:03:37.480 --> 00:03:40.480]  他們比較重視傳統家庭的結構
[00:03:40.480 --> 00:03:44.480]  傾向等級制度和面對面的溝通
[00:03:44.480 --> 00:03:48.480]  第二個世代叫X世代
[00:03:48.480 --> 00:03:52.480]  由1965年出生至1980年出生
[00:03:52.480 --> 00:03:55.480]  這個期間都叫做X generation
[00:03:55.480 --> 00:03:57.480]  受到以下因素影響
[00:03:57.480 --> 00:03:59.480]  離婚率開始上升
[00:03:59.480 --> 00:04:02.480]  70年80年的經濟開始衰退
[00:04:02.480 --> 00:04:06.480]  開始受電腦和互聯網的影響
[00:04:06.480 --> 00:04:07.480]  冷戰結束
[00:04:07.480 --> 00:04:11.480]  世界漸漸趨向地球一體化
[00:04:11.480 --> 00:04:13.480]  主要他們的特徵
[00:04:13.480 --> 00:04:17.480]  比英二朝世代更加重視工作和生活的平衡
[00:04:17.480 --> 00:04:19.480]  他們比較務實
[00:04:19.480 --> 00:04:21.480]  對制度持有懷疑的態度
[00:04:21.480 --> 00:04:23.480]  精通科技
[00:04:23.480 --> 00:04:26.480]  成長於早期電腦和網絡時代
[00:04:26.480 --> 00:04:31.480]  經常被視為模擬世代和數位時代之間的橋樑
[00:04:31.480 --> 00:04:35.480]  在工作之間傾向於自主性
[00:04:35.480 --> 00:04:37.480]  與英二朝世代對比
[00:04:37.480 --> 00:04:40.480]  對權威的信任比較低
[00:04:40.480 --> 00:04:43.480]  適應力更加強更加靈活
[00:04:43.480 --> 00:04:47.480]  不大可能長期在一間公司工作
[00:04:47.480 --> 00:04:49.480]  像我們這個世代
[00:04:49.480 --> 00:04:52.480]  Baby boomer 打開工就在那裡打工
[00:04:52.480 --> 00:04:56.480]  但是這些X generation 經常轉工
[00:04:56.480 --> 00:04:59.480]  他們的溝通方法更加隨便
[00:04:59.480 --> 00:05:03.480]  到了1981年至1996年出生的
[00:05:03.480 --> 00:05:07.480]  就叫做千禧世代
[00:05:07.480 --> 00:05:09.480]  他們受什麼影響呢
[00:05:09.480 --> 00:05:12.480]  開始網絡爆炸性的發展
[00:05:12.480 --> 00:05:14.480]  再加上911事件
[00:05:14.480 --> 00:05:16.480]  大蕭條經濟衰退
[00:05:16.480 --> 00:05:18.480]  智慧型手機
[00:05:18.480 --> 00:05:20.480]  社群媒體
[00:05:20.480 --> 00:05:22.480]  社交媒體
[00:05:22.480 --> 00:05:25.480]  關鍵特徵就是傾向於合作而非競爭
[00:05:25.480 --> 00:05:29.480]  能夠適應遠距和混合辦公模式
[00:05:29.480 --> 00:05:31.480]  受經濟壓力影響
[00:05:31.480 --> 00:05:34.480]  延遲結婚生育和置業
[00:05:34.480 --> 00:05:36.480]  與英二朝比較
[00:05:36.480 --> 00:05:38.480]  都頗大
[00:05:38.480 --> 00:05:40.480]  傾向於頻繁的跳槽
[00:05:40.480 --> 00:05:43.480]  高度依賴數位化的溝通
[00:05:43.480 --> 00:05:46.480]  這就是這些 Millennium
[00:05:46.480 --> 00:05:49.480]  好了 到了1997年至2012年出生的
[00:05:49.480 --> 00:05:52.480]  我們叫做 Generation Z
[00:05:52.480 --> 00:05:54.480]  他們受一些因素影響
[00:05:54.480 --> 00:05:58.480]  同年時期受很多社交媒體影響
[00:05:58.480 --> 00:06:00.480]  政治極化
[00:06:00.480 --> 00:06:02.480]  以前有很多中立的
[00:06:02.480 --> 00:06:04.480]  現在是右是右 左是左
[00:06:04.480 --> 00:06:07.480]  氣候問題 新冠病毒問題
[00:06:07.480 --> 00:06:09.480]  早期使用的智慧手機
[00:06:09.480 --> 00:06:11.480]  溝通 關鍵特徵
[00:06:11.480 --> 00:06:13.480]  他們有創意的精神
[00:06:13.480 --> 00:06:16.480]  偏好簡潔 自覺化的內容
[00:06:16.480 --> 00:06:18.480]  YouTube TikTok
[00:06:18.480 --> 00:06:20.480]  很依賴科技
[00:06:20.480 --> 00:06:21.480]  行動優先
[00:06:21.480 --> 00:06:23.480]  對傳統機構
[00:06:23.480 --> 00:06:25.480]  無論是政府 宗教 企業
[00:06:25.480 --> 00:06:27.480]  信任度低很多
[00:06:27.480 --> 00:06:29.480]  總括來說
[00:06:29.480 --> 00:06:31.480]  英二朝的世代
[00:06:31.480 --> 00:06:33.480]  1946至1964年
[00:06:33.480 --> 00:06:35.480]  比較遲些接受科技
[00:06:35.480 --> 00:06:37.480]  比較忠誠穩定
[00:06:37.480 --> 00:06:39.480]  階級制度成就
[00:06:39.480 --> 00:06:41.480]  責任 傳統 競爭
[00:06:41.480 --> 00:06:43.480]  這些都是他們的特色
[00:06:43.480 --> 00:06:45.480]  而這個 Generation X
[00:06:45.480 --> 00:06:47.480]  1965至1980年
[00:06:47.480 --> 00:06:49.480]  Digital Era 長大
[00:06:49.480 --> 00:06:52.480]  平衡 獨立 懷疑 靈活
[00:06:52.480 --> 00:06:54.480]  這是他們的特色
[00:06:54.480 --> 00:06:56.480]  千禧世代
[00:06:56.480 --> 00:06:58.480]  1981至1996年
[00:06:58.480 --> 00:07:00.480]  比較包容社交優先
[00:07:00.480 --> 00:07:02.480]  什麼都Digitize
[00:07:02.480 --> 00:07:04.480]  受到社群媒體的影響
[00:07:04.480 --> 00:07:06.480]  非常非常大
[00:07:06.480 --> 00:07:08.480]  所以我們看到
[00:07:08.480 --> 00:07:10.480]  不同的世代有不同的特色
[00:07:10.480 --> 00:07:12.480]  最後
[00:07:12.480 --> 00:07:14.480]  Generation Alpha
[00:07:14.480 --> 00:07:16.480]  與傳統更加隔膜
[00:07:16.480 --> 00:07:18.480]  到了2023年
[00:07:18.480 --> 00:07:20.480]  有一個報告
[00:07:20.480 --> 00:07:22.480]  發現47%
[00:07:22.480 --> 00:07:24.480]  屬於Z Generation
