
[00:00:00.000 --> 00:00:07.000]  約翰福音在一開始的時候
[00:00:07.000 --> 00:00:12.000]  他給我們見證太初有道
[00:00:12.000 --> 00:00:16.000]  道與神同在
[00:00:16.000 --> 00:00:20.000]  道其實也是神自己
[00:00:20.000 --> 00:00:24.000]  不過這道太初與神同在
[00:00:24.000 --> 00:00:27.000]  萬物是藉著祂做的
[00:00:27.000 --> 00:00:31.000]  凡被做的沒有任何一樣
[00:00:31.000 --> 00:00:36.000]  不是藉著道、神的兒子所做
[00:00:36.000 --> 00:00:40.000]  然後就來到第四節
[00:00:40.000 --> 00:00:46.000]  約翰福音說生命在神的道裡
[00:00:46.000 --> 00:00:49.000]  生命在神的兒子裡
[00:00:49.000 --> 00:00:52.000]  生命在耶穌基督裡
[00:00:52.000 --> 00:00:57.000]  祂是創造生命的主
[00:00:57.000 --> 00:00:59.000]  這個我們明白
[00:00:59.000 --> 00:01:01.000]  還有一句約翰福音說
[00:01:01.000 --> 00:01:07.000]  這生命就是人的光
[00:01:07.000 --> 00:01:13.000]  這生命耶穌基督所賜的生命
[00:01:13.000 --> 00:01:17.000]  你和我在基督裡面
[00:01:17.000 --> 00:01:23.000]  所領受這個新的生命
[00:01:23.000 --> 00:01:25.000]  就是光
[00:01:25.000 --> 00:01:28.000]  我們說過這一段
[00:01:28.000 --> 00:01:31.000]  在復活節前四十天
[00:01:31.000 --> 00:01:35.000]  Lent大齋期或者叫御苦期
[00:01:35.000 --> 00:01:39.000]  不是愁眉苦臉
[00:01:39.000 --> 00:01:41.000]  沒得吃
[00:01:41.000 --> 00:01:43.000]  要思想耶穌的痛苦
[00:01:43.000 --> 00:01:44.000]  不是不是
[00:01:44.000 --> 00:01:49.000]  其實是要明白新的生命
[00:01:49.000 --> 00:01:54.000]  明白耶穌基督的復活的生命
[00:01:54.000 --> 00:01:57.000]  不是明白祂的生命
[00:01:57.000 --> 00:02:01.000]  是明白基督的生命
[00:02:01.000 --> 00:02:05.000]  怎樣成為我們的生命
[00:02:05.000 --> 00:02:07.000]  生命在祂裡
[00:02:07.000 --> 00:02:11.000]  但是這生命是人的光
[00:02:11.000 --> 00:02:15.000]  兩句話要連在一起讀
[00:02:15.000 --> 00:02:17.000]  所以我們讀聖經的時候
[00:02:17.000 --> 00:02:19.000]  我們發覺是
[00:02:19.000 --> 00:02:23.000]  聖經用光說很多東西
[00:02:23.000 --> 00:02:25.000]  用光來說上帝
[00:02:25.000 --> 00:02:28.000]  神就是光
[00:02:28.000 --> 00:02:32.000]  在祂裡面沒有黑暗
[00:02:32.000 --> 00:02:35.000]  用光來說福音
[00:02:35.000 --> 00:02:40.000]  但是今天我們要思想光明之子
[00:02:40.000 --> 00:02:43.000]  在我們在見證這個主題的時候
[00:02:43.000 --> 00:02:46.000]  我們要問聖經怎樣說
[00:02:46.000 --> 00:02:55.000]  光和我們今天所有的新生命
[00:02:55.000 --> 00:02:59.000]  我想分開三件事來說
[00:02:59.000 --> 00:03:03.000]  三件事情我們都很熟悉的
[00:03:03.000 --> 00:03:09.000]  不過有可能我們不是真的這麼熟悉
[00:03:09.000 --> 00:03:13.000]  當然和黑暗是相反的
[00:03:13.000 --> 00:03:17.000]  於是我們很快就想到
[00:03:17.000 --> 00:03:21.000]  光明的生命不是黑暗的生命
[00:03:21.000 --> 00:03:26.000]  所以我們是活在真理
[00:03:26.000 --> 00:03:34.000]  活在善惡好壞
[00:03:34.000 --> 00:03:36.000]  光明黑暗這個對比
[00:03:36.000 --> 00:03:38.000]  我們明白的
[00:03:38.000 --> 00:03:41.000]  一個光明的生命
[00:03:41.000 --> 00:03:45.000]  是不是就是一個好人
[00:03:45.000 --> 00:03:48.000]  不要做錯事
[00:03:48.000 --> 00:03:51.000]  是不是就是說這樣呢
[00:03:51.000 --> 00:03:57.000]  一個好人是不是就是一個光明的生命呢
[00:03:57.000 --> 00:04:03.000]  聖經沒有停在善惡好壞上面
[00:04:03.000 --> 00:04:07.000]  因為剛才我們都讀過《已屈所書》
[00:04:07.000 --> 00:04:09.000]  我們的題目都是這樣說
[00:04:09.000 --> 00:04:12.000]  光明之子
[00:04:12.000 --> 00:04:15.000]  我們是光明的子女
[00:04:15.000 --> 00:04:25.000]  說的是在我們的生活善惡好壞之前
[00:04:25.000 --> 00:04:31.000]  我們和上帝的關係
[00:04:31.000 --> 00:04:37.000]  我們的生命的基礎不是行善
[00:04:37.000 --> 00:04:39.000]  不是做好人
[00:04:39.000 --> 00:04:46.000]  我們的生命的基礎是來自創造我們的主
[00:04:46.000 --> 00:04:48.000]  來自上帝自己
[00:04:48.000 --> 00:04:53.000]  所以我們是上帝的兒女
[00:04:53.000 --> 00:04:58.000]  我們不是善或者好的兒女
[00:04:58.000 --> 00:05:01.000]  聖經說得很清楚
[00:05:01.000 --> 00:05:04.000]  一個光明的生命
[00:05:04.000 --> 00:05:10.000]  就是一個認識神的人的生命
[00:05:10.000 --> 00:05:13.000]  他認識的是真神
[00:05:13.000 --> 00:05:15.000]  不是滿天神佛
[00:05:15.000 --> 00:05:19.000]  不是只是舉頭三尺有神明
[00:05:19.000 --> 00:05:21.000]  見到廟就拜
[00:05:21.000 --> 00:05:23.000]  見到山就鞠躬
[00:05:23.000 --> 00:05:25.000]  不是
[00:05:25.000 --> 00:05:27.000]  不是一個神心的人
[00:05:27.000 --> 00:05:29.000]  而是他認識上帝
[00:05:29.000 --> 00:05:32.000]  他知道上帝是怎樣的
[00:05:32.000 --> 00:05:37.000]  或者用善惡好壞來做一個解釋
[00:05:37.000 --> 00:05:39.000]  什麼是善
[00:05:39.000 --> 00:05:41.000]  什麼是好
[00:05:41.000 --> 00:05:44.000]  一個好人
[00:05:44.000 --> 00:05:45.000]  一個善人
[00:05:45.000 --> 00:05:47.000]  他行很多善
[00:05:47.000 --> 00:05:49.000]  他做很多好
[00:05:49.000 --> 00:05:53.000]  但是當他說我都幾好了
[00:05:53.000 --> 00:05:55.000]  我都不錯了
[00:05:55.000 --> 00:06:00.000]  我都和其他人比較
[00:06:00.000 --> 00:06:03.000]  我有很高的道德標準
[00:06:03.000 --> 00:06:07.000]  我們自己知道自己
[00:06:07.000 --> 00:06:10.000]  在外面人看
[00:06:10.000 --> 00:06:12.000]  在自己看是好
[00:06:12.000 --> 00:06:14.000]  但是誰定
[00:06:14.000 --> 00:06:17.000]  如果是我們自己定的
[00:06:17.000 --> 00:06:21.000]  那到那一天我就會停下來說我都夠了
[00:06:21.000 --> 00:06:23.000]  我不用再好了
[00:06:23.000 --> 00:06:26.000]  大家都很尊敬我了
[00:06:26.000 --> 00:06:29.000]  我就停下來說
[00:06:29.000 --> 00:06:33.000]  如果是上帝定我的生命
[00:06:33.000 --> 00:06:35.000]  什麼是好呢
[00:06:35.000 --> 00:06:37.000]  我就發覺完全不同了
[00:06:37.000 --> 00:06:45.000]  上帝從來都沒有停止去改變你和我的生命
[00:06:45.000 --> 00:06:50.000]  包括了那些我們都覺得自己幾好的時候
[00:06:50.000 --> 00:06:52.000]  都不錯了
[00:06:52.000 --> 00:06:56.000]  但是那個標準在上帝那裡
[00:06:56.000 --> 00:06:59.000]  光明的子女
[00:06:59.000 --> 00:07:03.000]  我們的生命從創造我們的上帝而來
[00:07:03.000 --> 00:07:05.000]  我們的生命屬於他的
[00:07:05.000 --> 00:07:06.000]  是什麼意思
[00:07:06.000 --> 00:07:09.000]  就是說我們的生命在他的手中
[00:07:09.000 --> 00:07:15.000]  他繼續在那裡來改變我們
[00:07:15.000 --> 00:07:19.000]  在那裡來刁鑽我們
[00:07:19.000 --> 00:07:22.000]  在那裡用約翰福音的說法
[00:07:22.000 --> 00:07:26.000]  修剪我們的生命
[00:07:26.000 --> 00:07:30.000]  簡單的說
[00:07:30.000 --> 00:07:33.000]  做到傳道人了
[00:07:33.000 --> 00:07:35.000]  做到神學院教授了
[00:07:35.000 --> 00:07:37.000]  多好啊
[00:07:37.000 --> 00:07:39.000]  停了,還沒有
[00:07:39.000 --> 00:07:41.000]  我們明白的
[00:07:41.000 --> 00:07:46.000]  做到年紀有些時候了,成熟了
[00:07:46.000 --> 00:07:47.000]  還沒有
[00:07:47.000 --> 00:07:53.000]  上帝從來沒有在我和你的生命當中
[00:07:53.000 --> 00:07:56.000]  跟我們說夠了,停了
[00:07:56.000 --> 00:07:58.000]  不是的
[00:07:58.000 --> 00:08:02.000]  光明的子女
[00:08:02.000 --> 00:08:06.000]  屬於上帝的生命
[00:08:06.000 --> 00:08:09.000]  我們所見證的
[00:08:09.000 --> 00:08:13.000]  就是上帝透過他的愛
[00:08:13.000 --> 00:08:16.000]  在我們的身上
[00:08:16.000 --> 00:08:20.000]  不斷按照他的標準
[00:08:20.000 --> 00:08:25.000]  他的意思來塑造我們
[00:08:25.000 --> 00:08:27.000]  沒有停止過
[00:08:27.000 --> 00:08:31.000]  無論在什麼階段
[00:08:31.000 --> 00:08:35.000]  無論在什麼光景
[00:08:35.000 --> 00:08:39.000]  所以這個光明的對面黑暗
[00:08:39.000 --> 00:08:41.000]  是在說什麼
[00:08:41.000 --> 00:08:43.000]  不是只是在說壞
[00:08:43.000 --> 00:08:46.000]  或者惡這麼簡單
[00:08:46.000 --> 00:08:51.000]  是在說我們沒有認識到
[00:08:51.000 --> 00:08:55.000]  我們生命的創造主
[00:08:55.000 --> 00:09:01.000]  我們以為他翹起手不管我們
[00:09:01.000 --> 00:09:04.000]  我們以為他給了生命我們
[00:09:04.000 --> 00:09:07.000]  然後他就任由我們了
[00:09:07.000 --> 00:09:11.000]  又甚至我們以為
[00:09:11.000 --> 00:09:16.000]  有些東西我們沒得改了
[00:09:16.000 --> 00:09:19.000]  上帝都沒辦法的
[00:09:19.000 --> 00:09:23.000]  說得俗一點,上帝都沒符的
[00:09:23.000 --> 00:09:28.000]  再大膽一點,上帝都放棄我了
[00:09:28.000 --> 00:09:32.000]  誰是上帝啊
[00:09:32.000 --> 00:09:34.000]  黑暗
[00:09:34.000 --> 00:09:39.000]  是在說一個這樣的態度
[00:09:39.000 --> 00:09:42.000]  一個將我們的生命
[00:09:42.000 --> 00:09:46.000]  放在上帝以外的地方
[00:09:46.000 --> 00:09:49.000]  認為上帝都不管了
[00:09:49.000 --> 00:09:51.000]  絕望
[00:09:51.000 --> 00:09:53.000]  不信
[00:09:53.000 --> 00:09:56.000]  聖經在說的是這件事
[00:09:56.000 --> 00:09:58.000]  我們怎麼會不信上帝
[00:09:58.000 --> 00:10:00.000]  我們一定信上帝的
[00:10:00.000 --> 00:10:01.000]  我們進來崇拜
[00:10:01.000 --> 00:10:02.000]  我們才鞠躬的
[00:10:02.000 --> 00:10:04.000]  我們很見識的
[00:10:04.000 --> 00:10:06.000]  不是說你來崇拜
[00:10:06.000 --> 00:10:08.000]  是說在你的生命
[00:10:08.000 --> 00:10:14.000]  在你的生活當中的每一件事情
[00:10:14.000 --> 00:10:16.000]  你信上帝嗎
[00:10:16.000 --> 00:10:18.000]  你認識他嗎
[00:10:18.000 --> 00:10:22.000]  你知道他愛你
[00:10:22.000 --> 00:10:27.000]  他不會放棄的嗎
[00:10:27.000 --> 00:10:29.000]  我都退休了
[00:10:29.000 --> 00:10:31.000]  子女都長大了
[00:10:31.000 --> 00:10:33.000]  我都可以下班了
[00:10:33.000 --> 00:10:36.000]  上帝還沒下班
[00:10:36.000 --> 00:10:38.000]  好,在你65歲的時候
[00:10:38.000 --> 00:10:42.000]  上帝在你的生命當中在做什麼
[00:10:42.000 --> 00:10:45.000]  在你慶祝結婚30週年的時候
[00:10:45.000 --> 00:10:50.000]  上帝在你的婚姻當中在做什麼
[00:10:50.000 --> 00:10:55.000]  那個叫做光和生命
[00:10:55.000 --> 00:10:57.000]  那個黑暗就是
[00:10:57.000 --> 00:11:00.000]  沒有啊,上帝沒事做
[00:11:00.000 --> 00:11:02.000]  上帝都不理我了
[00:11:02.000 --> 00:11:03.000]  現在是我自己的
[00:11:03.000 --> 00:11:05.000]  這件事這麼多年都改不了
[00:11:05.000 --> 00:11:06.000]  現在都沒得改了
[00:11:06.000 --> 00:11:10.000]  全部是我們自己在說
[00:11:10.000 --> 00:11:16.000]  全部是我們自己在管理我們自己
[00:11:16.000 --> 00:11:21.000]  原來光明和黑暗的分別
[00:11:21.000 --> 00:11:28.000]  善惡好壞只是最表面那層朱古力
[00:11:28.000 --> 00:11:30.000]  那個餡是什麼
[00:11:30.000 --> 00:11:33.000]  那個內容是什麼
[00:11:33.000 --> 00:11:36.000]  那個substance是什麼
[00:11:36.000 --> 00:11:40.000]  是上帝和我們的關係
[00:11:40.000 --> 00:11:43.000]  一生之間
[00:11:43.000 --> 00:11:50.000]  上帝沒離開過他所愛的每一個人
[00:11:50.000 --> 00:11:55.000]  這個是一個光的生命
[00:11:55.000 --> 00:12:00.000]  光明之子的見證
[00:12:00.000 --> 00:12:04.000]  不是見證我的好
[00:12:04.000 --> 00:12:07.000]  不是見證我的善
[00:12:07.000 --> 00:12:11.000]  將人吸引來到我的面前
[00:12:11.000 --> 00:12:15.000]  不是,是見證上帝的愛
[00:12:15.000 --> 00:12:19.000]  見證上帝的恩典
[00:12:19.000 --> 00:12:24.000]  見證上帝能夠幫助我
[00:12:24.000 --> 00:12:29.000]  上帝都可以同樣幫助你
[00:12:29.000 --> 00:12:32.000]  福音的見證就是這樣
[00:12:32.000 --> 00:12:36.000]  不是一群好人到處告訴其他人你是罪人
[00:12:36.000 --> 00:12:38.000]  不要搞錯
[00:12:38.000 --> 00:12:44.000]  而是告訴其他人有希望有信心
[00:12:44.000 --> 00:12:48.000]  因為上帝的愛
[00:12:48.000 --> 00:12:50.000]  上帝的恩典
[00:12:50.000 --> 00:12:55.000]  在我的經歷當中就是一個見證
