
[00:00:00.000 --> 00:00:01.560]  預備兩個題目
[00:00:01.560 --> 00:00:04.200]  一堂叫做今生若比永恆長
[00:00:04.200 --> 00:00:07.720]  第二堂叫做空的墳墓空的心
[00:00:07.720 --> 00:00:09.360]  好不好聽?
[00:00:09.360 --> 00:00:11.000]  我也覺得很好聽
[00:00:11.000 --> 00:00:12.200]  我想題目想了很久
[00:00:12.200 --> 00:00:13.880]  然後在房間裡走來走去
[00:00:13.880 --> 00:00:15.600]  今生若比永恆長
[00:00:15.600 --> 00:00:17.320]  空的墳墓空的心
[00:00:17.320 --> 00:00:19.440]  我老婆問你發生什麼事呢?
[00:00:19.440 --> 00:00:22.240]  我就是準備講那兩堂課的訊息
[00:00:22.240 --> 00:00:24.480]  很開心預備這兩堂的訊息
[00:00:24.480 --> 00:00:27.480]  這一堂的訊息叫做今生若比永恆長
[00:00:27.480 --> 00:00:29.560]  其實這是一首歌的主題
[00:00:29.560 --> 00:00:30.680]  不知道大家知不知道
[00:00:30.680 --> 00:00:32.640]  是《天魂》裡面一首歌
[00:00:32.640 --> 00:00:34.240]  其實這個題目有些矛盾
[00:00:34.240 --> 00:00:36.040]  也不是很正確
[00:00:36.040 --> 00:00:37.360]  別人問一個問題
[00:00:37.360 --> 00:00:39.040]  今生若比永恆長
[00:00:39.040 --> 00:00:40.800]  其實答案是很明顯的
[00:00:40.800 --> 00:00:42.760]  我問你十塊多還是一百塊多
[00:00:42.760 --> 00:00:44.560]  你不需要答我應該知道
[00:00:44.560 --> 00:00:46.440]  一百塊多還是一千塊多
[00:00:46.440 --> 00:00:47.440]  大家都知道
[00:00:47.440 --> 00:00:48.640]  哪一個比較多
[00:00:48.640 --> 00:00:49.880]  非常明顯
[00:00:49.880 --> 00:00:51.760]  一百塊固然是好
[00:00:51.760 --> 00:00:53.240]  十塊也不錯
[00:00:53.240 --> 00:00:54.560]  一千塊是銀子
[00:00:54.560 --> 00:00:56.360]  一百塊不是廢紙
[00:00:56.360 --> 00:00:58.080]  都有用的
[00:00:58.440 --> 00:01:00.000]  《傳道書》十一章第八節說
[00:01:00.000 --> 00:01:01.720]  人要享受今生
[00:01:01.720 --> 00:01:03.200]  這是沒有錯的
[00:01:03.200 --> 00:01:06.400]  有些人說信了基督徒就厭世了
[00:01:06.400 --> 00:01:07.400]  我說不是的
[00:01:07.400 --> 00:01:08.360]  你出去喝茶
[00:01:08.360 --> 00:01:09.840]  吃到好的點心
[00:01:09.840 --> 00:01:11.120]  不需要愁眉苦臉
[00:01:11.120 --> 00:01:12.760]  怕別人說你愛世界
[00:01:12.760 --> 00:01:16.680]  基督徒是可以享受好的點心
[00:01:16.680 --> 00:01:19.040]  享受好的一杯香茶
[00:01:19.040 --> 00:01:22.200]  神做這個世界給我們享受不是問題
[00:01:22.200 --> 00:01:23.880]  但是《傳道書》提醒我們
[00:01:23.880 --> 00:01:26.760]  不僅我們今生要好過
[00:01:26.760 --> 00:01:29.040]  而且不要忘記永恆
[00:01:29.040 --> 00:01:31.240]  它說你想到將來的日子
[00:01:31.240 --> 00:01:33.480]  將來日子是更多的
[00:01:33.480 --> 00:01:35.840]  今生比永恆長
[00:01:35.840 --> 00:01:37.040]  人人都知道
[00:01:37.040 --> 00:01:38.800]  永恆是長過今生
[00:01:38.800 --> 00:01:39.960]  既然是的時候
[00:01:39.960 --> 00:01:41.880]  你就不要忘記永恆
[00:01:41.880 --> 00:01:44.320]  人為今世做預備是對的
[00:01:44.320 --> 00:01:45.400]  是對的
[00:01:45.400 --> 00:01:47.640]  但是不要忘記為永恆做預備
[00:01:47.640 --> 00:01:48.960]  如果你考試
[00:01:48.960 --> 00:01:49.760]  我以前考試
[00:01:49.760 --> 00:01:51.680]  大家考試有很多策略
[00:01:51.680 --> 00:01:53.960]  就是怎樣寫考試卷
[00:01:53.960 --> 00:01:55.840]  我們常常同學之間都會討論的
[00:01:55.840 --> 00:01:59.400]  如果有十一條的問題
[00:01:59.400 --> 00:02:01.800]  頭十條是每條一分
[00:02:01.800 --> 00:02:02.880]  總共十分
[00:02:02.880 --> 00:02:03.840]  最後那條
[00:02:03.840 --> 00:02:05.640]  第十一條是九十分
[00:02:05.640 --> 00:02:07.000]  我們就會說
[00:02:07.000 --> 00:02:08.280]  你先回答哪一條
[00:02:08.280 --> 00:02:10.760]  你們會先回答哪一條
[00:02:10.760 --> 00:02:11.720]  (答九十分)
[00:02:11.720 --> 00:02:13.440]  大家都是和我一樣這麼聰明
[00:02:13.440 --> 00:02:14.680]  (笑聲)
[00:02:14.680 --> 00:02:15.360]  是不是
[00:02:15.360 --> 00:02:16.640]  你回答了九十分那條
[00:02:16.640 --> 00:02:17.280]  回答得好
[00:02:17.280 --> 00:02:18.600]  你其他的回答不回答
[00:02:18.600 --> 00:02:20.320]  變成不是最重要
[00:02:20.320 --> 00:02:21.080]  對不對
