
[00:00:00.000 --> 00:00:04.720]  此錄音或錄影的版權是屬基督教宣導會不各堂所有
[00:00:04.720 --> 00:00:08.040]  我們的屬靈傳統之一是以真理教導為本
[00:00:08.040 --> 00:00:11.480]  歡迎你將此錄音或錄影的連結傳給親友
[00:00:11.480 --> 00:00:17.080]  懇請注意未經授權請勿轉錄或剪輯本錄音或錄影
[00:00:17.080 --> 00:00:19.240]  各位電影節會平安
[00:00:19.240 --> 00:00:25.320]  等一會再給我們機會一齊來到神的家中一齊去敬拜祂
[00:00:25.320 --> 00:00:28.120]  在我們一齊思想聖經說話之前
[00:00:28.120 --> 00:00:32.440]  我們再一齊同心我們祈禱
[00:00:32.440 --> 00:00:34.520]  天地的主
[00:00:34.520 --> 00:00:37.240]  永恆的上帝
[00:00:37.240 --> 00:00:42.520]  你一班的子民到你的面前敬拜你
[00:00:42.520 --> 00:00:45.720]  主下你的名稱為至高
[00:00:45.720 --> 00:00:49.160]  主下你的能力養貫萬有
[00:00:49.160 --> 00:00:53.680]  你配得我們的尊崇我們的讚美
[00:00:53.680 --> 00:00:56.560]  主下求你保守我們開我們的眼睛
[00:00:56.560 --> 00:01:00.840]  能夠見到你的尊榮見到你的偉大
[00:01:00.840 --> 00:01:04.880]  以致我們會輕看我們所面對的困難
[00:01:04.880 --> 00:01:10.840]  我們會交託我們所面對的一切的挑戰
[00:01:10.840 --> 00:01:14.160]  如今到你面前來我們很願意
[00:01:14.160 --> 00:01:17.440]  親愛的聖靈在我們心中工作
[00:01:17.440 --> 00:01:23.360]  主下除去很多的憂慮很多的內心的不安
[00:01:23.360 --> 00:01:26.240]  讓我們在你面前知道你的掌權
[00:01:26.240 --> 00:01:30.240]  我們就安然地來去敬拜你
[00:01:30.240 --> 00:01:33.000]  求你賜下你自己聖經的說話
[00:01:33.000 --> 00:01:35.840]  引導我們的心去尋求你
[00:01:35.840 --> 00:01:38.240]  引導我們去敬畏你
[00:01:38.240 --> 00:01:43.640]  讓我們人生的路行在一條光明蒙恩的路上
[00:01:43.640 --> 00:01:45.160]  天父我們等候你
[00:01:45.160 --> 00:01:49.960]  求你賜下你的恩賢施恩於我們
[00:01:49.960 --> 00:01:53.760]  我們仰望祈禱奉主耶穌聖名祈求
[00:01:53.760 --> 00:01:56.960]  阿們
[00:01:56.960 --> 00:01:59.840]  今天和大家繼續思想針研的經文
[00:01:59.840 --> 00:02:01.280]  我特別思想了就是
[00:02:01.280 --> 00:02:06.240]  懇切尋求智慧的必尋見
[00:02:06.240 --> 00:02:08.280]  我想先提一件事情就是
[00:02:08.280 --> 00:02:09.760]  我記得好幾年之前
[00:02:09.760 --> 00:02:13.120]  有機會聽一位弟兄分享他的一個經歷
[00:02:13.120 --> 00:02:16.440]  這位弟兄他自己是做一些貿易的生意
[00:02:16.440 --> 00:02:18.600]  是銷售一些的電腦
[00:02:18.600 --> 00:02:21.400]  去到內地一些的大企業那裡
[00:02:21.400 --> 00:02:25.120]  一段時間生意很好也賺了很多錢
[00:02:25.120 --> 00:02:28.640]  但後來發覺很多的企業
[00:02:28.640 --> 00:02:35.960]  他們轉移向一些自己同行的購買電腦
[00:02:35.960 --> 00:02:38.040]  當他一路查問的情況時發覺
[00:02:38.040 --> 00:02:41.520]  原來對方很多很多賣出的電腦
[00:02:41.520 --> 00:02:45.280]  比他賣出的是價錢低很多
[00:02:45.280 --> 00:02:48.960]  按他所了解他覺得沒可能做的
[00:02:48.960 --> 00:02:50.960]  只會虧本而已
[00:02:50.960 --> 00:02:52.720]  但對方就一直出售
[00:02:52.720 --> 00:02:57.560]  所以很多人歡喜向他買那些電腦
[00:02:57.560 --> 00:02:59.440]  後來他慢慢知道
[00:02:59.440 --> 00:03:03.040]  原來這幾間的公司
[00:03:03.040 --> 00:03:07.600]  是用一些舊的零件放在新的電腦裡
[00:03:07.600 --> 00:03:09.520]  就是以舊換新
[00:03:09.520 --> 00:03:14.640]  以舊亂新來做生意
[00:03:14.640 --> 00:03:17.000]  在這段時間他們有一個很大的掙扎
[00:03:17.000 --> 00:03:21.040]  他自己都問我要不要這樣做呢
[00:03:21.040 --> 00:03:26.440]  但他最終決定堅持自己的立場
[00:03:26.440 --> 00:03:29.160]  一段很長的時間公司差不多要結業
[00:03:29.160 --> 00:03:30.960]  因為沒有生意
[00:03:30.960 --> 00:03:33.560]  但經過一段時間後來發現
[00:03:33.560 --> 00:03:35.760]  一件事情就是這些大企業
[00:03:35.760 --> 00:03:40.040]  他們發現了這些電腦原來有問題
[00:03:40.040 --> 00:03:42.320]  然後他們到處去搜尋的時候發覺
[00:03:42.320 --> 00:03:47.600]  唯有弟兄這間公司誠實地賣真正的電腦
[00:03:47.600 --> 00:03:53.040]  所以開始將這些訂單轉移向這位弟兄的公司
[00:03:53.040 --> 00:03:57.120]  他後來重新有了很好的生意
[00:03:57.120 --> 00:03:58.560]  這位弟兄會說
[00:03:58.560 --> 00:04:02.160]  就算神不給我這些生意
[00:04:02.160 --> 00:04:06.640]  我仍然要堅持我的選擇
[00:04:06.640 --> 00:04:10.480]  在他內心裏有一個智慧
[00:04:10.480 --> 00:04:16.080]  他去選擇行公義公平的事情
[00:04:16.080 --> 00:04:17.920]  各位聽眾我們今天看《針研》
[00:04:17.920 --> 00:04:21.160]  我們常常講到關於智慧的事情
[00:04:21.160 --> 00:04:22.520]  《針研》第八章
[00:04:22.520 --> 00:04:24.240]  智慧用一個第一身
[00:04:24.240 --> 00:04:28.080]  好像一個擬人式的方式講述自己
[00:04:28.080 --> 00:04:33.560]  又呼籲我們來選擇智慧去跟隨它
[00:04:33.560 --> 00:04:36.320]  所以你會看到剛才我們讀第八章
[00:04:36.320 --> 00:04:37.920]  前面我們沒有讀的
[00:04:37.920 --> 00:04:41.160]  是第八章一開始第一節
[00:04:41.160 --> 00:04:43.120]  智慧就呼籲我們
[00:04:43.120 --> 00:04:44.840]  智慧豈不呼喚
[00:04:44.840 --> 00:04:47.440]  聰明豈不揚聲
[00:04:47.440 --> 00:04:50.880]  大聲呼喚我們去聽從它
[00:04:50.880 --> 00:04:52.840]  去跟隨它
[00:04:52.840 --> 00:04:53.680]  然後接著說
[00:04:53.680 --> 00:04:57.120]  愚無人你們要學習靈巧
[00:04:57.120 --> 00:05:01.760]  愚無人你們心要明辨
[00:05:01.760 --> 00:05:04.800]  不讓你的思想懶惰
[00:05:04.800 --> 00:05:07.000]  你們真的要小心去學習
[00:05:07.000 --> 00:05:10.120]  你未必馬上會有智慧
[00:05:10.120 --> 00:05:14.120]  但是你可以透過一個一個學習的過程
[00:05:14.120 --> 00:05:16.640]  在當中得著智慧
[00:05:16.640 --> 00:05:19.040]  在過程當中小心明辨
[00:05:19.040 --> 00:05:21.120]  分辨什麼是光明
[00:05:21.120 --> 00:05:22.720]  什麼是黑暗
[00:05:22.720 --> 00:05:26.040]  在當中學懂智慧
[00:05:26.040 --> 00:05:27.840]  當你承認你的限制
[00:05:27.840 --> 00:05:30.440]  承認你是愚無人
[00:05:30.440 --> 00:05:32.480]  你就會有更大的動機
[00:05:32.480 --> 00:05:34.120]  願意去更多的學習
[00:05:34.120 --> 00:05:38.440]  去分辨去不斷的領受聰明
[00:05:38.440 --> 00:05:40.960]  選擇聰明
[00:05:40.960 --> 00:05:44.240]  為什麼要選擇聰明呢?
[00:05:44.240 --> 00:05:48.200]  因為這個世界上有很多其他的事情
[00:05:48.200 --> 00:05:51.360]  是呼喚著你去選擇它
[00:05:51.360 --> 00:05:53.840]  在浸營之前的第七章
[00:05:53.840 --> 00:05:56.080]  就說到有淫婦
[00:05:56.080 --> 00:05:58.080]  我們稍微回顧一下
[00:05:58.080 --> 00:05:59.720]  你會發覺在聖經裡面
[00:05:59.720 --> 00:06:02.960]  第七章就提到
[00:06:02.960 --> 00:06:07.000]  這個邪惡它在不斷的呼喊著
[00:06:07.000 --> 00:06:13.640]  浸營用女子淫婦來代表、形容邪惡
[00:06:13.640 --> 00:06:16.400]  是呼喚人去選擇它
[00:06:16.400 --> 00:06:17.920]  在經文提到
[00:06:17.920 --> 00:06:21.160]  一些人被它引誘
[00:06:21.160 --> 00:06:25.680]  聖經說:好像牛去被宰殺
[00:06:25.680 --> 00:06:29.560]  又好像雀鳥急投羅網
[00:06:29.560 --> 00:06:33.160]  急速進入這些羅網裡面
[00:06:33.160 --> 00:06:35.160]  但是不知道其實過程當中
[00:06:35.160 --> 00:06:38.080]  是賠償自己的生命
[00:06:38.080 --> 00:06:40.080]  因為有太多其他世上的事情
[00:06:40.080 --> 00:06:41.920]  在不斷呼喚我們
[00:06:41.920 --> 00:06:44.600]  跟隨我吧
[00:06:44.600 --> 00:06:46.200]  你得到我
[00:06:46.200 --> 00:06:48.160]  你有前途
[00:06:48.160 --> 00:06:49.400]  你得到我
[00:06:49.400 --> 00:06:52.520]  你可以出人頭地
[00:06:52.520 --> 00:06:54.840]  有很多不斷的呼喚來到的時候
[00:06:54.840 --> 00:06:58.600]  聖經提醒我們去選擇智慧
[00:06:58.600 --> 00:07:01.880]  因此來到後面的八章十一節的時候
[00:07:01.880 --> 00:07:04.000]  聖經強調一件事情
[00:07:04.000 --> 00:07:06.400]  因為智慧比寶石更美
[00:07:06.400 --> 00:07:09.280]  一切可喜愛的
[00:07:09.280 --> 00:07:13.520]  包括你很歡喜想得到的一些物件
[00:07:13.520 --> 00:07:15.040]  一些感情
[00:07:15.040 --> 00:07:16.680]  一些成就
[00:07:16.680 --> 00:07:23.000]  這些一切一切都不足以與智慧比較
[00:07:23.000 --> 00:07:25.280]  智慧是珠寶貴的
[00:07:25.280 --> 00:07:27.400]  是值得你付上一切代價
[00:07:27.400 --> 00:07:31.080]  去尋找去得著
[00:07:31.080 --> 00:07:33.200]  因此來到我們今天讀的一段經文
[00:07:33.200 --> 00:07:36.560]  八章十二節就開始說一件事情
[00:07:36.560 --> 00:07:38.720]  要能夠有智慧
[00:07:38.720 --> 00:07:41.960]  是必須要敬畏神
[00:07:41.960 --> 00:07:43.000]  智慧第一身
[00:07:43.000 --> 00:07:44.080]  自己就說
[00:07:44.080 --> 00:07:46.520]  我智慧以靈巧為居所
[00:07:46.520 --> 00:07:49.600]  又尋得知識和智謀
[00:07:49.600 --> 00:07:52.880]  將它的內涵很清楚地說出來
[00:07:52.880 --> 00:07:56.200]  智慧是由靈巧
[00:07:56.200 --> 00:07:58.200]  是由知識
[00:07:58.200 --> 00:08:00.200]  是由智謀
[00:08:00.200 --> 00:08:02.400]  另一處聖經的翻譯就說到
[00:08:02.400 --> 00:08:04.400]  我有見識
[00:08:04.400 --> 00:08:07.800]  見識是說在不同的處境當中
[00:08:07.800 --> 00:08:09.800]  衡量很多不同的原則
[00:08:09.800 --> 00:08:12.400]  很多不同價值的觀念
[00:08:12.400 --> 00:08:14.000]  你知道那個處境
[00:08:14.000 --> 00:08:15.400]  明白那個真理
[00:08:15.400 --> 00:08:18.600]  以至能夠作出合適的決定
[00:08:18.600 --> 00:08:19.600]  有知識
[00:08:19.600 --> 00:08:22.200]  有健全的判斷力
[00:08:22.200 --> 00:08:24.200]  那個心靈是清醒的
[00:08:24.200 --> 00:08:28.200]  不會被別人很多的迷惑影響你
[00:08:28.200 --> 00:08:31.000]  你能夠知道是非
[00:08:31.000 --> 00:08:35.000]  以致作出有健全健康的判斷
[00:08:35.000 --> 00:08:37.200]  以致能夠可以作出
[00:08:37.200 --> 00:08:40.400]  光明的一些決定
[00:08:40.400 --> 00:08:41.600]  當我們說到這個時候
[00:08:41.600 --> 00:08:43.400]  大家都會很明白
[00:08:43.400 --> 00:08:46.800]  在這個時代我們見到所面對的世界
[00:08:46.800 --> 00:08:50.600]  充滿著各種的虛荒
[00:08:50.600 --> 00:08:52.400]  有些好像很有道理的
[00:08:52.400 --> 00:08:55.800]  你仔細一聽其實是歪理
[00:08:55.800 --> 00:08:57.400]  很多覺得是真實的
[00:08:57.400 --> 00:09:00.600]  看清楚是假的
[00:09:00.600 --> 00:09:03.000]  特別我們今天這個數碼
[00:09:03.000 --> 00:09:06.200]  這個AI的年代
[00:09:06.200 --> 00:09:08.200]  你有沒有見過有些人物
[00:09:08.200 --> 00:09:09.600]  明明是他
[00:09:09.600 --> 00:09:12.800]  他說了一句話是很真實的
[00:09:12.800 --> 00:09:15.400]  我們發覺原來是AI製作出來的
[00:09:15.400 --> 00:09:18.000]  是生成的一些物品
[00:09:18.000 --> 00:09:20.800]  這個年代我們學會了兩個字
[00:09:20.800 --> 00:09:24.600]  叫做心偽
[00:09:24.600 --> 00:09:26.000]  虛偽的偽
[00:09:26.000 --> 00:09:30.200]  深刻的一些虛假的事情
[00:09:30.200 --> 00:09:34.200]  你發覺在你身邊會常常出現
[00:09:34.200 --> 00:09:35.800]  這個年代我們更加需要
[00:09:35.800 --> 00:09:39.800]  有神給我們的智慧去分辨真假
[00:09:39.800 --> 00:09:43.600]  我們不至於受到誘惑
[00:09:43.600 --> 00:09:45.400]  就在《英國聖經》裏面提及到
[00:09:45.400 --> 00:09:49.000]  那種智慧的內涵的時候
[00:09:49.000 --> 00:09:52.000]  然後他立刻在第十三節
[00:09:52.000 --> 00:09:56.400]  就將智慧和敬畏神連繫在一起
[00:09:56.400 --> 00:09:57.600]  所以十二節之後
[00:09:57.600 --> 00:09:59.200]  十三節聖經就說
[00:09:59.200 --> 00:10:03.000]  敬畏耶和華就是
[00:10:03.000 --> 00:10:06.200]  恨惡邪惡
[00:10:06.200 --> 00:10:07.800]  當然我們知道敬畏神
