
[00:00:00.000 --> 00:00:05.520]  今天是我的系列最後一節
[00:00:05.520 --> 00:00:08.880]  所以大家要跟我告別
[00:00:08.880 --> 00:00:10.480]  不是的 我十月還會回來的
[00:00:10.480 --> 00:00:11.440]  十二月也會來
[00:00:11.440 --> 00:00:15.680]  十月會來講猜拳的訊息
[00:00:15.680 --> 00:00:17.600]  叫做我的中國心
[00:00:17.600 --> 00:00:20.240]  十二月會講一個聖誕訊息
[00:00:20.240 --> 00:00:23.520]  叫做喬遷之主 聖誕之音
[00:00:23.520 --> 00:00:27.040]  那個才是最後一節
[00:00:27.040 --> 00:00:29.120]  不過也歡迎你們歡迎我
[00:00:29.120 --> 00:00:36.560]  大家都記得你們的主題叫愛理論社傳揚主愛
[00:00:36.560 --> 00:00:39.120]  所以當李牧師跟我聯絡的時候
[00:00:39.120 --> 00:00:40.320]  我問他說什麼
[00:00:40.320 --> 00:00:42.400]  他說你針對傳福音方面
[00:00:42.400 --> 00:00:44.800]  所以今年跟大家講四堂訊息
[00:00:44.800 --> 00:00:46.000]  第一堂你們記得嗎
[00:00:46.000 --> 00:00:47.840]  不負所託
[00:00:47.840 --> 00:00:49.600]  記得題目的嘛
[00:00:49.600 --> 00:00:52.640]  題目都不記得我就真的很難過
[00:00:52.640 --> 00:00:54.080]  不負所託
[00:00:54.080 --> 00:00:56.960]  接著有三堂叫福音鐵三角
[00:00:56.960 --> 00:00:58.720]  第一堂是合一
[00:00:58.720 --> 00:01:00.320]  第二堂是裝備
[00:01:00.320 --> 00:01:03.360]  第三堂就是作見證
[00:01:03.360 --> 00:01:05.440]  打了出來你都不看就沒得講了
[00:01:05.440 --> 00:01:09.280]  合一裝備作見證
[00:01:09.280 --> 00:01:15.120]  合一就是主比的命令
[00:01:15.120 --> 00:01:18.560]  裝備就是其實我這三堂是來自
[00:01:18.560 --> 00:01:20.240]  全部都是來自於韓福音的
[00:01:20.240 --> 00:01:21.200]  不知道大家有沒有留意
[00:01:21.200 --> 00:01:23.040]  包括第一堂不負所託都是
[00:01:23.040 --> 00:01:27.840]  合一就是根據韓福音主比的命令
[00:01:27.840 --> 00:01:31.040]  裝備就是根據主講的教導
[00:01:31.040 --> 00:01:34.240]  見證就是因為主行的神蹟
[00:01:34.240 --> 00:01:35.840]  這三件事
[00:01:35.840 --> 00:01:38.880]  主內要合一
[00:01:38.880 --> 00:01:40.640]  對己要裝備
[00:01:40.640 --> 00:01:42.880]  對人要作見證
[00:01:42.880 --> 00:01:45.920]  這就是福音的鐵三角
[00:01:45.920 --> 00:01:47.840]  合一是為了承擔
[00:01:47.840 --> 00:01:49.920]  我和你們看看你們記不記得
[00:01:49.920 --> 00:01:52.000]  我沒有powerpoint打出來
[00:01:52.000 --> 00:01:53.440]  合一是為了承擔
[00:01:53.440 --> 00:01:55.760]  合一是可以承受
[00:01:55.760 --> 00:01:56.800]  記得嗎
[00:01:56.800 --> 00:01:58.640]  你要承擔使命
[00:01:58.640 --> 00:02:00.160]  你一定要合一
[00:02:00.160 --> 00:02:02.560]  加和才是萬事興
[00:02:02.560 --> 00:02:04.080]  合一是為了承受
[00:02:04.080 --> 00:02:07.040]  因為這個世界是和我們不妥的
[00:02:07.040 --> 00:02:09.040]  你不要外面狂風暴雨
[00:02:09.040 --> 00:02:10.880]  裡面就閃電
[00:02:10.880 --> 00:02:12.800]  所以合一幫我們承擔
[00:02:12.800 --> 00:02:14.560]  合一可以幫我們承受
[00:02:14.560 --> 00:02:15.760]  所以我提醒大家
[00:02:15.760 --> 00:02:16.560]  為了合一
[00:02:16.560 --> 00:02:18.000]  一人少一句
[00:02:18.000 --> 00:02:19.760]  有些你可以講
[00:02:19.760 --> 00:02:20.800]  你有權利講
[00:02:20.800 --> 00:02:23.680]  不過不講就沒人什麼的
[00:02:23.680 --> 00:02:26.560]  不講就大家都好一點
[00:02:26.560 --> 00:02:28.080]  一人多走一步
[00:02:28.080 --> 00:02:29.840]  因為大家建立關係
[00:02:29.840 --> 00:02:32.080]  很多事情都沒什麼關係
[00:02:32.080 --> 00:02:33.440]  多問一句
[00:02:33.440 --> 00:02:34.400]  多聽一會
[00:02:34.400 --> 00:02:35.520]  多想一會
[00:02:35.520 --> 00:02:37.840]  就真是加和萬事興
[00:02:37.840 --> 00:02:39.760]  這個不單用在神的家
[00:02:39.760 --> 00:02:41.600]  用在人的家也一樣
[00:02:41.600 --> 00:02:43.680]  很多事情不用這麼牢騷
[00:02:43.680 --> 00:02:45.120]  很多事情不用這麼勞氣
[00:02:45.120 --> 00:02:46.480]  這麼勞氣做什麼呢
[00:02:46.480 --> 00:02:49.120]  大家開心不是好一點嗎
[00:02:49.120 --> 00:02:52.160]  第二篇我們講到合一的裝備
[00:02:52.160 --> 00:02:54.960]  裝備的需要
[00:02:54.960 --> 00:02:57.280]  我提到很多時候我們傳福音
[00:02:57.280 --> 00:02:58.000]  為什麼不傳
[00:02:58.000 --> 00:02:59.040]  因為不懂得講
[00:02:59.040 --> 00:03:00.560]  所以不要不懂得講
[00:03:00.560 --> 00:03:02.640]  也不要亂講
[00:03:02.640 --> 00:03:03.920]  有些人傳福音
[00:03:03.920 --> 00:03:05.440]  我們說他不講好過講
[00:03:05.440 --> 00:03:07.120]  真是這樣的
[00:03:07.120 --> 00:03:08.400]  裝備的可能
[00:03:08.400 --> 00:03:09.520]  為什麼我們能夠裝備呢
[00:03:09.520 --> 00:03:11.200]  因為我們心中有聖靈
[00:03:11.200 --> 00:03:13.120]  身邊有同伴
[00:03:13.120 --> 00:03:14.800]  所以大家要裝備
[00:03:14.800 --> 00:03:17.120]  報道不只是等報道會
[00:03:17.120 --> 00:03:19.120]  報道是生活報道
[00:03:19.120 --> 00:03:20.560]  是人生報道
[00:03:20.560 --> 00:03:22.800]  第三篇講作見證
[00:03:22.800 --> 00:03:26.000]  這就是主耶穌的神蹟
[00:03:26.000 --> 00:03:27.200]  第一課的時候
[00:03:27.200 --> 00:03:28.080]  我也有提到
[00:03:28.080 --> 00:03:32.480]  耶穌傳道其實是有東西聽有東西看
[00:03:32.480 --> 00:03:34.080]  祂不只是只有一張嘴
[00:03:34.080 --> 00:03:35.440]  祂還看得見
[00:03:35.440 --> 00:03:36.960]  不是說就天下無敵
[00:03:36.960 --> 00:03:38.800]  做就無能為力
[00:03:38.800 --> 00:03:42.000]  說的是為了傳講天國的道理
[00:03:42.000 --> 00:03:44.880]  而做是為了證實神子的身份
[00:03:44.880 --> 00:03:45.840]  所以耶穌來的時候
[00:03:45.840 --> 00:03:48.640]  祂不是說到處傳道嗎
[00:03:48.640 --> 00:03:50.800]  祂不是說到處醫病嗎
[00:03:50.800 --> 00:03:54.000]  祂傳道就是傳講天國的福音
[00:03:54.000 --> 00:03:55.520]  祂做是行神蹟
[00:03:55.520 --> 00:03:59.760]  醫病就是證實神子的身份
[00:03:59.760 --> 00:04:02.480]  若看福音有機會再看
[00:04:02.480 --> 00:04:05.280]  有七個宣告有七個實跡
[00:04:05.280 --> 00:04:06.960]  宣告祂的身份
[00:04:06.960 --> 00:04:09.760]  和證實祂的身份
[00:04:09.760 --> 00:04:11.280]  今天第一課講
[00:04:11.280 --> 00:04:14.240]  就是講見證的需要
[00:04:14.240 --> 00:04:16.320]  在馬達福音第十一章
[00:04:16.320 --> 00:04:19.600]  我這個好像不太聽話
[00:04:19.600 --> 00:04:21.840]  你按還是我按
[00:04:21.840 --> 00:04:23.200]  我按的
[00:04:23.200 --> 00:04:25.680]  這個自己做了自己不知道
[00:04:25.680 --> 00:04:28.880]  這裡講的是施洗約翰
[00:04:28.880 --> 00:04:31.520]  他坐牢
[00:04:31.520 --> 00:04:33.840]  他聽見耶穌所做的事
[00:04:33.840 --> 00:04:34.960]  他找人去問耶穌
[00:04:34.960 --> 00:04:36.880]  將來要來的是不是你呢
[00:04:36.880 --> 00:04:38.160]  耶穌怎麼回答他呢
[00:04:38.160 --> 00:04:40.480]  他叫人們回去告訴他
[00:04:40.480 --> 00:04:44.000]  將你們所聽見所看見的告訴他
[00:04:44.000 --> 00:04:47.920]  「乞子看見,瓊子行走,長大麻風的潔靜,
[00:04:47.920 --> 00:04:52.400]  聾子聽見,死人復活,窮人有福音傳給他們。」
[00:04:52.400 --> 00:04:54.720]  這個就是耶穌讓人知道
[00:04:54.720 --> 00:04:57.120]  祂是神子的身份
[00:04:57.120 --> 00:04:59.440]  在約翰福音十五章二十二節
[00:04:59.440 --> 00:05:01.360]  你們剛才有讀過其中一節
[00:05:01.360 --> 00:05:04.240]  就是耶穌說如果我沒有教訓他們
[00:05:04.240 --> 00:05:06.560]  如果我沒有行過神蹟的話
[00:05:06.560 --> 00:05:07.760]  他們就沒有罪
[00:05:07.760 --> 00:05:09.680]  但是祂做了祂說了
[00:05:09.680 --> 00:05:11.440]  但是人們不信的時候
[00:05:11.440 --> 00:05:15.280]  祂就無可推諉
[00:05:15.280 --> 00:05:19.280]  約翰福音二十章剛才應該有讀過
[00:05:19.280 --> 00:05:22.960]  就是叫你們信耶穌是基督是神的兒子
[00:05:22.960 --> 00:05:24.560]  而且叫你們信了祂
[00:05:24.560 --> 00:05:26.800]  可以因祂的名得生命
[00:05:26.800 --> 00:05:29.440]  所以耶穌宣講天國的福音
[00:05:29.440 --> 00:05:31.920]  他從事要證實祂是神子的身份
[00:05:31.920 --> 00:05:34.640]  他行神蹟騎士讓人看見
[00:05:34.640 --> 00:05:36.000]  這些是他的見證
[00:05:36.000 --> 00:05:36.720]  見證什麼呢?
[00:05:36.720 --> 00:05:38.320]  見證我是由神來
[00:05:38.320 --> 00:05:40.720]  我是神的兒子
[00:05:40.720 --> 00:05:43.200]  於是人信祂可以得生命
[00:05:43.200 --> 00:05:45.520]  所以到後來馬克福音的後期
[00:05:45.520 --> 00:05:48.960]  最後他有說神用自己的旨意
[00:05:48.960 --> 00:05:51.760]  旨意就是神有自己的定義
[00:05:51.760 --> 00:05:52.560]  如何去做
[00:05:52.560 --> 00:05:55.040]  他用神蹟騎士、百般義能
[00:05:55.040 --> 00:05:58.560]  聖靈的恩賜和門徒做見證
[00:05:58.560 --> 00:06:01.600]  因為初期建立教會沒有人聽
[00:06:01.600 --> 00:06:03.600]  新的傳書還沒寫完
[00:06:03.600 --> 00:06:05.200]  很多東西都還沒完成
[00:06:05.200 --> 00:06:07.840]  所以他需要有神蹟騎士、百般義能
[00:06:07.840 --> 00:06:09.680]  和聖靈的恩賜
[00:06:09.680 --> 00:06:12.320]  來幫他們做見證
[00:06:12.320 --> 00:06:14.560]  另外在希伯來書
[00:06:14.560 --> 00:06:20.000]  馬克福音信六章有說到
[00:06:20.000 --> 00:06:24.880]  到處用神蹟隨著證實所傳的道
[00:06:24.880 --> 00:06:26.880]  證實這件事很重要
[00:06:26.880 --> 00:06:29.600]  剛才我說過口講無憑
[00:06:29.600 --> 00:06:31.520]  真的需要眼見為實
[00:06:31.520 --> 00:06:33.120]  所以我們叫人信耶穌
[00:06:33.120 --> 00:06:35.120]  信耶穌會問你為什麼要信
[00:06:35.120 --> 00:06:37.200]  你有原因告訴他
[00:06:37.200 --> 00:06:38.320]  有東西讓他看得到
[00:06:38.320 --> 00:06:40.160]  不僅是說而且要看得到
[00:06:40.160 --> 00:06:42.000]  所以有兩句說話
[00:06:42.000 --> 00:06:50.320]  他說產品會有代言人
[00:06:50.320 --> 00:06:53.200]  福音要有見證人
[00:06:53.200 --> 00:06:57.040]  為什麼打球的人賺那麼多錢
[00:06:57.040 --> 00:06:58.320]  因為他是代言人
[00:06:58.320 --> 00:07:01.600]  不用工作也有錢落袋
[00:07:01.600 --> 00:07:03.760]  耶穌傳道開始的時候
[00:07:03.760 --> 00:07:05.680]  宣講天國的福音
[00:07:05.680 --> 00:07:06.960]  馬克福音一章十五節說
[00:07:06.960 --> 00:07:10.800]  神的國近你們要當悔改信福音
[00:07:10.800 --> 00:07:12.800]  意思是人要改變
[00:07:12.800 --> 00:07:15.920]  人要悔改要有不同
[00:07:15.920 --> 00:07:18.720]  所以你信耶穌前後沒有分別
[00:07:18.720 --> 00:07:22.720]  別人很難覺得你的福音有效
[00:07:22.720 --> 00:07:24.720]  信與不信沒有分別
[00:07:24.720 --> 00:07:28.080]  如果我告訴你吃了這東西會瘦
[00:07:28.080 --> 00:07:29.840]  你吃了多久?十年
[00:07:29.840 --> 00:07:31.120]  有沒有變輕?沒有
[00:07:31.120 --> 00:07:32.720]  那誰會吃呢?
[00:07:32.720 --> 00:07:33.840]  沒有人會
[00:07:33.840 --> 00:07:35.920]  所以作見證告訴別人
[00:07:35.920 --> 00:07:37.280]  福音是好的
[00:07:37.280 --> 00:07:38.640]  神是有能力的
[00:07:38.640 --> 00:07:40.640]  要從你身上看到才行
[00:07:40.640 --> 00:07:42.080]  看不到不行
[00:07:42.080 --> 00:07:44.720]  國內有人說廣東話
