
[00:00:00.000 --> 00:00:05.000]  各位電影姐妹 各位朋友你們好
[00:00:05.000 --> 00:00:10.000]  歡迎大家參加三藩市博導會五堂崇拜
[00:00:10.000 --> 00:00:14.000]  我們今天繼續思想啟示錄的訊息
[00:00:14.000 --> 00:00:19.000]  我們去到第十一講 啟示錄第四章第四節至十一節
[00:00:19.000 --> 00:00:23.000]  天堂剪影 開始的時候我們同心討告
[00:00:23.000 --> 00:00:28.000]  天父我們再一次感謝你 讓你有機會一同敬拜侍奉你
[00:00:28.000 --> 00:00:34.000]  求你藉著你的話語去提醒 減免教導 安慰 督責 改變我們
[00:00:34.000 --> 00:00:37.000]  奉耶穌基督命求 阿們
[00:00:37.000 --> 00:00:40.000]  啟示錄有兩個非常鮮明的主題
[00:00:40.000 --> 00:00:42.000]  第一就是苦難
[00:00:42.000 --> 00:00:47.000]  這是屬於我們現今世代的一個特色
[00:00:47.000 --> 00:00:51.000]  所以在約翰·寫信比七個教會的家書裏面
[00:00:51.000 --> 00:00:54.000]  幾乎所有教會都有同一個挑戰
[00:00:54.000 --> 00:00:57.000]  就是怎樣去面對苦難
[00:00:57.000 --> 00:01:01.000]  到了末世的時候 啟示錄更加直接是七因 七號 七碗
[00:01:01.000 --> 00:01:05.000]  神怎樣利用這個災難來審判這個世界
[00:01:05.000 --> 00:01:11.000]  第二就是神的活艷 威嚴 權柄 慈愛
[00:01:11.000 --> 00:01:14.000]  而帶給我們的敬拜
[00:01:14.000 --> 00:01:17.000]  尤其是在末世的天堂裏面
[00:01:17.000 --> 00:01:22.000]  我們有機會目睹神的榮光 威嚴 是何等的震撼
[00:01:22.000 --> 00:01:27.000]  以致我們能夠俯伏敬拜 說勝在 勝在 勝在之神
[00:01:27.000 --> 00:01:31.000]  是昔在 今在 以後永在的全能者
[00:01:31.000 --> 00:01:34.000]  面對著這兩個主題的時候
[00:01:34.000 --> 00:01:36.000]  苦難的課題我們可以理解
[00:01:36.000 --> 00:01:40.000]  亦都很渴望有一天能夠脫離這個苦難的困擾
[00:01:40.000 --> 00:01:44.000]  但神的活艷和敬拜的問題
[00:01:44.000 --> 00:01:46.000]  尤其是在天堂所發生的
[00:01:46.000 --> 00:01:50.000]  我們就感到有些離地 虛妙和不切實際
[00:01:50.000 --> 00:01:53.000]  通常我們會問兩個問題
[00:01:53.000 --> 00:01:56.000]  第一 天堂究竟是怎樣的呢?
[00:01:56.000 --> 00:01:59.000]  第二 我們天堂做些甚麼呢?
[00:01:59.000 --> 00:02:02.000]  難道我們日以繼夜的敬拜歌頌
[00:02:02.000 --> 00:02:05.000]  分分鐘說勝在 勝在 勝在嗎?
[00:02:05.000 --> 00:02:11.000]  現在有不少弟兄姊妹覺得崇拜一個小時都嫌長
[00:02:11.000 --> 00:02:15.000]  將來永恆敬拜豈不是更痛苦?
[00:02:15.000 --> 00:02:18.000]  我相信我們要研讀一下
[00:02:18.000 --> 00:02:21.000]  聖經裏面對天堂的看法
[00:02:21.000 --> 00:02:23.000]  所以今天我們所說的經文
[00:02:23.000 --> 00:02:26.000]  我給的題目叫天堂剪影
[00:02:26.000 --> 00:02:29.000]  我們可以從兩方面去理解天堂的意思
[00:02:29.000 --> 00:02:34.000]  第一 是從舊約和啟示文學去理解
[00:02:34.000 --> 00:02:37.000]  猶太人對天堂的看法
[00:02:37.000 --> 00:02:42.000]  第二 就是從整本啟示錄去理解這個問題
[00:02:42.000 --> 00:02:44.000]  在猶太人的觀念裏面
[00:02:44.000 --> 00:02:48.000]  天堂這個字是有不同的涵義的
[00:02:48.000 --> 00:02:50.000]  創世紀第一章第一節說
[00:02:50.000 --> 00:02:53.000]  起初神創造天地
[00:02:53.000 --> 00:02:56.000]  原文是說神創造天堂和地球
[00:02:56.000 --> 00:03:00.000]  很明顯所謂天堂是指天空
[00:03:00.000 --> 00:03:05.000]  有天有地全部是神所創造的
[00:03:05.000 --> 00:03:08.000]  但是在舊約裏面所提到的天堂
[00:03:08.000 --> 00:03:11.000]  往往又不是指天空
[00:03:11.000 --> 00:03:14.000]  例如列王記上第八章三十字
[00:03:14.000 --> 00:03:21.000]  「李伯人和李文爾斯烈向此處祈禱的時候
[00:03:21.000 --> 00:03:24.000]  求你在天上」其實這個「天上」就是天堂
[00:03:24.000 --> 00:03:29.000]  「求你在天堂你們居所誰聽而赦免」
[00:03:29.000 --> 00:03:34.000]  這裏的重點不是指某一個地方叫做天堂
[00:03:34.000 --> 00:03:36.000]  或者是指天空
[00:03:36.000 --> 00:03:40.000]  而是指神的所在 神的自處
[00:03:40.000 --> 00:03:43.000]  所以「寶座」這個字「上上」這個字
[00:03:43.000 --> 00:03:45.000]  「天堂」這個字連在一起
[00:03:45.000 --> 00:03:49.000]  神的住處 神的寶座
[00:03:49.000 --> 00:03:51.000]  就是神的所在
[00:03:51.000 --> 00:03:53.000]  The presence of God
[00:03:53.000 --> 00:03:55.000]  在列王記上第22章19節
[00:03:55.000 --> 00:03:58.000]  或者詩篇第80篇第一章第一節
[00:03:58.000 --> 00:04:01.000]  100年3篇第19節都有這樣的意思
[00:04:01.000 --> 00:04:03.000]  好像詩篇100年3篇說
[00:04:03.000 --> 00:04:06.000]  「耶和華是在天上納定寶座
[00:04:06.000 --> 00:04:09.000]  他的權柄統管萬有」
[00:04:09.000 --> 00:04:12.000]  我們發現一個非常有趣的地方
[00:04:12.000 --> 00:04:15.000]  你看遍整本《舊約聖經》
[00:04:15.000 --> 00:04:19.000]  從沒有提過我們死了之後會上天堂
[00:04:19.000 --> 00:04:24.000]  《舊約》似乎沒有說死了之後去天堂這個觀念
[00:04:24.000 --> 00:04:28.000]  譬如《約伯記》第19章27至28節
[00:04:28.000 --> 00:04:30.000]  《約伯記》說到他死了之後
[00:04:30.000 --> 00:04:32.000]  他怎麼形容呢?他怎麼說呢?
[00:04:32.000 --> 00:04:35.000]  他說「沒了必站立在地上
[00:04:35.000 --> 00:04:37.000]  我者皮肉滅絕之後
[00:04:37.000 --> 00:04:40.000]  我必在肉體之外得見神」
[00:04:40.000 --> 00:04:43.000]  死後上天堂這個觀念
[00:04:43.000 --> 00:04:46.000]  在《舊約》裏面找不到的
[00:04:46.000 --> 00:04:49.000]  《約伯記》沒有說我死了之後上天堂
[00:04:49.000 --> 00:04:50.000]  他怎麼說呢?
[00:04:50.000 --> 00:04:52.000]  他說「在我皮肉滅絕之後
[00:04:52.000 --> 00:04:57.000]  我必在肉體之外得見上帝」
[00:04:57.000 --> 00:05:02.000]  究竟死後上天堂這個觀念是何時產生的呢?
[00:05:02.000 --> 00:05:05.000]  我們一些研究就會知道
[00:05:05.000 --> 00:05:09.000]  這個觀念是在《兩約》期間才出現的
[00:05:09.000 --> 00:05:12.000]  所謂《兩約》期間就是指《舊約》完結了
[00:05:12.000 --> 00:05:15.000]  《新約》還沒開始
[00:05:15.000 --> 00:05:18.000]  這一段時間我們叫做《兩約》之間
[00:05:18.000 --> 00:05:23.000]  原來在這段時間裏面有很多啟示文學的出現
[00:05:23.000 --> 00:05:26.000]  譬如《以諾書》、《巴陸書》、《瑪加比書》
[00:05:26.000 --> 00:05:30.000]  不少這些著作我們列為旁經
[00:05:30.000 --> 00:05:33.000]  而在這些啟示文學裏面
[00:05:33.000 --> 00:05:35.000]  有些人以為我們死了之後
[00:05:35.000 --> 00:05:37.000]  或者世界末了
[00:05:37.000 --> 00:05:40.000]  我們會和上帝同住
[00:05:40.000 --> 00:05:43.000]  這個就是所謂上天堂
[00:05:43.000 --> 00:05:45.000]  也有不少的啟示文學
[00:05:45.000 --> 00:05:48.000]  譬如《以諾書》第五章七至十一節
[00:05:48.000 --> 00:05:50.000]  二十五章三至七節
[00:05:50.000 --> 00:05:53.000]  或者《巴陸書》七十三至七十四章
[00:05:53.000 --> 00:05:55.000]  它不是說在天堂
[00:05:55.000 --> 00:05:58.000]  它說神另了一個新天新地
[00:05:58.000 --> 00:06:00.000]  我們在那裏
[00:06:00.000 --> 00:06:03.000]  神和我們永遠同住
[00:06:03.000 --> 00:06:06.000]  所以無論如何在舊約聖經裏面
[00:06:06.000 --> 00:06:08.000]  天堂不是指某一個地方
[00:06:08.000 --> 00:06:10.000]  physical place 不是
[00:06:10.000 --> 00:06:12.000]  而是指神的所在
[00:06:12.000 --> 00:06:14.000]  在啟示文學裏面
[00:06:14.000 --> 00:06:17.000]  也有說我們將來是和神同住
[00:06:17.000 --> 00:06:19.000]  這是第一方面我們要理解的
[00:06:19.000 --> 00:06:24.000]  第二方面我們是從整個啟示錄去理解天堂的意思
[00:06:24.000 --> 00:06:29.000]  除了啟示錄第四章一至十一節提到天堂的景象之外
[00:06:29.000 --> 00:06:33.000]  我們也可以看到啟示錄二十一章二十二章
[00:06:33.000 --> 00:06:37.000]  可以說是比較詳盡說明幕後天堂的景象是怎樣
[00:06:37.000 --> 00:06:40.000]  所以我稱為天堂剪影
[00:06:40.000 --> 00:06:43.000]  大概來說我們分四方面說
[00:06:43.000 --> 00:06:45.000]  第一將來的地方
[00:06:45.000 --> 00:06:48.000]  聖經說是新天新地
[00:06:48.000 --> 00:06:52.000]  就好像啟示錄二十一章第一節至三節
[00:06:52.000 --> 00:06:55.000]  我又看見一個新天新地
[00:06:55.000 --> 00:06:57.000]  因為先前的天地已經過去了
[00:06:57.000 --> 00:06:59.000]  海也不再有了
[00:06:59.000 --> 00:07:02.000]  我又看見聖城新耶路撒冷
[00:07:02.000 --> 00:07:06.000]  但神在那裏從天而降預備好了
[00:07:06.000 --> 00:07:09.000]  就如新府裝飾整齊等候丈夫
[00:07:09.000 --> 00:07:12.000]  我聽見有大聲音從寶座出來說
[00:07:12.000 --> 00:07:14.000]  看啊 神的帳幕在人間
[00:07:14.000 --> 00:07:16.000]  祂要與人同住
[00:07:16.000 --> 00:07:18.000]  他們要作祂的子民
[00:07:18.000 --> 00:07:20.000]  神要親自與他們同在
[00:07:20.000 --> 00:07:22.000]  作他們的神
[00:07:22.000 --> 00:07:24.000]  很明顯由這段聖經看來
[00:07:24.000 --> 00:07:27.000]  我們知道啟示錄的描繪天堂
[00:07:27.000 --> 00:07:30.000]  是有濃厚的舊約背景
[00:07:30.000 --> 00:07:34.000]  和兩約之間啟示的文學背景
[00:07:34.000 --> 00:07:37.000]  天堂在舊約聖經來說
[00:07:37.000 --> 00:07:39.000]  就是神的所在
[00:07:39.000 --> 00:07:41.000]  神的住處
[00:07:41.000 --> 00:07:42.000]  Dwelling of God
[00:07:42.000 --> 00:07:45.000]  希伯來文的Shikana這個字
[00:07:45.000 --> 00:07:47.000]  就是指神的榮光
[00:07:47.000 --> 00:07:49.000]  神的活現
[00:07:49.000 --> 00:07:52.000]  在《春海及記》第三十三章二十節
[00:07:52.000 --> 00:07:55.000]  出現了Shikana這個字
[00:07:55.000 --> 00:07:58.000]  所以Shikana這個字指神的活現
[00:07:58.000 --> 00:08:01.000]  The Presence of God
[00:08:01.000 --> 00:08:03.000]  而啟示的文學
[00:08:03.000 --> 00:08:06.000]  例如以諾書提到末日之後
[00:08:06.000 --> 00:08:10.000]  神的子民就與神同住
[00:08:10.000 --> 00:08:12.000]  稱為新天新地
[00:08:12.000 --> 00:08:14.000]  又稱為新耶路撒冷
[00:08:14.000 --> 00:08:16.000]  這個在啟示文學的觀念
[00:08:16.000 --> 00:08:18.000]  是非常流行
[00:08:18.000 --> 00:08:20.000]  所以我們可以看出
[00:08:20.000 --> 00:08:25.000]  在啟示錄提到天堂或新天新地
[00:08:25.000 --> 00:08:27.000]  有濃厚舊約聖經
[00:08:27.000 --> 00:08:30.000]  提到神的住處不是一個物質的地方
[00:08:30.000 --> 00:08:35.000]  也提到是神和人共住的地方
[00:08:35.000 --> 00:08:38.000]  稱為新耶路撒冷城
[00:08:38.000 --> 00:08:40.000]  或是新天新地
[00:08:40.000 --> 00:08:41.000]  第二
[00:08:41.000 --> 00:08:44.000]  在新天新地有第二個特色
[00:08:44.000 --> 00:08:46.000]  不再有苦難
[00:08:46.000 --> 00:08:49.000]  例如第二十一章第四節
