
[00:00:00.000 --> 00:00:05.120]  大家好 特別如果你正在吃的話請你繼續吃
[00:00:05.120 --> 00:00:07.560]  但是我今天的題目很短的
[00:00:07.560 --> 00:00:10.520]  可能你趕著兩分鐘上班都說一次
[00:00:10.520 --> 00:00:15.080]  因為快樂的事情一說到秘訣就不是很長的
[00:00:15.080 --> 00:00:17.040]  但是用到準備功夫就很多
[00:00:17.040 --> 00:00:21.680]  我想我主持完之後最多時間準備的是這次
[00:00:21.680 --> 00:00:24.640]  原因就是我要衡量一下
[00:00:24.640 --> 00:00:29.920]  這麼多種說快樂的辦法哪種最有效
[00:00:29.920 --> 00:00:34.720]  2月份應該是香港人最開心的月份
[00:00:34.720 --> 00:00:37.800]  上班少 要出糧
[00:00:37.800 --> 00:00:40.520]  有年初一是2月1號
[00:00:40.520 --> 00:00:44.040]  香港人不是很多天 有一場人節
[00:00:44.040 --> 00:00:48.400]  還有三天 不算今天就是2月份了
[00:00:48.400 --> 00:00:51.000]  你想起3月份很惆悵
[00:00:51.000 --> 00:00:55.400]  3月大31日 沒有什麼公眾假期
[00:00:55.400 --> 00:00:57.400]  可能減薪水
[00:00:57.400 --> 00:00:59.960]  很多事情都要預備的
[00:00:59.960 --> 00:01:01.800]  快樂是什麼呢?
[00:01:01.800 --> 00:01:04.400]  我在大學教書的時候
[00:01:04.400 --> 00:01:09.160]  幸好我一直都有一些很容易找參考資料的途徑
[00:01:09.160 --> 00:01:13.480]  其實有六樣很簡單的證實
[00:01:13.480 --> 00:01:16.040]  首先有一個證實了我想大家猜一下
[00:01:16.040 --> 00:01:19.840]  你猜快樂和年紀有沒有關係呢?
[00:01:19.840 --> 00:01:24.560]  有些人說有 有些人說沒有
[00:01:24.560 --> 00:01:27.400]  我相信說沒有的就沒有 有的就有
[00:01:27.400 --> 00:01:31.880]  但是其實在1995年已經證實了
[00:01:31.880 --> 00:01:34.240]  年齡的因素是沒有關係的
[00:01:34.240 --> 00:01:37.640]  就是說很年輕和年紀很大
[00:01:37.640 --> 00:01:40.440]  不會因為年紀大了或者太年輕
[00:01:40.440 --> 00:01:43.000]  於是快樂少了或者多了
[00:01:43.000 --> 00:01:43.760]  是沒有關係的
[00:01:43.760 --> 00:01:45.160]  是有另一些的影響去快樂的
[00:01:45.160 --> 00:01:47.080]  不關年歲的事
[00:01:47.080 --> 00:01:51.280]  第二件事就是和睡覺有沒有關係呢?
[00:01:51.280 --> 00:01:53.440]  是有的
[00:01:53.440 --> 00:01:59.040]  標準答案是1998年的研究報告說
[00:01:59.040 --> 00:02:01.720]  叫做Future
[00:02:01.720 --> 00:02:03.680]  這個不是Future 將來一個
[00:02:03.680 --> 00:02:05.600]  這個Future的研究說
[00:02:05.600 --> 00:02:08.080]  如果你睡夠八個小時
[00:02:08.080 --> 00:02:12.120]  你享受每天生活可以提供快樂的東西
[00:02:12.120 --> 00:02:14.560]  你是比一般人多8%的
[00:02:14.560 --> 00:02:16.320]  就是說如果你睏了
[00:02:16.320 --> 00:02:18.920]  你很開心遇到的事情
[00:02:18.920 --> 00:02:20.960]  你都不是特別享受到的
[00:02:20.960 --> 00:02:23.520]  這個定義是八個小時
[00:02:23.520 --> 00:02:26.320]  所以我很喜歡來這裡講下午聚會
[00:02:26.320 --> 00:02:28.680]  因為下午聚會來的人通常都是
[00:02:28.680 --> 00:02:30.240]  有機會快樂一些的
[00:02:30.240 --> 00:02:32.000]  就是你不開胃你不來
[00:02:32.000 --> 00:02:34.800]  開胃的人通常都是開心一些的
[00:02:34.800 --> 00:02:37.920]  第三件事就是和閱讀有沒有關係呢?
[00:02:37.920 --> 00:02:40.560]  就是其實看書、學習是有關係的
[00:02:40.560 --> 00:02:41.840]  但是強調Regular
[00:02:41.840 --> 00:02:44.400]  是固定習慣閱讀的人
[00:02:44.400 --> 00:02:46.720]  他的快樂程度是比一般
[00:02:46.720 --> 00:02:50.800]  很少固定看書的人多8%的
[00:02:50.800 --> 00:02:52.000]  這個是Scope的研究
[00:02:52.000 --> 00:02:54.640]  1999年的研究
[00:02:54.640 --> 00:02:57.360]  和幫助人有沒有關係呢?
[00:02:57.360 --> 00:02:58.560]  那些喜歡幫助人的
[00:02:58.560 --> 00:02:59.920]  他的自我形象
[00:02:59.920 --> 00:03:01.240]  就是喜歡自己的程度
[00:03:01.240 --> 00:03:03.640]  是比一般人多11%的
[00:03:03.640 --> 00:03:06.240]  就是說他時常都覺得我有用
[00:03:06.240 --> 00:03:07.720]  我有影響力
[00:03:07.720 --> 00:03:10.520]  或者很多事情因為我有份參加
[00:03:10.520 --> 00:03:11.880]  環境好了
[00:03:11.880 --> 00:03:14.120]  於是他對自己的欣賞程度高了
[00:03:14.120 --> 00:03:16.560]  是多11%的
[00:03:16.560 --> 00:03:19.480]  和想人生意義有沒有關係呢?
[00:03:19.480 --> 00:03:20.600]  是有的
[00:03:20.600 --> 00:03:22.640]  很明顯這個因素是高的
[00:03:22.640 --> 00:03:26.280]  是16%覺得自己的生命有價值
[00:03:26.280 --> 00:03:29.080]  如果你花的時間很具體很清楚
[00:03:29.080 --> 00:03:31.440]  為甚麼要做人呢?
[00:03:31.440 --> 00:03:35.240]  做人有甚麼是值得用心去做的呢?
[00:03:35.240 --> 00:03:38.000]  當你去找他的答案的時候
[00:03:38.000 --> 00:03:39.960]  你會大量提供給自己
[00:03:39.960 --> 00:03:41.560]  很多很有意思做的事情
[00:03:41.560 --> 00:03:43.240]  沒有你參考自己想到的
[00:03:43.240 --> 00:03:46.120]  你會多16%
[00:03:46.120 --> 00:03:47.440]  另一個研究說
[00:03:47.440 --> 00:03:50.800]  和一個人佔用時間有沒有關係呢?
[00:03:50.800 --> 00:03:52.040]  是有的
[00:03:52.040 --> 00:03:55.720]  那些每天有定工作
[00:03:55.720 --> 00:03:59.120]  休息、學習、時間表的人
[00:03:59.120 --> 00:04:01.960]  他較為執著於時間表的人
[00:04:01.960 --> 00:04:03.600]  是多15%的
[00:04:03.600 --> 00:04:06.360]  比那些兵來將擋
[00:04:06.360 --> 00:04:08.280]  有事做沒事做那些
[00:04:08.280 --> 00:04:10.560]  他們是不夠他們來的
[00:04:10.560 --> 00:04:11.200]  說到這裏
[00:04:11.200 --> 00:04:16.560]  這些是我們叫做一般較為有利的因素對快樂
[00:04:16.560 --> 00:04:20.680]  我於是就看最強的三個因素是甚麼呢?
[00:04:20.680 --> 00:04:21.960]  今天我題目說
[00:04:21.960 --> 00:04:23.720]  每天快樂的秘訣
[00:04:23.720 --> 00:04:25.400]  秘訣應該來說
[00:04:25.400 --> 00:04:28.120]  那個再肯定性
[00:04:28.120 --> 00:04:30.120]  應該是高於十多個百分比的東西
[00:04:30.120 --> 00:04:31.760]  於是我找到三個
[00:04:31.760 --> 00:04:32.960]  一個是24%
[00:04:32.960 --> 00:04:34.040]  一個是40%
[00:04:34.040 --> 00:04:35.680]  一個是絕對
[00:04:35.680 --> 00:04:40.320]  這幾個因素分別是在1997年之後被發明的
[00:04:40.320 --> 00:04:42.400]  第一個因素就是
[00:04:42.400 --> 00:04:47.640]  那些能夠表達他自己的需要
[00:04:47.640 --> 00:04:49.040]  或者求助
[00:04:49.040 --> 00:04:51.320]  或者很想有人幫忙
[00:04:51.320 --> 00:04:52.960]  但是你肯說出來
[00:04:52.960 --> 00:04:54.800]  肯開放說出來
[00:04:54.800 --> 00:04:55.920]  那種人
[00:04:55.920 --> 00:04:59.680]  他們滿意生活的機會率是高於24%的
[00:04:59.680 --> 00:05:01.360]  好像這些人是甚麼人呢?
[00:05:01.360 --> 00:05:03.800]  那些是肯甘願告訴別人
[00:05:03.800 --> 00:05:04.920]  我不行
[00:05:04.920 --> 00:05:06.200]  我不行
[00:05:06.200 --> 00:05:08.120]  譬如我以前看電台主持節目的時候
[00:05:08.120 --> 00:05:09.320]  有些人打電話來
[00:05:09.320 --> 00:05:10.160]  我覺得很奇怪
[00:05:10.160 --> 00:05:13.840]  為甚麼在大氣電波這麼多人聽著你
[00:05:13.840 --> 00:05:15.320]  你都肯說的
[00:05:15.320 --> 00:05:17.040]  那些人其實都很收拾
[00:05:17.040 --> 00:05:18.920]  又說破產 老婆不要他
[00:05:18.920 --> 00:05:20.240]  又說男朋友走了
[00:05:20.240 --> 00:05:21.600]  但是他都肯說
[00:05:21.600 --> 00:05:23.160]  當然他沒有說他吃甚麼
[00:05:23.160 --> 00:05:25.360]  我懷疑很多人認得那聲音
[00:05:25.360 --> 00:05:27.720]  我們電台沒有做那些音響處理
[00:05:27.720 --> 00:05:28.880]  但是那些人
[00:05:28.880 --> 00:05:31.000]  原來說完之後很開心的
[00:05:31.000 --> 00:05:32.720]  他開心不是因為我們回答得好
[00:05:32.720 --> 00:05:35.040]  而是他好像吃壞了
[00:05:35.040 --> 00:05:36.160]  釋放了
[00:05:36.160 --> 00:05:38.040]  這些是多於24%的
[00:05:38.040 --> 00:05:43.760]  如果你看一本最厲害影響證據的書就是聖經
[00:05:43.760 --> 00:05:44.680]  你看到那些
[00:05:44.680 --> 00:05:45.840]  譬如《馬學福音》
[00:05:45.840 --> 00:05:47.120]  說那些麻風的人
[00:05:47.120 --> 00:05:48.600]  《馬學福音》第一章
[00:05:48.600 --> 00:05:49.560]  他講一句話
[00:05:49.560 --> 00:05:52.600]  他說你若肯
[00:05:52.600 --> 00:05:53.760]  你若肯
[00:05:53.760 --> 00:05:54.960]  我就可以好了
[00:05:54.960 --> 00:05:55.960]  用耶穌講
[00:05:55.960 --> 00:05:58.320]  這個是一個很大的勇氣
[00:05:58.320 --> 00:05:59.880]  走出來這麼多人看著你
[00:05:59.880 --> 00:06:01.160]  麻風
[00:06:01.160 --> 00:06:05.880]  我想麻風是強過任何最羞恥的東西
[00:06:05.880 --> 00:06:08.400]  但是他說你若肯治療我
[00:06:08.400 --> 00:06:09.800]  我想我一定可以好了
[00:06:09.800 --> 00:06:12.640]  這些肯表達自己困難的人
[00:06:12.640 --> 00:06:14.600]  這些人竟然最容易得到
[00:06:14.600 --> 00:06:17.480]  最後的開心和舒服
[00:06:17.480 --> 00:06:19.360]  但是相反我們有沒有這種程度呢?
[00:06:19.360 --> 00:06:21.080]  男人比較難
[00:06:21.080 --> 00:06:22.080]  如果做電台
[00:06:22.080 --> 00:06:23.080]  等男人打電話來
[00:06:23.080 --> 00:06:24.840]  真的不得了
[00:06:24.840 --> 00:06:26.760]  就是不肯的
[00:06:26.760 --> 00:06:29.080]  很不樂意 很不肯
[00:06:29.080 --> 00:06:30.000]  有時候你想一下
[00:06:30.000 --> 00:06:30.760]  我舉個例子
[00:06:30.760 --> 00:06:31.680]  香港做得到
[00:06:31.680 --> 00:06:32.880]  做了四個月
[00:06:32.880 --> 00:06:35.560]  節目減少了12
[00:06:35.560 --> 00:06:39.240]  找人來求職
[00:06:39.240 --> 00:06:41.600]  示範建功
[00:06:41.600 --> 00:06:44.200]  原來真的打到這麼大
[00:06:44.200 --> 00:06:46.040]  打到找自己的親戚上去
[00:06:46.040 --> 00:06:47.480]  都找不到男人
[00:06:47.480 --> 00:06:49.600]  全部都是女人
[00:06:49.600 --> 00:06:50.840]  為什麼這樣呢?
[00:06:50.840 --> 00:06:52.680]  男性是很難被人看到的
[00:06:52.680 --> 00:06:54.040]  有些人是不行的
[00:06:54.040 --> 00:06:57.200]  所以這個證明為什麼男人患抑鬱症機會高一些
[00:06:57.200 --> 00:06:58.720]  因為放在心裡
[00:06:58.720 --> 00:06:59.600]  不肯表達出來
[00:06:59.600 --> 00:07:01.760]  所以如果你的人放在心裡
[00:07:01.760 --> 00:07:03.600]  你發落機會會低一些
[00:07:03.600 --> 00:07:05.840]  所以今天認識一下隔壁所有的人
[00:07:05.840 --> 00:07:07.240]  平時喝茶
[00:07:07.240 --> 00:07:12.680]  你自己的機會率會高了24%
[00:07:12.680 --> 00:07:14.200]  下一個更厲害
[00:07:14.200 --> 00:07:15.920]  高40%的
[00:07:15.920 --> 00:07:17.040]  你猜是什麼呢?
[00:07:17.040 --> 00:07:18.920]  就是說比不做這個行為高的
[00:07:18.920 --> 00:07:22.960]  就是說那些人肯用同情
[00:07:22.960 --> 00:07:26.000]  用很寬大的心腸對待別人的人
[00:07:26.000 --> 00:07:28.400]  他的發落程度高40%
[00:07:28.400 --> 00:07:29.560]  那怎麼解釋呢?
[00:07:29.560 --> 00:07:31.760]  就是說那些人肯原諒別人
[00:07:31.760 --> 00:07:32.840]  是不是這樣呢?
[00:07:32.840 --> 00:07:34.040]  我舉一個例子
[00:07:34.040 --> 00:07:35.920]  可能我在政府教醫
[00:07:35.920 --> 00:07:37.920]  我都經常說
[00:07:37.920 --> 00:07:40.800]  我的資料來源其實來自聖經
[00:07:40.800 --> 00:07:41.800]  為什麼呢?
[00:07:41.800 --> 00:07:44.200]  因為聖經有一句話
[00:07:44.200 --> 00:07:46.720]  如果你看馬克福音第三章第五節
[00:07:46.720 --> 00:07:48.040]  很權威的
[00:07:48.040 --> 00:07:49.440]  它解釋情緒管理的
[00:07:49.440 --> 00:07:52.160]  它說當時在安息日
[00:07:52.160 --> 00:07:55.360]  有些人戴了一個人的手
[00:07:55.360 --> 00:07:57.080]  想作弄耶穌
[00:07:57.080 --> 00:07:59.000]  看你醫不醫他
[00:07:59.000 --> 00:08:00.720]  因為安息日講明不做事的
[00:08:00.720 --> 00:08:01.880]  如果你醫他
[00:08:01.880 --> 00:08:03.960]  那就是你犯例了
[00:08:03.960 --> 00:08:05.120]  但是當時耶穌問
[00:08:05.120 --> 00:08:07.880]  安息日做善事還是做惡事
[00:08:07.880 --> 00:08:09.160]  救命還是害命
[00:08:09.160 --> 00:08:10.640]  哪個可以呢?
[00:08:10.640 --> 00:08:11.640]  沒有人說
[00:08:11.640 --> 00:08:13.400]  因為知道做善事當然可以
[00:08:13.400 --> 00:08:14.880]  救命可以
[00:08:14.880 --> 00:08:16.160]  但是問題就是
[00:08:16.160 --> 00:08:17.680]  那些人不說話的時候
[00:08:17.680 --> 00:08:19.000]  聖經記載了一句話
[00:08:19.000 --> 00:08:20.000]  你回去看一下
[00:08:20.000 --> 00:08:20.960]  真的很權威
[00:08:20.960 --> 00:08:23.560]  真的很看過Daniel Goldman的整本書
[00:08:23.560 --> 00:08:26.040]  這句話是懸疑的
[00:08:26.040 --> 00:08:30.360]  它說耶穌當時周圍
[00:08:30.360 --> 00:08:32.400]  周圍露目
[00:08:32.400 --> 00:08:35.800]  你試一下假裝眼睛很憤怒
[00:08:35.800 --> 00:08:38.400]  露目看著那些人
[00:08:38.400 --> 00:08:39.080]  當你看到
[00:08:39.080 --> 00:08:41.360]  哇 原來耶穌這麼兇的
[00:08:41.360 --> 00:08:43.120]  惡過關帝是不是
[00:08:43.120 --> 00:08:44.040]  很兇的
[00:08:44.040 --> 00:08:46.280]  看著那些人
[00:08:46.280 --> 00:08:47.840]  很奇怪的
[00:08:47.840 --> 00:08:49.920]  那句話如果停在那裏
[00:08:49.920 --> 00:08:51.720]  我勸你不要信耶穌
[00:08:51.720 --> 00:08:53.040]  哇 這麼兇
[00:08:53.040 --> 00:08:54.200]  所以我將來做錯事
[00:08:54.200 --> 00:08:55.360]  我罪惡九條街
[00:08:55.360 --> 00:08:56.520]  很怕他
[00:08:56.520 --> 00:08:57.640]  但不是的
[00:08:57.640 --> 00:08:59.400]  下半句厲害了
[00:08:59.400 --> 00:09:01.080]  如果你會唸下半句
[00:09:01.080 --> 00:09:02.640]  你一生都很快樂
[00:09:02.640 --> 00:09:04.120]  下半句就是
[00:09:04.120 --> 00:09:05.640]  憂愁
[00:09:05.640 --> 00:09:09.200]  這些人心裏面這麼剛硬
[00:09:09.200 --> 00:09:10.440]  記住
[00:09:10.440 --> 00:09:12.240]  你對你的兒子
[00:09:12.240 --> 00:09:13.480]  如果你兒子不做功課
[00:09:13.480 --> 00:09:14.600]  他突然間
[00:09:14.600 --> 00:09:15.880]  說出笑話
[00:09:15.880 --> 00:09:17.280]  說髒話
[00:09:17.280 --> 00:09:19.600]  你生氣不生氣呢
[00:09:19.600 --> 00:09:20.240]  你一生氣
[00:09:20.240 --> 00:09:21.760]  你罰他
[00:09:21.760 --> 00:09:23.440]  你可不可以同時
[00:09:23.440 --> 00:09:25.200]  跟著轉
[00:09:25.200 --> 00:09:27.760]  轉到憂愁
[00:09:27.760 --> 00:09:29.400]  怎麼搞成這樣
[00:09:29.400 --> 00:09:30.360]  很難的
[00:09:30.360 --> 00:09:32.080]  這個是馬上
[00:09:32.080 --> 00:09:33.680]  馬上那一秒
[00:09:33.680 --> 00:09:35.760]  轉化的東西
[00:09:35.760 --> 00:09:37.200]  這個是哈佛大學
[00:09:37.200 --> 00:09:38.840]  1975做到96
[00:09:38.840 --> 00:09:39.680]  做了21年
[00:09:39.680 --> 00:09:41.480]  追蹤了幾萬人
[00:09:41.480 --> 00:09:43.160]  其實最後的研究就是
[00:09:43.160 --> 00:09:45.320]  如果一個人的情緒很壞
[00:09:45.320 --> 00:09:47.120]  可不可以轉化呢
[00:09:47.120 --> 00:09:50.520]  由生氣變成對你生氣的人
[00:09:50.520 --> 00:09:52.240]  表現出同情
[00:09:52.240 --> 00:09:54.480]  甚至到憂愁給他
[00:09:54.480 --> 00:09:55.680]  覺得他真的很慘
[00:09:55.680 --> 00:09:56.960]  覺得那班人很慘
[00:09:56.960 --> 00:09:58.280]  這時耶穌醫好他
[00:09:58.280 --> 00:09:59.400]  耶穌繼續傳道
[00:09:59.400 --> 00:10:01.440]  沒有說不理這班人
[00:10:01.440 --> 00:10:03.320]  所以你會說快樂的人是甚麼人呢
[00:10:03.320 --> 00:10:04.040]  快樂的人就是
[00:10:04.040 --> 00:10:05.920]  有人對你不住
[00:10:05.920 --> 00:10:08.880]  但是你不只是看他不好
[00:10:08.880 --> 00:10:09.360]  你看到甚麼
[00:10:09.360 --> 00:10:11.320]  你看到他的傷口
[00:10:11.320 --> 00:10:13.720]  看到他自己那種不妥
[00:10:13.720 --> 00:10:15.680]  反過來你不但不生他氣
[00:10:15.680 --> 00:10:17.120]  你又覺得他很慘
[00:10:17.120 --> 00:10:18.360]  很可憐
[00:10:18.360 --> 00:10:20.280]  你做到這樣
[00:10:20.280 --> 00:10:23.080]  不但你有動力
[00:10:23.080 --> 00:10:24.320]  去醫他
[00:10:24.320 --> 00:10:25.640]  去關心他
[00:10:25.640 --> 00:10:28.840]  還可以解決了你本來很生氣
[00:10:28.840 --> 00:10:30.280]  本來生氣到
[00:10:30.280 --> 00:10:33.880]  上面血壓差不多要爆出來
[00:10:33.880 --> 00:10:34.840]  為甚麼你沒事
[00:10:34.840 --> 00:10:38.160]  你化為愛
[00:10:38.160 --> 00:10:39.520]  所以你經常想想
[00:10:39.520 --> 00:10:40.880]  情緒管理
[00:10:40.880 --> 00:10:42.760]  如果你沒有那種愛的能源
[00:10:42.760 --> 00:10:44.080]  你管不了
[00:10:44.080 --> 00:10:44.680]  你會生氣
[00:10:44.680 --> 00:10:45.280]  然後報復
[00:10:45.280 --> 00:10:46.680]  打他兩拳
[00:10:46.680 --> 00:10:47.520]  或者殺了他
[00:10:47.520 --> 00:10:49.120]  這些報紙經常都有的東西
[00:10:49.120 --> 00:10:52.240]  有多少人可以由怒目注視
[00:10:52.240 --> 00:10:54.040]  到憂愁呢
[00:10:54.040 --> 00:10:55.320]  如果你這樣
[00:10:55.320 --> 00:10:57.760]  我相信你會找回快樂
[00:10:57.760 --> 00:11:00.160]  因為每天都很多人得罪你
[00:11:00.160 --> 00:11:02.720]  每天都有很多你不喜歡聽的話
[00:11:02.720 --> 00:11:03.880]  你經常都聽
[00:11:03.880 --> 00:11:04.880]  一出街聽到有
[00:11:04.880 --> 00:11:06.240]  說髒話
[00:11:06.240 --> 00:11:07.480]  然後有些小聲的
[00:11:07.480 --> 00:11:08.920]  說你壞話
[00:11:08.920 --> 00:11:09.760]  大聲不要聽
