
[00:00:00.000 --> 00:00:05.000]  各位弟兄姊妹你們好
[00:00:05.000 --> 00:00:11.000]  很高興在這個空氣中跟大家一起去敬拜神
[00:00:11.000 --> 00:00:15.000]  一起去領受神的話語
[00:00:15.000 --> 00:00:24.000]  最近我有機會去看一個患了新冠狀病毒的女士
[00:00:24.000 --> 00:00:31.000]  她在ICU拍了一個影片跟很多人分享她的經歷
[00:00:31.000 --> 00:00:37.000]  她說很辛苦 每吸一口氣都很辛苦
[00:00:37.000 --> 00:00:42.000]  又發燒又害怕又恐懼
[00:00:42.000 --> 00:00:49.000]  她的見證讓我想起大概三年前我又患了肺炎去醫院
[00:00:49.000 --> 00:00:56.000]  那天早上我還在三藩市走一些高的山
[00:00:56.000 --> 00:00:59.000]  到了下午的時候突然間發燒
[00:00:59.000 --> 00:01:06.000]  晚上進醫院 很快情況就一直惡化
[00:01:06.000 --> 00:01:09.000]  照AIDS剛所說的肺是全花了
[00:01:09.000 --> 00:01:12.000]  全身在顫抖
[00:01:12.000 --> 00:01:21.000]  我走十呎由病床到洗手間都氣喘如牛
[00:01:21.000 --> 00:01:26.000]  當時那些護士馬上送我去ICU
[00:01:26.000 --> 00:01:31.000]  量一下我預計養分有多少
[00:01:31.000 --> 00:01:34.000]  嚇了一跳只有80
[00:01:34.000 --> 00:01:38.000]  醫生說如果再差的話就要插喉了
[00:01:38.000 --> 00:01:43.000]  我患了一個病叫COP
[00:01:43.000 --> 00:01:48.000]  COP的意思是不知道什麼原因引起
[00:01:48.000 --> 00:01:56.000]  不是因為病毒而是自己身體免疫系統出了問題
[00:01:56.000 --> 00:01:59.000]  所以就有這個病
[00:01:59.000 --> 00:02:05.000]  當時我已經差不多晚上1點鐘在ICU病房
[00:02:05.000 --> 00:02:08.000]  因為很辛苦
[00:02:08.000 --> 00:02:10.000]  心裏有一個念頭想
[00:02:10.000 --> 00:02:17.000]  與其這麼辛苦不如回天府與主同在好無比
[00:02:17.000 --> 00:02:23.000]  有一種很想死的心態
[00:02:23.000 --> 00:02:25.000]  但一想到的時候
[00:02:25.000 --> 00:02:28.000]  突然間在同一時間
[00:02:28.000 --> 00:02:37.000]  一想到太太、子女、孫子、弟兄姊妹、朋友
[00:02:37.000 --> 00:02:39.000]  我就哭了
[00:02:39.000 --> 00:02:41.000]  流出眼淚
[00:02:41.000 --> 00:02:43.000]  很不想死
[00:02:43.000 --> 00:02:45.000]  我覺得自己很怪
[00:02:45.000 --> 00:02:49.000]  在心裏同時有兩種意念
[00:02:49.000 --> 00:02:52.000]  一種是很想死因為太辛苦
[00:02:52.000 --> 00:02:55.000]  第二種是很不想死因為很不捨得
[00:02:55.000 --> 00:03:00.000]  不捨得家人、不捨得所愛的人
[00:03:00.000 --> 00:03:04.000]  所以一種很矛盾的心情在裏面
[00:03:04.000 --> 00:03:09.000]  很懷疑早上時我太太來探望我
[00:03:09.000 --> 00:03:12.000]  她說我想誦誦聖經
[00:03:12.000 --> 00:03:15.000]  就是她昨晚靈修的石所說的
[00:03:15.000 --> 00:03:18.000]  詩篇說一叔雖然有哭泣
[00:03:18.000 --> 00:03:20.000]  早晨便別歡呼
[00:03:20.000 --> 00:03:24.000]  當然在病床裏有很多弟兄姊妹的鼓舞
[00:03:24.000 --> 00:03:28.000]  家人的支援給我有很大的得著
[00:03:28.000 --> 00:03:31.000]  有很大的鼓勵
[00:03:31.000 --> 00:03:34.000]  亦都是透過醫生的手
[00:03:34.000 --> 00:03:39.000]  用很重的濾氣墊
[00:03:39.000 --> 00:03:45.000]  讓我能夠在一星期內痊癒
[00:03:45.000 --> 00:03:46.000]  而致出院
[00:03:46.000 --> 00:03:49.000]  但休養時間也差不多要半年
[00:03:49.000 --> 00:03:52.000]  我回想起整件事
[00:03:52.000 --> 00:03:55.000]  我覺得自己有點怪怪的
[00:03:55.000 --> 00:03:58.000]  一方面很想死
[00:03:58.000 --> 00:04:01.000]  一方面很不想死
[00:04:01.000 --> 00:04:04.000]  究竟我是怎樣的呢?
[00:04:04.000 --> 00:04:08.000]  後來我在聖經裏面和自己思想一下
[00:04:08.000 --> 00:04:10.000]  我覺得很想死
[00:04:10.000 --> 00:04:14.000]  只想著很想死不是很正常
[00:04:14.000 --> 00:04:18.000]  聖經很明顯告訴你死亡是最後一個敵人要攻破
[00:04:18.000 --> 00:04:22.000]  但很想死和不想死不是很大問題
[00:04:22.000 --> 00:04:26.000]  因為人有生,生有時死有時
[00:04:26.000 --> 00:04:28.000]  神造萬物,各愛其事
[00:04:28.000 --> 00:04:32.000]  所以我想像我這樣的心情
[00:04:32.000 --> 00:04:34.000]  一個這樣的掙扎
[00:04:34.000 --> 00:04:36.000]  好像很矛盾
[00:04:36.000 --> 00:04:38.000]  但我想這就是吊詭
[00:04:38.000 --> 00:04:42.000]  人生裏面充滿了很多吊詭
[00:04:42.000 --> 00:04:44.000]  很多的paradox
[00:04:44.000 --> 00:04:47.000]  但對基督徒來說有一個很不同的
[00:04:47.000 --> 00:04:49.000]  就是我們永遠有盼望
[00:04:49.000 --> 00:04:50.000]  就像保羅說的
[00:04:50.000 --> 00:04:53.000]  而今尚存有信,有望和有愛
[00:04:53.000 --> 00:04:57.000]  在逆境裏面最需要的是這三樣東西
[00:04:57.000 --> 00:05:01.000]  我們有沒有信心,信得過神在帶領我們
[00:05:01.000 --> 00:05:03.000]  我們是否有一個盼望
[00:05:03.000 --> 00:05:05.000]  中國人所說的安慰大於心死
[00:05:05.000 --> 00:05:07.000]  一個人最慘就是沒有盼望
[00:05:07.000 --> 00:05:10.000]  第三,我們有沒有弟兄姊妹
[00:05:10.000 --> 00:05:13.000]  一群人支援你呢?
[00:05:13.000 --> 00:05:17.000]  所以如今尚存有信,有望和有愛
[00:05:17.000 --> 00:05:20.000]  我回想起美國一個很有名的作家
[00:05:20.000 --> 00:05:22.000]  叫Mitch Albrom
[00:05:22.000 --> 00:05:24.000]  他寫過好幾本書
[00:05:24.000 --> 00:05:27.000]  在美國是很暢銷的
[00:05:27.000 --> 00:05:29.000]  有一本叫做Tuesday with Maury
[00:05:29.000 --> 00:05:31.000]  相信不少人都看過
[00:05:31.000 --> 00:05:35.000]  Maury是他在Brandeis大學的教授
[00:05:35.000 --> 00:05:37.000]  他知道他患了絕症的時候
[00:05:37.000 --> 00:05:41.000]  Mitch Albrom每個星期二去探討
[00:05:41.000 --> 00:05:43.000]  人生、信仰、宗教問題
[00:05:43.000 --> 00:05:46.000]  所以這本書成為很暢銷的一本書
[00:05:46.000 --> 00:05:48.000]  叫做Tuesday with Maury
[00:05:48.000 --> 00:05:51.000]  每逢星期二去探討、討論,將它寫下來
[00:05:51.000 --> 00:05:55.000]  第二本書叫做Five People You Meet in Heaven
[00:05:55.000 --> 00:05:56.000]  一本小說
[00:05:56.000 --> 00:05:59.000]  在我幻想在天堂裏面遇到五個人
[00:05:59.000 --> 00:06:02.000]  是非常有趣的一本書
[00:06:02.000 --> 00:06:04.000]  有一本叫做Have a Little Faith
[00:06:04.000 --> 00:06:07.000]  我們需要有一點信心
[00:06:07.000 --> 00:06:08.000]  但最近我看一本書
[00:06:08.000 --> 00:06:10.000]  我想這本書是非常有趣
[00:06:10.000 --> 00:06:12.000]  這本書是比較少人提到
[00:06:12.000 --> 00:06:14.000]  但其實我覺得這本書非常有趣
[00:06:14.000 --> 00:06:17.000]  第一本書叫做The First Phone Call from Heaven
[00:06:17.000 --> 00:06:21.000]  第一個從天堂來的電話
[00:06:21.000 --> 00:06:24.000]  這個故事講到在美國的一個小鎮
[00:06:24.000 --> 00:06:26.000]  一萬人都不夠,一個很小的鎮
[00:06:26.000 --> 00:06:28.000]  有一天星期日
[00:06:28.000 --> 00:06:30.000]  在一個贈信會裏面
[00:06:30.000 --> 00:06:32.000]  牧師就開始講道
[00:06:32.000 --> 00:06:35.000]  講完道之後準備要散會祝福的時候
[00:06:35.000 --> 00:06:38.000]  忽然之間有一個女會友舉手
[00:06:38.000 --> 00:06:42.000]  牧師牧師我想有些東西和大家分享
[00:06:42.000 --> 00:06:44.000]  一些很重要的東西分享
[00:06:44.000 --> 00:06:48.000]  牧師說好,隨便講吧
[00:06:48.000 --> 00:06:50.000]  這個姐妹就說
[00:06:50.000 --> 00:06:52.000]  上個星期五
[00:06:52.000 --> 00:06:54.000]  很奇怪
[00:06:54.000 --> 00:06:56.000]  我收到一個電話
[00:06:56.000 --> 00:06:59.000]  原來是我姐姐打電話來
[00:06:59.000 --> 00:07:00.000]  嘩
[00:07:00.000 --> 00:07:02.000]  她一講完這句話
[00:07:02.000 --> 00:07:05.000]  全體會眾嘩然
[00:07:05.000 --> 00:07:07.000]  因為每一個會眾都認識她姐姐
[00:07:07.000 --> 00:07:09.000]  在六個月前
[00:07:09.000 --> 00:07:11.000]  病逝死了
[00:07:11.000 --> 00:07:13.000]  每個人都在想
[00:07:13.000 --> 00:07:16.000]  這個姐妹是不是想她姐姐想得太厲害
[00:07:16.000 --> 00:07:18.000]  發出神經
[00:07:18.000 --> 00:07:21.000]  為甚麼她說
[00:07:21.000 --> 00:07:25.000]  她會收到她姐姐的電話
[00:07:25.000 --> 00:07:27.000]  在天堂有電話打來的嗎
[00:07:27.000 --> 00:07:29.000]  那麼
[00:07:29.000 --> 00:07:31.000]  牧師一時不知怎麼做
[00:07:31.000 --> 00:07:33.000]  理性告訴他
[00:07:33.000 --> 00:07:35.000]  喂
[00:07:35.000 --> 00:07:38.000]  這個人可能有些問題
[00:07:38.000 --> 00:07:40.000]  但是作為一個牧師
[00:07:40.000 --> 00:07:42.000]  他不能否定有天堂
[00:07:42.000 --> 00:07:44.000]  有永生
[00:07:44.000 --> 00:07:46.000]  他正在猶豫之際
[00:07:46.000 --> 00:07:47.000]  這個姐妹說
[00:07:47.000 --> 00:07:48.000]  我姐姐打電話來
[00:07:48.000 --> 00:07:50.000]  她叫我不用擔心
[00:07:50.000 --> 00:07:52.000]  天堂是一個很幸福
[00:07:52.000 --> 00:07:53.000]  沒有眼淚
[00:07:53.000 --> 00:07:54.000]  沒有痛苦的地方
[00:07:54.000 --> 00:07:57.000]  你不需要為我憂慮
[00:07:57.000 --> 00:07:59.000]  他還沒講完
