
[00:00:00.000 --> 00:00:04.720]  各位大兄姐妹們 平安
[00:00:04.720 --> 00:00:08.360]  我們來到《馬可不下的耶穌》第七講
[00:00:08.360 --> 00:00:11.520]  副題是「講飲講食」
[00:00:11.520 --> 00:00:13.760]  我們現在看到照片有幅
[00:00:13.760 --> 00:00:18.320]  是當時耶穌時代的筵席的照片
[00:00:18.320 --> 00:00:21.720]  就是人們按照傳統畫出來
[00:00:21.720 --> 00:00:23.200]  一會兒和大家看多一點
[00:00:23.200 --> 00:00:26.560]  他們究竟是怎樣一起飲 一起吃的呢
[00:00:26.560 --> 00:00:28.600]  先帶大家看一看
[00:00:29.560 --> 00:00:32.600]  就是加里厲和加伯隆的位置
[00:00:32.600 --> 00:00:34.640]  加里厲海或者加里厲湖
[00:00:34.640 --> 00:00:38.320]  如果向北看就是加伯隆了
[00:00:38.320 --> 00:00:41.120]  今天仍然是馬可帶我們看
[00:00:41.120 --> 00:00:45.960]  究竟在加里厲海和加伯隆發生了什麼事
[00:00:45.960 --> 00:00:49.360]  在《馬克福音2:13》裡面說
[00:00:49.360 --> 00:00:52.200]  耶穌又到海邊去
[00:00:52.200 --> 00:00:54.720]  這裡是說加里厲湖和加里厲海
[00:00:54.720 --> 00:00:57.280]  眾人都到他跟前來
[00:00:57.680 --> 00:00:59.600]  他就教導他們
[00:00:59.600 --> 00:01:02.720]  讓大家看看當時我去到聖地的時候
[00:01:02.720 --> 00:01:05.920]  看到這個很美麗的景象
[00:01:05.920 --> 00:01:08.160]  我嘗試把它拍下來
[00:01:08.160 --> 00:01:11.880]  這裡就是加里厲海的旁邊
[00:01:11.880 --> 00:01:15.120]  當日在加里厲海的時候
[00:01:15.120 --> 00:01:17.600]  《馬可記載》2:14
[00:01:17.600 --> 00:01:19.160]  耶穌往前走
[00:01:19.160 --> 00:01:24.440]  看見阿納肥的兒子利尼在隧關坐著
[00:01:24.720 --> 00:01:27.200]  對他說:來跟從我
[00:01:27.200 --> 00:01:29.360]  他就起來跟從耶穌
[00:01:29.360 --> 00:01:34.640]  這個人和之前耶穌呼召的門徒有些不同
[00:01:34.640 --> 00:01:36.320]  至少在職業上
[00:01:36.320 --> 00:01:37.600]  這個職業是什麼呢?
[00:01:37.600 --> 00:01:40.720]  坐在隧關裡
[00:01:40.720 --> 00:01:42.760]  負責收稅的
[00:01:42.760 --> 00:01:44.560]  一會兒你會知道他是稅尼
[00:01:44.560 --> 00:01:46.800]  而這裡說是利尼
[00:01:46.800 --> 00:01:48.040]  他的另一個名字
[00:01:48.040 --> 00:01:50.840]  很多解經學家都相信
[00:01:50.840 --> 00:01:54.080]  其實就是馬太
[00:01:54.480 --> 00:01:56.760]  所以當那天去到聖地的時候
[00:01:56.760 --> 00:01:58.680]  我們一行四十多人
[00:01:58.680 --> 00:02:02.040]  就和蔡黃玉珍師母一起去
[00:02:02.040 --> 00:02:03.360]  負責做領隊
[00:02:03.360 --> 00:02:05.760]  她帶我們去到加伯隆
[00:02:05.760 --> 00:02:07.920]  我們就來到這個門口
[00:02:07.920 --> 00:02:12.360]  她說:大家進到門口就要等我一會兒
[00:02:12.360 --> 00:02:13.000]  為什麼呢?
[00:02:13.000 --> 00:02:14.800]  因為不是要交稅
[00:02:14.800 --> 00:02:17.560]  是要交入場費
[00:02:17.560 --> 00:02:18.640]  來到這裡的時候
[00:02:18.640 --> 00:02:19.440]  要交入場費
[00:02:19.440 --> 00:02:21.520]  我帶大家進去
[00:02:22.680 --> 00:02:26.840]  上次帶大家看過會堂
[00:02:26.840 --> 00:02:30.120]  會堂對出有不同的空地
[00:02:30.120 --> 00:02:31.920]  有不同的位置
[00:02:31.920 --> 00:02:35.120]  很多旅行團的人都會找個地方
[00:02:35.120 --> 00:02:36.520]  然後坐在一起
[00:02:36.520 --> 00:02:40.320]  聽領隊導遊分享
[00:02:40.320 --> 00:02:43.200]  我們那天都坐在一個地方
[00:02:43.200 --> 00:02:45.360]  有很多不同的樹
[00:02:45.360 --> 00:02:47.320]  樹蔭下面有些凳子
[00:02:47.320 --> 00:02:50.160]  我們就坐在其中一個樹蔭底下
[00:02:50.880 --> 00:02:52.240]  聽著聽著
[00:02:52.240 --> 00:02:54.200]  我就突然間想起一件事
[00:02:54.200 --> 00:02:56.600]  就令我分心了
[00:02:56.600 --> 00:02:57.960]  我拍了這張照片
[00:02:57.960 --> 00:03:00.160]  找亮點
[00:03:00.160 --> 00:03:01.000]  現在人們經常說
[00:03:01.000 --> 00:03:02.560]  你看看這張照片裡面
[00:03:02.560 --> 00:03:03.880]  雖然好像黑漆漆
[00:03:03.880 --> 00:03:06.080]  但你看不看到一些東西
[00:03:06.080 --> 00:03:07.840]  看不看到啊
[00:03:07.840 --> 00:03:10.000]  你說:啊?什麼來的啊?
[00:03:10.000 --> 00:03:11.240]  你脫下眼鏡
[00:03:11.240 --> 00:03:13.280]  要不要戴回褲子
[00:03:13.280 --> 00:03:13.720]  戴回眼鏡
[00:03:13.720 --> 00:03:14.240]  像我一樣
[00:03:14.240 --> 00:03:15.320]  你看一看
[00:03:15.320 --> 00:03:18.680]  原來是一隻貓頭鷹
[00:03:18.680 --> 00:03:20.760]  原來當日師母在這裡分享
[00:03:21.160 --> 00:03:24.800]  那只貓頭鷹就一直站著
[00:03:24.800 --> 00:03:27.200]  不知道站著還是坐著
[00:03:27.200 --> 00:03:29.400]  看著我們分享
[00:03:29.400 --> 00:03:31.560]  我當時就立刻想
[00:03:31.560 --> 00:03:33.200]  想什麼呢
[00:03:33.200 --> 00:03:35.600]  就是如果耶穌在這裡
[00:03:35.600 --> 00:03:37.480]  祂一定會將這只貓頭鷹
[00:03:37.480 --> 00:03:40.160]  然後去說一些比喻
[00:03:40.160 --> 00:03:40.680]  為什麼呢
[00:03:40.680 --> 00:03:44.600]  耶穌非常善用實物作為教材
[00:03:44.600 --> 00:03:45.760]  上次提到
[00:03:45.760 --> 00:03:49.000]  看到天上的飛鳥
[00:03:49.760 --> 00:03:51.360]  看到狐狸
[00:03:51.360 --> 00:03:55.000]  耶穌就會好好地運用
[00:03:55.000 --> 00:03:57.880]  那些實物發生的事情作為教材
[00:03:57.880 --> 00:03:59.080]  我看到的時候
[00:03:59.080 --> 00:04:00.640]  我都會嘗試說一下
[00:04:00.640 --> 00:04:01.800]  各位弟兄姐妹
[00:04:01.800 --> 00:04:03.880]  我們應該像貓頭鷹一樣
[00:04:03.880 --> 00:04:04.560]  那又怎麼樣
[00:04:04.560 --> 00:04:05.800]  你認識的貓頭鷹是怎樣的
[00:04:05.800 --> 00:04:06.720]  不知道啊
[00:04:06.720 --> 00:04:07.840]  眼睛是滑滑的
[00:04:07.840 --> 00:04:10.280]  那就是警醒
[00:04:10.280 --> 00:04:12.040]  或者說是謹慎
[00:04:12.040 --> 00:04:13.680]  因為貓頭鷹
[00:04:13.680 --> 00:04:16.960]  經常被形容為觀察力很強
[00:04:16.960 --> 00:04:18.400]  它強的原因是什麼呢
[00:04:18.760 --> 00:04:22.520]  貓頭鷹被譽為最看東西
[00:04:22.520 --> 00:04:26.640]  最寬的一個動物
[00:04:26.640 --> 00:04:28.360]  知道有多寬嗎
[00:04:28.360 --> 00:04:29.680]  看到多寬嗎
[00:04:29.680 --> 00:04:31.720]  360度
[00:04:31.720 --> 00:04:33.360]  應該不是吧
[00:04:33.360 --> 00:04:34.840]  360度應該會斷了
[00:04:34.840 --> 00:04:37.080]  那條頸是多少呢
[00:04:37.080 --> 00:04:41.000]  原來是270度
[00:04:41.000 --> 00:04:43.280]  哇 人當然不行了
[00:04:43.280 --> 00:04:44.400]  但是貓頭鷹可以
[00:04:44.400 --> 00:04:45.720]  原來可以270度
[00:04:45.720 --> 00:04:47.720]  所以它是看得最寬的
[00:04:47.960 --> 00:04:48.880]  我想我們做信徒
[00:04:48.880 --> 00:04:50.640]  應該看寬一點
[00:04:50.640 --> 00:04:53.720]  不要眼光太狹窄
[00:04:53.720 --> 00:04:58.160]  今天耶穌其實是用不同食物
[00:04:58.160 --> 00:04:59.800]  其中一樣我相信
[00:04:59.800 --> 00:05:01.680]  就是要那群法利塞人
[00:05:01.680 --> 00:05:04.760]  想事情不要太狹窄
[00:05:04.760 --> 00:05:05.880]  我們看下去
[00:05:05.880 --> 00:05:08.520]  馬福音2:15說
[00:05:08.520 --> 00:05:12.920]  耶穌在利美的家裡坐直的時候
[00:05:12.920 --> 00:05:15.880]  就是說利美一願意跟從耶穌的時候
[00:05:15.880 --> 00:05:17.600]  就邀請了耶穌到她家裡坐直
[00:05:18.120 --> 00:05:21.920]  有好些遂利和罪人與耶穌和他的門徒
[00:05:21.920 --> 00:05:23.160]  一同坐直
[00:05:23.160 --> 00:05:26.720]  因為有很多人也跟隨耶穌
[00:05:26.720 --> 00:05:28.960]  我想你們想一想這個字
[00:05:28.960 --> 00:05:30.880]  以往你們看的時候
[00:05:30.880 --> 00:05:31.760]  可能你們就這樣看完
[00:05:31.760 --> 00:05:34.640]  哦 耶穌和那群遂利罪人吃飯
[00:05:34.640 --> 00:05:36.560]  我不知道你們在看的時候
[00:05:36.560 --> 00:05:38.280]  你會不會覺得
[00:05:38.280 --> 00:05:40.360]  遂利會說他們
[00:05:40.360 --> 00:05:44.240]  你會覺得遂利說得對還是不對呢
[00:05:44.240 --> 00:05:45.720]  可能你說 當然說得不對
[00:05:45.720 --> 00:05:47.840]  因為耶穌說了他們
[00:05:47.840 --> 00:05:53.960]  但一會兒我會嘗試帶你代入當時的角色
[00:05:53.960 --> 00:05:56.600]  當你是其中一個人
[00:05:56.600 --> 00:05:58.600]  你不會是裡面的一個人
[00:05:58.600 --> 00:05:58.920]  為什麼呢
[00:05:58.920 --> 00:06:01.480]  因為裡面的是遂利和罪人
[00:06:01.480 --> 00:06:03.480]  當時看某些罪人
[00:06:03.480 --> 00:06:07.800]  有妓女 有犯罪的人
[00:06:07.800 --> 00:06:09.160]  有些他們覺得不喜歡
[00:06:09.160 --> 00:06:13.200]  那群人去不了會堂
