
[00:00:00.000 --> 00:00:03.000]  各位聽眾你好,我是蘇永睿牧師
[00:00:03.000 --> 00:00:07.000]  歡迎大家收聽百年神州風雲人物
[00:00:07.000 --> 00:00:13.000]  在上一節我們討論過洪秀全和太平天國的故事
[00:00:13.000 --> 00:00:16.000]  說到太平天國和洪秀全
[00:00:16.000 --> 00:00:19.000]  很自然我們就想到曾國藩
[00:00:19.000 --> 00:00:25.000]  打敗了太平天國商軍的創始人和領導人曾國藩
[00:00:25.000 --> 00:00:28.000]  究竟曾國藩是一個什麼歷史人物呢?
[00:00:28.000 --> 00:00:32.000]  他是英雄還是國賊呢?
[00:00:32.000 --> 00:00:36.000]  歷史家有些人認為他是一個民族英雄
[00:00:36.000 --> 00:00:42.000]  他帶領自己親手創立的商軍擊潰了太平天國
[00:00:42.000 --> 00:00:44.000]  挽救了清廷
[00:00:44.000 --> 00:00:50.000]  梁啟超在他的《真、文、正、公、家、言、抄》
[00:00:50.000 --> 00:00:54.000]  在他的序裡面就非常欣賞他
[00:00:54.000 --> 00:00:59.000]  他說他雖然絕非絕倫的天才
[00:00:59.000 --> 00:01:02.000]  但是他在一生當中
[00:01:02.000 --> 00:01:06.000]  在立德、立功、立賢這三筆樓裡面
[00:01:06.000 --> 00:01:10.000]  可以說是頗有成就的
[00:01:10.000 --> 00:01:17.000]  他一生當中可以說是建立了不少的功績
[00:01:17.000 --> 00:01:23.000]  他用什麼話去形容這個曾國藩呢?
[00:01:23.000 --> 00:01:24.000]  他說他是
[00:01:24.000 --> 00:01:36.000]  壽之已去,張之已勤,直之已剛,精之已行,遂之已成,勇猛精進,堅苦卓絕
[00:01:36.000 --> 00:01:41.000]  這樣看來,梁啟超對他都有相當高的評價
[00:01:41.000 --> 00:01:44.000]  他不單在軍事上有成就
[00:01:44.000 --> 00:01:48.000]  帶領這個商軍打敗了太平天國
[00:01:48.000 --> 00:01:52.000]  他更加是一個理學家、文學家、儒學家
[00:01:52.000 --> 00:01:54.000]  精於宋明理學
[00:01:54.000 --> 00:01:56.000]  文學方面自立風格
[00:01:56.000 --> 00:02:00.000]  創立了晚清古文的所謂雙鄉派
[00:02:00.000 --> 00:02:05.000]  嚴復、譚嗣同、梁啟超都是深受其影響的
