
[00:00:00.000 --> 00:00:06.000]  今晚我們進入啟示錄第11章
[00:00:06.000 --> 00:00:09.000]  啟示錄總共是22章
[00:00:09.000 --> 00:00:12.000]  即是我們剛剛到了一半
[00:00:12.000 --> 00:00:16.000]  未開始我們進入第11章的時候
[00:00:16.000 --> 00:00:19.000]  我就想和大家看看
[00:00:19.000 --> 00:00:22.000]  由第6章到第16章
[00:00:22.000 --> 00:00:27.000]  這10章是講到7年的災難
[00:00:27.000 --> 00:00:32.000]  裡面的大綱我想和大家重溫一次
[00:00:32.000 --> 00:00:35.000]  大家記得第6章的時候
[00:00:35.000 --> 00:00:39.000]  我們查第1至第6個印在
[00:00:39.000 --> 00:00:42.000]  當高陽將書卷打開
[00:00:42.000 --> 00:00:45.000]  一個一個印打開的時候
[00:00:45.000 --> 00:00:48.000]  就是災難淋到這個世界
[00:00:48.000 --> 00:00:52.000]  就好像神的審判淋到地上
[00:00:52.000 --> 00:00:54.000]  所以第6章講了
[00:00:54.000 --> 00:00:56.000]  第1至第6個印
[00:00:56.000 --> 00:00:59.000]  第7章就停下來了
[00:00:59.000 --> 00:01:03.000]  第7章就講144,000個猶太人的宣教士
[00:01:03.000 --> 00:01:06.000]  受到保護他們的印記
[00:01:06.000 --> 00:01:09.000]  然後就是天上的敬拜
[00:01:09.000 --> 00:01:12.000]  我這些就用紅色表達出來
[00:01:12.000 --> 00:01:16.000]  就是和災難沒有直接關係
[00:01:16.000 --> 00:01:20.000]  甚至我現在看看
[00:01:20.000 --> 00:01:22.000]  它那個時間性
[00:01:22.000 --> 00:01:24.000]  都未必是立刻跟著
[00:01:24.000 --> 00:01:26.000]  第6個災停一停
[00:01:26.000 --> 00:01:30.000]  接著就是144,000個猶太宣教士
[00:01:30.000 --> 00:01:32.000]  接著就敬拜
[00:01:32.000 --> 00:01:34.000]  我想我們不可以將第6章
[00:01:34.000 --> 00:01:37.000]  第7章或者以後的一章一章
[00:01:37.000 --> 00:01:39.000]  那個時間紅色那些
[00:01:39.000 --> 00:01:43.000]  當作是在災出現之後
[00:01:43.000 --> 00:01:44.000]  接著就發生
[00:01:44.000 --> 00:01:46.000]  所以紅色那些
[00:01:46.000 --> 00:01:49.000]  有可能是講從前的
[00:01:49.000 --> 00:01:50.000]  我們一會看下去
[00:01:50.000 --> 00:01:52.000]  你就會明白的了
[00:01:52.000 --> 00:01:57.000]  第8章就講到第7個印打開了
[00:01:57.000 --> 00:01:58.000]  最後一個印
[00:01:58.000 --> 00:02:00.000]  原來最後那個印的災
[00:02:00.000 --> 00:02:04.000]  就是那7個的豪災
[00:02:04.000 --> 00:02:09.000]  第8章就是講第1至第4個豪的災
[00:02:09.000 --> 00:02:11.000]  第9章就繼續了
[00:02:11.000 --> 00:02:13.000]  第5和第6個豪災
[00:02:13.000 --> 00:02:17.000]  到10章又不講那些災了
[00:02:17.000 --> 00:02:19.000]  是講大力的天使
[00:02:19.000 --> 00:02:22.000]  由天降下來七雷發聲
[00:02:22.000 --> 00:02:26.000]  有聲音叫約翰不可以記下他說什麼
[00:02:26.000 --> 00:02:29.000]  然後約翰吞那個書卷
[00:02:29.000 --> 00:02:30.000]  吞下去
[00:02:30.000 --> 00:02:31.000]  口是甜的
[00:02:31.000 --> 00:02:34.000]  但是心是苦的
[00:02:34.000 --> 00:02:35.000]  這個又是
[00:02:35.000 --> 00:02:37.000]  雖然是在第10章
[00:02:37.000 --> 00:02:41.000]  但是未必是第5、第6個災之後
[00:02:41.000 --> 00:02:44.000]  接著停下來就發生這些事
[00:02:44.000 --> 00:02:46.000]  這些可能是回到以前的
[00:02:46.000 --> 00:02:49.000]  所以第11章我們今晚查的
[00:02:49.000 --> 00:02:51.000]  開頭的14節
[00:02:51.000 --> 00:02:54.000]  是講要量度那個聖殿
[00:02:54.000 --> 00:02:55.000]  量度那個聖殿
[00:02:55.000 --> 00:03:00.000]  量度那個聖殿可能是在大災難的前期
[00:03:00.000 --> 00:03:02.000]  那兩位見證人
[00:03:02.000 --> 00:03:07.000]  神叫他們要傳到三年半
[00:03:07.000 --> 00:03:11.000]  那個也不應該是在第6個豪災之後
[00:03:11.000 --> 00:03:14.000]  就是講回上去前面發生的事
[00:03:14.000 --> 00:03:16.000]  第6個豪災
[00:03:16.000 --> 00:03:18.000]  接著下一個第7個豪
[00:03:18.000 --> 00:03:20.000]  就是釋放那7個碗災
[00:03:20.000 --> 00:03:25.000]  那個我相信已經是差不多到大災難的末期了
[00:03:25.000 --> 00:03:29.000]  所以紅色那些可能會回到前面
[00:03:29.000 --> 00:03:30.000]  好了
[00:03:30.000 --> 00:03:33.000]  第11章今晚我們看到第15節的時候
[00:03:33.000 --> 00:03:36.000]  就會是第7號的吹起
[00:03:36.000 --> 00:03:38.000]  但是你會發覺
[00:03:38.000 --> 00:03:40.000]  他只是講吹起而已
[00:03:40.000 --> 00:03:42.000]  但是裡面的這個災
[00:03:42.000 --> 00:03:44.000]  那7個碗災是還沒出來的
[00:03:44.000 --> 00:03:47.000]  接著他就講天上的敬拜
[00:03:47.000 --> 00:03:52.000]  然後第12章是講大紅龍的意象
[00:03:52.000 --> 00:03:55.000]  第13章是講海裡面出來的獸
[00:03:55.000 --> 00:03:56.000]  和地上出來的獸
[00:03:56.000 --> 00:03:58.000]  就是講的狄基督和賈仙芝
[00:03:58.000 --> 00:04:03.000]  然後14章又講有14萬4千個得勝者
[00:04:03.000 --> 00:04:05.000]  例如我們會講
[00:04:05.000 --> 00:04:07.000]  那14萬4千個得勝者
[00:04:07.000 --> 00:04:09.000]  和第7章那14萬4千個宣教士
[00:04:09.000 --> 00:04:11.000]  是不是同一班人呢
[00:04:11.000 --> 00:04:18.000]  那由到第15章才開始天線預備發出的這個碗災
[00:04:18.000 --> 00:04:21.000]  第15章都還沒開始換災
[00:04:21.000 --> 00:04:25.000]  但是那個當然就是接著第11章第15節的
[00:04:25.000 --> 00:04:27.000]  然後到第16章
[00:04:27.000 --> 00:04:32.000]  就一個碗災一個碗災是傾倒在地下那裡
[00:04:32.000 --> 00:04:33.000]  所以大家可以看到
[00:04:33.000 --> 00:04:35.000]  這10章的聖經裡面
[00:04:35.000 --> 00:04:38.000]  其實有1、2、3、4、5、6
[00:04:38.000 --> 00:04:42.000]  有6章是敘述其他的東西
[00:04:42.000 --> 00:04:45.000]  雖然這些都是和災難有關
[00:04:45.000 --> 00:04:49.000]  但是不是跟上面講他們那個豪災
[00:04:49.000 --> 00:04:53.000]  或者印災或者碗災是有直接的關係
[00:04:53.000 --> 00:04:54.000]  所以我們看的時候
[00:04:54.000 --> 00:04:57.000]  我們就要一到紅色的時候
[00:04:57.000 --> 00:04:59.000]  我們那個時間上
[00:04:59.000 --> 00:05:05.000]  我們就要抽離可能是回到前面
[00:05:05.000 --> 00:05:11.000]  好了,那我現在先暫時cancel了那個sharing
[00:05:11.000 --> 00:05:15.000]  我們現在要進入去第一和第二節
[00:05:15.000 --> 00:05:18.000]  講到梁鐸聖殿
[00:05:18.000 --> 00:05:20.000]  我讀給大家聽先第一第二節
[00:05:20.000 --> 00:05:25.000]  「有一根位子刺給我,當作梁鐸的象
[00:05:25.000 --> 00:05:29.000]  且有話說,起來,將神的殿和祭壇
[00:05:29.000 --> 00:05:33.000]  並在祭壇當中禮拜的人都量一量
[00:05:33.000 --> 00:05:38.000]  只是殿外的院子要留下,不用去量
[00:05:38.000 --> 00:05:41.000]  因為這事給了外方人的
[00:05:41.000 --> 00:05:45.000]  他們要踐踏聖城四十二個月。」
[00:05:45.000 --> 00:05:49.000]  這兩節的經文我在筆記那裡說
[00:05:49.000 --> 00:05:53.000]  是可以說是最模糊最難解釋的經文
[00:05:53.000 --> 00:05:55.000]  每一次我到這裡
[00:05:55.000 --> 00:05:57.000]  我都會有很多的問題在心裡
[00:05:57.000 --> 00:05:59.000]  第一樣就是
[00:05:59.000 --> 00:06:03.000]  這個聖殿如果真是好像我想
[00:06:03.000 --> 00:06:08.000]  這個是大災難裡面的所謂第三聖殿
[00:06:08.000 --> 00:06:11.000]  那為什麼要量度它呢?
[00:06:11.000 --> 00:06:15.000]  因為那個聖殿我覺得是一個怪胎
[00:06:15.000 --> 00:06:17.000]  怪胎的意思就是
[00:06:17.000 --> 00:06:21.000]  它是敵基督來幫猶太人來建的
[00:06:21.000 --> 00:06:24.000]  但是它建的不是真是它愛上帝
[00:06:24.000 --> 00:06:26.000]  所以為他們建的那個聖殿
[00:06:26.000 --> 00:06:29.000]  這個是整個它的計謀
[00:06:29.000 --> 00:06:32.000]  騙猶太人騙世界上的人
[00:06:32.000 --> 00:06:34.000]  讓他們看到世界和平
[00:06:34.000 --> 00:06:39.000]  讓猶太人相信它的詭計的一部分
[00:06:39.000 --> 00:06:45.000]  就是一個敵基督幫助之下所建的聖殿
[00:06:45.000 --> 00:06:48.000]  是瞞騙猶太人的手段
[00:06:48.000 --> 00:06:52.000]  我覺得它起碼它的出發點
[00:06:52.000 --> 00:06:54.000]  是不符合上帝的心意
[00:06:54.000 --> 00:06:57.000]  那為什麼要量這個怪胎呢?
[00:06:57.000 --> 00:06:59.000]  為什麼要量這個聖殿呢?
[00:06:59.000 --> 00:07:01.000]  這個聖殿可能只是七年而已
[00:07:01.000 --> 00:07:03.000]  還有第四聖殿
[00:07:03.000 --> 00:07:04.000]  我們看看我下面
[00:07:04.000 --> 00:07:06.000]  量度哪一個聖殿呢?
[00:07:06.000 --> 00:07:09.000]  我們很快去跟大家溫習一下
[00:07:09.000 --> 00:07:11.000]  聖經裡面那幾個殿
[00:07:11.000 --> 00:07:13.000]  第一個殿當然就是
[00:07:13.000 --> 00:07:15.000]  在主前大概一千年左右
[00:07:15.000 --> 00:07:17.000]  所羅門王的時代
[00:07:17.000 --> 00:07:19.000]  是建第一個聖殿
[00:07:19.000 --> 00:07:21.000]  在摩利亞山
[00:07:21.000 --> 00:07:24.000]  即是在大衛的皇宮旁邊那座山
[00:07:24.000 --> 00:07:26.000]  就是今天的聖殿山
[00:07:26.000 --> 00:07:29.000]  大衛當皇帝的時候
[00:07:29.000 --> 00:07:31.000]  大概是主前一千年左右
[00:07:31.000 --> 00:07:33.000]  所以所羅門建這個殿
[00:07:33.000 --> 00:07:37.000]  大概是主前九百七十年左右
[00:07:37.000 --> 00:07:40.000]  這個殿是在主前586年
[00:07:40.000 --> 00:07:43.000]  被巴比倫委位的
[00:07:43.000 --> 00:07:45.000]  整個殿是被委的
[00:07:45.000 --> 00:07:48.000]  然後所有的以色列人
[00:07:48.000 --> 00:07:51.000]  在南國即是由大國繼遺的人
[00:07:51.000 --> 00:07:53.000]  被擄到巴比倫
[00:07:53.000 --> 00:07:55.000]  他們分三次被擄
[00:07:55.000 --> 00:07:56.000]  包括達爾利
[00:07:56.000 --> 00:07:58.000]  第二批包括以色列
[00:07:58.000 --> 00:08:01.000]  第三批全部被擄了
[00:08:01.000 --> 00:08:03.000]  那就沒有聖殿了
[00:08:03.000 --> 00:08:05.000]  但是七十年之後
[00:08:05.000 --> 00:08:07.000]  神按著他的預言
[00:08:07.000 --> 00:08:09.000]  感動波斯王古列
[00:08:09.000 --> 00:08:11.000]  讓他們回去
[00:08:11.000 --> 00:08:13.000]  回去重建聖殿
[00:08:13.000 --> 00:08:15.000]  後來比尼希米
[00:08:15.000 --> 00:08:18.000]  回去重建那個城牆
[00:08:18.000 --> 00:08:20.000]  所以第二個殿就是
[00:08:20.000 --> 00:08:25.000]  由索羅巴伯帶著人們來重建
[00:08:25.000 --> 00:08:29.000]  以色列大祭司也當時是回去的
[00:08:29.000 --> 00:08:32.000]  這個第二聖殿就很簡陋
[00:08:32.000 --> 00:08:36.000]  到了主前大概一百年左右
[00:08:36.000 --> 00:08:41.000]  希律王為了討好猶太人
[00:08:41.000 --> 00:08:44.000]  幫他將第二聖殿來裝修
[00:08:44.000 --> 00:08:47.000]  他還是留下第二聖殿的殼
[00:08:47.000 --> 00:08:51.000]  因為外邦人不能去建聖
[00:08:51.000 --> 00:08:53.000]  所以他用了一條橋
[00:08:53.000 --> 00:08:56.000]  就是他修理的聖殿
[00:08:56.000 --> 00:08:58.000]  舊的聖殿還留下一部分
[00:08:58.000 --> 00:09:00.000]  但是其實外出
[00:09:00.000 --> 00:09:02.000]  全部都差不多建成
[00:09:02.000 --> 00:09:04.000]  建得很漂亮
[00:09:04.000 --> 00:09:07.000]  可能比索羅門的聖殿更加漂亮
[00:09:07.000 --> 00:09:09.000]  外出還鋪上金
[00:09:09.000 --> 00:09:11.000]  所以在落日底下
[00:09:11.000 --> 00:09:13.000]  變成金碧輝煌
[00:09:13.000 --> 00:09:15.000]  第二聖殿在主後七十年
[00:09:15.000 --> 00:09:17.000]  羅馬的提多將軍
[00:09:17.000 --> 00:09:19.000]  是侵入耶路撒冷
[00:09:19.000 --> 00:09:22.000]  也將殿毀壞了
[00:09:22.000 --> 00:09:24.000]  而且應驗了耶穌的預言
[00:09:24.000 --> 00:09:27.000]  說一塊石頭都不能在一塊石頭上面
[00:09:27.000 --> 00:09:29.000]  原來就是他外出的金
[00:09:29.000 --> 00:09:31.000]  因為當他們火燒的時候
[00:09:31.000 --> 00:09:34.000]  金就流進石蠟裡
[00:09:34.000 --> 00:09:36.000]  那些兵就叫那些石
[00:09:36.000 --> 00:09:38.000]  所以宏偉的聖殿
[00:09:38.000 --> 00:09:40.000]  被人們叫那些石頭
[00:09:40.000 --> 00:09:42.000]  一塊石頭都不是在石頭裡面
[00:09:42.000 --> 00:09:44.000]  那我這棟Nokks
[00:09:44.000 --> 00:09:46.000]  有一個錯誤在這裏
[00:09:46.000 --> 00:09:48.000]  我要更正
[00:09:48.000 --> 00:09:50.000]  我已經改了
[00:09:50.000 --> 00:09:52.000]  放上我的網址
[00:09:52.000 --> 00:09:54.000]  就是我這裏說
[00:09:54.000 --> 00:09:56.000]  留在西邊一截防火牆
[00:09:56.000 --> 00:09:58.000]  在Nokks的第二項
[00:09:58.000 --> 00:10:00.000]  就是今天的哭牆
[00:10:00.000 --> 00:10:02.000]  哭牆沒錯
[00:10:02.000 --> 00:10:04.000]  是留在西邊的防火牆
[00:10:04.000 --> 00:10:06.000]  但是不是第一聖殿留下來的
[00:10:06.000 --> 00:10:10.000]  第一聖殿幾乎沒有東西留下來
[00:10:10.000 --> 00:10:12.000]  唯一留下來
[00:10:12.000 --> 00:10:14.000]  如果你跟我去聖殿
[00:10:14.000 --> 00:10:16.000]  我就會指出
[00:10:16.000 --> 00:10:22.000]  聖殿3下去樓梯最下面的石塊
[00:10:22.000 --> 00:10:24.000]  很可能是所龍門聖殿
[00:10:24.000 --> 00:10:26.000]  除了那個之外
[00:10:26.000 --> 00:10:28.000]  是沒有所龍門聖殿的遺跡
[00:10:28.000 --> 00:10:31.000]  所以這個指樓下西邊一截防火牆
[00:10:31.000 --> 00:10:33.000]  就是今天的哭牆
[00:10:33.000 --> 00:10:36.000]  應該是下去底下第二聖殿
[00:10:36.000 --> 00:10:39.000]  在主后70年被羅馬提多張
