
[00:00:00.000 --> 00:00:06.800]  今天是2025年第一個主日
[00:00:06.800 --> 00:00:09.160]  我們有一個新的系列
[00:00:09.160 --> 00:00:11.160]  就是要講大圍轉
[00:00:11.160 --> 00:00:13.960]  聖經真的非常精彩
[00:00:13.960 --> 00:00:17.600]  我們剛剛才講完羅馬書第八章
[00:00:17.600 --> 00:00:19.600]  有很多神學
[00:00:19.600 --> 00:00:22.920]  但是現在又回來講大圍轉
[00:00:22.920 --> 00:00:24.920]  有很多很多的故事
[00:00:24.920 --> 00:00:29.240]  我們不會一口氣全部講大圍轉
[00:00:29.240 --> 00:00:31.240]  因為很長很長
[00:00:31.240 --> 00:00:35.760]  我們首先會講薩姆爾常記有關大圍的事蹟
[00:00:35.760 --> 00:00:38.800]  然後去到復活節的時候
[00:00:38.800 --> 00:00:40.800]  我們就會轉台
[00:00:40.800 --> 00:00:42.800]  我有一個復活節的訊息
[00:00:42.800 --> 00:00:46.960]  講完之後我們就會講羅馬書九至十一章
[00:00:46.960 --> 00:00:50.000]  然後講完大概在七月的時候
[00:00:50.000 --> 00:00:55.840]  我們又會回來講薩姆爾夏有關大圍的故事
[00:00:55.840 --> 00:01:02.440]  今天我們要講的主題就是大圍最合神心意的人
[00:01:02.440 --> 00:01:04.440]  我們今年的主題
[00:01:04.440 --> 00:01:08.600]  我們的口號就是怎樣做一個合神心意的人
[00:01:08.600 --> 00:01:11.280]  我們都需要學習大圍
[00:01:11.280 --> 00:01:15.880]  今天我要講的經文是由歷代至上的二十二章
[00:01:15.880 --> 00:01:17.880]  講到二十九章
[00:01:17.880 --> 00:01:21.360]  哇 你說牧師是新的一年
[00:01:21.360 --> 00:01:24.920]  你這麼大野心講百章的經文
[00:01:24.920 --> 00:01:27.640]  我都試試能不能講完
[00:01:27.640 --> 00:01:31.160]  可能要比較簡化一點
[00:01:31.160 --> 00:01:32.160]  還有呢
[00:01:32.160 --> 00:01:36.120]  你說為什麼將大圍新平的總結
[00:01:36.120 --> 00:01:39.520]  就是歷代至上的二十二至二十九章
[00:01:39.520 --> 00:01:42.080]  在介紹大圍的時候講
[00:01:42.080 --> 00:01:43.720]  其實有原因的
[00:01:43.720 --> 00:01:46.560]  當我們知道大圍的新平
[00:01:46.560 --> 00:01:49.040]  知道大圍的功績的時候
[00:01:49.040 --> 00:01:52.240]  我們就能夠更加認識這個人
[00:01:52.240 --> 00:01:56.280]  聖經裡面有六十二章的經文
[00:01:56.280 --> 00:01:58.280]  都是有關大圍的事跡
[00:01:58.280 --> 00:02:01.640]  在聖經裡面除了耶穌基督以外
[00:02:01.640 --> 00:02:04.600]  最多篇幅的人就是大圍
[00:02:04.600 --> 00:02:07.080]  大圍真的有很多的功績
[00:02:07.080 --> 00:02:09.080]  他統一了以色列
[00:02:09.080 --> 00:02:11.080]  為人民帶來了平安
[00:02:11.080 --> 00:02:14.360]  他擴張了以色列國的領土
[00:02:14.360 --> 00:02:17.160]  他還建立了大圍的王朝
[00:02:17.160 --> 00:02:19.160]  就是神跟他納約
[00:02:19.160 --> 00:02:21.680]  說他的王朝會直到永遠
[00:02:21.680 --> 00:02:25.160]  我們知道這個就是透過耶穌基督
[00:02:25.160 --> 00:02:27.160]  他有一天會回來掌權
[00:02:27.160 --> 00:02:31.800]  大圍也都是預備了建造聖殿
[00:02:31.800 --> 00:02:34.600]  一切的材料、人力、物力
[00:02:34.600 --> 00:02:37.000]  在大圍之後我們知道
[00:02:37.000 --> 00:02:40.040]  所有猶大王的功績
[00:02:40.040 --> 00:02:42.400]  都是跟大圍來比較
[00:02:42.400 --> 00:02:46.840]  你就知道大圍在聖經裡面有多重要
[00:02:46.840 --> 00:02:50.160]  這些經文跟其他王的比較
[00:02:50.160 --> 00:02:53.360]  都在《樹列王記》上和《列王記》下
[00:02:53.360 --> 00:02:55.360]  有記載
[00:02:55.360 --> 00:02:59.000]  早在《創世紀》的49章第一節
[00:02:59.000 --> 00:03:01.640]  我們就知道神預言
[00:03:01.640 --> 00:03:05.000]  以色列的王是會出於猶大之派
[00:03:05.000 --> 00:03:07.840]  大圍就是出於猶大之派
[00:03:07.840 --> 00:03:11.360]  那為什麼以色列第一位王
[00:03:11.360 --> 00:03:14.200]  掃羅是出於變雅文之派
[00:03:14.200 --> 00:03:18.960]  這個我講撒姆爾記的時候也說過
[00:03:18.960 --> 00:03:21.440]  是因為以色列人急不及待
[00:03:21.440 --> 00:03:23.120]  希望有一位王
[00:03:23.120 --> 00:03:25.680]  所以神就將掃羅給了他們
[00:03:25.680 --> 00:03:28.480]  掃羅不是真正神所喜悅的王
[00:03:28.480 --> 00:03:31.760]  路德記裡面也有大圍的家譜
[00:03:31.760 --> 00:03:34.400]  是由法勒斯到大圍
[00:03:34.400 --> 00:03:36.400]  你說法勒斯是誰?
[00:03:36.400 --> 00:03:38.480]  是猶大和他的媳婦
[00:03:38.480 --> 00:03:41.200]  他媽戀倫所生出來的
[00:03:41.200 --> 00:03:43.200]  是一個私生子
[00:03:43.200 --> 00:03:45.200]  根據猶太人的律法
[00:03:45.200 --> 00:03:48.720]  私生子十代不能進入聖所
[00:03:48.720 --> 00:03:50.720]  如果我們計算一下
[00:03:50.720 --> 00:03:53.520]  大圍就剛剛是第十一代
[00:03:53.520 --> 00:03:58.800]  所以神早就預備好大圍成為以色列人的王
[00:03:58.800 --> 00:04:01.840]  大圍的意思 明治的意思是什麼?
[00:04:01.840 --> 00:04:03.840]  就是被愛的那一位
[00:04:03.840 --> 00:04:10.240]  大圍真是神所愛的那一位以色列的王
[00:04:10.240 --> 00:04:12.640]  我們今天的系列
[00:04:12.640 --> 00:04:14.080]  大圍傳的系列
[00:04:14.080 --> 00:04:18.080]  我們會由撒姆爾上講到撒姆爾下
[00:04:18.080 --> 00:04:20.080]  如果你記得的話
[00:04:20.080 --> 00:04:22.080]  我們講撒姆爾傳的時候
[00:04:22.080 --> 00:04:25.760]  已經講到撒姆爾上的第十五章
[00:04:25.760 --> 00:04:29.280]  現在我們又要由十六章開始
[00:04:29.280 --> 00:04:31.280]  就是由大圍的崛起
[00:04:31.280 --> 00:04:34.720]  撒姆爾上的十六章到第三十章
[00:04:34.720 --> 00:04:36.720]  之後我剛才說
[00:04:36.720 --> 00:04:40.640]  我們會去看羅馬書九至到第十一章
[00:04:40.640 --> 00:04:45.360]  然後七月份我們會回來看大圍的事蹟
[00:04:45.360 --> 00:04:50.000]  撒姆爾下的一至十章就是大圍的勝利
[00:04:50.000 --> 00:04:54.960]  撒姆爾下的十章至二十章就是大圍的沒落
[00:04:54.960 --> 00:04:56.960]  很有趣在聖經裏面
[00:04:56.960 --> 00:05:01.520]  大圍是三次被安納為以色列人的王
[00:05:01.520 --> 00:05:04.720]  第一次在撒姆爾上的第十六章
[00:05:04.720 --> 00:05:07.040]  是撒姆爾安納他為王
[00:05:07.040 --> 00:05:09.040]  這個是私底下
[00:05:09.040 --> 00:05:13.280]  第二次他被安納為猶大王
[00:05:13.280 --> 00:05:15.840]  在撒姆爾下的第二章
[00:05:15.840 --> 00:05:21.280]  第三次他被安納成為全以色列人的王
[00:05:21.280 --> 00:05:24.160]  在撒姆爾下的第五章
[00:05:24.160 --> 00:05:30.880]  說到大圍我們立刻想到他和拔士巴的姦情
[00:05:30.880 --> 00:05:33.920]  但誰贖無過
[00:05:33.920 --> 00:05:35.920]  每個人都會做錯事
[00:05:35.920 --> 00:05:38.880]  問題就是我們做錯事之後
[00:05:38.880 --> 00:05:42.080]  我們怎樣來認罪悔改
[00:05:42.080 --> 00:05:45.920]  大圍就是一個勇於認罪悔改的人
[00:05:45.920 --> 00:05:49.120]  所以聖經對他的評價是很高很高
[00:05:49.120 --> 00:05:51.680]  叫他做一個合神心意的人
[00:05:51.680 --> 00:05:54.080]  剛才我們讀過經文
[00:05:54.080 --> 00:05:57.920]  就是在撒姆爾上的十三章十四節
[00:05:57.920 --> 00:05:59.120]  這是舊約
[00:05:59.120 --> 00:06:01.120]  在新約也有記載
[00:06:01.120 --> 00:06:04.480]  在史徒行傳的十三章第二十二節
[00:06:04.480 --> 00:06:08.560]  你問怎樣能夠成為一個合神心意的人
[00:06:08.560 --> 00:06:12.400]  是不是大圍當他被敵人追趕
[00:06:12.400 --> 00:06:15.440]  他好像一隻野狗到處奔跑
[00:06:15.440 --> 00:06:19.040]  但他最後仍然歡恕他的敵人倚靠神
[00:06:19.040 --> 00:06:20.240]  是不是這樣呢
[00:06:20.240 --> 00:06:23.680]  還是當他成功的時候得勢的時候
[00:06:23.680 --> 00:06:26.480]  懂得怎樣來處理他的成功
[00:06:26.480 --> 00:06:31.840]  還是他被他親生兒子背叛追殺他的時候
[00:06:31.840 --> 00:06:34.160]  他仍然這麼愛他的兒子
[00:06:34.640 --> 00:06:37.200]  還是他犯罪之後
[00:06:37.200 --> 00:06:39.760]  他懂得怎樣認罪悔改
[00:06:39.760 --> 00:06:41.760]  向神來懺悔
[00:06:41.760 --> 00:06:48.160]  我相信這一切都是以至他能夠被神稱為合神心意的人
[00:06:48.160 --> 00:06:52.160]  我相信還有其他很多的事蹟
[00:06:52.160 --> 00:06:56.960]  能夠幫助我們知道怎樣才是合神心意的人
[00:06:56.960 --> 00:06:59.600]  在這個系列我們會來看看
[00:06:59.600 --> 00:07:02.160]  大圍的信心是很大
[00:07:02.160 --> 00:07:07.280]  以至以色列人的神被稱為大圍的神
[00:07:07.280 --> 00:07:09.280]  這是很重要
[00:07:09.280 --> 00:07:12.400]  讓我們看到他是一個很有信心的人
[00:07:12.400 --> 00:07:15.360]  在署列王紀下的20章第5節
[00:07:15.360 --> 00:07:18.320]  和以塞亞書的38章第5節
[00:07:18.320 --> 00:07:19.440]  都是這麼說
[00:07:19.440 --> 00:07:24.880]  神還說大圍是被他揀選來統治他的民
[00:07:24.880 --> 00:07:26.480]  統治以色列人的
[00:07:26.480 --> 00:07:29.520]  列王紀上的8章第16節
[00:07:29.520 --> 00:07:34.640]  有很多的詩篇都說大圍就是神的僕人
[00:07:34.640 --> 00:07:41.040]  在詩篇的78篇70節和89篇的20節都是這麼說
[00:07:41.040 --> 00:07:46.400]  在使徒行傳的13章36節告訴我們
[00:07:46.400 --> 00:07:49.760]  大圍不單止遵行了神的旨意
[00:07:49.760 --> 00:07:52.800]  他還服事了那一世代的人
[00:07:52.800 --> 00:07:55.440]  一個忠心的僕人
[00:07:55.440 --> 00:07:59.360]  不單止服事了他自己那一世代的人
[00:07:59.360 --> 00:08:02.160]  也服事下一代的人
[00:08:02.160 --> 00:08:04.160]  為什麼我會這麼說
[00:08:04.160 --> 00:08:09.840]  大圍的功績在幾個世紀仍然是祝福以色列人
[00:08:09.840 --> 00:08:13.760]  就好像約翰一書的2章17節所說
[00:08:13.760 --> 00:08:18.320]  唯獨遵行神旨意的是永遠常存
[00:08:18.320 --> 00:08:26.560]  大圍不單止籌備了聖殿一切所需要的材料、人力、物力
[00:08:26.560 --> 00:08:31.040]  他還創造了敬拜的歌曲
[00:08:31.040 --> 00:08:34.560]  他還設計了敬拜的樂器
[00:08:34.560 --> 00:08:41.920]  更重要的是耶穌基督透過大圍的家來到世上
[00:08:41.920 --> 00:08:47.120]  耶穌基督在喀什錄的22章16節說
[00:08:47.120 --> 00:08:51.520]  「我是大圍的根,又是他的後裔」
[00:08:51.520 --> 00:08:58.560]  其實我今天所說的是歷代至上的22章到29章
[00:08:58.560 --> 00:09:01.280]  我剛才說有8章的經文
[00:09:01.280 --> 00:09:05.200]  是很大野心希望能夠說完
[00:09:05.200 --> 00:09:07.920]  主要我要說的一共有5點
[00:09:07.920 --> 00:09:09.920]  第一是聖殿的策劃
[00:09:09.920 --> 00:09:12.640]  第二是聖殿的組織
[00:09:12.640 --> 00:09:15.680]  第三是軍事的管理
[00:09:15.680 --> 00:09:18.560]  第四是大圍的奉獻
[00:09:18.560 --> 00:09:21.920]  第五是大圍與民同樂
[00:09:21.920 --> 00:09:23.920]  來慶祝神的恩典
[00:09:23.920 --> 00:09:27.280]  我們首先看看聖殿的策劃
[00:09:27.280 --> 00:09:30.080]  就是歷代至上的22章
[00:09:30.080 --> 00:09:34.560]  大圍說他自己居住在宮殿
[00:09:34.560 --> 00:09:37.280]  神居住在帳棚
[00:09:37.280 --> 00:09:41.440]  所以他很有心要為神來建聖殿
[00:09:41.440 --> 00:09:44.000]  但神不准他建聖殿
[00:09:44.000 --> 00:09:46.000]  因為他殺戮太多
[00:09:46.000 --> 00:09:48.000]  因為他滿手都是鮮血
[00:09:48.000 --> 00:09:50.720]  所以神說你不要為我建聖殿
[00:09:50.720 --> 00:09:54.080]  但你的兒子可以替我建聖殿
[00:09:54.080 --> 00:09:56.720]  有一句古老的話
[00:09:56.720 --> 00:10:00.320]  一個好的開始就是成功的一半
[00:10:00.320 --> 00:10:03.120]  所以大圍幫助所羅門
[00:10:03.120 --> 00:10:06.560]  預備好所有聖殿的需要
[00:10:06.560 --> 00:10:09.920]  他買了建聖殿的那塊地
[00:10:09.920 --> 00:10:12.960]  就是阿奴那的打鞠場
[00:10:12.960 --> 00:10:16.960]  另外他預備了很多建聖殿的材料
[00:10:16.960 --> 00:10:18.960]  還有人力物力
[00:10:18.960 --> 00:10:24.400]  使得所羅門建聖殿的時候能夠事半功倍
