
[00:00:00.000 --> 00:00:07.760]  繼續看第十章
[00:00:07.760 --> 00:00:12.320]  從兩個角度去看神的旨意
[00:00:12.320 --> 00:00:16.480]  和另一個角度就是人的行動如何回應
[00:00:16.480 --> 00:00:18.960]  我們簡單的開始
[00:00:18.960 --> 00:00:22.800]  先感謝你給我們寶貴的訊息
[00:00:22.800 --> 00:00:27.200]  也感謝你給我們看見一幅很特別的圖畫
[00:00:27.200 --> 00:00:31.520]  希望你今天預備弟子們的心打開他們的耳朵
[00:00:31.520 --> 00:00:34.480]  打開他們的心 也打開他們的眼睛
[00:00:34.480 --> 00:00:38.080]  看見主你自己 也給他們所看見的一個特別的訊息
[00:00:38.080 --> 00:00:40.080]  我們感謝你 讓我們自己欣點
[00:00:40.080 --> 00:00:42.560]  主耶穌正在接受我們的祈禱 阿們
[00:00:42.560 --> 00:00:48.640]  這段經文一開始的時候是這樣的
[00:00:48.640 --> 00:00:50.640]  十章二十三節
[00:00:50.640 --> 00:00:52.640]  我今天看兩段經文
[00:00:52.640 --> 00:00:57.280]  第一段是十章一開始的時候的經文 第二段是十章一結尾的經文
[00:00:57.280 --> 00:00:59.280]  十章二十三節是說什麼呢
[00:00:59.280 --> 00:01:01.280]  十章二十三節是說
[00:01:01.280 --> 00:01:03.520]  凡事都可行但不都有益處
[00:01:03.520 --> 00:01:06.720]  凡事都可行但不都眾咒人
[00:01:06.720 --> 00:01:11.040]  其實這段經文在六章十二節出現過一次
[00:01:11.040 --> 00:01:13.680]  凡事都可行但不都有益處
[00:01:13.680 --> 00:01:15.120]  凡事都可行但不都眾咒人
[00:01:15.120 --> 00:01:17.120]  有一點不同的地方就是
[00:01:17.120 --> 00:01:21.520]  每一樣的事情我都不會讓它實際
[00:01:21.520 --> 00:01:25.520]  六章十二節的經文的上下文
[00:01:25.520 --> 00:01:30.320]  給我們看見的圖畫就是保羅和當時的哥倫多弟兄姊妹說
[00:01:30.320 --> 00:01:34.720]  你不要進行一些淫亂的事情
[00:01:34.720 --> 00:01:39.280]  從一個比較微觀的角度去看凡事都可行
[00:01:39.280 --> 00:01:41.280]  這個大的題目
[00:01:41.280 --> 00:01:44.880]  但來到十章二十三節保羅在說的時候
[00:01:44.880 --> 00:01:46.880]  把鏡頭拉遠一點
[00:01:46.880 --> 00:01:53.040]  從一個比較宏觀的角度去看凡事都可行
[00:01:53.040 --> 00:01:55.840]  但後面給我們兩個提醒
[00:01:55.840 --> 00:01:57.840]  不是每一樣事情都有益處
[00:01:57.840 --> 00:02:02.240]  凡事都可行但不是每一樣事情都眾咒人
[00:02:02.240 --> 00:02:04.240]  很多解經書給我們看的經文
[00:02:04.240 --> 00:02:06.240]  就把重點放在後面
[00:02:06.240 --> 00:02:08.240]  但我自己覺得
[00:02:08.240 --> 00:02:12.240]  保羅常常在說一樣的重點在十章二十三節
[00:02:12.240 --> 00:02:16.240]  其實他是在說凡事都可以做
[00:02:16.240 --> 00:02:20.240]  當然他的補充就是不是每一樣事情都有益處
[00:02:20.240 --> 00:02:23.040]  或者不是每一樣事情都眾咒人
[00:02:23.040 --> 00:02:27.760]  但重點在於保羅想說的凡事都可行
[00:02:27.760 --> 00:02:31.520]  但這個說話好像說了的時間沒有什麼實質的內容
[00:02:31.520 --> 00:02:33.520]  保羅給我們看見
[00:02:33.520 --> 00:02:37.520]  所以十章二十四節的時間保羅給多一個補充
[00:02:37.520 --> 00:02:39.520]  給多一個向導我們看見
[00:02:39.520 --> 00:02:43.120]  無論任何人不要求自己的益處
[00:02:43.120 --> 00:02:45.680]  是要求別人的益處
[00:02:45.680 --> 00:02:48.240]  對中國人來說這個說話是不容易的
[00:02:48.240 --> 00:02:52.800]  理解我們當金句背的時間
[00:02:52.800 --> 00:02:54.800]  凡事都可行但不是每一樣事情都有益處
[00:02:54.800 --> 00:02:57.920]  不要求自己的益處要求別人的益處
[00:02:57.920 --> 00:02:59.920]  從金句的角度我們都懂得背
[00:02:59.920 --> 00:03:05.200]  但從中國人的角度好像有些不容易理解
[00:03:05.200 --> 00:03:09.360]  因為中國人都喜歡說人不為己就天誅地滅
[00:03:09.360 --> 00:03:12.320]  但保羅在提醒當時的哥倫多教會
[00:03:12.320 --> 00:03:17.120]  我相信他今天都提醒我們不要求自己的益處
[00:03:17.120 --> 00:03:19.120]  但要求別人的益處
[00:03:19.120 --> 00:03:21.120]  那怎樣理解保羅這個向導呢
[00:03:21.120 --> 00:03:24.320]  之後他就給了一個例子
[00:03:24.320 --> 00:03:26.320]  哥倫多教會的弟兄姊妹
[00:03:26.320 --> 00:03:30.880]  是一個傳警大嘗試從三個角度進入傳息當中
[00:03:30.880 --> 00:03:32.880]  十章二十五節他說什麼
[00:03:32.880 --> 00:03:34.880]  十章二十五節他說凡市面
[00:03:34.880 --> 00:03:36.880]  他舉了一個例子
[00:03:36.880 --> 00:03:38.880]  凡市面上在市場裏買到的東西
[00:03:38.880 --> 00:03:42.880]  你就只管吃不要為良心的緣故
[00:03:42.880 --> 00:03:44.880]  問為什麼
[00:03:44.880 --> 00:03:46.880]  這裏有一個小小的歷史背景
[00:03:46.880 --> 00:03:48.880]  想和大家分享
[00:03:48.880 --> 00:03:50.880]  你知道當時哥倫多的地方
[00:03:50.880 --> 00:03:52.880]  或者當時的社會
[00:03:52.880 --> 00:03:58.880]  其實很多一些職業的工會
[00:03:58.880 --> 00:04:00.880]  職業的union
[00:04:00.880 --> 00:04:04.880]  打跌的可能有打跌的職業工會
[00:04:04.880 --> 00:04:06.880]  鬥牧的可能有鬥牧的職業工會
[00:04:06.880 --> 00:04:12.880]  你推車的可能有推車的職業工會等等
[00:04:12.880 --> 00:04:14.880]  所以這裏說什麼呢
[00:04:14.880 --> 00:04:16.880]  他們很多職業工會
[00:04:16.880 --> 00:04:18.880]  每年可能有幾次聚在一起
[00:04:18.880 --> 00:04:22.880]  當然是在一個地方交流一下訊息
[00:04:22.880 --> 00:04:26.880]  亦都可能看看有沒有生意互相介紹
[00:04:26.880 --> 00:04:30.880]  等等有些新的加入這個行頭的人
[00:04:30.880 --> 00:04:32.880]  在那裏亦都可以互相認識
[00:04:32.880 --> 00:04:34.880]  但他們走在一起的時間就不像今天
[00:04:34.880 --> 00:04:37.880]  我們幸運地在大酒樓擺放了
[00:04:37.880 --> 00:04:39.880]  二六一日八字的招待會
[00:04:39.880 --> 00:04:43.880]  他們會在一些類似廟宇的地方
[00:04:43.880 --> 00:04:45.880]  即是那些很大的天井廟宇
[00:04:45.880 --> 00:04:47.880]  擺放很多圍
[00:04:47.880 --> 00:04:49.880]  人們走在一起聚在一起
[00:04:49.880 --> 00:04:52.880]  他們就會訂很多燒豬回來
[00:04:52.880 --> 00:04:56.880]  每一台就有一份
[00:04:56.880 --> 00:04:58.880]  多出來的會怎樣呢
[00:04:58.880 --> 00:05:02.880]  多出來的就拿去市場去賣
[00:05:02.880 --> 00:05:04.880]  所以十章二十五節保羅提醒
[00:05:04.880 --> 00:05:12.880]  如果你在市場買了一些燒臘回來的時間
[00:05:12.880 --> 00:05:14.880]  你就不用問了
[00:05:14.880 --> 00:05:16.880]  只管吃
[00:05:16.880 --> 00:05:18.880]  這是第一個的詮釋
[00:05:18.880 --> 00:05:19.880]  為什麼會這樣呢
[00:05:19.880 --> 00:05:21.880]  二十五節因為保羅提醒
[00:05:21.880 --> 00:05:22.880]  當時在多倫多教會提醒
[00:05:22.880 --> 00:05:26.880]  因為地和其中所充滿的都是屬於主的
