
[00:00:00.000 --> 00:00:02.000]  (字幕: 梁靜茹)
[00:00:03.000 --> 00:00:05.000]  有句俗語
[00:00:05.000 --> 00:00:09.000]  叫人靠衣裝
[00:00:09.000 --> 00:00:13.000]  當人類在創世之後
[00:00:13.000 --> 00:00:17.000]  我們發現人原本不用穿衣服
[00:00:17.000 --> 00:00:22.000]  什麼時候人要穿衣服呢
[00:00:22.000 --> 00:00:26.000]  犯罪之後才穿衣服
[00:00:26.000 --> 00:00:31.000]  因為我們那個形象已經有了虧損
[00:00:31.000 --> 00:00:34.000]  所以很多時候我們要靠外表去掩飾
[00:00:34.000 --> 00:00:38.000]  或者補充我們生命上的一些缺陷
[00:00:38.000 --> 00:00:44.000]  所以我們要用外表去包裝或者顏色
[00:00:44.000 --> 00:00:47.000]  生命上的缺陷
[00:00:47.000 --> 00:00:50.000]  所以我們看了很多的電影
[00:00:50.000 --> 00:00:55.000]  都很喜歡用穿衣服這個橋段去介紹或者去描述
[00:00:56.000 --> 00:01:01.000]  我自己本身以前在香港去到加拿大
[00:01:01.000 --> 00:01:06.000]  我記得因為我是60年代的人
[00:01:06.000 --> 00:01:11.000]  所以在香港的時候剛剛經濟發展開始起步的時候
[00:01:11.000 --> 00:01:15.000]  我家附近就很興旺
[00:01:15.000 --> 00:01:19.000]  因為我家附近有很多故衣店
[00:01:19.000 --> 00:01:23.000]  我家附近有很多故衣店
[00:01:24.000 --> 00:01:26.000]  現在不叫故衣店了
[00:01:26.000 --> 00:01:29.000]  現在叫古著
[00:01:29.000 --> 00:01:34.000]  穿一些舊衣服回來穿
[00:01:34.000 --> 00:01:38.000]  老土當時興
[00:01:38.000 --> 00:01:44.000]  以前很多電影橋段都用這種去做一個開場
[00:01:44.000 --> 00:01:49.000]  所以很多電影橋段都是用這樣來做一個開場
[00:01:50.000 --> 00:01:54.000]  為了要找一份好的工作
[00:01:54.000 --> 00:01:59.000]  有人就去那些故衣店租件衣服來穿
[00:01:59.000 --> 00:02:04.000]  租一套西裝來見工
[00:02:04.000 --> 00:02:09.000]  如果是慶幸有一個朋友有一套西裝的話
[00:02:09.000 --> 00:02:14.000]  他甚至一套西裝就幾個人穿
[00:02:15.000 --> 00:02:20.000]  穿西裝這個文化
[00:02:20.000 --> 00:02:25.000]  為什麼要把人包裝呢
[00:02:25.000 --> 00:02:30.000]  原來一直從那個時候在香港不斷演變
[00:02:30.000 --> 00:02:35.000]  尤其是我記得在80年代的時候
[00:02:35.000 --> 00:02:40.000]  當香港人開始有了這種文化
[00:02:41.000 --> 00:02:45.000]  尤其是在80年代的時候
[00:02:45.000 --> 00:02:50.000]  當中國的經濟發展起飛的時候
[00:02:50.000 --> 00:02:55.000]  很多中國內地的男士當然要下來穿一套漂亮的西裝
[00:02:55.000 --> 00:03:02.000]  他們買西裝的笑話層出不同
[00:03:02.000 --> 00:03:07.000]  我先看看我
[00:03:08.000 --> 00:03:12.000]  原來他們喜歡買西裝之後
[00:03:12.000 --> 00:03:17.000]  通常都買名牌的
[00:03:17.000 --> 00:03:22.000]  買了之後西裝的名牌還釘在手袖
[00:03:22.000 --> 00:03:27.000]  他們不剪的
[00:03:27.000 --> 00:03:32.000]  我們買西裝就剪了
[00:03:33.000 --> 00:03:38.000]  他們不剪的就讓別人來看一下我這件西裝
[00:03:38.000 --> 00:03:43.000]  為什麼有這樣的表現呢
[00:03:43.000 --> 00:03:48.000]  因為人喜歡包裝染色自己
[00:03:48.000 --> 00:03:53.000]  在別人面前要很光明很美麗很漂亮
[00:03:53.000 --> 00:03:58.000]  但裡面怎樣
[00:03:59.000 --> 00:04:03.000]  裡面很多人都不留意
[00:04:03.000 --> 00:04:08.000]  上個星期我放了幾天假去盧森堡
[00:04:08.000 --> 00:04:13.000]  如果你去盧森堡其實沒什麼看的
[00:04:13.000 --> 00:04:18.000]  不過盧森堡有很多名牌店
[00:04:18.000 --> 00:04:23.000]  我看到一間名牌店
