
[00:00:00.000 --> 00:00:05.120]  师父我们将以下时间带到恩主的面前
[00:00:05.120 --> 00:00:06.960]  求主你真的帮助我们
[00:00:06.960 --> 00:00:08.640]  在你的面前我们明白
[00:00:08.640 --> 00:00:10.880]  我们人生当中不单止领受
[00:00:10.880 --> 00:00:12.240]  也要施予
[00:00:12.240 --> 00:00:13.760]  当我们享有的时候
[00:00:13.760 --> 00:00:15.120]  教导我们懂得分享
[00:00:15.120 --> 00:00:16.560]  当我们拥有的时候
[00:00:16.560 --> 00:00:19.840]  帮助我们懂得给有需要的人
[00:00:19.840 --> 00:00:20.960]  他们的需要
[00:00:20.960 --> 00:00:22.400]  去满足人们的需要
[00:00:22.400 --> 00:00:24.960]  我们将以下这一段圣经带到主的面前
[00:00:24.960 --> 00:00:26.320]  求主你帮助我们
[00:00:26.320 --> 00:00:27.200]  带领以下时间
[00:00:27.200 --> 00:00:28.240]  奉耶稣的名祈祷
[00:00:28.240 --> 00:00:28.880]  阿们
[00:00:28.880 --> 00:00:30.640]  以前我在香港的时候
[00:00:30.640 --> 00:00:32.240]  我就是做童子军的
[00:00:32.240 --> 00:00:33.680]  有没有人是童子军的?
[00:00:33.680 --> 00:00:35.600]  有没有人做过童子军的?
[00:00:35.600 --> 00:00:36.320]  只有一个?
[00:00:36.320 --> 00:00:37.280]  两个
[00:00:37.280 --> 00:00:38.080]  你第几里?
[00:00:38.080 --> 00:00:40.960]  我是第十六里
[00:00:40.960 --> 00:00:42.800]  第十六里
[00:00:42.800 --> 00:00:43.760]  很久了
[00:00:43.760 --> 00:00:45.040]  四十多年前
[00:00:45.040 --> 00:00:47.280]  童子军有句话是什么?
[00:00:47.280 --> 00:00:49.840]  你不是童子军
[00:00:49.840 --> 00:00:50.800]  为什么你说得这么快?
[00:00:50.800 --> 00:00:52.480]  很多人向你行善
[00:00:52.480 --> 00:00:54.560]  日行一善
[00:00:54.560 --> 00:00:56.400]  我们经常说日行一善
[00:00:56.400 --> 00:00:57.840]  童子军的精神
[00:00:57.840 --> 00:00:59.440]  有时候晚上睡觉
[00:00:59.440 --> 00:01:01.280]  想起今天还没有日行一善
[00:01:01.280 --> 00:01:02.000]  怎么办呢?
[00:01:02.000 --> 00:01:03.840]  就去妹妹的床上跟她说
[00:01:03.840 --> 00:01:04.640]  你很漂亮
[00:01:04.640 --> 00:01:07.520]  就日行一善
[00:01:07.520 --> 00:01:08.720]  就去睡觉
[00:01:08.720 --> 00:01:11.120]  其实行善是一件好事
[00:01:11.120 --> 00:01:12.800]  中国人经常有句话说
[00:01:12.800 --> 00:01:14.800]  冤冤相报何时了
[00:01:14.800 --> 00:01:17.840]  其实善恨要常恨
[00:01:17.840 --> 00:01:18.800]  不要停
[00:01:18.800 --> 00:01:20.400]  我也是觉得是
[00:01:20.400 --> 00:01:21.840]  冤冤相报何时了
[00:01:21.840 --> 00:01:23.600]  有时候人要报仇
[00:01:23.600 --> 00:01:25.360]  经常不断地记住
[00:01:25.360 --> 00:01:27.040]  不断地冤冤相报
[00:01:27.040 --> 00:01:29.040]  但是我觉得行善是一件好事
[00:01:29.040 --> 00:01:30.080]  人不断行善
[00:01:30.080 --> 00:01:30.880]  你会发现
[00:01:30.880 --> 00:01:32.720]  不是说善有善报
[00:01:32.720 --> 00:01:35.520]  而是善事有善事的影响
[00:01:35.520 --> 00:01:37.120]  当你对一个人好
[00:01:37.120 --> 00:01:38.240]  他也会对别人好
[00:01:38.240 --> 00:01:39.600]  不断地循环
[00:01:39.600 --> 00:01:42.800]  善事的循环也是非常好的
[00:01:42.800 --> 00:01:45.520]  其实今天我在祖堂崇拜
[00:01:45.520 --> 00:01:46.800]  我在城北的乙乙堂
[00:01:46.800 --> 00:01:50.240]  应该是王志强传道
[00:01:50.240 --> 00:01:52.080]  他就说了
[00:01:52.080 --> 00:01:53.520]  他就说了感恩节
[00:01:53.520 --> 00:01:56.160]  我也有提到shoebox
[00:01:56.400 --> 00:01:57.840]  拍了一些片段
[00:01:57.840 --> 00:01:59.120]  有一句话
[00:01:59.120 --> 00:02:00.560]  其实有一个观念
[00:02:00.560 --> 00:02:01.360]  我get到
[00:02:01.360 --> 00:02:03.280]  我觉得今天对我很大帮助
[00:02:03.280 --> 00:02:04.080]  提醒就是
[00:02:04.080 --> 00:02:05.600]  一个人蒙恩
[00:02:05.600 --> 00:02:08.160]  感恩节不只是数算恩典
[00:02:08.160 --> 00:02:11.040]  感恩节我们要学习施与
[00:02:11.040 --> 00:02:13.760]  感恩节不只是领受恩典
[00:02:13.760 --> 00:02:16.240]  感恩节是要学习分享恩典
[00:02:16.240 --> 00:02:17.920]  感恩节应该是一个
[00:02:17.920 --> 00:02:19.200]  恩典的传承
[00:02:19.200 --> 00:02:20.400]  这种精神
[00:02:20.400 --> 00:02:22.240]  感恩节不是去拥有
[00:02:22.240 --> 00:02:24.080]  感恩节是要去施与
[00:02:24.080 --> 00:02:25.920]  我觉得这是一件好事
[00:02:26.400 --> 00:02:27.360]  你也知道
[00:02:27.360 --> 00:02:28.240]  我不知道是不是
[00:02:28.240 --> 00:02:29.120]  我不知道有没有记错
[00:02:29.120 --> 00:02:30.240]  如果我记错你告诉我
[00:02:30.240 --> 00:02:33.120]  在Downtown有一个叫三层楼
[00:02:33.120 --> 00:02:34.560]  on the set
[00:02:34.560 --> 00:02:35.440]  有没有人知道
[00:02:35.440 --> 00:02:37.280]  是不是每一年感恩节
[00:02:37.280 --> 00:02:38.640]  都会派伙计
[00:02:38.640 --> 00:02:39.680]  对不对
[00:02:39.680 --> 00:02:40.720]  告诉你
[00:02:40.720 --> 00:02:41.840]  我也去排过队
[00:02:41.840 --> 00:02:43.680]  不过已经是差不多
[00:02:43.680 --> 00:02:44.960]  35年前的事
[00:02:44.960 --> 00:02:47.600]  我们那时候住在Downtown
[00:02:47.600 --> 00:02:49.200]  是很虚憾的
[00:02:49.200 --> 00:02:51.200]  我也很喜欢去on the set
[00:02:51.200 --> 00:02:54.160]  因为它就是平民的商店
[00:02:54.160 --> 00:02:55.600]  买很多便宜的东西
[00:02:56.000 --> 00:02:57.040]  我知道
[00:02:57.040 --> 00:02:59.520]  好像为什么会卖那个建筑物
[00:02:59.520 --> 00:03:01.600]  每一年都会派伙计
[00:03:01.600 --> 00:03:05.520]  这是一个很好的动作
[00:03:05.520 --> 00:03:07.360]  很好的一件行为
[00:03:07.360 --> 00:03:09.280]  所以刚才我再说感恩节
[00:03:09.280 --> 00:03:10.640]  不只是拥有
[00:03:10.640 --> 00:03:11.520]  是要施与
[00:03:11.520 --> 00:03:12.960]  其实人生最重要
[00:03:12.960 --> 00:03:14.000]  不是你拥有多少
[00:03:14.000 --> 00:03:16.080]  而是你能够分享多少
[00:03:16.080 --> 00:03:18.560]  人最好的不是你拥有多少
[00:03:18.560 --> 00:03:19.920]  而是你能够分享多少
[00:03:19.920 --> 00:03:21.520]  这件事很重要
[00:03:21.520 --> 00:03:22.320]  今天提的就是
[00:03:22.320 --> 00:03:24.640]  行善的动机和上前
[00:03:25.600 --> 00:03:27.200]  行善的动机和上前
[00:03:27.200 --> 00:03:29.200]  这是登山宝训其中一份
[00:03:29.200 --> 00:03:31.680]  我估计经文未必会全部打出来
[00:03:31.680 --> 00:03:32.720]  但我统统给大家看
[00:03:32.720 --> 00:03:34.480]  你有圣经就跟我一起看圣经
[00:03:34.480 --> 00:03:35.600]  就是马达夫音第五章
[00:03:35.600 --> 00:03:36.400]  第六章
[00:03:36.400 --> 00:03:37.040]  第七章
[00:03:37.040 --> 00:03:38.960]  圣经里面有两篇
[00:03:38.960 --> 00:03:41.120]  耶稣最重要最重要的讲道
[00:03:41.120 --> 00:03:42.480]  第一篇就是
[00:03:42.480 --> 00:03:44.320]  耶稣传道开始的时候
[00:03:44.320 --> 00:03:45.680]  登山宝训
[00:03:45.680 --> 00:03:46.560]  马达夫音第五
[00:03:46.560 --> 00:03:46.960]  第六
[00:03:46.960 --> 00:03:47.440]  第七
[00:03:47.440 --> 00:03:48.800]  第二篇就是
[00:03:48.800 --> 00:03:50.720]  耶稣传道结束之前
[00:03:50.720 --> 00:03:52.320]  就是约翰福音十四
[00:03:52.320 --> 00:03:52.720]  十五
[00:03:52.720 --> 00:03:53.040]  十六
[00:03:53.040 --> 00:03:53.920]  三章的圣经
[00:03:54.800 --> 00:03:55.760]  马达夫音第五
[00:03:55.760 --> 00:03:56.080]  第六
[00:03:56.080 --> 00:03:56.480]  第七
[00:03:56.480 --> 00:03:57.760]  称之为登山宝训
[00:03:57.760 --> 00:03:58.800]  约翰福音第十四
[00:03:58.800 --> 00:03:59.040]  十五
[00:03:59.040 --> 00:03:59.520]  十六
[00:03:59.520 --> 00:04:01.280]  称之为临别赈言
[00:04:01.280 --> 00:04:03.440]  一个是传道开始的时候
[00:04:03.440 --> 00:04:05.520]  一个是传道结束的时候
[00:04:05.520 --> 00:04:07.920]  这两篇都是最长的讲道
[00:04:07.920 --> 00:04:09.760]  也是非常重要的讲道
[00:04:09.760 --> 00:04:11.840]  一个是提到你进入天国
[00:04:11.840 --> 00:04:13.760]  成为天国子民的时候
[00:04:13.760 --> 00:04:14.800]  你的品格
[00:04:14.800 --> 00:04:15.360]  你的行为
[00:04:15.360 --> 00:04:17.040]  你的要求应该是怎样
[00:04:17.040 --> 00:04:19.680]  一个是提到作为天国的士兵
[00:04:19.680 --> 00:04:20.960]  你要去传福音
[00:04:20.960 --> 00:04:22.320]  你如何去传福音
[00:04:22.320 --> 00:04:23.360]  你靠什么
[00:04:23.440 --> 00:04:24.720]  在这个世界当中
[00:04:24.720 --> 00:04:25.840]  能够做光
[00:04:25.840 --> 00:04:26.400]  做严
[00:04:26.400 --> 00:04:28.160]  前面是提到要求
[00:04:28.160 --> 00:04:29.600]  后面是提到方法
[00:04:29.600 --> 00:04:31.600]  或者一些具备的条件
[00:04:31.600 --> 00:04:33.120]  所以这两篇讲道
[00:04:33.120 --> 00:04:34.560]  都是非常重要的
[00:04:34.560 --> 00:04:35.920]  当你看马达夫音的时候
[00:04:35.920 --> 00:04:36.640]  第五章
[00:04:36.640 --> 00:04:38.480]  我尝试和大家分段
[00:04:38.480 --> 00:04:40.640]  只是分段到第六章三十四节
[00:04:40.640 --> 00:04:42.080]  第五章和第六章
[00:04:42.080 --> 00:04:43.520]  第五章第一节
[00:04:43.520 --> 00:04:44.400]  去到十二节
[00:04:44.400 --> 00:04:46.480]  讲到大家很出名的八福
[00:04:46.480 --> 00:04:48.080]  对不对?
[00:04:48.080 --> 00:04:48.880]  八福
[00:04:48.880 --> 00:04:50.240]  五章一至十二节
[00:04:50.240 --> 00:04:51.840]  提到基督徒和自己
[00:04:52.080 --> 00:04:54.080]  基督徒本身的操守
[00:04:54.080 --> 00:04:55.840]  他的品格应该是怎样
[00:04:55.840 --> 00:04:57.600]  然后五章十三节
[00:04:57.600 --> 00:04:59.760]  去到五章第十六节
[00:04:59.760 --> 00:05:03.120]  提到基督徒和世界的关系
[00:05:03.120 --> 00:05:04.640]  里面有句话大家很熟悉
[00:05:04.640 --> 00:05:06.000]  就是你们是世上的光
[00:05:06.000 --> 00:05:07.120]  是世上的炎
[00:05:07.120 --> 00:05:07.920]  对不对?
[00:05:07.920 --> 00:05:11.360]  所以提到我们和世界的关系
[00:05:11.360 --> 00:05:13.680]  第三段十七节开始
[00:05:13.680 --> 00:05:15.360]  去到四十八节
[00:05:15.360 --> 00:05:17.520]  提到基督徒和律法的关系
[00:05:17.520 --> 00:05:19.200]  里面讲到一开始提到
[00:05:19.200 --> 00:05:21.920]  耶稣说不要想用来废掉律法和先知
[00:05:22.000 --> 00:05:23.360]  我们是要承传
[00:05:23.360 --> 00:05:25.760]  后面提到二十一节开始讲
[00:05:25.760 --> 00:05:27.840]  听见古人讲一些律法的东西
[00:05:27.840 --> 00:05:28.960]  但是我告诉你
[00:05:28.960 --> 00:05:29.920]  他的意思是什么
[00:05:29.920 --> 00:05:31.040]  一直这样下去
[00:05:31.040 --> 00:05:32.560]  然后去到四十八节
[00:05:32.560 --> 00:05:34.320]  然后去到第六章的时候
[00:05:34.320 --> 00:05:35.760]  一至三十四节
[00:05:35.760 --> 00:05:37.600]  提到基督徒和生活
[00:05:37.600 --> 00:05:39.840]  基督徒的生活应该是怎样的呢?
[00:05:39.840 --> 00:05:41.280]  第六章分开两段
