
[00:00:00.000 --> 00:00:08.500]  今天跟大家分享的經文是出自於馬太福音的第一章
[00:00:08.500 --> 00:00:15.000]  我們會看到第一章的第一節至第十七節
[00:00:15.000 --> 00:00:18.500]  有關耶穌基督的族譜的內容
[00:00:18.500 --> 00:00:22.500]  今天的講題就是族譜中的突破性
[00:00:22.500 --> 00:00:25.500]  在馬太福音的內容
[00:00:25.500 --> 00:00:32.000]  我們一跳進去就會馬上看看馬太福音第一章說什麼
[00:00:32.000 --> 00:00:37.500]  如果我們多了解一下馬太福音的作者馬太
[00:00:37.500 --> 00:00:39.000]  究竟是一個什麼人呢
[00:00:39.000 --> 00:00:43.000]  其實對於我們也有一個更好的理解
[00:00:43.000 --> 00:00:46.000]  明白到他為什麼可以用這麼超卓的文字
[00:00:46.000 --> 00:00:48.500]  在他的福音書句裡面
[00:00:48.500 --> 00:00:50.500]  能夠將耶穌基督的事情
[00:00:50.500 --> 00:00:54.500]  以一個很不同的角度去陳述給我們知道
[00:00:54.500 --> 00:00:57.500]  馬太福音的作者馬太
[00:00:57.500 --> 00:01:00.500]  他本身原本的名字叫做利美
[00:01:00.500 --> 00:01:04.500]  是十二個司徒當中的其中一位
[00:01:04.500 --> 00:01:07.500]  他並且有一個很特別的工作
[00:01:07.500 --> 00:01:09.500]  是一個瑞麗
[00:01:09.500 --> 00:01:12.500]  曾經為羅馬政府去效力
[00:01:12.500 --> 00:01:18.500]  收取在他所管理的一個稅區裡面的稅收
[00:01:18.500 --> 00:01:23.000]  而他也是在耶穌眾多的門戶當中
[00:01:23.000 --> 00:01:28.500]  寥寥的少數的幾個曾經有一些基本的教育
[00:01:28.500 --> 00:01:31.000]  能夠書寫的門戶
[00:01:31.000 --> 00:01:35.000]  很多人去到於馬太福音的理解
[00:01:35.000 --> 00:01:37.000]  就只認識到他
[00:01:37.000 --> 00:01:40.500]  這個是《新著聖經》的第一章書
[00:01:40.500 --> 00:01:45.000]  但究竟馬太福音所寫的背景是什麼呢
[00:01:45.000 --> 00:01:47.500]  如果我們仔細去研究一下的時候
[00:01:47.500 --> 00:01:51.000]  原來馬太福音當時我們所了解到
[00:01:51.000 --> 00:01:56.500]  他的寫作背景是正處於敘利亞的地區
[00:01:56.500 --> 00:02:00.500]  在敘利亞的地區當時我們所知道
[00:02:00.500 --> 00:02:03.000]  在馬太的年代
[00:02:03.000 --> 00:02:05.500]  大約只有七分之一的人
[00:02:05.500 --> 00:02:09.500]  在當地居住的是猶太人
[00:02:09.500 --> 00:02:13.500]  所以當我們去讀到這本書的時候
[00:02:13.500 --> 00:02:17.000]  我們就會明白到原來我們所看的馬太福音
[00:02:17.000 --> 00:02:19.000]  是一個那麼不同的背景
[00:02:19.000 --> 00:02:24.500]  不是我們以為全部包圍著的都是一班猶太人
[00:02:24.500 --> 00:02:27.000]  其實當中是包括了不少
[00:02:27.000 --> 00:02:28.000]  甚至可以這麼說
[00:02:28.000 --> 00:02:30.000]  絕大多數的群眾
[00:02:30.000 --> 00:02:32.000]  當你一踏出街的時候
[00:02:32.000 --> 00:02:37.000]  所面對的都是一些非猶太裔的人士
[00:02:37.000 --> 00:02:40.000]  而當我們回顧猶太人
[00:02:40.000 --> 00:02:44.500]  去怎麼看當時他們的政治局面的時候
[00:02:44.500 --> 00:02:46.000]  其實在《聖經》裡面
[00:02:46.000 --> 00:02:49.000]  我們也明白到當時很多猶太人
[00:02:49.000 --> 00:02:52.000]  其實對於活在這個羅馬政權之下
[00:02:52.000 --> 00:02:56.000]  總是有一種忍忍作痛的心情
[00:02:56.000 --> 00:02:58.500]  因為既然是屬於自己的地方
[00:02:58.500 --> 00:03:01.500]  也都甚至可以這麼說是上帝的應許之地
[00:03:01.500 --> 00:03:05.500]  但是奈何為什麼我們會落在一個
[00:03:05.500 --> 00:03:08.000]  外邦人的世界裡面
[00:03:08.000 --> 00:03:10.500]  然後受他們的管治呢?
[00:03:10.500 --> 00:03:14.000]  所以當我們去看這個馬太福音的時候
[00:03:14.000 --> 00:03:17.000]  我們就會發現到在馬太福音裡面
[00:03:17.000 --> 00:03:20.000]  其實包含了很多猶太人
[00:03:20.000 --> 00:03:24.000]  或者希伯來人的那種文作的感情
[00:03:24.000 --> 00:03:28.000]  而在這本書裡面也都嘗試從這個角度
[00:03:28.000 --> 00:03:30.000]  在這個政治的背景之下
[00:03:30.000 --> 00:03:34.000]  能夠與耶穌基督他的救恩
[00:03:34.000 --> 00:03:37.000]  或者他的教導將它連成一體
[00:03:37.000 --> 00:03:39.000]  不過將這兩樣東西放在一起
[00:03:39.000 --> 00:03:43.000]  其實如果從政治的角度也都沒什麼特別
[00:03:43.000 --> 00:03:45.000]  為什麼這麼說呢?
[00:03:45.000 --> 00:03:48.000]  因為耶穌基督也都已經因為
[00:03:48.000 --> 00:03:55.000]  在猶太人的手上被處死在十字架的極刑之上
[00:03:55.000 --> 00:03:57.000]  在這樣的情況之下
[00:03:57.000 --> 00:04:02.000]  其實猶太人應該對於信耶穌這件事
[00:04:02.000 --> 00:04:05.000]  帶著一種失望的感覺
[00:04:05.000 --> 00:04:08.000]  多於是一種感覺到非常振奮的事情
[00:04:08.000 --> 00:04:10.000]  如果從單從政治的角度
[00:04:10.000 --> 00:04:12.000]  我們可以有這樣的演繹
[00:04:12.000 --> 00:04:16.000]  但是當我們再仔細去看下馬太福音的時候
[00:04:16.000 --> 00:04:20.000]  原來馬太福音的最重要的核心
[00:04:20.000 --> 00:04:24.000]  就是怎樣將猶太裔的基督徒
[00:04:24.000 --> 00:04:27.000]  和一些非猶太裔的基督徒
[00:04:27.000 --> 00:04:31.000]  怎樣將它連在一起這個大方向
[00:04:31.000 --> 00:04:36.000]  去著手去陳述耶穌基督所發生過的事蹟的時候
[00:04:36.000 --> 00:04:38.000]  我們就會發現到
[00:04:38.000 --> 00:04:42.000]  這一卷書卻是為這個組合
[00:04:42.000 --> 00:04:46.000]  帶來更大的振奮和更大的盼望
[00:04:46.000 --> 00:04:48.000]  為什麼呢?
[00:04:48.000 --> 00:04:49.000]  在這個這樣的政處
[00:04:49.000 --> 00:04:54.000]  在這個愛幫人羅馬帝國統治之下的國情之下
[00:04:54.000 --> 00:04:59.000]  如果當我們再去看下馬太福音的內容的時候
[00:04:59.000 --> 00:05:01.000]  原來馬太福音是用了一個
[00:05:01.000 --> 00:05:03.000]  不是純粹政治的角度
[00:05:03.000 --> 00:05:06.000]  不是純粹一個血緣的角度
[00:05:06.000 --> 00:05:11.000]  或者甚至不是以一個民族情義去解釋的時候
[00:05:11.000 --> 00:05:14.000]  而是將整個的救恩
[00:05:14.000 --> 00:05:16.000]  將它提高到另一個層次
[00:05:16.000 --> 00:05:18.000]  是將耶穌基督提高到
[00:05:18.000 --> 00:05:25.000]  不是只是規限在一個猶太裔的群眾裏面的一個君王這個身份
[00:05:25.000 --> 00:05:26.000]  而這個這樣的陳述
[00:05:26.000 --> 00:05:31.000]  就在我們今天所看的這個耶穌基督的族譜裏面
[00:05:31.000 --> 00:05:33.000]  有很清晰的介紹
[00:05:33.000 --> 00:05:34.000]  在上一堂的時候
[00:05:34.000 --> 00:05:36.000]  我們已經說過了
[00:05:36.000 --> 00:05:38.000]  我們今天所看的這個族譜
[00:05:38.000 --> 00:05:41.000]  是屬於耶穌基督的族譜
[00:05:41.000 --> 00:05:44.000]  我們已經知道這個族譜是屬於哪一個的
[00:05:44.000 --> 00:05:48.000]  那麼許我們以下下來的時間
[00:05:48.000 --> 00:05:50.000]  就需要更進一步去看下
[00:05:50.000 --> 00:05:53.000]  究竟這個是一個怎樣的族譜
[00:05:53.000 --> 00:05:56.000]  而這個族譜為他們帶來什麼的信息呢?
[00:05:56.000 --> 00:06:02.000]  那麼這個正正是我們今天在這段的講道時間
[00:06:02.000 --> 00:06:05.000]  希望大家一起去思想的主要題目
[00:06:05.000 --> 00:06:11.000]  我們或者首先我們一起再回到這段經文再讀一次
[00:06:11.000 --> 00:06:14.000]  讓我們多對這段聖經的理解
[00:06:14.000 --> 00:06:19.000]  《約馬太福音》第一章第一節至第十七節
[00:06:19.000 --> 00:06:25.000]  我們慣常的用法就是先一起去讀和合本的版本一次
[00:06:25.000 --> 00:06:28.000]  然後我們就會讀英語的版本一次
[00:06:28.000 --> 00:06:32.000]  或者我為大家讀出英語的版本一次
[00:06:32.000 --> 00:06:36.000]  好,大家一起請打開我們的聖經
[00:06:36.000 --> 00:06:39.000]  《馬太福音》第一章第一節至第十七節
[00:06:39.000 --> 00:06:42.000]  Matthew 1:1-17
[00:06:42.000 --> 00:06:50.000]  阿伯拉罕的後裔,大衛的子孫,耶穌基督的家抱
[00:06:50.000 --> 00:06:54.000]  阿伯拉罕生以撒,以撒生雅各
[00:06:54.000 --> 00:06:58.000]  雅各生猶大和他的兄弟
[00:06:58.000 --> 00:07:03.000]  猶大從他馬士生法拉斯和謝拉
[00:07:03.000 --> 00:07:06.000]  法拉斯生希斯倫
[00:07:06.000 --> 00:07:08.000]  希斯倫生阿蘭
[00:07:08.000 --> 00:07:11.000]  阿蘭生阿米拉達
[00:07:11.000 --> 00:07:13.000]  阿米拉達生拿順
[00:07:13.000 --> 00:07:15.000]  拿順生撒門
[00:07:15.000 --> 00:07:19.000]  撒門從拉合士生波阿斯
[00:07:19.000 --> 00:07:22.000]  波阿斯從路德士生俄比德
[00:07:22.000 --> 00:07:24.000]  俄比德生耶西
[00:07:24.000 --> 00:07:27.000]  耶西生大衛王
[00:07:27.000 --> 00:07:31.000]  大衛從烏利亞的妻子生索羅門
[00:07:31.000 --> 00:07:34.000]  索羅門生羅邦
[00:07:34.000 --> 00:07:37.000]  羅邦生阿比亞
[00:07:37.000 --> 00:07:39.000]  阿比亞生阿撒
[00:07:39.000 --> 00:07:41.000]  阿撒生約沙法
[00:07:41.000 --> 00:07:44.000]  約沙法生約蘭
[00:07:44.000 --> 00:07:46.000]  約蘭生烏西亞
[00:07:46.000 --> 00:07:49.000]  烏西亞生約坦
[00:07:49.000 --> 00:07:52.000]  約坦生阿哈斯
[00:07:52.000 --> 00:07:54.000]  阿哈斯生希西加
[00:07:54.000 --> 00:07:56.000]  希西加生馬拉西
[00:07:56.000 --> 00:07:59.000]  馬拉西生阿滿
[00:07:59.000 --> 00:08:01.000]  阿滿生約西亞
[00:08:01.000 --> 00:08:05.000]  百姓被遷到巴比倫的時候
[00:08:05.000 --> 00:08:10.000]  約西亞生耶哥尼亞和他的弟兄
[00:08:10.000 --> 00:08:13.000]  遷到巴比倫之後
[00:08:13.000 --> 00:08:15.000]  耶哥尼亞生薩拉鐵
[00:08:15.000 --> 00:08:18.000]  薩拉鐵生索羅巴伯
[00:08:18.000 --> 00:08:20.000]  索羅巴伯生阿比玉
[00:08:20.000 --> 00:08:23.000]  阿比玉生以利亞敬
[00:08:23.000 --> 00:08:25.000]  以利亞敬生阿索
[00:08:25.000 --> 00:08:27.000]  阿索生薩督
[00:08:27.000 --> 00:08:29.000]  薩督生阿甘
[00:08:29.000 --> 00:08:31.000]  阿甘生以律
[00:08:31.000 --> 00:08:34.000]  以律生以利亞薩
[00:08:34.000 --> 00:08:36.000]  以利亞薩生馬丹
[00:08:36.000 --> 00:08:38.000]  馬丹生雅各
[00:08:38.000 --> 00:08:40.000]  雅各生約瑟
[00:08:40.000 --> 00:08:43.000]  就是馬尼亞的丈夫
[00:08:43.000 --> 00:08:45.000]  稱為基督的耶穌
[00:08:45.000 --> 00:08:47.000]  是從馬尼亞生的
[00:08:47.000 --> 00:08:52.000]  這樣從阿伯拉罕到大衛共有14代
[00:08:52.000 --> 00:08:57.000]  從大衛到遷至巴比倫的時候也有14代
[00:08:57.000 --> 00:09:02.000]  從遷至巴比倫的時候到基督也有14代
[00:09:02.000 --> 00:09:07.000]  在這個這麼詳細的續譜的裏面
[00:09:07.000 --> 00:09:10.000]  我想分為兩個部分和大家去看一下
[00:09:10.000 --> 00:09:12.000]  第一個部分我們去看一下
[00:09:12.000 --> 00:09:19.000]  原來這個是一個由一個非比尋常的結構所組成的一個的續譜
[00:09:19.000 --> 00:09:23.000]  我們從第一節和第17節的裏面可以看到的
[00:09:23.000 --> 00:09:26.000]  按照在上一堂我們已經講了
