
[00:00:00.000 --> 00:00:07.840]  今天和大家一起思想的經文是出自於加拉太書第四章
[00:00:07.840 --> 00:00:10.760]  從第十七節至第二十節
[00:00:10.760 --> 00:00:15.440]  今天的講題是「孩子們,你們明白嗎?」
[00:00:15.440 --> 00:00:19.320]  加拉太書第四章十七至第二十節
[00:00:19.320 --> 00:00:25.440]  「那些人熱心待你們,卻不是好意,是要離間你們,
[00:00:25.440 --> 00:00:32.720]  叫你們熱心待他們,在善事上常用熱心待人緣是好的,
[00:00:32.720 --> 00:00:37.600]  卻不丹我與你們同在的時候才這樣。
[00:00:37.600 --> 00:00:41.960]  我小子,我為你們再受生產之苦,
[00:00:41.960 --> 00:00:45.600]  直等到基督成形在你們心裡,
[00:00:45.600 --> 00:00:50.080]  我巴不得現今在你們那裡改換口氣,
[00:00:50.080 --> 00:00:53.360]  因我為你們心裡作難。」
[00:00:53.360 --> 00:00:59.200]  有一次我去探訪弟兄家裡
[00:00:59.200 --> 00:01:05.000]  其實這個弟兄當時已經四五十歲左右的年紀
[00:01:05.000 --> 00:01:09.240]  當他邀請我去探訪的時候
[00:01:09.240 --> 00:01:14.560]  他就說:牧師不如我帶你去我的客廳
[00:01:14.560 --> 00:01:16.760]  大家坐下來聊聊天好不好?
[00:01:16.760 --> 00:01:20.440]  當我們一起走到客廳的時候
[00:01:20.440 --> 00:01:25.400]  通常在加拿大裡面客廳都會有一個火爐
[00:01:25.400 --> 00:01:27.000]  有一個壁爐在那裡
[00:01:27.000 --> 00:01:33.560]  華人通常很少開這些壁爐去點炭或者燒柴
[00:01:33.560 --> 00:01:36.240]  因為很多灰燼要清理
[00:01:36.240 --> 00:01:38.960]  所以華人通常都不會來用的
[00:01:38.960 --> 00:01:41.520]  但是那個地方變成了什麼地方呢?
[00:01:41.520 --> 00:01:45.640]  很多時候就成為他們擺一些家庭照
[00:01:45.640 --> 00:01:52.240]  或者小朋友在各行的比賽裡面的獎杯、獎座等等
[00:01:52.240 --> 00:01:53.440]  就會放在那裡
[00:01:53.440 --> 00:01:56.840]  我經過他的客廳的時候
[00:01:56.840 --> 00:02:00.720]  我說:很多照片啊,在你的壁爐上面
[00:02:00.720 --> 00:02:03.440]  他說:是啊,很多都是我家裡的照片
[00:02:03.440 --> 00:02:05.120]  我說:可以看一下嗎?
[00:02:05.120 --> 00:02:08.120]  我就很細心地逐張逐張去看
[00:02:08.120 --> 00:02:12.480]  看著看著的時候就發覺有一張黑白照
[00:02:12.480 --> 00:02:18.920]  黑白照上面有一位女士抱著一個嬰兒
[00:02:18.920 --> 00:02:20.800]  一看的時候
[00:02:20.800 --> 00:02:27.520]  我就發覺這個女士不是這位弟兄的太太
[00:02:27.520 --> 00:02:30.640]  於是我就問一下這個弟兄
[00:02:30.640 --> 00:02:32.160]  他說:弟兄啊
[00:02:32.160 --> 00:02:36.760]  這張照片裡面的女士究竟是誰呢?
[00:02:36.760 --> 00:02:43.280]  我就想一下他會不會給我一個我從未想過的答案
[00:02:43.280 --> 00:02:46.040]  因為那個女士根本不是他太太
[00:02:46.040 --> 00:02:48.040]  那她是誰呢?
[00:02:48.040 --> 00:02:50.240]  這個弟兄聽到我問的時候
[00:02:50.240 --> 00:02:51.560]  突然打了一巴掌
[00:02:51.560 --> 00:02:55.560]  然後臉色就突然變了一層
[00:02:55.560 --> 00:02:57.960]  就很嚴肅地跟我說
[00:02:57.960 --> 00:02:59.400]  他說:牧師啊
[00:02:59.400 --> 00:03:02.680]  其實這張照片裡面的女士
[00:03:02.680 --> 00:03:05.200]  其實就是我媽媽
[00:03:05.200 --> 00:03:08.120]  而她手抱著的嬰兒
[00:03:08.120 --> 00:03:14.400]  其實就是我剛出生不久前準備出院的照片
[00:03:14.400 --> 00:03:17.840]  原來這張照片這麼有歷史價值
[00:03:17.840 --> 00:03:19.600]  他就說:是啊
[00:03:19.600 --> 00:03:21.120]  這就是我媽媽
[00:03:21.120 --> 00:03:22.600]  他就跟我說
[00:03:22.600 --> 00:03:26.520]  當日她出院的時候
[00:03:26.520 --> 00:03:28.640]  然後就抱著我
[00:03:28.640 --> 00:03:30.400]  還剛吃飽奶
[00:03:30.400 --> 00:03:31.560]  所以你看到
[00:03:31.560 --> 00:03:33.360]  我在這張照片裡面
[00:03:33.360 --> 00:03:35.360]  好像很懵懵鬆鬆的眼神
[00:03:35.360 --> 00:03:36.880]  好像快要吃飽睡覺
[00:03:36.880 --> 00:03:38.880]  想睡想睡的狀態
[00:03:38.880 --> 00:03:41.960]  當時我跟媽媽一起拍了這張照片
[00:03:41.960 --> 00:03:48.000]  後來我就把這張照片放在我這裡
[00:03:48.000 --> 00:03:50.000]  經常可以讓我見一下我媽媽
[00:03:50.000 --> 00:03:51.120]  我說:是嗎?
[00:03:51.120 --> 00:03:53.120]  你媽媽不是跟你一起住的嗎?
[00:03:53.120 --> 00:03:54.000]  他說:不是啊
[00:03:54.000 --> 00:03:58.120]  其實我們後來移民過來
[00:03:58.120 --> 00:04:00.800]  其實我跟我媽媽最初一起移民之後
[00:04:00.800 --> 00:04:01.800]  沒多久
[00:04:01.800 --> 00:04:06.440]  我就移民過來多倫多這一邊
[00:04:06.440 --> 00:04:09.280]  我媽媽就跟我的弟弟妹妹
[00:04:09.280 --> 00:04:14.080]  在另一個省份裡面去生活
[00:04:14.080 --> 00:04:17.920]  所以在現在這樣的情況的時候
[00:04:17.920 --> 00:04:21.360]  我們很少可以直接見面的
[00:04:21.360 --> 00:04:27.200]  不過我媽媽經常都仍然打電話來問我
[00:04:27.200 --> 00:04:31.560]  問我:兒子,你吃飯了嗎?
[00:04:31.560 --> 00:04:32.680]  其實說真的
[00:04:32.680 --> 00:04:33.880]  我都四五十歲了
[00:04:33.880 --> 00:04:37.200]  怎麼會不知道什麼時候吃飯呢?
[00:04:37.200 --> 00:04:40.440]  但是她仍然偶爾打電話來
[00:04:40.440 --> 00:04:42.560]  一到吃飯時間前後
[00:04:42.560 --> 00:04:44.560]  她就會打來:吃飯了嗎?
[00:04:44.560 --> 00:04:45.840]  天氣冷的時候
[00:04:45.840 --> 00:04:47.640]  她就說:天氣冷了
[00:04:47.640 --> 00:04:50.080]  你夠不夠衣服穿啊?
[00:04:50.080 --> 00:04:53.400]  所以現在雖然見面少了
[00:04:53.400 --> 00:05:00.760]  但是其實我母子倆仍然都很緊密地保持聯絡
[00:05:00.760 --> 00:05:06.120]  不過在人生過了幾十年之後
[00:05:06.120 --> 00:05:09.080]  其實覺得只要她是我父母
[00:05:09.080 --> 00:05:11.080]  無論我多大都好
[00:05:11.080 --> 00:05:14.080]  她看我仍然都像一個嬰兒一樣
[00:05:14.080 --> 00:05:17.680]  很擔心我很多時候可能吃不飽
[00:05:17.680 --> 00:05:19.680]  或者穿得不夠暖
[00:05:20.080 --> 00:05:22.960]  其實真的每一個父母
[00:05:22.960 --> 00:05:25.440]  從我們出生開始
[00:05:25.440 --> 00:05:29.440]  都仍然像一個嬰兒一樣
[00:05:29.440 --> 00:05:34.120]  其實在這個弟兄的分享裡
[00:05:34.120 --> 00:05:35.200]  讓我看到
[00:05:35.200 --> 00:05:36.800]  中國人有一句話叫做
[00:05:36.800 --> 00:05:39.280]  養兒方知父母心
[00:05:39.280 --> 00:05:45.840]  更何況是在屬靈的生命上所生出來的兒女呢?
[00:05:45.840 --> 00:05:48.840]  今天我們所看的這段經文
[00:05:48.840 --> 00:05:50.840]  在迦拉提書
[00:05:50.840 --> 00:05:55.720]  從第四章第十七節到第二十節裡
[00:05:55.720 --> 00:05:58.400]  正好就要講這個題目
