
[00:00:00.000 --> 00:00:08.000]  今天和大家一起思想的經文是出自於加一泰書記第四章
[00:00:08.000 --> 00:00:11.000]  第十二節至十六節
[00:00:11.000 --> 00:00:17.000]  今天和大家一起思想的講題就是在真理下一同特造咒
[00:00:17.000 --> 00:00:20.000]  我先為大家讀出這段經文
[00:00:20.000 --> 00:00:23.000]  會為大家讀出中文版本的和合本
[00:00:23.000 --> 00:00:27.000]  弟兄們我勸你們要像我一樣
[00:00:27.000 --> 00:00:29.000]  因為我也像你們一樣
[00:00:29.000 --> 00:00:32.000]  你們一點沒有規附我
[00:00:32.000 --> 00:00:36.000]  你們知道我頭一次全福音給你們
[00:00:36.000 --> 00:00:38.000]  是因為身體有疾病
[00:00:38.000 --> 00:00:41.000]  你們為我身體的緣故受試煉
[00:00:41.000 --> 00:00:43.000]  沒有輕看我
[00:00:43.000 --> 00:00:45.000]  也沒有厭氣我
[00:00:45.000 --> 00:00:46.000]  反倒接待我
[00:00:46.000 --> 00:00:49.000]  如同上帝的使者
[00:00:49.000 --> 00:00:51.000]  如同基督耶穌
[00:00:51.000 --> 00:00:54.000]  你們當日所誇的福氣在哪裡呢?
[00:00:54.000 --> 00:00:56.000]  那時你們若能行
[00:00:56.000 --> 00:00:59.000]  就事把自己的眼睛遠出來
[00:00:59.000 --> 00:01:01.000]  給我也都情願
[00:01:01.000 --> 00:01:04.000]  這時我可以給你們作認證的
[00:01:04.000 --> 00:01:07.000]  如今我將真理告訴你們
[00:01:07.000 --> 00:01:10.000]  就成了你們的仇敵嗎?
[00:01:10.000 --> 00:01:14.000]  好人和有神智慧的人
[00:01:14.000 --> 00:01:18.000]  兩者之間究竟有什麼分別呢?
[00:01:18.000 --> 00:01:22.000]  我相信很多弟兄姊妹在我的講道當中
[00:01:22.000 --> 00:01:25.000]  都經常會聽到我說過這番說話
[00:01:25.000 --> 00:01:27.000]  聖經當中的啟示
[00:01:27.000 --> 00:01:29.000]  其實最終的目的
[00:01:29.000 --> 00:01:32.000]  不是要我們成為一個好人
[00:01:32.000 --> 00:01:34.000]  而是要我們成為一個
[00:01:34.000 --> 00:01:38.000]  好像神一樣有上帝智慧的人
[00:01:38.000 --> 00:01:42.000]  好人因為是很小的人
[00:01:42.000 --> 00:01:43.000]  他們公認
[00:01:43.000 --> 00:01:46.000]  但完全得不到神的認同
[00:01:46.000 --> 00:01:49.000]  但有神智慧的人
[00:01:49.000 --> 00:01:51.000]  很肯定的一件事就是
[00:01:51.000 --> 00:01:53.000]  他一定有神的確認
[00:01:53.000 --> 00:01:57.000]  縱使全世界的人都未必喜歡他
[00:01:57.000 --> 00:02:00.000]  這樣不少的基督徒
[00:02:00.000 --> 00:02:02.000]  特別是中產的基督徒
[00:02:02.000 --> 00:02:06.000]  他可能會帶著一份疑問去問
[00:02:06.000 --> 00:02:07.000]  想問神
[00:02:07.000 --> 00:02:12.000]  或者有時甚至拿著疑問去問牧師
[00:02:12.000 --> 00:02:13.000]  問傳道人
[00:02:13.000 --> 00:02:14.000]  他就會這樣想
[00:02:14.000 --> 00:02:17.000]  他說既然如此
[00:02:17.000 --> 00:02:20.000]  我們的日子就會很難過
[00:02:20.000 --> 00:02:22.000]  如果我們要做神的指紋
[00:02:22.000 --> 00:02:25.000]  只是想得到上帝的肯定
[00:02:25.000 --> 00:02:28.000]  甚至可能因為做上帝的說話
[00:02:28.000 --> 00:02:30.000]  按照上帝的心意而行的時候
[00:02:30.000 --> 00:02:32.000]  得罪很多的人
[00:02:32.000 --> 00:02:34.000]  我們的生活是非常難堪的
[00:02:34.000 --> 00:02:38.000]  這樣的日子怎樣過
[00:02:38.000 --> 00:02:41.000]  我們有沒有一些什麼方法
[00:02:41.000 --> 00:02:44.000]  既有得到上帝的認同
[00:02:44.000 --> 00:02:46.000]  但同時間又可以做到
[00:02:46.000 --> 00:02:49.000]  可以得到人的喜悅
[00:02:49.000 --> 00:02:52.000]  很多人都會問這條問題
[00:02:52.000 --> 00:02:55.000]  因為每個人都喜歡人見人愛
[00:02:55.000 --> 00:02:57.000]  車見車載
[00:02:57.000 --> 00:03:01.000]  但是如果你問到我這條問題的時候
[00:03:01.000 --> 00:03:06.000]  我就會很斬釘截鐵的肯定跟你說
[00:03:06.000 --> 00:03:10.000]  除非是在主裡面的人
[00:03:10.000 --> 00:03:11.000]  否則的話
[00:03:11.000 --> 00:03:14.000]  如果你要做到又要討神的喜悅
[00:03:14.000 --> 00:03:16.000]  又要討所有人的喜悅
[00:03:16.000 --> 00:03:20.000]  機會會非常之渺茫
[00:03:20.000 --> 00:03:22.000]  但很可惜的是
[00:03:22.000 --> 00:03:26.000]  現在市面上很多不斷地推銷著
[00:03:26.000 --> 00:03:29.000]  和我這個答案完全相反的人
[00:03:29.000 --> 00:03:33.000]  特別有些更稱之為傳道人牧師的人
[00:03:33.000 --> 00:03:36.000]  不少的他們都是教會中的人
[00:03:36.000 --> 00:03:38.000]  他們會怎樣說
[00:03:38.000 --> 00:03:40.000]  他們說不單止
[00:03:40.000 --> 00:03:43.000]  你可以像你們的期望一樣
[00:03:43.000 --> 00:03:45.000]  得到神的肯定
[00:03:45.000 --> 00:03:48.000]  又可以得到人的肯定
[00:03:48.000 --> 00:03:51.000]  只需要你們跟著我們所說的
[00:03:51.000 --> 00:03:53.000]  一些宗教套餐
[00:03:53.000 --> 00:03:55.000]  一些religion packages
[00:03:55.000 --> 00:03:57.000]  我們提供給大家
[00:03:57.000 --> 00:03:59.000]  你們來超著道做
[00:03:59.000 --> 00:04:01.000]  或者肯照買
[00:04:01.000 --> 00:04:02.000]  用英文說
[00:04:02.000 --> 00:04:04.000]  by my idea
[00:04:04.000 --> 00:04:08.000]  如果你肯照我所說的方法去做
[00:04:08.000 --> 00:04:11.000]  我肯定你就可以
[00:04:11.000 --> 00:04:13.000]  既有賺取到神的喜悅
[00:04:13.000 --> 00:04:17.000]  又可以得到人的喜悅
[00:04:17.000 --> 00:04:20.000]  這些情況不少見
[00:04:20.000 --> 00:04:21.000]  而且可以這樣說
[00:04:21.000 --> 00:04:23.000]  在今天的教會裡面
[00:04:23.000 --> 00:04:25.000]  非常之常見
[00:04:25.000 --> 00:04:27.000]  為什麼呢
[00:04:27.000 --> 00:04:28.000]  因為這些表現
[00:04:28.000 --> 00:04:30.000]  或者這些出賣
[00:04:30.000 --> 00:04:33.000]  正正就是好像我們所看了這麼久的
[00:04:33.000 --> 00:04:35.000]  教育系書裡面的假弟兄
[00:04:35.000 --> 00:04:37.000]  假師傅
[00:04:37.000 --> 00:04:38.000]  假傳道人
[00:04:38.000 --> 00:04:40.000]  假宣教士
[00:04:40.000 --> 00:04:42.000]  甚至一些教會的假領袖
[00:04:42.000 --> 00:04:44.000]  他們就是用這些手法
[00:04:44.000 --> 00:04:49.000]  用這些所謂的宗教套餐
[00:04:49.000 --> 00:04:52.000]  好預備給這些信徒
[00:04:52.000 --> 00:04:53.000]  特別是這些中產的信徒
[00:04:53.000 --> 00:04:54.000]  他們有錢
[00:04:54.000 --> 00:04:58.000]  但是又想要得到一種宗教的滿足感的人
[00:04:58.000 --> 00:05:00.000]  於是他們就怎樣做
[00:05:00.000 --> 00:05:02.000]  舊酒新瓶
[00:05:02.000 --> 00:05:06.000]  重新將很多在聖經裡面
[00:05:06.000 --> 00:05:07.000]  其實上帝不喜悅的東西
[00:05:07.000 --> 00:05:08.000]  重新將它
[00:05:08.000 --> 00:05:10.000]  好像用上帝的說話
[00:05:10.000 --> 00:05:12.000]  將它包裝過來
[00:05:12.000 --> 00:05:14.000]  適合人的慣性
[00:05:14.000 --> 00:05:17.000]  適合人的喜悅的心態
[00:05:17.000 --> 00:05:20.000]  然後將它出賣出來
[00:05:20.000 --> 00:05:22.000]  很多的信徒就以為自己
[00:05:22.000 --> 00:05:25.000]  只需要能夠願意付出
[00:05:25.000 --> 00:05:26.000]  特別金錢
[00:05:26.000 --> 00:05:29.000]  甚至有時候付出一點點的時間
[00:05:29.000 --> 00:05:33.000]  就以為自己已經既可以滿足神的要求
[00:05:33.000 --> 00:05:36.000]  又同時可以賺取人的喜悅
[00:05:36.000 --> 00:05:38.000]  這方面的東西我們不再說了
[00:05:38.000 --> 00:05:41.000]  因為已經在《迦拉泰書》的前三章
[00:05:41.000 --> 00:05:45.000]  已經很詳細地跟大家說過了
[00:05:45.000 --> 00:05:47.000]  如果大家有興趣的話
[00:05:47.000 --> 00:05:49.000]  可以聽回之前的講道
[00:05:49.000 --> 00:05:51.000]  或者我更加鼓勵你
[00:05:51.000 --> 00:05:55.000]  自己重新再讀迦拉泰書的前三章
[00:05:55.000 --> 00:05:57.000]  保羅所形容的
[00:05:57.000 --> 00:05:58.000]  在《迦拉泰教會》裡面
[00:05:58.000 --> 00:06:02.000]  那些人怎樣出賣這些宗教的套餐
[00:06:02.000 --> 00:06:07.000]  能夠很快地將《迦拉泰宗教會》的信徒
[00:06:07.000 --> 00:06:11.000]  從福音,整傳的耶穌基督福音
[00:06:11.000 --> 00:06:13.000]  將他們拉離開去
[00:06:13.000 --> 00:06:15.000]  這些大家可以自己去參考
[00:06:15.000 --> 00:06:20.000]  不過今天我會希望透過《迦拉泰書》的第四章
[00:06:20.000 --> 00:06:23.000]  從第十二節到第十六節
[00:06:23.000 --> 00:06:25.000]  總共五節的經文
[00:06:25.000 --> 00:06:27.000]  和大家繼續的思想
[00:06:27.000 --> 00:06:30.000]  保羅怎樣再進一步地
[00:06:30.000 --> 00:06:33.000]  去引導《迦拉泰宗教會》的信徒
[00:06:33.000 --> 00:06:38.000]  讓他們已經住在他們裡面的聖靈
[00:06:38.000 --> 00:06:43.000]  怎樣藉著聖靈去喚醒這幫信徒
[00:06:43.000 --> 00:06:48.000]  特別是藉著昔日保羅和《迦拉泰教會》
[00:06:48.000 --> 00:06:51.000]  曾經有過的一些教往的事蹟
[00:06:51.000 --> 00:06:56.000]  希望藉此去使得《迦拉泰信徒》
[00:06:56.000 --> 00:06:59.000]  再次降伏在聖靈的引導當中
[00:06:59.000 --> 00:07:05.000]  看見什麼才是真正的福音所帶來的祝福
[00:07:05.000 --> 00:07:06.000]  和怎樣導致到
[00:07:06.000 --> 00:07:10.000]  聖靈的生命有所進步改變
[00:07:10.000 --> 00:07:12.000]  以致成熟更上上帝
[00:07:12.000 --> 00:07:16.000]  這正是今天我們所看的這段經文的主旨
[00:07:16.000 --> 00:07:19.000]  我們會分為兩個部分去看的
[00:07:19.000 --> 00:07:23.000]  第一個部分我們會將第四章
[00:07:23.000 --> 00:07:27.000]  第十二節和第十六節拼在一起看
[00:07:27.000 --> 00:07:29.000]  在這兩節我們會看見
[00:07:29.000 --> 00:07:32.000]  保羅要強調一點就是
[00:07:32.000 --> 00:07:36.000]  要在主的裡面彼此學習的關係
[00:07:36.000 --> 00:07:45.000]  "Imitation to each other with reciprocity"
[00:07:45.000 --> 00:07:51.000]  我再次讀下第十二節和第十六節的這兩節經文
[00:07:51.000 --> 00:07:53.000]  第十二節說
[00:07:53.000 --> 00:07:56.000]  弟兄們,我勸你們要像我一樣
[00:07:56.000 --> 00:07:59.000]  因為我也像你們一樣
[00:07:59.000 --> 00:08:03.000]  你們一點沒有虧乎我
[00:08:03.000 --> 00:08:04.000]  十六節
[00:08:04.000 --> 00:08:07.000]  如今我將真理告訴你們
[00:08:07.000 --> 00:08:10.000]  就成了你們的仇敵嗎?
[00:08:10.000 --> 00:08:14.000]  當我去讀第一個神學學位的時候
[00:08:14.000 --> 00:08:17.000]  道學碩士Master of Dignity的時候
[00:08:17.000 --> 00:08:21.000]  神學院要求我們找一位道師
[00:08:21.000 --> 00:08:27.000]  不斷地陪伴我們給予一些很好的引導
[00:08:27.000 --> 00:08:31.000]  或者栽培讓我們能夠在侍奉的上面
[00:08:31.000 --> 00:08:35.000]  能夠有一個準確的學習和發展
[00:08:35.000 --> 00:08:39.000]  於是那時候我就找回我自己的母會
[00:08:39.000 --> 00:08:41.000]  當時是五權筆牧師
[00:08:41.000 --> 00:08:44.000]  他一口答應了做我的道師
[00:08:44.000 --> 00:08:47.000]  其實在實習的過程當中
[00:08:47.000 --> 00:08:51.000]  我花了兩年的時間讀了三年的課程
[00:08:51.000 --> 00:08:55.000]  是很緊迫的,差不多沒有放假的日子
[00:08:55.000 --> 00:08:59.000]  於是乎每個星期除了讀書之外
[00:08:59.000 --> 00:09:01.000]  上學之外
[00:09:01.000 --> 00:09:04.000]  通常星期五或星期六的時候
[00:09:04.000 --> 00:09:07.000]  甚至星期天就會和牧師一起
[00:09:07.000 --> 00:09:13.000]  有一些實習的商議或者對答的時間
[00:09:13.000 --> 00:09:15.000]  希望在這些時間裡面
[00:09:15.000 --> 00:09:17.000]  藉著很多不同類型
[00:09:17.000 --> 00:09:19.000]  無論是神學的問題
[00:09:19.000 --> 00:09:21.000]  侍奉上面的問題
[00:09:21.000 --> 00:09:24.000]  或者是一些在自己個人的熟齡
[00:09:24.000 --> 00:09:26.000]  生命上面的問題
[00:09:26.000 --> 00:09:30.000]  或者是一些成長上面的
[00:09:30.000 --> 00:09:32.000]  想分享的事情
[00:09:32.000 --> 00:09:36.000]  我們都會坦然地在這些活動裡面
[00:09:36.000 --> 00:09:39.000]  在這些時間裡面大家一起分享
[00:09:39.000 --> 00:09:41.000]  我記得其中有一次
[00:09:41.000 --> 00:09:45.000]  我回到教會的時候
[00:09:45.000 --> 00:09:48.000]  在牧師的辦公室裡面
[00:09:48.000 --> 00:09:50.000]  我就這樣問牧師
[00:09:50.000 --> 00:09:55.000]  我說牧師,你都侍奉了十幾二十年的時間
[00:09:55.000 --> 00:09:58.000]  我對你的認識
[00:09:58.000 --> 00:10:03.000]  你的講道和你的色經
[00:10:03.000 --> 00:10:05.000]  真的很有深度
[00:10:05.000 --> 00:10:10.000]  我就很想知道你怎樣才可以鍛鍊到
[00:10:10.000 --> 00:10:13.000]  這種色經的能力
[00:10:13.000 --> 00:10:16.000]  還有這樣的功力
[00:10:16.000 --> 00:10:18.000]  說得好聽一點
[00:10:18.000 --> 00:10:21.000]  當我這樣問完之後
[00:10:21.000 --> 00:10:23.000]  牧師的回答
[00:10:23.000 --> 00:10:27.000]  真是可謂使我不生難忘
[00:10:27.000 --> 00:10:29.000]  他馬上就這樣跟我說
[00:10:29.000 --> 00:10:31.000]  他說其實Alan
[00:10:31.000 --> 00:10:33.000]  我和你的最大的分別
[00:10:33.000 --> 00:10:38.000]  只不過是我做一些出來侍奉
[00:10:38.000 --> 00:10:42.000]  或者我是做一些順主
[00:10:42.000 --> 00:10:47.000]  其實你和我基本上都是一齊侍奉神
[00:10:47.000 --> 00:10:50.000]  其實很多的侍奉上面
[00:10:50.000 --> 00:10:52.000]  甚至在屬靈上面的事情
[00:10:52.000 --> 00:10:55.000]  你不要以為只是我去教你
[00:10:55.000 --> 00:10:59.000]  其實可能有很多在侍奉上面的事情
[00:10:59.000 --> 00:11:02.000]  同樣是你去教我
[00:11:02.000 --> 00:11:05.000]  在這個回答會裡面
[00:11:05.000 --> 00:11:07.000]  我記得很深刻
[00:11:07.000 --> 00:11:10.000]  對於我自己的整個侍奉方向
[00:11:10.000 --> 00:11:15.000]  其實是一個很重要關鍵的根基性的建造
[00:11:15.000 --> 00:11:17.000]  為什麼我這樣說呢
[00:11:17.000 --> 00:11:21.000]  因為從他的對話
[00:11:21.000 --> 00:11:23.000]  從他的分享裡面
[00:11:23.000 --> 00:11:25.000]  就給我看到一點
[00:11:25.000 --> 00:11:30.000]  雖然他是真的讀神學比我早很多
[00:11:30.000 --> 00:11:34.000]  他當時已經目睹了十多二十年
[00:11:34.000 --> 00:11:37.000]  但是他仍然看到一點
[00:11:37.000 --> 00:11:40.000]  就是原來在侍奉上面
[00:11:40.000 --> 00:11:45.000]  不是誰早一些那個比較高級一點
[00:11:45.000 --> 00:11:46.000]  不是
[00:11:46.000 --> 00:11:48.000]  相反的是什麼呢
[00:11:48.000 --> 00:11:52.000]  彼此其實是一個學習的機會
[00:11:52.000 --> 00:11:56.000]  而且每一個上帝所用的神的工人
[00:11:56.000 --> 00:11:59.000]  都是有他特別的恩賜
[00:11:59.000 --> 00:12:01.000]  上帝是使用他們
[00:12:01.000 --> 00:12:04.000]  原來上帝是讓我們走在一起
[00:12:04.000 --> 00:12:07.000]  是一起彼此學習和侍奉
[00:12:07.000 --> 00:12:09.000]  而這個觀念
[00:12:09.000 --> 00:12:12.000]  正正就是今天我們所看的《迦拉泰書》
[00:12:12.000 --> 00:12:15.000]  剛才我們所讀的第十二節
[00:12:15.000 --> 00:12:18.000]  和第十六節裡面的經文
[00:12:18.000 --> 00:12:20.000]  特別我們看回第十二節裡面
[00:12:20.000 --> 00:12:22.000]  保羅在這裡說道
[00:12:22.000 --> 00:12:26.000]  弟兄們,我勸你們要像我一樣
[00:12:26.000 --> 00:12:30.000]  因為我也像你們一樣
[00:12:30.000 --> 00:12:33.000]  牧師所分享的
[00:12:33.000 --> 00:12:36.000]  其實就是和這句話保羅所說的
[00:12:36.000 --> 00:12:40.000]  整個核心宗旨是完全的吻合
[00:12:40.000 --> 00:12:43.000]  保羅在這裡強調一點
[00:12:43.000 --> 00:12:46.000]  他和當時的迦拉泰教會
