
[00:00:00.000 --> 00:00:04.400]  各位網友大家好
[00:00:04.400 --> 00:00:09.040]  我相信大家都同意世上沒有完全人
[00:00:09.040 --> 00:00:12.560]  就算歷世歷代的術靈的偉人也好
[00:00:12.560 --> 00:00:17.600]  聖人也有瑕疵有欠缺
[00:00:17.600 --> 00:00:20.000]  他們有生命的破口
[00:00:20.000 --> 00:00:21.600]  沒有例外
[00:00:21.600 --> 00:00:24.640]  什麼叫做破口呢?
[00:00:24.640 --> 00:00:27.280]  破口即是有些東西穿了個洞
[00:00:27.280 --> 00:00:31.600]  譬如棄命破口就是棄命漏了個洞
[00:00:31.600 --> 00:00:36.640]  然後將所承載的東西都流失了
[00:00:36.640 --> 00:00:41.520]  譬如城牆有破口或房屋有破口
[00:00:41.520 --> 00:00:48.400]  很容易讓動物或仇敵小偷走進來搞破壞
[00:00:48.400 --> 00:00:55.520]  實際生活上有很多漏洞破口讓人心煩
[00:00:55.520 --> 00:01:00.480]  同樣術靈上也有生命的破口
[00:01:00.480 --> 00:01:02.880]  這就是術靈的層面
[00:01:02.880 --> 00:01:07.840]  譬如是我們的錯失、犯罪、軟弱
[00:01:07.840 --> 00:01:10.880]  讓我們無法履行神的誡命
[00:01:10.880 --> 00:01:13.120]  而讓魔鬼有機可食
[00:01:13.120 --> 00:01:16.160]  以至神的恩典和能力
[00:01:16.160 --> 00:01:20.960]  神的喜悅在不知不覺的中間流走了
[00:01:20.960 --> 00:01:27.840]  在哈該時代以色列的聖文對神的電冷漠
[00:01:27.840 --> 00:01:33.920]  哈該形容他們將弓箭裝在破漏的囊中
[00:01:33.920 --> 00:01:38.240]  意思是其實只有個「造」字
[00:01:38.240 --> 00:01:43.040]  放在破漏的囊裏就一直流失
[00:01:43.040 --> 00:01:46.480]  而耶利米亞時代形容百姓
[00:01:46.480 --> 00:01:53.360]  「我的百姓做了兩件惡事,就是離棄我的活水泉源
[00:01:53.360 --> 00:01:58.960]  而為自己作出池子,是破裂不能存水的池子。」
[00:01:58.960 --> 00:02:05.200]  池、漏洞、囊有漏洞
[00:02:05.200 --> 00:02:13.520]  無論如何都是離棄了神的誡命之後所產生的破口
[00:02:13.520 --> 00:02:19.120]  今日我們要在聖經裏面看一個屬靈偉人
[00:02:19.120 --> 00:02:24.320]  這個屬靈偉人其實在舊約裏面非常出名
[00:02:24.320 --> 00:02:27.760]  這個屬靈偉人叫摩西
[00:02:27.760 --> 00:02:35.120]  摩西是成功的政治家、軍事家、律法頒佈者
[00:02:35.120 --> 00:02:38.240]  他也是以色列的牧人
[00:02:38.240 --> 00:02:42.320]  摩西帶領以色列人出埃及
[00:02:42.320 --> 00:02:47.440]  他唯一的目標是希望能夠帶領他們入迦南
[00:02:47.440 --> 00:02:50.960]  這是他在神的面前領受的託付
[00:02:50.960 --> 00:02:55.120]  而他領受這個託付就是他一生的侍奉目標
[00:02:55.120 --> 00:02:58.480]  但他最終都是功虧一簣
[00:02:58.480 --> 00:03:02.560]  甚麼原因摩西不能入迦南呢?
[00:03:02.560 --> 00:03:07.600]  摩西不能入迦南到底是因為甚麼原因呢?
[00:03:07.600 --> 00:03:15.280]  其實很簡單來講就是因為神沒有發給他入迦南的護照
[00:03:15.280 --> 00:03:18.400]  當然不是真的護照
[00:03:18.400 --> 00:03:21.600]  這個護照其實就是神的喜悅
[00:03:21.600 --> 00:03:29.040]  即是神的同在、神心裏面的認可、允許
[00:03:29.040 --> 00:03:31.920]  所以我們用象徵的意義說
[00:03:31.920 --> 00:03:35.760]  摩西沒有護照沒有簽證不能入迦南
[00:03:35.760 --> 00:03:39.600]  甚麼原因呢?其實就是有一次重大的失誤
[00:03:39.600 --> 00:03:43.520]  這次重大的失誤就是他一生很大的污點
[00:03:43.520 --> 00:03:46.640]  我們一起來看這一段經文
[00:03:46.640 --> 00:03:50.800]  就是在文素記第20章第1到第13節
[00:03:50.800 --> 00:03:55.440]  正月間以色列傳會眾到了尋的曠野
[00:03:55.440 --> 00:03:57.360]  就住在迦底斯
[00:03:57.360 --> 00:04:01.360]  米利安死在那裏就葬在那裏
[00:04:01.360 --> 00:04:05.360]  會眾沒有水鶴就聚集攻擊摩西亞倫
[00:04:05.360 --> 00:04:08.160]  百姓向摩西爭鬧說
[00:04:08.160 --> 00:04:10.960]  我們的弟兄曾死在耶華面前
[00:04:10.960 --> 00:04:14.000]  你們恨不得與他們同死
[00:04:14.000 --> 00:04:18.240]  你們為何把耶華的會眾領到這曠野
[00:04:18.240 --> 00:04:21.200]  使我們和牲畜都死在這裏呢?
[00:04:21.200 --> 00:04:23.920]  你們為何逼著我們出埃及
[00:04:23.920 --> 00:04:26.640]  領我們到這壞地方呢?
[00:04:26.640 --> 00:04:28.880]  這地方不好殺種
[00:04:28.880 --> 00:04:33.280]  也沒有無花果樹、葡萄樹、石榴樹
[00:04:33.280 --> 00:04:36.320]  也沒有水鶴
[00:04:36.320 --> 00:04:38.960]  我們看這一段經文
[00:04:38.960 --> 00:04:42.960]  我們看到米利安離開世界之後
[00:04:42.960 --> 00:04:47.440]  百姓有一次向摩西發怨言
[00:04:47.440 --> 00:04:52.400]  這次怨言其實在當時出埃及之後
[00:04:52.400 --> 00:04:55.680]  在曠野裏經常發生
[00:04:55.680 --> 00:04:58.880]  這班人有一種恩賜
[00:04:58.880 --> 00:05:01.440]  這種恩賜就是發怨言的恩賜
[00:05:01.440 --> 00:05:03.760]  他們沒有水喝
[00:05:03.760 --> 00:05:05.360]  所以他們很絕望
[00:05:05.360 --> 00:05:09.120]  然後群起攻擊摩西和亞倫
[00:05:09.120 --> 00:05:11.280]  他們興師問罪
[00:05:11.280 --> 00:05:17.040]  控訴摩西和亞倫不懂得做領袖
[00:05:17.040 --> 00:05:18.720]  不懂得帶領他們
[00:05:18.720 --> 00:05:20.640]  他們怪責摩西
[00:05:20.640 --> 00:05:24.480]  將他們帶到可怕的死地
[00:05:24.480 --> 00:05:28.080]  離開了埃及豐富的福地
[00:05:28.080 --> 00:05:31.680]  然後來到一片無邊的野地
[00:05:31.680 --> 00:05:36.000]  總而言之他們心裏很不暢快
[00:05:36.000 --> 00:05:39.600]  因為其實走曠野的路不容易
[00:05:39.600 --> 00:05:41.360]  走了幾十年
[00:05:41.360 --> 00:05:44.080]  生活艱難不止
[00:05:44.080 --> 00:05:48.080]  還有死亡兵上如影如隨在他們旁邊
[00:05:48.080 --> 00:05:50.560]  置身其中
[00:05:50.560 --> 00:05:56.960]  我覺得是活在恐懼、戰驚和失望裏
[00:05:56.960 --> 00:05:59.200]  讓人透不過氣
[00:05:59.200 --> 00:06:04.640]  所以我們有時不要太責怪這些以色列人
[00:06:04.640 --> 00:06:09.760]  我曾經帶團去埃及約旦
[00:06:09.760 --> 00:06:11.680]  過來以色列
[00:06:11.680 --> 00:06:13.280]  我們有一次出埃及
[00:06:13.280 --> 00:06:15.360]  在西拉曠野
[00:06:15.360 --> 00:06:17.440]  我們的車壞了三小時
[00:06:17.440 --> 00:06:21.280]  那是大而可怕的曠野
[00:06:21.280 --> 00:06:24.960]  在那裏我們有旅遊巴
[00:06:24.960 --> 00:06:30.720]  我們也有當地的士兵來保護
[00:06:30.720 --> 00:06:34.960]  所以我們也不覺得是很困難的一件事
[00:06:34.960 --> 00:06:38.720]  但想像他們有沒有冷氣巴
[00:06:38.720 --> 00:06:41.120]  有沒有車可以代步
[00:06:41.120 --> 00:06:46.080]  然後在那裏不是單單十二天的旅遊
[00:06:46.080 --> 00:06:49.040]  而晚上也是睡在曠野裏面
[00:06:49.040 --> 00:06:53.440]  你可以想像到他們有很多負面的情緒
[00:06:53.440 --> 00:06:57.920]  而這些負面情緒在群眾心理上
[00:06:57.920 --> 00:07:03.920]  一下被人燃點起來就像野火一樣不可收拾
[00:07:03.920 --> 00:07:10.240]  這班百姓其實在惡劣的環境裏
[00:07:10.240 --> 00:07:14.720]  他們把自己醜陋的一面展露了出來
[00:07:14.720 --> 00:07:18.080]  而當他們展露自己醜陋的一面之後
[00:07:18.080 --> 00:07:23.680]  也把摩西亞倫裏面醜陋的一面展示了出來
[00:07:23.680 --> 00:07:27.680]  所以這件事就是這樣發生的
[00:07:27.680 --> 00:07:30.880]  我們看第六節
[00:07:30.880 --> 00:07:37.680]  第六節 摩西和亞倫離開回眸的門口
[00:07:37.680 --> 00:07:41.680]  俯伏在地 耶華的榮光向他們顯現
[00:07:41.680 --> 00:07:43.680]  耶華曉如摩西說
[00:07:43.680 --> 00:07:48.480]  你拿著帳去 和你的哥哥亞倫焦聚會眾
[00:07:48.480 --> 00:07:51.680]  在他們眼前 吩咐盤石發出水來
[00:07:51.680 --> 00:07:56.960]  水就從盤石流出 給會眾和他們的生畜喝
[00:07:56.960 --> 00:08:00.000]  於是摩西照耶華所吩咐的
[00:08:00.000 --> 00:08:02.640]  從耶華面前取了帳去
[00:08:02.640 --> 00:08:06.720]  摩西亞倫就焦聚會眾到盤石前
[00:08:06.720 --> 00:08:10.560]  摩西說 你們這些活逆的人聽我說
[00:08:10.560 --> 00:08:14.960]  我為你們洗水從盤石中流出來
[00:08:14.960 --> 00:08:18.480]  摩西舉手用帳擊打盤石兩下
[00:08:18.480 --> 00:08:20.960]  就有許多的水流出來
[00:08:20.960 --> 00:08:24.960]  會眾和他們的生畜都喝了
[00:08:24.960 --> 00:08:34.480]  這件事我們可以看到
[00:08:34.480 --> 00:08:41.440]  其實他第一個失誤是失準
[00:08:41.440 --> 00:08:43.440]  如果我們看第八節
[00:08:43.440 --> 00:08:47.680]  第八節說你要拿著帳去
[00:08:47.680 --> 00:08:51.280]  但是吩咐盤石出水
[00:08:51.280 --> 00:08:59.840]  但是摩西是舉手用帳擊打盤石兩下
[00:08:59.840 --> 00:09:02.640]  他是用帳擊打盤石兩下
[00:09:02.640 --> 00:09:06.160]  一個是吩咐 一個是擊打
[00:09:06.160 --> 00:09:09.040]  神的指示是要吩咐
[00:09:09.040 --> 00:09:11.920]  但摩西實際是擊打
[00:09:11.920 --> 00:09:13.920]  而不是打一次 而是打兩次
[00:09:13.920 --> 00:09:16.560]  大家要注意
[00:09:16.560 --> 00:09:19.120]  不是擊打的問題
[00:09:19.120 --> 00:09:23.440]  因為上一次在利菲定附近
[00:09:23.440 --> 00:09:25.440]  他們都是缺水
[00:09:25.440 --> 00:09:27.440]  然後摩西就擊打盤石
[00:09:27.440 --> 00:09:29.440]  水流出來了
[00:09:29.440 --> 00:09:31.440]  所以那次擊打是沒有問題的
[00:09:31.440 --> 00:09:34.800]  這次擊打的問題在哪裏呢?
[00:09:34.800 --> 00:09:39.280]  當神吩咐擊打你就擊打
[00:09:39.280 --> 00:09:43.280]  當神指示你要吩咐你就不能打
[00:09:43.280 --> 00:09:47.120]  就要讓神的話語來主導你的一切
[00:09:47.120 --> 00:09:51.120]  所以當他沒有照神的話去行的時候
[00:09:51.120 --> 00:09:56.400]  後來我們看到摩西被責怪
[00:09:56.400 --> 00:10:03.920]  第20章第24節說
[00:10:03.920 --> 00:10:09.920]  因為在米利巴水你們違背了我的命
[00:10:09.920 --> 00:10:17.200]  這是後來神補充他們的問題在哪裏呢?
[00:10:17.200 --> 00:10:21.200]  就是違背了我的命令
[00:10:21.200 --> 00:10:23.200]  准是甚麼意思呢?
[00:10:23.200 --> 00:10:26.560]  准是照著神的心意
[00:10:26.560 --> 00:10:28.560]  好像射飛鏢一樣
[00:10:28.560 --> 00:10:30.560]  要對準雄心
[00:10:30.560 --> 00:10:35.040]  對準雄心你就准了
[00:10:35.040 --> 00:10:37.040]  頂尖的你知道有一種方法
[00:10:37.040 --> 00:10:39.040]  可以每次都射中雄心
[00:10:39.040 --> 00:10:41.040]  你知道嗎?
[00:10:41.040 --> 00:10:43.040]  即是怎樣呢?
[00:10:43.040 --> 00:10:46.640]  就是你發射了飛鏢之後
[00:10:46.640 --> 00:10:49.840]  然後在飛鏢落的那個地方
[00:10:49.840 --> 00:10:51.840]  然後才說雄心
[00:10:51.840 --> 00:10:53.840]  每次都會中
[00:10:53.840 --> 00:10:55.840]  因為你發射了飛鏢之後
[00:10:55.840 --> 00:10:57.840]  然後才說雄心
[00:10:57.840 --> 00:10:59.840]  另外一種說法是
[00:10:59.840 --> 00:11:01.840]  我們叫做搬龍門
[00:11:01.840 --> 00:11:06.160]  但神的話語不容許我們自己說點
[00:11:06.160 --> 00:11:09.280]  然後將神的話語轉改
[00:11:09.280 --> 00:11:11.280]  沒有辦法的
[00:11:11.280 --> 00:11:13.280]  神的雄心已經畫好了
[00:11:13.280 --> 00:11:18.080]  你要射的時候就要對準雄心去射
[00:11:18.080 --> 00:11:20.080]  如果聖經有說
[00:11:20.080 --> 00:11:22.080]  我們沒有說
[00:11:22.080 --> 00:11:24.080]  就很可惜
[00:11:24.080 --> 00:11:26.080]  但如果聖經沒有說
[00:11:26.080 --> 00:11:28.080]  我們卻說了
[00:11:28.080 --> 00:11:30.080]  這個就很可怕
[00:11:30.080 --> 00:11:34.080]  而中雄心就是神說甚麼
[00:11:34.080 --> 00:11:36.080]  我們就照做甚麼
[00:11:36.080 --> 00:11:38.080]  這個叫做准
[00:11:38.080 --> 00:11:40.080]  所以我們在教會裏面
[00:11:40.080 --> 00:11:42.080]  如果做領袖的特別要注意
[00:11:42.080 --> 00:11:44.080]  對於神的話語
[00:11:44.080 --> 00:11:46.080]  我們不加不減不修不改
[00:11:46.080 --> 00:11:48.080]  這個是我們的本份
[00:11:48.080 --> 00:11:50.080]  我們的本份
[00:11:50.080 --> 00:11:54.080]  神學家David Wells
[00:11:54.080 --> 00:11:58.080]  形容高舉聖賢的傳道者
[00:11:58.080 --> 00:12:00.080]  是無家可歸者
[00:12:00.080 --> 00:12:02.080]  你說怎麼會呢?
[00:12:02.080 --> 00:12:06.080]  高舉聖賢怎麼會無家可歸呢?
[00:12:06.080 --> 00:12:08.080]  他說原因就是
[00:12:08.080 --> 00:12:12.080]  這個世界其實是世俗了
[00:12:12.080 --> 00:12:14.080]  在世俗的社會裏面
[00:12:14.080 --> 00:12:16.080]  你找不到家
[00:12:16.080 --> 00:12:18.080]  很奇怪在教會裏面也找不到
[00:12:18.080 --> 00:12:22.080]  為甚麼在教會裏面找不到呢?
[00:12:22.080 --> 00:12:24.080]  一會兒我們說說
[00:12:24.080 --> 00:12:26.080]  因為如果你強調真理
[00:12:26.080 --> 00:12:28.080]  世界會排斥
[00:12:28.080 --> 00:12:32.080]  但是因為教會漸漸趨於世俗化
[00:12:32.080 --> 00:12:34.080]  所以在教會裏面
[00:12:34.080 --> 00:12:36.080]  如果要說神的話語
[00:12:36.080 --> 00:12:38.080]  有時也沒有立足之地
[00:12:38.080 --> 00:12:42.080]  我覺得是很可惜的
[00:12:42.080 --> 00:12:44.080]  所以我們教會應該
[00:12:44.080 --> 00:12:50.080]  重新塑造回歸聖經的氛圍
[00:12:50.080 --> 00:12:52.080]  有神的話語
[00:12:52.080 --> 00:12:56.080]  我們就原原本本回到神的話語裏
[00:12:56.080 --> 00:12:58.080]  施布真曾經說過
[00:12:58.080 --> 00:13:02.080]  讀經要讀到有聖經的血數
[00:13:02.080 --> 00:13:06.080]  這個詞是他創造出來的
[00:13:06.080 --> 00:13:08.080]  叫做Biblin
[00:13:08.080 --> 00:13:12.080]  讓神的話語進入我們的血液裏面
[00:13:12.080 --> 00:13:17.080]  讓我們無論遇到甚麼事情的時候
[00:13:17.080 --> 00:13:20.080]  神的話語第一反應就出來了
[00:13:20.080 --> 00:13:23.080]  這個叫生命的血數
[00:13:23.080 --> 00:13:27.080]  我相信教會也需要有生命的血數
[00:13:27.080 --> 00:13:29.080]  當我們遇到問題的時候
[00:13:29.080 --> 00:13:35.080]  神的話語就出來幫我們護駕護航
[00:13:35.080 --> 00:13:37.080]  我們看第二個問題
[00:13:37.080 --> 00:13:39.080]  他的失誤在哪裏呢?
[00:13:39.080 --> 00:13:43.080]  他的破口的原因是來自哪裏呢?
[00:13:43.080 --> 00:13:45.080]  第一個就是失準
[00:13:45.080 --> 00:13:47.080]  第二個就是失信
[00:13:47.080 --> 00:13:53.080]  神在後來評價的時候就說
[00:13:53.080 --> 00:13:57.080]  亞倫摩西你們不信我
[00:13:57.080 --> 00:13:59.080]  你們不信我
[00:13:59.080 --> 00:14:01.080]  所以不可以入迦南
[00:14:01.080 --> 00:14:06.080]  你們不要在百姓面前尊我為聖
[00:14:06.080 --> 00:14:11.080]  當摩西犯錯的時候
[00:14:11.080 --> 00:14:16.080]  神就當場宣判他們的罪狀
[00:14:16.080 --> 00:14:20.080]  也宣判他們的刑罰的結果
[00:14:20.080 --> 00:14:22.080]  不准他們入迦南
[00:14:22.080 --> 00:14:26.080]  表明事態非常之嚴重
[00:14:26.080 --> 00:14:31.080]  這樣嚴判的原因是因為他們不信
[00:14:31.080 --> 00:14:33.080]  不可以入迦南
[00:14:33.080 --> 00:14:36.080]  很多人為摩西抱打不平
[00:14:36.080 --> 00:14:39.080]  覺得摩西辛苦了這麼多年
[00:14:39.080 --> 00:14:41.080]  帶領以色列人出埃及
[00:14:41.080 --> 00:14:42.080]  然後入曠野
[00:14:42.080 --> 00:14:44.080]  經歷這麼多挑戰
[00:14:44.080 --> 00:14:46.080]  無盡的忍耐
[00:14:46.080 --> 00:14:48.080]  最後都是奇差一著
[00:14:48.080 --> 00:14:50.080]  不能入迦南
[00:14:50.080 --> 00:14:54.080]  有人覺得神的刑罰太重
[00:14:54.080 --> 00:14:57.080]  但是我們要看一看
