
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹 主內平安
[00:00:03.000 --> 00:00:08.000]  感謝神的恩典
[00:00:08.000 --> 00:00:12.000]  80年 或者應該說
[00:00:12.000 --> 00:00:16.000]  聖詹80週年的堂慶
[00:00:16.000 --> 00:00:20.000]  實在是一個感恩的日子
[00:00:20.000 --> 00:00:22.000]  剛才我問方牧師
[00:00:22.000 --> 00:00:26.000]  我說不過你們開機是1931年的
[00:00:26.000 --> 00:00:30.000]  為甚麼由80年計起呢?
[00:00:30.000 --> 00:00:32.000]  方牧師說我來的時間太短了
[00:00:32.000 --> 00:00:35.000]  要問梁牧師才知道
[00:00:35.000 --> 00:00:39.000]  我知道梁牧師是彩評浸信會的
[00:00:39.000 --> 00:00:43.000]  不過感恩的
[00:00:43.000 --> 00:00:48.000]  我其實和浸信會沒有甚麼關係
[00:00:48.000 --> 00:00:52.000]  雖然我媽媽是香港浸信會
[00:00:52.000 --> 00:00:58.000]  見到浸信會劉月昇牧師幫他施浸
[00:00:58.000 --> 00:01:02.000]  不過我不是浸信會長大
[00:01:02.000 --> 00:01:04.000]  我是宣道會成長
[00:01:04.000 --> 00:01:06.000]  我爸爸是宣道會的牧師
[00:01:06.000 --> 00:01:08.000]  我也是宣道會的牧師
[00:01:08.000 --> 00:01:12.000]  是我在尖沙咀浸信會結婚
[00:01:12.000 --> 00:01:16.000]  1979年 快40年了
[00:01:16.000 --> 00:01:20.000]  廖志勤牧師在開月會的時候
[00:01:20.000 --> 00:01:22.000]  過來幫我們証婚
[00:01:22.000 --> 00:01:24.000]  但真的要數的話
[00:01:24.000 --> 00:01:30.000]  我想起我第一次在九龍城浸信會
[00:01:30.000 --> 00:01:33.000]  應該是1976年
[00:01:33.000 --> 00:01:41.000]  參加世界華福第一屆會議開幕禮
[00:01:41.000 --> 00:01:45.000]  那天晚上我坐在這裡樓上
[00:01:45.000 --> 00:01:51.000]  我是其中一個義工 大學生團契招募義工
[00:01:51.000 --> 00:01:57.000]  那晚藤鎮輝牧師在台上讀出創世紀
[00:01:57.000 --> 00:02:06.000]  雅各在皮魯伊勒同神率教的經文
[00:02:06.000 --> 00:02:09.000]  然後他的講道
[00:02:09.000 --> 00:02:11.000]  我到今天都記得
[00:02:11.000 --> 00:02:18.000]  他提醒華人教會需要學習悔改
[00:02:18.000 --> 00:02:22.000]  當然之後80年代初
[00:02:22.000 --> 00:02:24.000]  我在愛丁堡讀神學
[00:02:24.000 --> 00:02:27.000]  張友光牧師退休
[00:02:27.000 --> 00:02:30.000]  他過來歐洲宣教
[00:02:30.000 --> 00:02:34.000]  來過我們愛丁堡的團契
[00:02:34.000 --> 00:02:38.000]  和我們一班學生見面吃飯
[00:02:38.000 --> 00:02:40.000]  我不認識他
[00:02:40.000 --> 00:02:43.000]  但那次的印象很深刻
[00:02:43.000 --> 00:02:48.000]  他老人家戴頂的那種叫甚麼帽子
[00:02:48.000 --> 00:02:51.000]  叫偵探帽子 法國那種
[00:02:51.000 --> 00:02:52.000]  很有型
[00:02:52.000 --> 00:02:54.000]  到現在都很深印象
