
[00:00:00.000 --> 00:00:06.760]  今天我們就和大家一起回到我們今天所讀的聖經
[00:00:06.760 --> 00:00:09.120]  剛才讀的聖經你都知道了
[00:00:09.120 --> 00:00:13.280]  今天我們有一個主角就是以色列
[00:00:13.280 --> 00:00:16.280]  今天我們邀請以色列站在我們當中
[00:00:16.280 --> 00:00:19.680]  我們看看究竟她是怎樣的
[00:00:19.680 --> 00:00:20.920]  和在她們身上
[00:00:20.920 --> 00:00:23.080]  在以色列的身上我們可以學到什麼
[00:00:23.080 --> 00:00:26.760]  說到大綱已經在大家的程序單
[00:00:26.760 --> 00:00:29.320]  但是我很希望如果你有聖經在手
[00:00:29.320 --> 00:00:30.720]  或者你看到聖經的
[00:00:30.720 --> 00:00:32.880]  你在你的手機也可以
[00:00:32.880 --> 00:00:36.880]  或者在你的iPhone、Smartphone那裡
[00:00:36.880 --> 00:00:43.280]  你打開以色列記的第七章
[00:00:43.280 --> 00:00:46.680]  今天我們會集中在以色列記的第七章裡面
[00:00:46.680 --> 00:00:48.960]  來看以色列這個人
[00:00:48.960 --> 00:00:51.320]  以色列這個人如果大家是基督徒
[00:00:51.320 --> 00:00:53.120]  應該都記得她的名字的
[00:00:53.120 --> 00:00:56.240]  大概都知道一點點她的背景
[00:00:56.240 --> 00:00:59.200]  但是我相信很多人都不是很熟悉她的
[00:00:59.200 --> 00:01:01.360]  起碼我們看到舊約裡面
[00:01:01.360 --> 00:01:04.160]  有些人名我們都改來做英文名
[00:01:04.160 --> 00:01:07.720]  有雅各、大衛
[00:01:07.720 --> 00:01:09.720]  很少人改以斯拉的
[00:01:09.720 --> 00:01:10.880]  Isra
[00:01:10.880 --> 00:01:13.280]  Isra很少人的英文名叫Isra
[00:01:13.280 --> 00:01:13.960]  我們沒有
[00:01:13.960 --> 00:01:16.400]  我們當中沒有人叫Isra
[00:01:16.400 --> 00:01:20.520]  所以可能你又不是很知道她有什麼特別
[00:01:20.520 --> 00:01:25.040]  以色列也不是很多人去詳細去研究她
[00:01:25.040 --> 00:01:26.240]  因為我們只知道
[00:01:26.240 --> 00:01:28.920]  以色列就是寫以色列記
[00:01:28.920 --> 00:01:31.800]  以色列就是一個文士
[00:01:31.800 --> 00:01:33.160]  或者叫做律法師
[00:01:33.160 --> 00:01:35.680]  又或者叫做經學家
[00:01:35.680 --> 00:01:38.080]  中文翻譯有幾個不同的翻譯
[00:01:38.080 --> 00:01:39.920]  其實都是那樣東西
[00:01:39.920 --> 00:01:42.320]  新約翻譯做文士
[00:01:42.320 --> 00:01:44.920]  一聽到文士就不是很好
[00:01:44.920 --> 00:01:47.600]  因為你記得新約裡面耶穌去到哪裡
[00:01:47.600 --> 00:01:49.640]  當然有兩幫人經常對著祂
[00:01:49.640 --> 00:01:51.560]  那兩幫是什麼?
[00:01:51.560 --> 00:01:53.520]  文士和巴里塞人
[00:01:53.520 --> 00:01:54.760]  就是這兩幫人
[00:01:54.760 --> 00:01:57.080]  但是其實文士是很好的
[00:01:57.080 --> 00:01:59.080]  以色列就是文士
[00:01:59.080 --> 00:02:01.200]  甚至可以說在聖經的記載裡面
[00:02:01.200 --> 00:02:02.960]  第一次被稱為文士
[00:02:02.960 --> 00:02:04.800]  相信這個文士的職位
[00:02:04.800 --> 00:02:06.920]  就不一定是以色列開始的
[00:02:06.920 --> 00:02:08.800]  但是文士是很重要的
[00:02:08.800 --> 00:02:10.280]  但是她是經學家
[00:02:10.280 --> 00:02:15.000]  這幫是一幫特別是對神的話語
[00:02:15.000 --> 00:02:17.600]  對聖經有深刻研究的人
[00:02:17.600 --> 00:02:19.520]  或者叫律法師
[00:02:19.520 --> 00:02:22.800]  那麼以色列的重要性
[00:02:22.800 --> 00:02:26.200]  我相信如果你稍微知道一點點聖經的背景
[00:02:26.200 --> 00:02:28.200]  你都會記得它的
[00:02:28.200 --> 00:02:30.760]  簡單來說我只是交代兩句
[00:02:30.760 --> 00:02:33.440]  因為我不想拖太長這個背景
[00:02:33.440 --> 00:02:35.760]  但是如果我完全沒有這個背景
[00:02:35.760 --> 00:02:38.280]  可能你真的不知道它做什麼
[00:02:38.280 --> 00:02:39.680]  那麼大家都知道
[00:02:39.680 --> 00:02:41.440]  在以色列舊約裡面告訴我們
[00:02:41.440 --> 00:02:43.640]  以色列人一直背叛耶和華
[00:02:43.640 --> 00:02:45.080]  進入迦南之後
[00:02:45.080 --> 00:02:47.360]  成立王國以為可以靠著王國
[00:02:47.360 --> 00:02:49.640]  可以帶來它自己的穩定
[00:02:49.640 --> 00:02:52.600]  但是神跟他說你歸向別臣的
[00:02:52.600 --> 00:02:54.760]  你的仇苦定必加增
[00:02:54.760 --> 00:02:57.280]  而且你是尋求我的
[00:02:57.280 --> 00:02:58.560]  你必尋見
[00:02:58.560 --> 00:03:00.080]  但是如果你離棄我的
[00:03:00.080 --> 00:03:01.160]  我也會離開你
[00:03:01.160 --> 00:03:03.240]  這個是很清楚的規矩
[00:03:03.240 --> 00:03:04.680]  那麼以色列人一直不理
[00:03:04.680 --> 00:03:07.320]  一直偏向二幫的神
[00:03:07.320 --> 00:03:09.720]  所以最後他們亡國
[00:03:09.720 --> 00:03:11.800]  他們亡國很悲慘的亡國
[00:03:11.800 --> 00:03:15.680]  首先是北國的以色列被亞述擄走
[00:03:15.680 --> 00:03:19.600]  接著九泉殘泉的猶太
[00:03:19.600 --> 00:03:23.560]  猶太國包括耶路撒冷也沒有多久
[00:03:23.560 --> 00:03:27.000]  也被另一個新興的帝國巴比倫
[00:03:27.000 --> 00:03:28.680]  所滅了 擄走了
[00:03:28.680 --> 00:03:30.400]  整個以色列
[00:03:30.400 --> 00:03:33.720]  即巴勒斯坦的王國就毀滅
[00:03:33.720 --> 00:03:35.640]  變成了退換拜亞
[00:03:35.640 --> 00:03:39.000]  耶路撒冷的聖殿都全部被毀
[00:03:39.000 --> 00:03:41.320]  這個是以色列人最悲慘的事情
[00:03:41.320 --> 00:03:42.960]  但是神說我的恩典
[00:03:42.960 --> 00:03:45.480]  我的愛並沒有離開
[00:03:45.480 --> 00:03:46.840]  雖然你們離開我
[00:03:46.840 --> 00:03:49.200]  但是我給你們一個應許
[00:03:49.200 --> 00:03:50.480]  七十年之後
[00:03:50.480 --> 00:03:52.880]  我要重建這個聖殿
[00:03:52.880 --> 00:03:57.520]  你們有機會重新在列邦回到耶路撒冷
[00:03:57.520 --> 00:03:59.520]  果然我們看見聖經
[00:03:59.520 --> 00:04:00.800]  也看見人類的歷史
