
[00:00:00.000 --> 00:00:05.200]  各位聽聽節目的各位朋友你們好
[00:00:05.200 --> 00:00:07.660]  歡迎大家參與我們三藩市報道會
[00:00:07.660 --> 00:00:09.600]  網上的午課神拜
[00:00:09.600 --> 00:00:14.000]  今天我們繼續思想《亂世佳言》系列
[00:00:14.000 --> 00:00:15.700]  視詩記研讀
[00:00:15.700 --> 00:00:17.700]  我們來到第九講了
[00:00:17.700 --> 00:00:20.800]  題目是《哀傳之歌》
[00:00:20.800 --> 00:00:24.700]  經文是記載在視詩記第五章
[00:00:24.700 --> 00:00:27.400]  未開始思想亂世佳言之前
[00:00:27.400 --> 00:00:29.300]  請大家同心一同討告
[00:00:29.400 --> 00:00:32.900]  慈悲恩惠天父我們本心多謝你
[00:00:32.900 --> 00:00:37.000]  你一個既有能力又有慈愛
[00:00:37.000 --> 00:00:38.700]  滿有榮耀的神
[00:00:38.700 --> 00:00:44.000]  那些教導我們能夠懂得去歌頌你
[00:00:44.000 --> 00:00:46.500]  榮耀你敬拜你
[00:00:46.500 --> 00:00:49.000]  我們承認很多時候
[00:00:49.000 --> 00:00:52.100]  我們在我們的信仰裏面
[00:00:52.100 --> 00:00:53.900]  有很多缺陷
[00:00:53.900 --> 00:00:56.200]  有很多自我中心
[00:00:56.300 --> 00:01:00.000]  有很多時候只求自己的滿足
[00:01:00.000 --> 00:01:03.200]  求你憐憫我們教我們懂得
[00:01:03.200 --> 00:01:06.000]  看到你自己的榮光
[00:01:06.000 --> 00:01:07.600]  看到你自己的榮耀
[00:01:07.600 --> 00:01:08.600]  你的大能
[00:01:08.600 --> 00:01:11.200]  以致我們能夠完全的降服
[00:01:11.200 --> 00:01:13.900]  求你赦免我們很多時候
[00:01:13.900 --> 00:01:17.200]  我們有犯罪的心意
[00:01:17.200 --> 00:01:19.800]  經常以自己做中心
[00:01:19.800 --> 00:01:24.400]  不是將你視爲一個滿有能力
[00:01:24.500 --> 00:01:27.000]  滿有尊嚴滿有慈愛
[00:01:27.000 --> 00:01:28.800]  請求我們的神
[00:01:28.800 --> 00:01:30.700]  求醒你看開我們的眼睛
[00:01:30.700 --> 00:01:32.300]  明白你的話語
[00:01:32.300 --> 00:01:33.400]  我們這樣的祈禱
[00:01:33.400 --> 00:01:35.200]  乃是奉耶穌基督命壽
[00:01:35.200 --> 00:01:36.800]  對嗎?
[00:01:36.800 --> 00:01:39.300]  但對大多數人來說
[00:01:39.300 --> 00:01:42.000]  敬拜究竟是什麼意思呢?
[00:01:42.000 --> 00:01:44.000]  似乎不是很清楚
[00:01:44.000 --> 00:01:46.500]  我們以爲每個星期的教會崇拜
[00:01:46.500 --> 00:01:49.100]  唱下詩、祈禱、聽下道
[00:01:49.100 --> 00:01:50.800]  這就是敬拜
[00:01:50.800 --> 00:01:52.400]  有些信徒更加以爲
[00:01:52.400 --> 00:01:54.000]  敬拜神就是聽道
[00:01:54.100 --> 00:01:57.000]  敬拜時唱詩只是預備我們的心智
[00:01:57.000 --> 00:01:59.400]  或者等候遲到的會友
[00:01:59.400 --> 00:02:03.000]  如果我們這樣理解崇拜
[00:02:03.000 --> 00:02:04.700]  就大錯特錯了
[00:02:04.700 --> 00:02:07.100]  我們可以用一個例子來說明
[00:02:07.100 --> 00:02:10.000]  假如你參觀一場舞蹈表演
[00:02:10.000 --> 00:02:12.800]  當你看到舞蹈員精彩的表演
[00:02:12.800 --> 00:02:15.400]  你絕對沒有理由無動於衷
[00:02:15.400 --> 00:02:17.000]  毫無反應
[00:02:17.000 --> 00:02:19.000]  你一定嘆爲觀主
[00:02:19.000 --> 00:02:20.700]  拍案叫絕
[00:02:20.700 --> 00:02:23.400]  又譬如你去看世界盃足球賽
[00:02:23.500 --> 00:02:28.100]  你看到Messi球技卓越
[00:02:28.100 --> 00:02:29.200]  精彩絕倫
[00:02:29.200 --> 00:02:32.100]  一個進了世界盃
[00:02:32.100 --> 00:02:34.100]  你如果是球迷
[00:02:34.100 --> 00:02:35.500]  一定歡喜若狂
[00:02:35.500 --> 00:02:36.900]  大聲見好
[00:02:36.900 --> 00:02:40.400]  同樣當你看到神的大能
[00:02:40.400 --> 00:02:42.300]  奇妙的作爲
[00:02:42.300 --> 00:02:44.300]  祂的拯救和大愛
[00:02:44.300 --> 00:02:46.600]  你不會無動於衷
[00:02:46.600 --> 00:02:48.700]  你一定有所反應
[00:02:48.700 --> 00:02:50.900]  絕對不會毫無反應
[00:02:50.900 --> 00:02:53.100]  這就是敬拜
[00:02:53.200 --> 00:02:55.600]  所以敬拜有兩個元素
[00:02:55.600 --> 00:02:58.400]  首先我們要體驗到神的活現
[00:02:58.400 --> 00:03:00.000]  神的慈愛
[00:03:00.000 --> 00:03:01.600]  神奇妙的作爲
[00:03:01.600 --> 00:03:03.500]  和聽到祂的聲音
[00:03:03.500 --> 00:03:06.800]  其次當我們體驗到祂的活現的時候
[00:03:06.800 --> 00:03:08.500]  我們就有所反應
[00:03:08.500 --> 00:03:09.900]  或者是認罪
[00:03:09.900 --> 00:03:11.200]  或者是讚美
[00:03:11.200 --> 00:03:12.200]  或者是感恩
[00:03:12.200 --> 00:03:13.300]  或者是歡呼
[00:03:13.300 --> 00:03:15.000]  這樣看來
[00:03:15.000 --> 00:03:17.800]  我們不單止是每個星期日
[00:03:17.800 --> 00:03:20.100]  去教會崇拜纔是崇拜
[00:03:20.100 --> 00:03:22.500]  我們每時每刻每日
[00:03:22.600 --> 00:03:24.200]  都是在敬拜神
[00:03:24.200 --> 00:03:27.400]  是體驗過爲無所不在的神的活現
[00:03:27.400 --> 00:03:29.600]  並且作出適當的回應
[00:03:29.600 --> 00:03:32.800]  當底巴拉和巴拉親眼見到
[00:03:32.800 --> 00:03:36.600]  神誓令以色列人打敗西西拉和耶賓的時候
[00:03:36.600 --> 00:03:39.200]  他們不禁唱起《海船之歌》
[00:03:39.200 --> 00:03:41.400]  歌頌神的偉大和慈愛
[00:03:41.400 --> 00:03:43.400]  紀念祂在歷史中的作爲
[00:03:43.400 --> 00:03:45.200]  這就是敬拜
[00:03:45.200 --> 00:03:48.200]  這一章稱爲《底巴拉之歌》
[00:03:48.300 --> 00:03:53.800]  研究聖經人稱這首歌爲神活現的詩歌
[00:03:53.800 --> 00:03:55.600]  Theophanic hymn
[00:03:55.600 --> 00:03:58.400]  它的結構是非常有趣的
[00:03:58.400 --> 00:04:01.800]  它是在比較一個對比
[00:04:01.800 --> 00:04:04.800]  耶和華說禰從西耳出來
[00:04:04.800 --> 00:04:07.200]  由耳東地行走
[00:04:07.200 --> 00:04:08.400]  這是第四字
[00:04:08.400 --> 00:04:11.400]  第二點是哪時對陣
[00:04:11.400 --> 00:04:12.600]  又是第四字
[00:04:12.600 --> 00:04:14.500]  第三點是天漏
[00:04:14.600 --> 00:04:18.500]  The heavens pour down 又是第四字
[00:04:18.500 --> 00:04:20.700]  這是ABC
[00:04:20.700 --> 00:04:24.000]  然後我們繼續看下去
[00:04:24.000 --> 00:04:26.000]  跟這裏有一個相對
[00:04:26.000 --> 00:04:29.500]  天漏的相對就是雲也下雨
[00:04:29.500 --> 00:04:30.400]  第四字
[00:04:30.400 --> 00:04:32.500]  The clouds pour rain
[00:04:32.500 --> 00:04:35.400]  第五點是地驟振動
[00:04:35.400 --> 00:04:39.300]  跟第四點哪時地震是互相對應的
[00:04:39.300 --> 00:04:42.900]  第五點是在西麗山的耶和華面前
[00:04:43.000 --> 00:04:46.700]  第四點是祂從西耳出來
[00:04:46.700 --> 00:04:49.400]  由耳東地行走也是對稱的
[00:04:49.400 --> 00:04:53.100]  這一幅畫正好表明神活現的奇景
[00:04:53.100 --> 00:04:56.400]  很明顯這是摩西上西乃山
[00:04:56.400 --> 00:04:59.400]  見到神的雲光的一幕重演
[00:04:59.400 --> 00:05:02.200]  同時也是非常工整的詩歌
[00:05:02.200 --> 00:05:05.500]  目睹神的活現而作出來的回應
[00:05:05.500 --> 00:05:07.100]  這就是敬懷了
[00:05:07.100 --> 00:05:10.900]  首先我們看看《海船之歌》
