
[00:00:00.000 --> 00:00:08.000]  究竟有沒有天外來客到訪過人類地球呢?
[00:00:08.000 --> 00:00:15.000]  回答這個問題,我們都需要有一些科學的背景
[00:00:15.000 --> 00:00:22.000]  我最初開始讀的時候,我是讀物理學、理論物理和天文學的
[00:00:22.000 --> 00:00:32.000]  都拿了一個量子理論的碩士學位,都算有一點認識和明白
[00:00:32.000 --> 00:00:34.000]  可以說一下這個問題
[00:00:34.000 --> 00:00:37.000]  當然今天我們不是在做科學講座
[00:00:37.000 --> 00:00:43.000]  不過我相信都是從這個問題開始說,都有意思的
[00:00:43.000 --> 00:00:48.000]  究竟有沒有天外來客來過人類的地球呢?
[00:00:48.000 --> 00:00:51.000]  回答這個問題大概有幾個問題都需要問
[00:00:51.000 --> 00:00:59.000]  第一,究竟這個偉大的宇宙不同的星球會不會可能有生物呢?
[00:00:59.000 --> 00:01:01.000]  這是第一個問題
[00:01:01.000 --> 00:01:06.000]  第二,如果有生物的話,會不會有一些很高等的生物
[00:01:06.000 --> 00:01:09.000]  高等到比人類更厲害的
[00:01:09.000 --> 00:01:15.000]  可以在他的星球這麼遠越過,飛過來地球去訪問地球
[00:01:15.000 --> 00:01:19.000]  人類都做不到,去別人家都去不到
[00:01:19.000 --> 00:01:22.000]  但是他可以來到這裡呢?
[00:01:22.000 --> 00:01:25.000]  第三,他真的來過地球
[00:01:25.000 --> 00:01:29.000]  這幾個問題都不容易回答
[00:01:29.000 --> 00:01:33.000]  但是在科學上其實是可以考慮的
[00:01:33.000 --> 00:01:39.000]  有些考慮給我們一個比較確切的答案
[00:01:39.000 --> 00:01:44.000]  首先,有一個偉大的宇宙這麼多星球
[00:01:44.000 --> 00:01:50.000]  會不會真的其中一些星球裡面可能有生物的存在呢?
[00:01:50.000 --> 00:01:53.000]  這個我覺得不奇怪的
[00:01:53.000 --> 00:01:56.000]  有這樣的生物不奇怪的
[00:01:56.000 --> 00:02:00.000]  神也沒有答應只做我們地球的人類
[00:02:00.000 --> 00:02:02.000]  還有其他可能做了都未定
[00:02:02.000 --> 00:02:05.000]  不過第二個問題就比較難了
[00:02:05.000 --> 00:02:10.000]  有生物存在,等不等於一定會有一些很高等的生物
[00:02:10.000 --> 00:02:17.000]  存在到比我們人類發展得更加高水平的
[00:02:17.000 --> 00:02:19.000]  這個問題就比較難回答
[00:02:19.000 --> 00:02:24.000]  為什麼呢?因為有生物的存在
[00:02:24.000 --> 00:02:28.000]  有衰老,有生物,有這樣的存在
[00:02:28.000 --> 00:02:33.000]  是需要有相當不容易有的條件的
[00:02:33.000 --> 00:02:35.000]  環境的條件的
[00:02:35.000 --> 00:02:41.000]  如果一個星球上面太熱,那是不行的
[00:02:41.000 --> 00:02:43.000]  太冷,那是不行的
[00:02:43.000 --> 00:02:53.000]  星球太大的體積,它會吸力將那些生物壓死的
[00:02:53.000 --> 00:02:54.000]  那是不行的
[00:02:54.000 --> 00:03:00.000]  星球太小,那些飛光了,那是不行的
[00:03:00.000 --> 00:03:03.000]  星球的年歲太長,那是不行的
[00:03:03.000 --> 00:03:06.000]  星球的年歲太短,那是不行的
[00:03:06.000 --> 00:03:12.000]  所以其實要真是有生物都是很不容易的情況
[00:03:12.000 --> 00:03:20.000]  對長久生物發展到有很高的科技,還比人更高的
[00:03:20.000 --> 00:03:23.000]  那個機會是相當相當微的
[00:03:23.000 --> 00:03:26.000]  以我們這麼多年,由二十世紀開始
[00:03:26.000 --> 00:03:30.000]  人類開始去探索這個我們周圍的宇宙
[00:03:30.000 --> 00:03:37.000]  找到那個最可能有生物存在
[00:03:37.000 --> 00:03:39.000]  可能是低等的,不一定是高等
[00:03:39.000 --> 00:03:43.000]  有生物存在的條件的星球
[00:03:43.000 --> 00:03:50.000]  最近那個都是離開我們地球1400光年這麼遠
[00:03:50.000 --> 00:03:55.000]  的所謂的CAPLA-452b行星
[00:03:55.000 --> 00:04:00.000]  這個行星離我們地球這麼遠
[00:04:00.000 --> 00:04:04.000]  就算它有高等的生物來地球
[00:04:04.000 --> 00:04:08.000]  在科學上的可能性也是極端的低
[00:04:08.000 --> 00:04:12.000]  甚至我們夠膽說是沒有可能
[00:04:12.000 --> 00:04:17.000]  為什麼1400光年的距離有多遠呢
[00:04:17.000 --> 00:04:23.000]  就是說光速以光的速度走1400年
[00:04:23.000 --> 00:04:27.000]  光的速度,大家當然知道是最快的速度
[00:04:27.000 --> 00:04:32.000]  等於一秒鐘圍繞著地球可以走七次半
[00:04:32.000 --> 00:04:35.000]  一秒鐘走七次半的地球這麼快
[00:04:35.000 --> 00:04:43.000]  而這麼快的速度飛來地球都需要1400年
[00:04:43.000 --> 00:04:48.000]  就是由唐朝開始來到現在
[00:04:48.000 --> 00:04:53.000]  大家都更加知道就算是這樣都還沒成功
[00:04:53.000 --> 00:04:59.000]  你坐飛船來,用什麼工具來都不可能光速的
[00:04:59.000 --> 00:05:06.000]  因為以光的速度,它會加速很強很快
[00:05:06.000 --> 00:05:13.000]  足以令所有在飛船裡面的生物都被壓力壓死
[00:05:13.000 --> 00:05:18.000]  所以飛船比起來是比慢過光速很多
[00:05:18.000 --> 00:05:24.000]  所以這樣來的時候,時間就不用說了,更加長
[00:05:24.000 --> 00:05:31.000]  所以我們說,它來到造訪地球的機會是極端的不可能
[00:05:31.000 --> 00:05:34.000]  今天我們所看到的一些報導
[00:05:34.000 --> 00:05:41.000]  都是沒有一個認真嚴格的科學根據
[00:05:41.000 --> 00:05:49.000]  甚至我們在宇宙有其他的生物,高等生物的溝通
[00:05:49.000 --> 00:05:53.000]  自從20世紀1974年開始
[00:05:53.000 --> 00:05:59.000]  現在太空總署都在不斷收集這些信息
[00:05:59.000 --> 00:06:04.000]  看看有沒有一些嘗試可能是生物發出來的信息
[00:06:04.000 --> 00:06:10.000]  其中到現在這麼多年,大概有30條可能性
[00:06:10.000 --> 00:06:17.000]  但是到最後的分析都是偶然而不是必然來自生物
[00:06:17.000 --> 00:06:24.000]  所以這個問題,我們只可以說在科學上的機會是絕對的微小
[00:06:24.000 --> 00:06:26.000]  不過不是一定沒有可能
[00:06:26.000 --> 00:06:32.000]  不過,當然大家知道我剛才說的這些是一個開場白
[00:06:32.000 --> 00:06:38.000]  不過今天我們說的,真的可以肯定
[00:06:38.000 --> 00:06:45.000]  是人類有天外來客來訪問地球
[00:06:45.000 --> 00:06:48.000]  這就是剛才那一段聖經
[00:06:48.000 --> 00:06:53.000]  那一段聖經裡面說到創造宇宙的主宰耶穌基督
[00:06:53.000 --> 00:06:56.000]  來臨世界的第一次宣佈
[00:06:56.000 --> 00:07:00.000]  來臨人間或者地球的第一次宣佈
[00:07:00.000 --> 00:07:04.000]  並且他住了33年
[00:07:04.000 --> 00:07:08.000]  我從這個角度看見真的有天外來客
[00:07:08.000 --> 00:07:14.000]  不過這個是創造宇宙的神自己來臨這個世界
[00:07:14.000 --> 00:07:21.000]  當我們一看的時候,發覺是一個很令我們驚訝的記載
[00:07:21.000 --> 00:07:27.000]  但其實整件事反映了神自己的安排
[00:07:27.000 --> 00:07:32.000]  還令我們覺得很意外
[00:07:32.000 --> 00:07:36.000]  何以見得呢?我起碼舉了四個方面
[00:07:36.000 --> 00:07:38.000]  就是剛才我們所見到的
[00:07:38.000 --> 00:07:42.000]  有四樣東西令我們想不到原來是這麼不可思議
[00:07:42.000 --> 00:07:45.000]  以及這麼出乎我們意料的第一
[00:07:45.000 --> 00:07:52.000]  是第一次人類唯一有上帝來訪這個這麼大件的消息
[00:07:52.000 --> 00:07:56.000]  最重要的宣佈,第一次宣佈的時候
[00:07:56.000 --> 00:08:00.000]  是向一班很被忽略的小人物宣佈
[00:08:00.000 --> 00:08:06.000]  就是剛才我們所說的在郊外牧養、看養的人
[00:08:06.000 --> 00:08:10.000]  在郊外晚上大家都睡覺,他都不能睡
[00:08:10.000 --> 00:08:14.000]  還要去看養呢?為甚麼呢?因為找不到吃的
[00:08:14.000 --> 00:08:16.000]  人家不肯做的他就做
[00:08:16.000 --> 00:08:21.000]  所以在社會裏面根本是沒有地位、忽略的
[00:08:21.000 --> 00:08:25.000]  沒有任何重要性的人物
[00:08:25.000 --> 00:08:31.000]  但是神就選了他們來宣佈他來臨的第一次
[00:08:31.000 --> 00:08:33.000]  很奇怪、很特別
[00:08:33.000 --> 00:08:38.000]  第二就是他們說我們怎樣可以找到他呢?
[00:08:38.000 --> 00:08:42.000]  有記號的,這位來的就是最重要的
[00:08:42.000 --> 00:08:47.000]  你見到的,先天說的就是你們等候了很久的人類的拯救者
[00:08:47.000 --> 00:08:50.000]  就是神自己主基督
[00:08:50.000 --> 00:08:56.000]  新約聖經的基督,舊約聖經裏面的希伯萊文的尼塞亞
[00:08:56.000 --> 00:08:58.000]  對於當時的猶太人來說更加重要
[00:08:58.000 --> 00:09:04.000]  這個尼塞亞就是他們亡國之後唯一的盼望就是神自己親自臨人間
[00:09:04.000 --> 00:09:06.000]  做他們的拯救者
[00:09:06.000 --> 00:09:09.000]  當時他們想到的就是猶太人的拯救者
