
[00:00:00.000 --> 00:00:09.420]  上次結束時,我說,欲知後事如何,請聽下回分解
[00:00:09.420 --> 00:00:19.840]  真是不好意思,有兩位姐妹,很遠在Wes Covina開車來聽下回分解
[00:00:19.840 --> 00:00:23.340]  結果我上次沒有說,所以聽不到
[00:00:23.340 --> 00:00:31.920]  我這次真的會說下回分解,就是說神叫以色列人來行國禮,來守節旗
[00:00:31.920 --> 00:00:39.880]  然後向約書亞見面,帶領以色列人能夠得勝,戰勝耶利哥城
[00:00:39.880 --> 00:00:46.380]  我們見到約書亞紀其實就是一部教人如何得到勝利的書
[00:00:46.380 --> 00:00:54.680]  就算到今時今日仍然有很多軍事專家在研究約書亞紀的戰略
[00:00:54.680 --> 00:00:57.380]  今時今日仍然有人
[00:00:57.380 --> 00:01:02.320]  以色列人渡過約旦河,他們去到耶利哥的平原
[00:01:02.320 --> 00:01:08.640]  在他們的後面是以往的勝利,神曾經帶領他們過約旦河
[00:01:08.640 --> 00:01:13.440]  約旦河水都打開,在旱地他們可以經過
[00:01:13.440 --> 00:01:21.640]  在他們的面前是將來的勝利,神將會帶領他們進入迦南地領取那個地方
[00:01:21.640 --> 00:01:27.640]  如果他們要得到勝利的話,他們一定要得到神的同在
[00:01:27.640 --> 00:01:36.640]  我們見到在約書亞紀第五章尾,就是約書亞和耶和華的元帥來見面
[00:01:36.640 --> 00:01:43.840]  神與約書亞同在,第六章就立刻帶領他們攻打耶利哥城
[00:01:43.840 --> 00:01:46.640]  這場是一場屬靈的真戰
[00:01:46.640 --> 00:01:52.840]  我們見到以色列人不費一兵一卒,能夠打勝這場仗
[00:01:52.840 --> 00:01:56.840]  但是一定要得到神的帶領,要得到神的同在
[00:01:56.840 --> 00:02:05.840]  在第五章尾就是教我們如何能夠與神同在,如何能夠得到神的帶領
[00:02:05.840 --> 00:02:12.040]  照著人的智慧,一過了約旦河就應該立刻去攻擊敵人
[00:02:12.040 --> 00:02:16.040]  攻其無避,攻到他措手不及
[00:02:16.040 --> 00:02:18.040]  這是人想出來的計謀
[00:02:18.040 --> 00:02:23.040]  孫子兵法也是這樣說的,要攻其無避,出其不意
[00:02:23.040 --> 00:02:32.040]  在約書亞紀的五章一節,說約旦河西亞摩利人的諸王和靠海加南人的諸王
[00:02:32.040 --> 00:02:38.040]  聽見耶和華在以色列人前面使約旦河的水乾了
[00:02:38.040 --> 00:02:45.040]  等到我們過去他們的心因以色列人的緣故就消化了,不再有膽氣
[00:02:45.040 --> 00:02:52.040]  敵人都沒有膽氣了,你說是不是應該乘勝追擊來攻打他們
[00:02:52.040 --> 00:02:57.040]  我們香港人怎麼說,趁他病又怎樣,拿他命
[00:02:57.040 --> 00:03:05.040]  但是我們看到很奇怪,神就在這個時候叫以色列人行國禮
[00:03:05.040 --> 00:03:08.040]  很奇怪,為什麼這個時候要行國禮
[00:03:08.040 --> 00:03:15.040]  因為要預備與神會面,要自結,我們等會會看到
[00:03:15.040 --> 00:03:20.040]  你要得到勝利,要與神見面,你就要預備要自結
[00:03:20.040 --> 00:03:28.040]  很多人都希望得到勝利,但不是每個都願意為勝利付出代價
[00:03:28.040 --> 00:03:31.040]  為勝利而做好準備
[00:03:31.040 --> 00:03:38.040]  我們看到神往往會訓練他的僕人,帶領他們得勝
[00:03:38.040 --> 00:03:44.040]  例如摩西就是一個很好的例子,神是用了八十年來訓練摩西
[00:03:44.040 --> 00:03:52.040]  頭四十年,他是在埃及做王子,得到埃及人很多知識
[00:03:52.040 --> 00:03:59.040]  日後他帶領以色列人出埃及,他需要這些知識,很多都很用得著
[00:03:59.040 --> 00:04:06.040]  但是跟著那四十年,神帶領他去米田的礦野來到牧羊
[00:04:06.040 --> 00:04:12.040]  你說牧羊能夠學到什麼,他學到兩點很重要的東西
[00:04:12.040 --> 00:04:19.040]  第一點就是謙卑,他以前是埃及的王子
[00:04:19.040 --> 00:04:27.040]  一下不覺意可能變成法老王,非常高高在上
[00:04:27.040 --> 00:04:35.040]  他知道了自己的身世,他見到有兩個希伯來人在打架,他就去勸架
[00:04:35.040 --> 00:04:41.040]  結果兩個希伯來人跟他說,誰立你做我們的領袖
[00:04:41.040 --> 00:04:47.040]  一盤冷水淋在他的頭上,他去到礦野就是學習謙卑
[00:04:47.040 --> 00:04:54.040]  由一個王子變成一個直直無名的人,在那裡放羊
[00:04:54.040 --> 00:04:59.040]  另外牧羊需要有很大的耐心,第二點他就學到耐心
[00:04:59.040 --> 00:05:04.040]  對著一群羊,我們經常說羊是最蠢的動物
[00:05:04.040 --> 00:05:08.040]  對著一群羊,每天對著牠們需要很大的耐心
[00:05:08.040 --> 00:05:15.040]  因為神知道將來他要帶領的那群以色列人,比那群羊還難搞
[00:05:15.040 --> 00:05:22.040]  所以要訓練他有耐心,新周用八十年來訓練摩西
[00:05:22.040 --> 00:05:28.040]  要得勝一定要作好準備,與神同在,被神來帶領
[00:05:28.040 --> 00:05:36.040]  約書亞記第五章的尾就是一個高潮,約書亞與耶和華的元帥來見面
[00:05:36.040 --> 00:05:38.040]  耶和華的元帥就是神
[00:05:38.040 --> 00:05:46.040]  我們看看與神同在與神會面有四點我們需要學習
[00:05:46.040 --> 00:05:54.040]  第一點就是要作好準備,作好準備的功夫其中一樣就是要自結
[00:05:54.040 --> 00:06:02.040]  在聖經裡面往往當神與人會面或者行神蹟祇事之前
[00:06:02.040 --> 00:06:09.040]  一定要人要自結,在數出哀及記的十九章九至十節
[00:06:09.040 --> 00:06:15.040]  經文說:耶和華對摩西說:我要在密雲中臨到你那裡
[00:06:15.040 --> 00:06:22.040]  叫百姓在我與你說話的時候可以聽見,也可以永遠順利了
[00:06:22.040 --> 00:06:26.040]  於是摩西將百姓的話奏高耶和華
[00:06:26.040 --> 00:06:33.040]  耶和華又對摩西說:你往百姓那裡去,叫他們今天明天自結
[00:06:33.040 --> 00:06:36.040]  又叫他們洗衣服
[00:06:36.040 --> 00:06:46.040]  不單止洗乾淨,自結還要連衣服都洗了,象徵是要他們遠離一切的污穢
[00:06:46.040 --> 00:06:48.040]  要他們自結
[00:06:48.040 --> 00:06:58.040]  其實阿伯拉罕的新評你能夠看到,同樣自結之後神與阿伯拉罕會面
[00:06:58.040 --> 00:07:04.040]  我們看到在創世紀的十一章,神呼喚阿伯拉罕是出乎意
[00:07:04.040 --> 00:07:12.040]  十二章是和他納約,十七章叫他和他的家人要行國禮
[00:07:12.040 --> 00:07:22.040]  然後十八章與阿伯拉罕會面,又是先行國禮自結,然後神和他會面
[00:07:22.040 --> 00:07:29.040]  在約書亞紀的三章五節,約書亞吩咐百姓說:你們要自結
[00:07:29.040 --> 00:07:34.040]  因為明天耶和華必在你們中間行其事
[00:07:34.040 --> 00:07:40.040]  你說國禮有什麼意思?自結
[00:07:40.040 --> 00:07:45.040]  其實國禮有兩個意思,第一個就是一個新的開始
[00:07:45.040 --> 00:07:53.040]  如果我們注意到在創世紀的十七章,當神叫阿伯拉罕和他的家人行國禮
[00:07:53.040 --> 00:07:58.040]  是嬰兒第八天的時候來行國禮
[00:07:58.040 --> 00:08:05.040]  為什麼是第八天?因為一個星期是七天,第八天就是一個新的開始
[00:08:05.040 --> 00:08:13.040]  所以行國禮是代表一個新的開始,以前的污穢要撇離自己,要離開自己
[00:08:13.040 --> 00:08:15.040]  來一個新的開始
[00:08:15.040 --> 00:08:20.040]  第二樣就是出自內心,是一個心的國禮
[00:08:20.040 --> 00:08:24.040]  不單是一個新的開始,還是出自內心
[00:08:24.040 --> 00:08:30.040]  國禮不等於一個人得救,去到新約我們就看到
[00:08:30.040 --> 00:08:36.040]  不代表一個人得救,但是代表一個人把自己分別為性出來
[00:08:36.040 --> 00:08:41.040]  而這個分別為性是出自內心,不是出自外在
[00:08:41.040 --> 00:08:45.040]  如果我們記得耶穌基督在世的時候
[00:08:45.040 --> 00:08:51.040]  他經常說以色列人:你們嘴唇尊敬我,你們的心卻遠離我
[00:08:51.040 --> 00:08:54.040]  馬太福音十五章第八節
[00:08:54.040 --> 00:09:00.040]  心的國禮很多人認為是新約才有
[00:09:00.040 --> 00:09:05.040]  但是其實心的國禮在舊約已經有
[00:09:05.040 --> 00:09:11.040]  《利美記》的二十六章四十一節,《生命記》的十章十六節,三十章六節
[00:09:11.040 --> 00:09:16.040]  還有《耶利米書》的四章四節,還有九章二十六節
[00:09:16.040 --> 00:09:19.040]  舊約已經經常叫以色列人
[00:09:19.040 --> 00:09:25.040]  這個國禮是由心發出來,是內心的國禮,不是外在的表現
[00:09:25.040 --> 00:09:31.040]  到了約旦河,過了約旦河之後
[00:09:31.040 --> 00:09:36.040]  神就叫所有以色列人的男丁來行國禮
[00:09:36.040 --> 00:09:40.040]  原來第二代的以色列人是沒有行到國禮
[00:09:40.040 --> 00:09:46.040]  但是很奇怪,進到敵人的地方,敵人的境界
[00:09:46.040 --> 00:09:52.040]  突然叫他們來行國禮,其實是非常危險的一件事
[00:09:52.040 --> 00:09:54.040]  為什麼這麼危險?
[00:09:54.040 --> 00:09:58.040]  如果我們記得在《樹創世紀》的三十四章
[00:09:58.040 --> 00:10:01.040]  雅各有一個女兒叫底娜
[00:10:01.040 --> 00:10:06.040]  底娜被希美人的侍劍耕污了
[00:10:06.040 --> 00:10:11.040]  但侍劍很喜歡底娜,所以他想娶底娜為妻
[00:10:11.040 --> 00:10:15.040]  他就去找雅各來商談這件婚事
[00:10:15.040 --> 00:10:18.040]  但是雅各的兒子很生氣
[00:10:18.040 --> 00:10:24.040]  他還覺得未受國禮的人居然耕污我們的妹妹
[00:10:24.040 --> 00:10:26.040]  所以想了個辦法
[00:10:26.040 --> 00:10:32.040]  你們要娶我們猶太人的女子,你們要行國禮
[00:10:32.040 --> 00:10:37.040]  利美人說可以娶猶太人的女子
[00:10:37.040 --> 00:10:40.040]  每個男丁都說我們都行國禮
[00:10:40.040 --> 00:10:44.040]  全部利美人的男丁都行國禮
[00:10:44.040 --> 00:10:47.040]  但是在他們最痛的時候
[00:10:47.040 --> 00:10:52.040]  西綿和利美兩兄弟拿著刀
[00:10:52.040 --> 00:10:56.040]  把全部希美的男丁殺光
[00:10:56.040 --> 00:11:00.040]  你說兩個人殺光了整村的希美人
[00:11:00.040 --> 00:11:04.040]  是不是言過其實太誇張了?
[00:11:04.040 --> 00:11:07.040]  我上一次跟大家說過
[00:11:07.040 --> 00:11:12.040]  我在十二歲的時候,我爸爸叫我去做國禮手術
[00:11:12.040 --> 00:11:17.040]  現在人是什麼時候做這些手術?
[00:11:17.040 --> 00:11:19.040]  是嬰兒
[00:11:19.040 --> 00:11:24.040]  猶太人都是第八天和嬰兒做手術
[00:11:24.040 --> 00:11:26.040]  嬰兒知不知道痛?
[00:11:26.040 --> 00:11:28.040]  當然知道痛
[00:11:28.040 --> 00:11:32.040]  但是痛完了,日子長大了
[00:11:32.040 --> 00:11:35.040]  知不知道行國禮的時候有多痛?
[00:11:35.040 --> 00:11:38.040]  不記得了,不知道
[00:11:38.040 --> 00:11:41.040]  但是如果一個成人去做
[00:11:41.040 --> 00:11:43.040]  好像我十二歲去做
[00:11:43.040 --> 00:11:45.040]  你就知道有多痛
[00:11:45.040 --> 00:11:48.040]  真的痛到寸步難行
[00:11:48.040 --> 00:11:52.040]  我還記得去到第三天最痛的時候
[00:11:52.040 --> 00:11:55.040]  我要去和一個長輩來拜壽
[00:11:55.040 --> 00:11:58.040]  這個是我爺爺的嫁嫂
[00:11:58.040 --> 00:12:02.040]  以前人和長輩拜壽真的跪下去拜
[00:12:02.040 --> 00:12:04.040]  所以叫做拜壽
[00:12:04.040 --> 00:12:07.040]  我跪下去我怎樣都站不起來
[00:12:07.040 --> 00:12:11.040]  眼淚不停流在雙眼裡
[00:12:11.040 --> 00:12:12.040]  但是站不起來
[00:12:12.040 --> 00:12:16.040]  要我爸爸媽媽兩個托著我扶我起來
[00:12:16.040 --> 00:12:18.040]  這個真的有多痛
[00:12:18.040 --> 00:12:25.040]  我們看到所以事件人一族能夠被兩個人全部殺掉
[00:12:25.040 --> 00:12:26.040]  是有原因
[00:12:26.040 --> 00:12:29.040]  你又想想,就在這個時候
[00:12:29.040 --> 00:12:34.040]  神叫以色列人行國禮是有多危險的事
[00:12:34.040 --> 00:12:39.040]  我一直都不明白為什麼我爸爸叫我十二歲的時候去做這個手術
[00:12:39.040 --> 00:12:41.040]  我以為人人都要做
[00:12:41.040 --> 00:12:45.040]  回到學校問我的小朋友你做了嗎?
[00:12:45.040 --> 00:12:48.040]  做了什麼?
[00:12:48.040 --> 00:12:51.040]  沒有人做的原來只有我
[00:12:51.040 --> 00:12:54.040]  我問了我自己幾百次甚至幾千次
[00:12:54.040 --> 00:12:58.040]  為什麼在這個時候叫我做這樣的手術
[00:12:58.040 --> 00:13:01.040]  但是始終都想不通
[00:13:01.040 --> 00:13:05.040]  到了我預備這篇道的時候我明白了
[00:13:05.040 --> 00:13:09.040]  神早就預備了我來說這篇道
[00:13:09.040 --> 00:13:13.040]  我能夠回頭看在我的生命當中
[00:13:13.040 --> 00:13:15.040]  無論大大小小的事
[00:13:15.040 --> 00:13:18.040]  神都在預備我來侍奉祂
[00:13:18.040 --> 00:13:24.040]  我記得我在1996年是從北加州搬回來洛杉磯
[00:13:24.040 --> 00:13:26.040]  有兩件很值得紀念的事
[00:13:26.040 --> 00:13:30.040]  第一件事就是我來到CCAC餘裕堂開始聚會
[00:13:30.040 --> 00:13:32.040]  就是1996年開始
[00:13:32.040 --> 00:13:38.040]  第二件事就是神安排我在SILMA的地方來做工
[00:13:38.040 --> 00:13:40.040]  很遠的地方對我來說
[00:13:40.040 --> 00:13:43.040]  因為我是住在機場
[00:13:43.040 --> 00:13:45.040]  我今時今日還住在機場
[00:13:45.040 --> 00:13:48.040]  去到這麼遠的地方來上班
[00:13:48.040 --> 00:13:50.040]  我又不知道為什麼
[00:13:50.040 --> 00:13:54.040]  但是每天都要經過一個地方叫做Sun Valley
[00:13:54.040 --> 00:13:57.040]  我有個同事走來勸我
[00:13:57.040 --> 00:14:01.040]  你既然每天都經過不如去Grace Community Church
[00:14:01.040 --> 00:14:04.040]  一個叫做Lawgast Bible Institution
[00:14:04.040 --> 00:14:07.040]  你走去那裡讀書吧
[00:14:07.040 --> 00:14:13.040]  我就在那裡開始從創世紀讀到啟示錄
[00:14:13.040 --> 00:14:18.040]  很多人認為John McArthur的神學太保守了
[00:14:18.040 --> 00:14:24.040]  但是無論如何他解經的系統真的非常一致
[00:14:24.040 --> 00:14:29.040]  我以前讀聖經,我覺得聖經是充滿矛盾的
[00:14:29.040 --> 00:14:33.040]  信得過來就失數易了
[00:14:33.040 --> 00:14:36.040]  我一節的經文解出來解得很通順
[00:14:36.040 --> 00:14:41.040]  你看看第二部書完全跟這節經文是有矛盾的
[00:14:41.040 --> 00:14:44.040]  新約解得通時舊約出現問題
[00:14:44.040 --> 00:14:47.040]  舊約解得通時新約出現問題
[00:14:47.040 --> 00:14:51.040]  但是自從我學了那套解經的系統
[00:14:51.040 --> 00:14:54.040]  聖經非常一致
[00:14:54.040 --> 00:14:57.040]  你也看到當我講經的時候
[00:14:57.040 --> 00:15:02.040]  我上次說約書亞記,但爾利書,啟示錄
[00:15:02.040 --> 00:15:04.040]  全部都非常一致
[00:15:04.040 --> 00:15:09.040]  如果聖經後面有一位聖靈來密事的話
[00:15:09.040 --> 00:15:11.040]  全部聖經不管哪一部書
[00:15:11.040 --> 00:15:14.040]  不管新約舊約都應該一致的
