
[00:00:00.000 --> 00:00:02.000]  (字幕: 王子)
[00:00:02.000 --> 00:00:06.520]  頂姐妹今晚我們是查啟示錄第十章
[00:00:06.520 --> 00:00:10.920]  如果有時間的話我們也會進入第十三章
[00:00:10.920 --> 00:00:15.080]  大家記得在第十一章十五節的時候
[00:00:15.080 --> 00:00:17.880]  天使是吹第七個號
[00:00:17.880 --> 00:00:21.960]  前面有七個的韌載
[00:00:21.960 --> 00:00:26.400]  去到第七個的韌載就帶出七個的號載
[00:00:26.400 --> 00:00:29.640]  七個號載最後那個號載
[00:00:30.000 --> 00:00:33.280]  其實就是最後那七個的韌載
[00:00:33.280 --> 00:00:35.520]  在十一章十五節
[00:00:35.520 --> 00:00:40.200]  就說到天使是將第七個號吹響
[00:00:40.200 --> 00:00:44.440]  但是之後所記載的是天上的敬拜
[00:00:44.440 --> 00:00:47.080]  是沒有說到這些韌載
[00:00:47.080 --> 00:00:50.600]  一直到第十五章
[00:00:50.600 --> 00:00:54.680]  然後開始才敘述那個韌載的情況
[00:00:54.680 --> 00:00:58.480]  但是到吹第七個號的時候
[00:00:58.760 --> 00:01:03.760]  應該已經到了大災難的末期
[00:01:03.760 --> 00:01:05.920]  可能是最後那幾個星期
[00:01:05.920 --> 00:01:09.640]  因為那些韌載出來是很快的
[00:01:09.640 --> 00:01:13.120]  一個一個一個神的憤怒傾倒在地上
[00:01:13.120 --> 00:01:16.120]  所以現在在這裡稍微停一停
[00:01:16.120 --> 00:01:19.960]  十二章十三章和十四章
[00:01:19.960 --> 00:01:23.480]  都不是記載和大災難有關的
[00:01:23.480 --> 00:01:27.560]  乃是上帝讓約翰看到一些異象
[00:01:28.360 --> 00:01:30.720]  這些異象的時間性是怎樣呢
[00:01:30.720 --> 00:01:36.720]  他不一定是在第七個號載開始
[00:01:36.720 --> 00:01:38.880]  然後才看到這些異象
[00:01:38.880 --> 00:01:42.720]  約翰可能是之前看到這些異象
[00:01:42.720 --> 00:01:45.000]  不過現在才記下來
[00:01:45.000 --> 00:01:50.160]  而這些異象裡面所預言會發生的事
[00:01:50.160 --> 00:01:54.320]  那個可能性有些可能是在大災難的初期
[00:01:54.320 --> 00:01:56.520]  有些可能是在後期
[00:01:56.840 --> 00:02:01.240]  所以我們不能夠跟著說第七號響起
[00:02:01.240 --> 00:02:02.680]  然後就看到這些異象
[00:02:02.680 --> 00:02:03.880]  這些事會發生
[00:02:03.880 --> 00:02:04.840]  其實不是的
[00:02:04.840 --> 00:02:08.160]  今晚我們要說約翰看到這些異象
[00:02:08.160 --> 00:02:13.000]  很可能是在大災難的初段已經出現的
[00:02:13.000 --> 00:02:17.440]  好了我們來看看今晚我們第十二章
[00:02:17.440 --> 00:02:23.080]  其實那個異象是將我們帶到世界被造之前
[00:02:23.080 --> 00:02:26.680]  即是撒旦墮落的歷史
[00:02:27.080 --> 00:02:30.640]  那個可能是六千年至一萬年之前的
[00:02:30.640 --> 00:02:33.600]  如果我們根據聖經的年份
[00:02:33.600 --> 00:02:36.840]  我就相信這個是一個年輕的地球
[00:02:36.840 --> 00:02:39.880]  所以我聽到人們甚至有些基督徒說
[00:02:39.880 --> 00:02:41.520]  我們已經有幾億年了
[00:02:41.520 --> 00:02:46.080]  那時候聖經那裡是沒有辦法可以讓我們看到
[00:02:46.080 --> 00:02:48.040]  有幾億年的歷史
[00:02:48.040 --> 00:02:51.000]  即是神造這個地球一造出來
[00:02:51.000 --> 00:02:54.400]  就已經裡面好像經過幾億年那樣
[00:02:54.800 --> 00:02:57.160]  如果我們根據聖經的歷史來說
[00:02:57.160 --> 00:03:03.760]  就亞當夏娃那些是六千年至一萬年左右
[00:03:03.760 --> 00:03:07.800]  今晚所看到的異象
[00:03:07.800 --> 00:03:11.240]  也都是看到撒旦去到末世的時候
[00:03:11.240 --> 00:03:15.360]  他迫害地上的人那些預言
[00:03:15.360 --> 00:03:20.080]  所以是由他開始墮落到將來大災難當中
[00:03:20.080 --> 00:03:24.240]  可能是一萬甚至一萬幾千年的歷史
[00:03:24.240 --> 00:03:27.960]  因為我們不知道這個大災難是何時開始的
[00:03:27.960 --> 00:03:31.000]  我們來看看這個啟示錄第十二章
[00:03:31.000 --> 00:03:36.080]  第十二和第十三章裡面是有七個人物
[00:03:36.080 --> 00:03:38.040]  他們不是真的人
[00:03:38.040 --> 00:03:40.000]  裡面是有靈體
[00:03:40.000 --> 00:03:43.720]  我這裡講義那裡就列了這七個
[00:03:43.720 --> 00:03:47.960]  在第一第二節是列了這個身披日頭
[00:03:47.960 --> 00:03:49.680]  腳踏月亮
[00:03:49.680 --> 00:03:52.760]  頭戴十二個星冠冕的一個女人
[00:03:52.760 --> 00:03:53.720]  是一個婦人
[00:03:54.040 --> 00:03:57.160]  大家不要理我後面講我認為這個是誰
[00:03:57.160 --> 00:03:59.560]  我們一會兒會去探討
[00:03:59.560 --> 00:04:01.120]  我們看第二個
[00:04:01.120 --> 00:04:06.360]  第二個人物就是大紅龍或者叫做古蛇
[00:04:06.360 --> 00:04:09.360]  這個就不用解釋了
[00:04:09.360 --> 00:04:14.120]  因為在下面那裡有講這個大紅龍就是撒旦
[00:04:14.120 --> 00:04:15.120]  就是古蛇
[00:04:15.120 --> 00:04:16.480]  我們知道是誰
[00:04:16.480 --> 00:04:22.080]  第三個就是這個婦人要生下來的男孩
[00:04:22.400 --> 00:04:26.720]  而這個男孩是被提到寶座上去的
[00:04:26.720 --> 00:04:28.640]  我們相信是主耶穌
[00:04:28.640 --> 00:04:32.080]  然後有天使長米加勒
[00:04:32.080 --> 00:04:35.320]  米加勒是保衛以色列的天使
[00:04:35.320 --> 00:04:40.040]  然後就有這個婦人其他的兒女
[00:04:40.040 --> 00:04:41.920]  這些是靜下來的猶太人
[00:04:41.920 --> 00:04:45.520]  然後到十三章就是講兩個人物
[00:04:45.520 --> 00:04:48.440]  兩個由海上面出來
[00:04:48.440 --> 00:04:50.040]  那個就是迪基督
[00:04:50.040 --> 00:04:52.320]  一個就是由地那裡出來
[00:04:52.520 --> 00:04:54.120]  那個就是賈先知
[00:04:54.120 --> 00:04:57.040]  我們現在來看一看第一第二節
[00:04:57.040 --> 00:04:57.880]  我讀給大家聽
[00:04:57.880 --> 00:05:00.440]  天上出現了大異象
[00:05:00.440 --> 00:05:02.760]  留意大異象不是普通的異象
[00:05:02.760 --> 00:05:05.360]  這個是很宏大的異象
[00:05:05.360 --> 00:05:08.320]  有一個婦人身披日頭
[00:05:08.320 --> 00:05:09.760]  腳踏月亮
