
[00:00:00.000 --> 00:00:02.000]  (內容)
[00:00:02.000 --> 00:00:05.520]  羅馬書第三講
[00:00:05.520 --> 00:00:08.960]  羅馬書一章八至十七節
[00:00:08.960 --> 00:00:14.360]  上次跟大家講了羅馬書一章一至七節
[00:00:14.360 --> 00:00:17.200]  就像一個abstract
[00:00:17.200 --> 00:00:20.240]  將整本羅馬書的撮要
[00:00:20.240 --> 00:00:22.400]  放在頭七節的經文
[00:00:22.400 --> 00:00:25.600]  今天要講一個訊息
[00:00:25.600 --> 00:00:29.840]  就是如何用心靈誠實來侍奉神
[00:00:29.840 --> 00:00:33.240]  你說感恩節
[00:00:33.240 --> 00:00:36.000]  是不是應該講感恩節的訊息呢
[00:00:36.000 --> 00:00:38.240]  其實今天的訊息
[00:00:38.240 --> 00:00:41.360]  和感恩節都有很大的連帶關係
[00:00:41.360 --> 00:00:43.520]  我覺得很有意思
[00:00:43.520 --> 00:00:45.520]  就是很多時候
[00:00:45.520 --> 00:00:49.440]  我講道都會和節日很應節
[00:00:49.440 --> 00:00:52.880]  這個絕對不是我的策劃
[00:00:52.880 --> 00:00:55.120]  而是神的策劃
[00:00:55.120 --> 00:00:57.120]  剛才我們讀的經文
[00:00:57.120 --> 00:01:00.240]  我們看到羅馬書的一章九節
[00:01:00.240 --> 00:01:02.880]  是一節非常重要的經文
[00:01:02.880 --> 00:01:04.160]  保羅說
[00:01:04.160 --> 00:01:07.200]  我在他兒子福音上
[00:01:07.200 --> 00:01:09.680]  用心靈侍奉的神
[00:01:09.680 --> 00:01:14.240]  我們看到保羅是用心靈來侍奉神
[00:01:14.240 --> 00:01:17.520]  傳達神的好消息
[00:01:17.520 --> 00:01:20.080]  傳達福音的訊息
[00:01:20.080 --> 00:01:23.280]  侍奉這個字原文的希臘文
[00:01:23.280 --> 00:01:25.760]  是Latrio這個字
[00:01:25.760 --> 00:01:27.760]  在新約的用途
[00:01:27.760 --> 00:01:31.760]  是用在宗教上的侍奉和敬拜
[00:01:31.760 --> 00:01:32.880]  很有趣
[00:01:32.880 --> 00:01:35.760]  同一個字用在侍奉和敬拜
[00:01:35.760 --> 00:01:38.960]  在今天的經文羅馬書的一章九節
[00:01:38.960 --> 00:01:40.560]  是用在侍奉上
[00:01:40.560 --> 00:01:43.920]  但在羅馬書的十二章一節
[00:01:43.920 --> 00:01:46.240]  就是用在敬拜上
[00:01:46.240 --> 00:01:48.800]  所以對保羅來說
[00:01:48.800 --> 00:01:50.960]  侍奉就是敬拜
[00:01:50.960 --> 00:01:53.200]  敬拜就是侍奉
[00:01:53.200 --> 00:01:55.920]  其實我們今天的主題
[00:01:55.920 --> 00:01:57.920]  大家應該熟口熟面
[00:01:57.920 --> 00:02:01.200]  在《若幸福音》的四章二十四節
[00:02:01.200 --> 00:02:02.480]  耶穌基督說
[00:02:02.480 --> 00:02:04.000]  神是靈
[00:02:04.000 --> 00:02:05.840]  所以拜他的
[00:02:05.840 --> 00:02:09.120]  必須用心靈誠實拜他
[00:02:09.120 --> 00:02:09.840]  是吧?
[00:02:09.840 --> 00:02:11.600]  很熟悉的經文
[00:02:11.600 --> 00:02:13.120]  對保羅來說
[00:02:13.120 --> 00:02:14.720]  侍奉就是敬拜
[00:02:14.720 --> 00:02:16.400]  敬拜就是侍奉
[00:02:16.400 --> 00:02:18.240]  所以我們都很需要
[00:02:18.240 --> 00:02:21.760]  用心靈誠實來侍奉神
[00:02:21.760 --> 00:02:24.960]  這個也是用在敬拜上
[00:02:24.960 --> 00:02:27.200]  有很多人會覺得
[00:02:27.200 --> 00:02:30.080]  這個敬拜似乎
[00:02:30.080 --> 00:02:31.920]  和我們所熟悉的敬拜
[00:02:31.920 --> 00:02:33.360]  不是很相似
[00:02:33.360 --> 00:02:36.240]  我們熟悉的敬拜是怎樣的?
[00:02:36.240 --> 00:02:38.960]  回到教會坐在那裡
[00:02:38.960 --> 00:02:42.000]  聽聽聖詩
[00:02:42.000 --> 00:02:43.840]  聽聽講道
[00:02:43.840 --> 00:02:45.200]  然後呢
[00:02:45.200 --> 00:02:46.720]  聽完之後
[00:02:46.720 --> 00:02:47.680]  就怎樣?
[00:02:47.680 --> 00:02:48.960]  回家
[00:02:48.960 --> 00:02:51.600]  這個就是我們平時敬拜
