
[00:00:00.000 --> 00:00:04.000]  福利基督早安
[00:00:04.000 --> 00:00:06.000]  讓我們在聆聽主導的意思
[00:00:06.000 --> 00:00:08.000]  我們再次一齊和心低頭禱告
[00:00:08.000 --> 00:00:10.000]  仰望我們的主愛的神
[00:00:10.000 --> 00:00:12.000]  慈悲的天父多謝你
[00:00:12.000 --> 00:00:14.000]  讓我們能夠再次回到你寶貴說話的面前
[00:00:14.000 --> 00:00:16.000]  一同學習
[00:00:16.000 --> 00:00:18.000]  求你的幫助
[00:00:18.000 --> 00:00:20.000]  求聖靈的引導
[00:00:20.000 --> 00:00:22.000]  讓我們所讀進你的啟示
[00:00:22.000 --> 00:00:24.000]  是要按照上主你的心思意念
[00:00:24.000 --> 00:00:26.000]  來詮釋
[00:00:26.000 --> 00:00:28.000]  要讓我們能夠去明白你的心思
[00:00:28.000 --> 00:00:30.000]  能夠學會成為一個
[00:00:30.000 --> 00:00:32.000]  忠心信服的神的子民
[00:00:32.000 --> 00:00:34.000]  求你的帶領幫助
[00:00:34.000 --> 00:00:36.000]  要幫助我們在聆聽的過程當中
[00:00:36.000 --> 00:00:38.000]  檢視我們每一個人的
[00:00:38.000 --> 00:00:40.000]  本身個人的私心
[00:00:40.000 --> 00:00:42.000]  讓我們在罪惡的世界裏
[00:00:42.000 --> 00:00:44.000]  這個私心能夠受著
[00:00:44.000 --> 00:00:46.000]  上主你的管束
[00:00:46.000 --> 00:00:48.000]  求你的帶領幫助
[00:00:48.000 --> 00:00:50.000]  我們同心的禱告
[00:00:50.000 --> 00:00:52.000]  奉靠主耶穌基督
[00:00:52.000 --> 00:00:54.000]  得勝的名字而求
[00:00:54.000 --> 00:00:56.000]  阿們
[00:00:56.000 --> 00:00:58.000]  中心可以分為兩個層面
[00:00:58.000 --> 00:01:00.000]  去討論到它的實踐
[00:01:00.000 --> 00:01:02.000]  第一個層面
[00:01:02.000 --> 00:01:04.000]  就是一種很機械式的
[00:01:04.000 --> 00:01:06.000]  一種的
[00:01:06.000 --> 00:01:08.000]  運作
[00:01:08.000 --> 00:01:10.000]  談論到一個人
[00:01:10.000 --> 00:01:12.000]  只是收到一個命令
[00:01:12.000 --> 00:01:14.000]  不理這個命令的內容
[00:01:14.000 --> 00:01:16.000]  或者那個命令的
[00:01:16.000 --> 00:01:18.000]  發出者的心意
[00:01:18.000 --> 00:01:20.000]  只不過按照內文
[00:01:20.000 --> 00:01:22.000]  去討論
[00:01:22.000 --> 00:01:24.000]  這個命令
[00:01:24.000 --> 00:01:26.000]  只不過按照內文
[00:01:26.000 --> 00:01:28.000]  機械式的
[00:01:28.000 --> 00:01:30.000]  推行出來
[00:01:30.000 --> 00:01:32.000]  但另一種的
[00:01:32.000 --> 00:01:34.000]  中心如何去實踐呢
[00:01:34.000 --> 00:01:38.000]  就是有一種自主的層面
[00:01:38.000 --> 00:01:40.000]  可以在當中
[00:01:40.000 --> 00:01:42.000]  讓一個人去
[00:01:42.000 --> 00:01:46.000]  即使在做這個命令
[00:01:46.000 --> 00:01:48.000]  或者去實踐這個命令的時候
[00:01:48.000 --> 00:01:52.000]  有些事沒有在事先說要求你有什麼付出的
[00:01:52.000 --> 00:01:58.000]  但是他為了了解到這個發出命令人的心願
[00:01:58.000 --> 00:02:00.000]  於是乎他就
[00:02:00.000 --> 00:02:02.000]  隨時的準備
[00:02:02.000 --> 00:02:04.000]  將他所有的
[00:02:04.000 --> 00:02:06.000]  他有的能力
[00:02:06.000 --> 00:02:08.000]  資源也好
[00:02:08.000 --> 00:02:10.000]  都能夠付出
[00:02:10.000 --> 00:02:12.000]  為這個發出命令的人
[00:02:12.000 --> 00:02:14.000]  妥善的去得到實踐
[00:02:14.000 --> 00:02:18.000]  觀察這兩種的中心
[00:02:18.000 --> 00:02:20.000]  的實踐的方式
[00:02:20.000 --> 00:02:26.000]  來討論到今天我們作為信徒
[00:02:26.000 --> 00:02:28.000]  去理解什麼叫做中心
[00:02:28.000 --> 00:02:32.000]  或者去英文說be faithful
[00:02:32.000 --> 00:02:34.000]  這個題目的時候
[00:02:34.000 --> 00:02:36.000]  其實也都產生了
[00:02:36.000 --> 00:02:38.000]  很多我們對於
[00:02:38.000 --> 00:02:40.000]  中心的詮釋
[00:02:40.000 --> 00:02:44.000]  今天很多的教會
[00:02:44.000 --> 00:02:46.000]  採用前者那種
[00:02:46.000 --> 00:02:50.000]  機械式的一種所謂信徒的觀念
[00:02:50.000 --> 00:02:52.000]  認為中心的信徒
[00:02:52.000 --> 00:02:56.000]  只需要將聖經的來文
[00:02:56.000 --> 00:02:58.000]  機械化地去實踐了它
[00:02:58.000 --> 00:03:00.000]  那你就等同於
[00:03:00.000 --> 00:03:02.000]  中心了在上帝的面前
[00:03:02.000 --> 00:03:06.000]  但是這種的做法
[00:03:06.000 --> 00:03:08.000]  有很多時候就反而
[00:03:08.000 --> 00:03:10.000]  跌入了一個局面
[00:03:10.000 --> 00:03:12.000]  就是叫做迷信
[00:03:12.000 --> 00:03:14.000]  迷信是什麼呢
[00:03:14.000 --> 00:03:16.000]  你不理會那個內容
[00:03:16.000 --> 00:03:22.000]  那個命令的原本的發出者的原意
[00:03:22.000 --> 00:03:24.000]  他講了一些字眼
[00:03:24.000 --> 00:03:26.000]  你的個人詮釋覺得是這樣
[00:03:26.000 --> 00:03:28.000]  那你覺得做齊了
[00:03:28.000 --> 00:03:30.000]  那你就等同於中心
[00:03:30.000 --> 00:03:32.000]  你已經信得很好
[00:03:32.000 --> 00:03:36.000]  你的靈性覺得非常之妥當
[00:03:36.000 --> 00:03:38.000]  但這種的狀態
[00:03:38.000 --> 00:03:40.000]  是今天普通的教會裏面
[00:03:40.000 --> 00:03:42.000]  很常用的一種的信仰模式
[00:03:42.000 --> 00:03:46.000]  尤其是教會很喜歡去推行
[00:03:46.000 --> 00:03:50.000]  直接去推行一些義工或者活動
[00:03:50.000 --> 00:03:52.000]  你做你參加
[00:03:52.000 --> 00:03:54.000]  你就是中心
[00:03:54.000 --> 00:03:58.000]  你做了你就等同於在上帝裏面有忠誠
[00:03:58.000 --> 00:04:04.000]  這種我稱之為一種叫做了的信仰
[00:04:04.000 --> 00:04:06.000]  之後做了一些事
[00:04:06.000 --> 00:04:08.000]  做了就等於好的信徒
[00:04:08.000 --> 00:04:10.000]  但這種信仰
[00:04:10.000 --> 00:04:14.000]  很多時候我有一個疑問
[00:04:14.000 --> 00:04:16.000]  是源自於我年輕的時候
[00:04:16.000 --> 00:04:22.000]  我看我家裏那些拜那些神
[00:04:22.000 --> 00:04:26.000]  我問我媽
[00:04:26.000 --> 00:04:28.000]  每一年大時大節
[00:04:28.000 --> 00:04:30.000]  有時中秋也好
[00:04:30.000 --> 00:04:32.000]  什麼盂蘭節也好
[00:04:32.000 --> 00:04:34.000]  什麼節也好
[00:04:34.000 --> 00:04:36.000]  我說你都去拜神
[00:04:36.000 --> 00:04:40.000]  又買雞
[00:04:40.000 --> 00:04:48.000]  其實你認為這樣做有什麼好處呢
[00:04:48.000 --> 00:04:52.000]  是不是代表了你很虔誠呢
[00:04:52.000 --> 00:04:54.000]  我媽媽那時跟我說
[00:04:54.000 --> 00:04:56.000]  我其實不是很虔誠
[00:04:56.000 --> 00:05:00.000]  不過你前人你祖母說要這樣做
[00:05:00.000 --> 00:05:02.000]  就要這樣做
[00:05:02.000 --> 00:05:04.000]  媳婦要聽家父的話
[00:05:04.000 --> 00:05:06.000]  是不是這樣
[00:05:06.000 --> 00:05:12.000]  這樣聽話就很難過日子
[00:05:12.000 --> 00:05:16.000]  所以她叫你這樣做就這樣做
[00:05:16.000 --> 00:05:18.000]  我不是很誠心
[00:05:18.000 --> 00:05:20.000]  你看看我家裏
[00:05:20.000 --> 00:05:22.000]  自從沒多久
[00:05:22.000 --> 00:05:24.000]  我把所有的香爐全部變成電子化
[00:05:24.000 --> 00:05:26.000]  大家知道什麼是電子化
[00:05:26.000 --> 00:05:30.000]  其實全部都是電子香
[00:05:30.000 --> 00:05:34.000]  連街口很近的香爐都不想去
[00:05:34.000 --> 00:05:38.000]  插了牆著就叫虔誠
[00:05:38.000 --> 00:05:40.000]  這是做了的信仰
[00:05:40.000 --> 00:05:46.000]  但是真正的虔誠
[00:05:46.000 --> 00:05:48.000]  真正的忠心在上帝
[00:05:48.000 --> 00:05:54.000]  其實是一種截然不同的思維
[00:05:54.000 --> 00:05:58.000]  不是只是為了將命令的條文
[00:05:58.000 --> 00:06:00.000]  在聖經的內文
[00:06:00.000 --> 00:06:06.000]  特別是我們說的摩西五經的律法部分
[00:06:06.000 --> 00:06:08.000]  將它做了就算了
[00:06:08.000 --> 00:06:12.000]  相反很多時候我們去嘗試去明白
[00:06:12.000 --> 00:06:14.000]  每一個上帝的命令
[00:06:14.000 --> 00:06:16.000]  不單止內容說什麼
[00:06:16.000 --> 00:06:18.000]  並且我們從中去了解到
[00:06:18.000 --> 00:06:24.000]  上帝的心思為什麼要立這些條例呢
[00:06:24.000 --> 00:06:26.000]  他的目的是什麼呢
[00:06:26.000 --> 00:06:28.000]  上帝是否真的這麼稀罕
[00:06:28.000 --> 00:06:30.000]  要有這樣的憲制
[00:06:30.000 --> 00:06:32.000]  要憲在他裡面呢
[00:06:32.000 --> 00:06:35.000]  還是這些憲制是為那些參與的人
[00:06:35.000 --> 00:06:38.000]  做一些很重要的提醒呢
[00:06:38.000 --> 00:06:42.000]  提醒他怎樣應該有一份什麼的心智
[00:06:42.000 --> 00:06:45.000]  來進行這些活動呢
[00:06:45.000 --> 00:06:48.000]  更加廣泛一點的說
[00:06:48.000 --> 00:06:51.000]  是不是一定只有這些行為活動
[00:06:51.000 --> 00:06:53.000]  才代表一個人是忠心呢
[00:06:53.000 --> 00:06:56.000]  有沒有其他的地方
[00:06:56.000 --> 00:07:00.000]  也可以反映出那個人是忠心呢
[00:07:00.000 --> 00:07:03.000]  所以我們在讀聖經裡面
[00:07:03.000 --> 00:07:05.000]  我們去了解到忠心這個題目
[00:07:05.000 --> 00:07:07.000]  是一個很重要的題目
[00:07:07.000 --> 00:07:09.000]  也反映到我們怎樣成為一個
[00:07:09.000 --> 00:07:14.000]  真正和上帝有永恆生命的人
