
[00:00:00.000 --> 00:00:03.920]  姐妹早晨
[00:00:03.920 --> 00:00:07.440]  多謝各位給我機會在這裡講話
[00:00:07.440 --> 00:00:13.040]  願神的靈灌附這個會堂中
[00:00:13.040 --> 00:00:14.640]  充滿我們的心內
[00:00:14.640 --> 00:00:18.320]  我們所講所聽都是合乎祂的旨意
[00:00:18.320 --> 00:00:22.000]  今天是講對憂慮說得
[00:00:22.000 --> 00:00:24.640]  剛才讀的是路加福音
[00:00:24.640 --> 00:00:27.120]  神有些事告訴我們
[00:00:27.120 --> 00:00:28.160]  耶穌有些話
[00:00:28.160 --> 00:00:32.400]  原來憂慮是人的情緒
[00:00:32.400 --> 00:00:35.840]  是聖經預測的
[00:00:35.840 --> 00:00:38.160]  神預測了你有憂慮
[00:00:38.160 --> 00:00:41.200]  預告有這樣的問題
[00:00:41.200 --> 00:00:44.800]  所以神有處理的方法
[00:00:44.800 --> 00:00:48.640]  祂說你們不要憂慮
[00:00:48.640 --> 00:00:50.080]  不要憂慮很多事
[00:00:50.080 --> 00:00:53.360]  比如吃什麼穿什麼喝什麼
[00:00:53.360 --> 00:00:55.520]  為名稱憂慮等等
[00:00:55.520 --> 00:00:58.160]  然後不要之後
[00:00:58.160 --> 00:00:59.760]  祂就提供了一連串
[00:00:59.760 --> 00:01:04.480]  祂可以處理憂慮的方法
[00:01:04.480 --> 00:01:08.080]  人究竟是怎樣憂慮呢
[00:01:08.080 --> 00:01:13.440]  有一個朋友為現在的憂慮
[00:01:13.440 --> 00:01:15.200]  為將來的憂慮
[00:01:15.200 --> 00:01:17.760]  為發生了以前的憂慮
[00:01:17.760 --> 00:01:19.200]  現在的憂慮
[00:01:19.200 --> 00:01:21.360]  將來的憂慮
[00:01:21.360 --> 00:01:24.960]  有一個叫做anticipatory anxiety
[00:01:24.960 --> 00:01:26.720]  將來怎樣呢
[00:01:26.720 --> 00:01:32.240]  我有一個朋友去街
[00:01:32.240 --> 00:01:34.000]  他要來見我
[00:01:34.000 --> 00:01:35.280]  陳醫生我一定要來
[00:01:35.280 --> 00:01:36.800]  不然我去不了街
[00:01:36.800 --> 00:01:38.240]  為什麼呢
[00:01:38.240 --> 00:01:39.680]  因為我暈船
[00:01:39.680 --> 00:01:40.800]  他先生說
[00:01:40.800 --> 00:01:43.920]  他還沒上車已經暈了
[00:01:43.920 --> 00:01:48.800]  未到先擔心
[00:01:48.800 --> 00:01:50.560]  叫做anticipatory anxiety
[00:01:50.560 --> 00:01:52.320]  為將來憂慮
[00:01:52.320 --> 00:01:55.040]  都沒發生你還擔心
[00:01:55.040 --> 00:01:57.120]  是不是很多餘呢
[00:01:57.120 --> 00:01:58.880]  人們就是這樣
[00:01:58.880 --> 00:02:00.080]  明天怎樣
[00:02:00.080 --> 00:02:02.560]  香港會不會變成怎樣
[00:02:02.560 --> 00:02:05.200]  兒子結婚不知道好不好
[00:02:05.200 --> 00:02:06.880]  生個孫子還是孫女
[00:02:06.880 --> 00:02:08.160]  為什麼不生
[00:02:08.160 --> 00:02:09.200]  很多餘
[00:02:09.200 --> 00:02:13.840]  所以有一個朋友
[00:02:13.840 --> 00:02:15.360]  經常看醫生
[00:02:15.360 --> 00:02:16.640]  但他不相信醫生
[00:02:16.640 --> 00:02:18.160]  浪費錢
[00:02:18.160 --> 00:02:21.360]  看完醫生說你沒事
[00:02:21.360 --> 00:02:23.120]  不行我還是要照一下
[00:02:23.120 --> 00:02:24.560]  照磁力共振
[00:02:24.560 --> 00:02:25.840]  照了很多
[00:02:25.840 --> 00:02:29.360]  丈夫告密
[00:02:29.360 --> 00:02:31.920]  他說你知不知道
[00:02:31.920 --> 00:02:33.920]  我和太太說了
[00:02:33.920 --> 00:02:36.400]  不如買一部磁力共振在家
