
[00:00:00.000 --> 00:00:05.300]  今天是按照教會的主題 我們說說這麼多前書
[00:00:05.300 --> 00:00:09.600]  上一次說第幾章 已經忘記了 慘了
[00:00:09.600 --> 00:00:12.000]  上一次說第三章 這次說第四章
[00:00:12.000 --> 00:00:14.600]  所以我們按照教會的編排
[00:00:14.600 --> 00:00:17.540]  今天跟大家分享的就是一個健康教會的系列
[00:00:17.540 --> 00:00:19.340]  是說合一的問題
[00:00:19.340 --> 00:00:22.140]  我們看回聖經裡面 很多時候我們問
[00:00:22.140 --> 00:00:24.480]  聖經裡面有哪些書卷是講教會的呢?
[00:00:24.480 --> 00:00:26.580]  很多人都是二不所知
[00:00:26.580 --> 00:00:30.320]  二不所知是講教會應該是怎麼樣的
[00:00:30.320 --> 00:00:34.160]  其實聖經裡面講教會的書卷不只是二不所知
[00:00:34.160 --> 00:00:35.960]  說那麼多前後書都是
[00:00:35.960 --> 00:00:37.260]  所不同的是什麼呢?
[00:00:37.260 --> 00:00:40.260]  二不所知是講一個普世的教會
[00:00:40.260 --> 00:00:42.800]  普羅透過神的話語教導我們
[00:00:42.800 --> 00:00:45.140]  教會應該是怎麼樣的
[00:00:45.140 --> 00:00:49.140]  但是說那麼多前後書卻是一個真正的地方教會
[00:00:49.140 --> 00:00:51.280]  這個地方教會卻是怎麼樣呢?
[00:00:51.280 --> 00:00:53.240]  就給我們一個很大的差距
[00:00:53.240 --> 00:00:57.580]  在二不所知講的話 我們需要合而為一
[00:00:57.580 --> 00:01:00.820]  兩下合而為一 將中間的牆打斷
[00:01:00.820 --> 00:01:04.620]  但是我們人偏偏就將中間的牆建起來
[00:01:04.620 --> 00:01:06.520]  就好像美國總統
[00:01:06.520 --> 00:01:10.420]  將美國和墨西哥之間建一幅牆出來
[00:01:10.420 --> 00:01:12.760]  在教會裡面都是一樣
[00:01:12.760 --> 00:01:16.020]  聖經說我們合而為一 將牆打開
[00:01:16.020 --> 00:01:19.460]  但是你看回這個前書第三章
[00:01:19.460 --> 00:01:22.860]  上一次你說過我屬於普羅的 我屬於基法的
[00:01:22.860 --> 00:01:24.660]  甚至我屬於基督的
[00:01:24.660 --> 00:01:26.760]  我們是分門別類
[00:01:26.760 --> 00:01:29.400]  在二不所知說我們要長大成人
[00:01:29.400 --> 00:01:31.400]  滿有基督長成的新娘
[00:01:31.400 --> 00:01:34.240]  但是說那麼多前書第三章上一次說
[00:01:34.240 --> 00:01:37.440]  普羅說他們是屬什麼?
[00:01:37.440 --> 00:01:41.240]  是屬肉體的 吃奶的
[00:01:41.240 --> 00:01:43.940]  仍然是屬靈的嬰孩
[00:01:43.940 --> 00:01:46.320]  在二不所知說我們要合而為一
[00:01:46.320 --> 00:01:48.120]  將中間的牆建起來
[00:01:48.120 --> 00:01:52.260]  在二不所知說聖教會應該被水潔淨
[00:01:52.260 --> 00:01:55.400]  成為一個榮耀的神父 榮耀的教會
[00:01:55.400 --> 00:01:57.100]  等耶穌基督回來
[00:01:57.100 --> 00:01:59.100]  但是說那麼多前書告訴我們
[00:01:59.100 --> 00:02:01.900]  說那麼多教會發生了淫亂的事情
[00:02:01.900 --> 00:02:05.040]  連這些淫亂的事情外邦人都沒有的
[00:02:05.040 --> 00:02:07.040]  所以當我們看到聖經裡面的時候
[00:02:07.040 --> 00:02:09.540]  一個是普世教會 教會應該是怎麼樣
[00:02:09.540 --> 00:02:13.340]  但是另一個情境當我們看一個實際的地方教會的時候
[00:02:13.340 --> 00:02:15.340]  你會有什麼感受呢?
[00:02:15.340 --> 00:02:18.220]  我們可能會很灰心 很失望
[00:02:18.220 --> 00:02:19.880]  為什麼今天的教會
[00:02:19.880 --> 00:02:22.720]  和聖經裡面所教導的教會有這麼大的差距
[00:02:22.720 --> 00:02:26.280]  我希望今天不是用這樣的心態來看
[00:02:26.280 --> 00:02:29.740]  教會是一個罪人的醫院
[00:02:29.740 --> 00:02:31.740]  教會是未完全的
[00:02:31.740 --> 00:02:35.680]  教會仍然有很多的漏洞 有很多虧欠的地方
[00:02:35.680 --> 00:02:38.180]  但是這個不是我們要停留的地方
[00:02:38.180 --> 00:02:41.100]  我們追求的就是二不所知所說
[00:02:41.100 --> 00:02:43.100]  普世教會應該是怎麼樣的
[00:02:43.100 --> 00:02:46.320]  所以當我們發覺原來教會是有不完全
[00:02:46.320 --> 00:02:48.320]  有不同的 有不好的地方的時候
[00:02:48.320 --> 00:02:51.200]  我們更加要積極的彼此的面對
[00:02:51.200 --> 00:02:54.940]  幫助我們怎麼樣從這個地方向著那個地方走
[00:02:54.940 --> 00:02:56.940]  所以我相信今天我們早上
[00:02:56.940 --> 00:02:59.440]  是用這個態度來看教會是否合一
[00:02:59.440 --> 00:03:01.440]  如果教會要健康成長
[00:03:01.440 --> 00:03:02.520]  成為一個健康的教會
[00:03:02.520 --> 00:03:04.520]  合一的帶領是一個特性來的
[00:03:04.520 --> 00:03:07.620]  我們不能在當中分門別類
[00:03:07.620 --> 00:03:09.200]  你有你做我有我做
[00:03:09.200 --> 00:03:11.200]  三語教會你做你的 我做我的
[00:03:11.200 --> 00:03:14.120]  或者同工同業裡面彼此不合一
[00:03:14.120 --> 00:03:17.400]  這個都不是聖經裡面所要我們做的
[00:03:17.400 --> 00:03:20.720]  所以我們怎麼能夠從A去到B
[00:03:20.720 --> 00:03:23.800]  從一個不完全的去到一個完全的時候
[00:03:23.800 --> 00:03:25.800]  這個是我們今天所要去學習的
[00:03:25.800 --> 00:03:28.400]  中國人很多時候面對一個衝突
[00:03:28.400 --> 00:03:29.760]  或者不合一的時候
[00:03:29.760 --> 00:03:32.160]  我們很多時候反而第一 當它不存在
[00:03:32.160 --> 00:03:34.160]  將它縮在地上
[00:03:34.160 --> 00:03:35.580]  但其實一直在裡面
[00:03:35.580 --> 00:03:37.580]  另一種就是一聽到的時候
[00:03:37.580 --> 00:03:39.580]  有問題 有問題
[00:03:39.580 --> 00:03:42.960]  我希望從一個積極的角度去看
[00:03:42.960 --> 00:03:46.300]  我們本身是很容易有分門別類的
[00:03:46.300 --> 00:03:49.280]  但我們怎麼可以向一個合一的領導
[00:03:49.280 --> 00:03:50.780]  一起向前走
[00:03:50.780 --> 00:03:54.040]  這個是我們今天想達到的目標
[00:03:54.040 --> 00:03:58.500]  保羅裡面在剛才《君子多事宣》第四章裡面
[00:03:58.500 --> 00:04:00.860]  六節十六節 我只留意了兩節經文
[00:04:00.860 --> 00:04:03.260]  第一節就是我們留意第六節
[00:04:03.260 --> 00:04:07.720]  第六節裡面是講出當時教會的問題在哪裡
[00:04:07.720 --> 00:04:11.700]  第六節說到 弟兄們 我為你們的緣故
[00:04:11.700 --> 00:04:14.500]  那這是彼此基督和阿波羅
[00:04:14.500 --> 00:04:18.020]  教你們效法我們不可過於聖經所基的
[00:04:18.020 --> 00:04:22.660]  免得你們自高自大 貴重者個輕漢人國
[00:04:22.660 --> 00:04:27.440]  高雄教會為什麼會出現一個不合一的問題呢
[00:04:27.440 --> 00:04:29.180]  在第六節就說出來
[00:04:29.180 --> 00:04:33.360]  就是因為他們自高自大 輕漢那個
[00:04:33.360 --> 00:04:35.360]  為什麼會這樣
[00:04:35.360 --> 00:04:37.360]  其實上一次如果你留心聽到的話
[00:04:37.360 --> 00:04:38.660]  你會忘記
[00:04:38.660 --> 00:04:42.660]  其實哥倫多教會基本上是一個肉體的教會
[00:04:42.660 --> 00:04:46.320]  雖然它是信了主 但是它是靈明不深
[00:04:46.320 --> 00:04:48.320]  它仍然好像是屬靈的英雄
[00:04:48.320 --> 00:04:51.700]  它仍然受很多過去的老鱷
[00:04:51.700 --> 00:04:55.880]  自己的觀念和世界的風氣影響
[00:04:55.880 --> 00:04:59.120]  哥倫多是一個希臘文化的地方
[00:04:59.120 --> 00:05:02.260]  希臘人很重視智慧 知識
[00:05:02.260 --> 00:05:05.140]  所以你發覺哥倫多在《君子多事宣》裡面
[00:05:05.140 --> 00:05:09.420]  經常說Wise or Wisdom 聰明 智慧
[00:05:09.420 --> 00:05:10.560]  保羅為什麼這樣說呢
[00:05:10.560 --> 00:05:12.900]  其實是引用當時他們的處境
[00:05:12.900 --> 00:05:16.900]  那些人所看重的東西
[00:05:16.900 --> 00:05:18.400]  哥倫多教會的問題就是
[00:05:18.400 --> 00:05:21.520]  他們很受世界的風氣影響
[00:05:21.520 --> 00:05:24.820]  以至它將世界的風氣帶到教會裡面
[00:05:24.820 --> 00:05:28.720]  用世界的風氣來管理教會 看教會
[00:05:28.720 --> 00:05:31.460]  所以它就會看輕之國 還有
[00:05:31.460 --> 00:05:33.860]  你看看保羅言語操縱
[00:05:33.860 --> 00:05:36.420]  皮貌不揚
[00:05:36.420 --> 00:05:39.660]  可能看看亞歷山大多有學者風範
[00:05:39.660 --> 00:05:41.960]  特別當我們教會有幾個同胞的時候
[00:05:41.960 --> 00:05:44.100]  難免就會比較
[00:05:44.100 --> 00:05:47.760]  你看看帕斯頓·里達多麼英俊
[00:05:47.760 --> 00:05:50.600]  你看看朱牧師多會彈琴
[00:05:50.600 --> 00:05:53.060]  我們可能有不同的人就比較
[00:05:53.060 --> 00:05:55.060]  他好一點 那個好一點
[00:05:55.060 --> 00:05:57.680]  這個我們要小心
[00:05:57.680 --> 00:05:59.920]  當我們這樣分門別類的時候
[00:05:59.920 --> 00:06:02.080]  就帶來有不合不妥的
[00:06:02.080 --> 00:06:04.240]  神好奇妙 當我預備講這個的時候
[00:06:04.240 --> 00:06:07.580]  過去一段時期 差不多有兩三個月
[00:06:07.580 --> 00:06:09.760]  我先後接觸過很多
[00:06:09.760 --> 00:06:13.320]  不同教會出現的不合的情況
[00:06:13.320 --> 00:06:16.340]  有些是同工之間
[00:06:16.340 --> 00:06:19.160]  有些是同工和長輩之間
[00:06:19.160 --> 00:06:22.620]  有些是主任牧師和助理牧師之間
[00:06:22.620 --> 00:06:24.340]  當這些全部出現的時候
[00:06:24.340 --> 00:06:25.980]  就帶來很多的傷害
[00:06:25.980 --> 00:06:27.980]  有同工會離開
[00:06:27.980 --> 00:06:30.640]  真的有這樣的情況出現
[00:06:30.640 --> 00:06:33.960]  有會更害怕 教會會這樣
[00:06:33.960 --> 00:06:35.820]  我們都帶著一個很大的期望
[00:06:35.820 --> 00:06:39.220]  以為教會好像伊斯蘭教會那樣
[00:06:39.220 --> 00:06:44.240]  來到教會發現 嘩 他們這麼厲害
[00:06:44.240 --> 00:06:47.480]  國內的批判都沒有這麼厲害
[00:06:47.480 --> 00:06:49.160]  那就慘了
[00:06:49.160 --> 00:06:51.360]  所以事公受影響
[00:06:51.360 --> 00:06:54.280]  很多同工不能夠合一
[00:06:54.280 --> 00:06:56.620]  很多的資源浪費
[00:06:56.620 --> 00:06:59.320]  最大的問題就是好事沒有人知道
[00:06:59.320 --> 00:07:04.260]  壞事就傳遷來
[00:07:04.260 --> 00:07:08.200]  連基督的名都受虧損
[00:07:08.200 --> 00:07:10.780]  所以如果是這樣的時候 是很大的問題
[00:07:10.780 --> 00:07:15.700]  其實教會有衝突本身不是一個問題
[00:07:15.700 --> 00:07:18.660]  教會沒有衝突才是一個問題
[00:07:18.660 --> 00:07:20.000]  為什麼呢?
[00:07:20.000 --> 00:07:22.520]  如果沒有衝突的話 有可能有兩個原因
[00:07:22.520 --> 00:07:26.360]  因為這個教會是完美的 不需要有衝突
[00:07:26.360 --> 00:07:30.760]  另一個原因就是 我不在乎
[00:07:30.760 --> 00:07:33.640]  誰在乎? 就沒有衝突
[00:07:33.640 --> 00:07:36.160]  但是如果我們真的關心教會的時候
[00:07:36.160 --> 00:07:39.620]  衝突是正常的
[00:07:39.620 --> 00:07:41.160]  衝突的意思告訴我們
[00:07:41.160 --> 00:07:42.860]  我們過去在做的事情
[00:07:42.860 --> 00:07:48.120]  似乎不能夠滿足我現在的需求
[00:07:48.120 --> 00:07:51.400]  教會事公受到攔阻 事公不能夠發展出去
[00:07:51.400 --> 00:07:53.280]  舉個例子 《士徒行傳》第六章
[00:07:53.280 --> 00:07:55.240]  我們出現的事情是什麼?
[00:07:55.240 --> 00:07:57.640]  寡婦膳食的問題
[00:07:57.640 --> 00:08:00.560]  當時寡婦膳食不公平
[00:08:00.560 --> 00:08:04.120]  有些人可能吃得很飽 好像我這麼胖
[00:08:04.120 --> 00:08:10.220]  有些人就瘦瘦的 沒東西吃 逼著禁食
[00:08:10.220 --> 00:08:11.980]  這樣就有問題了
[00:08:11.980 --> 00:08:13.920]  牧師怎麼敢處理呢?
[00:08:13.920 --> 00:08:18.120]  《士徒行傳》就說 我們專心以祈禱傳道為事
[00:08:18.120 --> 00:08:19.400]  那怎麼處理呢?
[00:08:19.400 --> 00:08:22.580]  就選七個很明星的人來管理膳食
[00:08:22.580 --> 00:08:26.780]  哇 大家Hallelujah 個個都吃得我這麼胖
[00:08:26.780 --> 00:08:29.140]  沒事了 那就教會增長了
[00:08:29.140 --> 00:08:32.660]  所以衝突本身不是一個問題
[00:08:32.660 --> 00:08:36.980]  怎麼處理衝突才是一個問題
[00:08:36.980 --> 00:08:40.040]  如果能夠處理得好 正確處理
[00:08:40.040 --> 00:08:42.820]  大家都能夠得益成長
[00:08:42.820 --> 00:08:44.820]  處理得不好就有問題
[00:08:44.820 --> 00:08:46.740]  12月的時候我看了一個新聞
[00:08:46.740 --> 00:08:50.380]  是記載台灣一個新聞 在高雄市
[00:08:50.380 --> 00:08:54.020]  有一個老牧師70多歲 為一個死了的弟兄
[00:08:54.020 --> 00:08:57.060]  一個醫生90多歲的做一個安息禮拜
[00:08:57.060 --> 00:08:59.900]  不知道為什麼 在安息禮拜裡面
[00:08:59.900 --> 00:09:02.020]  他好幾次說出來
[00:09:02.020 --> 00:09:07.220]  他說這個弟兄有外遇 姓周的
[00:09:07.220 --> 00:09:09.060]  他說周媽媽很不開心
[00:09:09.060 --> 00:09:14.660]  因為那個死去的弟兄有外遇
[00:09:14.660 --> 00:09:17.060]  甚至他引用《聖經》的經文
[00:09:17.060 --> 00:09:19.980]  他是九合行淫的神必審判
[00:09:19.980 --> 00:09:23.580]  那幫參加安息禮拜的人 口沫鼎鼎的
[00:09:23.580 --> 00:09:26.700]  你來參加安息禮拜 帶著什麼呢?
[00:09:26.700 --> 00:09:31.260]  一個尊敬的心來向這個離開的弟兄
[00:09:31.260 --> 00:09:33.260]  一個最後的尊敬
[00:09:33.260 --> 00:09:37.420]  沒有想過 這樣去定罪審判
[00:09:37.420 --> 00:09:39.220]  而最糟糕的姓周的家人
[00:09:39.220 --> 00:09:41.540]  根本上他們都不知道 他們都沒有這樣的事
[00:09:41.540 --> 00:09:45.100]  個個都很生氣 結果把他告上法庭
[00:09:45.100 --> 00:09:48.020]  法庭怎麼樣呢?令牧師因為沒有證據
[00:09:48.020 --> 00:09:50.020]  罰他罰款 還要坐牢
[00:09:50.020 --> 00:09:53.940]  屠刑也要坐牢 最後會不會呢?
[00:09:53.940 --> 00:09:55.660]  這個處理裡面
