
[00:00:00.000 --> 00:00:02.000]  母親節快樂
[00:00:02.000 --> 00:00:05.000]  特別是聽完小朋友唱歌
[00:00:05.000 --> 00:00:07.000]  你可能都記得這首歌怎麼唱
[00:00:07.000 --> 00:00:09.000]  主耶穌愛我
[00:00:09.000 --> 00:00:12.000]  我記得我媽媽離開世界之前
[00:00:12.000 --> 00:00:17.000]  在老人院半夜唱這首歌
[00:00:17.000 --> 00:00:19.000]  這首歌唱完之後
[00:00:19.000 --> 00:00:23.000]  沒多久她就斷氣了
[00:00:23.000 --> 00:00:27.000]  後來因為她不在家
[00:00:27.000 --> 00:00:31.000]  因為她不在醫院去世
[00:00:31.000 --> 00:00:38.000]  所以要和警察寫報告
[00:00:38.000 --> 00:00:40.000]  關於她的死亡
[00:00:40.000 --> 00:00:44.000]  警察就問她臨死前做了什麼
[00:00:44.000 --> 00:00:49.000]  老人院就說她臨死前唱聖詩
[00:00:49.000 --> 00:00:52.000]  警察就說這樣就寫
[00:00:52.000 --> 00:00:55.000]  唱完聖詩之後就死了
[00:00:55.000 --> 00:00:59.000]  可以這樣說的
[00:00:59.000 --> 00:01:02.000]  但我想回頭
[00:01:02.000 --> 00:01:04.000]  人生很幸福
[00:01:04.000 --> 00:01:06.000]  最後有一首歌
[00:01:06.000 --> 00:01:09.000]  陪你人生最後做的一件事
[00:01:09.000 --> 00:01:12.000]  你有沒有想過這是幸福呢
[00:01:12.000 --> 00:01:18.000]  因為你唱的是天上的神愛你
[00:01:18.000 --> 00:01:21.000]  然後銜接你的生命去到永生
[00:01:21.000 --> 00:01:25.000]  這是一個最好的銜接點
[00:01:25.000 --> 00:01:27.000]  而不是恐懼
[00:01:27.000 --> 00:01:28.000]  不是擔憂
[00:01:28.000 --> 00:01:30.000]  不是後悔
[00:01:30.000 --> 00:01:33.000]  而是主耶穌愛我
[00:01:33.000 --> 00:01:37.000]  所以今天我們有機會大家一起研究
[00:01:37.000 --> 00:01:40.000]  我相信有很多第一次來教會的
[00:01:40.000 --> 00:01:42.000]  在母親節可能有朋友帶你們來
[00:01:42.000 --> 00:01:44.000]  這時我特別在想
[00:01:44.000 --> 00:01:48.000]  哪個題目名最有記憶力的可能呢
[00:01:48.000 --> 00:01:51.000]  這時我想起故事
[00:01:51.000 --> 00:01:53.000]  故事是令人記憶力很大的東西
[00:01:53.000 --> 00:01:57.000]  但你加上形容就是希望
[00:01:57.000 --> 00:01:59.000]  希望故事
[00:01:59.000 --> 00:02:03.000]  希望這個字是最難解釋給小朋友聽
[00:02:03.000 --> 00:02:06.000]  希望啦
[00:02:06.000 --> 00:02:09.000]  希望啦
[00:02:09.000 --> 00:02:12.000]  那是不是一定是呢
[00:02:12.000 --> 00:02:15.000]  好像說希望那個人
[00:02:15.000 --> 00:02:18.000]  我希望讀大學啦
[00:02:18.000 --> 00:02:20.000]  有少少暗示就是
