
[00:00:00.000 --> 00:00:04.700]  今天這段經文是大家熟悉的經文
[00:00:04.700 --> 00:00:06.700]  在《雅各記述》裡
[00:00:06.700 --> 00:00:09.200]  差不多最後一段聖經
[00:00:09.200 --> 00:00:12.500]  講和神或神的使者摔跤
[00:00:12.500 --> 00:00:14.700]  如果詳細看這段經文時
[00:00:14.700 --> 00:00:16.500]  就發覺很多問題
[00:00:16.500 --> 00:00:18.100]  是我們想知道的
[00:00:18.100 --> 00:00:19.700]  這段經文沒有交代
[00:00:19.700 --> 00:00:22.700]  很多細節我們覺得奇怪
[00:00:22.700 --> 00:00:24.700]  今天我們嘗試看的時候
[00:00:24.700 --> 00:00:26.700]  環繞幾個問題
[00:00:26.700 --> 00:00:28.700]  嘗試由幾個問題入手
[00:00:28.700 --> 00:00:30.700]  第一個問題
[00:00:30.700 --> 00:00:34.700]  是天使去和雅各說的話
[00:00:34.700 --> 00:00:36.700]  再翻到聖經第32章
[00:00:36.700 --> 00:00:42.700]  第32章第27節
[00:00:42.700 --> 00:00:48.700]  那人說:你名叫什麼?他說:我叫雅各
[00:00:48.700 --> 00:00:53.700]  為什麼天使或神要去問雅各的名字?
[00:00:53.700 --> 00:00:55.700]  首先我們看經文的時候
[00:00:55.700 --> 00:00:57.700]  我們知道這個不是一個普通的人
[00:00:57.700 --> 00:00:59.700]  去和雅各說話
[00:00:59.700 --> 00:01:02.700]  在聖經裡說他是一個神
[00:01:02.700 --> 00:01:04.700]  去和雅各說話
[00:01:04.700 --> 00:01:06.700]  在《先知書》裡說一個先知
[00:01:06.700 --> 00:01:08.700]  曾經和雅各說話
[00:01:08.700 --> 00:01:11.700]  一個使者和雅各說話
[00:01:11.700 --> 00:01:15.700]  相信這個神可能是一個使者的顯現
[00:01:15.700 --> 00:01:16.700]  所以他問的時候說
[00:01:16.700 --> 00:01:18.700]  既然是神和使者的時候
[00:01:18.700 --> 00:01:21.700]  為什麼這個使者不知道雅各的名字?
[00:01:21.700 --> 00:01:24.700]  為什麼要問雅各的名字是什麼?
[00:01:24.700 --> 00:01:27.700]  究竟問的意思是怎樣?
[00:01:27.700 --> 00:01:31.700]  究竟為什麼要刻意去強調雅各的名字?
[00:01:31.700 --> 00:01:35.700]  所以這是聖經第一個的難題
[00:01:35.700 --> 00:01:36.700]  第二個難題
[00:01:36.700 --> 00:01:40.700]  就是雅各贏了這場摔跤之後
[00:01:40.700 --> 00:01:42.700]  為什麼贏了還未算?
[00:01:42.700 --> 00:01:46.700]  還要去要求神給他祝福
[00:01:46.700 --> 00:01:48.700]  為什麼要提祝福這件事?
[00:01:48.700 --> 00:01:50.700]  贏了就算了
[00:01:50.700 --> 00:01:52.700]  為什麼要求神賜福?
[00:01:52.700 --> 00:01:55.700]  賜福這個主題有什麼重要性?
[00:01:55.700 --> 00:01:57.700]  這是第二個問題
[00:01:57.700 --> 00:01:58.700]  所以第一個問題是
[00:01:58.700 --> 00:02:00.700]  為什麼要知道雅各的名字?
[00:02:00.700 --> 00:02:01.700]  第二個問題是
[00:02:01.700 --> 00:02:03.700]  講到福氣的問題
[00:02:03.700 --> 00:02:06.700]  第三個問題是最後一個問題
[00:02:06.700 --> 00:02:07.700]  我是想討論的
[00:02:07.700 --> 00:02:08.700]  第三個問題是
[00:02:08.700 --> 00:02:13.700]  為什麼雅各被人弄傷了腳?
[00:02:13.700 --> 00:02:14.700]  可能是扭傷
[00:02:14.700 --> 00:02:16.700]  可能是脫臼
[00:02:16.700 --> 00:02:19.700]  總之是被天使去弄傷之後
[00:02:19.700 --> 00:02:21.700]  弄傷之後為什麼這麼開心?
[00:02:21.700 --> 00:02:23.700]  他差不多會慶祝
[00:02:23.700 --> 00:02:24.700]  你看看之後的經文
[00:02:24.700 --> 00:02:27.700]  是講到他最後發生了一件事的時候
[00:02:27.700 --> 00:02:29.700]  將地方改名
[00:02:29.700 --> 00:02:31.700]  就說我面對面見到神
[00:02:31.700 --> 00:02:32.700]  很開心
[00:02:32.700 --> 00:02:33.700]  為什麼這麼開心
[00:02:33.700 --> 00:02:36.700]  摔跤的時候被人弄傷?
[00:02:36.700 --> 00:02:38.700]  究竟這段經文是講什麼?
[00:02:38.700 --> 00:02:41.700]  為什麼有人會在那裡摔跤?
[00:02:41.700 --> 00:02:42.700]  為什麼摔跤的時候
[00:02:42.700 --> 00:02:44.700]  雅各好像會贏
[00:02:44.700 --> 00:02:46.700]  為什麼最後又被人弄傷了?
[00:02:46.700 --> 00:02:49.700]  究竟整段經文有什麼意思?
[00:02:49.700 --> 00:02:51.700]  我們看的時候
[00:02:51.700 --> 00:02:53.700]  第一個問題入手
[00:02:53.700 --> 00:02:55.700]  就是為什麼提雅各的名字?
[00:02:55.700 --> 00:02:57.700]  為什麼天使要刻意問
[00:02:57.700 --> 00:02:59.700]  你叫什麼名字?
[00:02:59.700 --> 00:03:01.700]  我們知道聖經裡面
[00:03:01.700 --> 00:03:02.700]  講明字的時候
[00:03:02.700 --> 00:03:04.700]  通常都有些意思
[00:03:04.700 --> 00:03:07.700]  我就說雅各的名字有什麼意思?
[00:03:07.700 --> 00:03:09.700]  你看看《創世記》的時候
[00:03:09.700 --> 00:03:13.700]  神都試去問人一些問題
[00:03:13.700 --> 00:03:15.700]  是明知故問
[00:03:15.700 --> 00:03:16.700]  是神知道答案
[00:03:16.700 --> 00:03:17.700]  但仍然去問
[00:03:17.700 --> 00:03:20.700]  其實不是神知不知道答案的問題
[00:03:20.700 --> 00:03:22.700]  是人知不知道答案的問題
[00:03:22.700 --> 00:03:23.700]  所以很早期
[00:03:23.700 --> 00:03:25.700]  比如提雅各和夏娃
[00:03:25.700 --> 00:03:27.700]  神說你在哪裡?
[00:03:27.700 --> 00:03:29.700]  神當然知道他在哪裡
[00:03:29.700 --> 00:03:30.700]  但要問他
[00:03:30.700 --> 00:03:32.700]  令他反省到他犯罪
[00:03:32.700 --> 00:03:34.700]  離開神那種經歷
[00:03:34.700 --> 00:03:36.700]  或者那位阿伯
[00:03:36.700 --> 00:03:38.700]  謀殺之後
[00:03:38.700 --> 00:03:41.700]  就問你的弟兄在哪裡?
[00:03:41.700 --> 00:03:43.700]  神當然知道弟兄在哪裡
[00:03:43.700 --> 00:03:45.700]  但要他兄弟反省
[00:03:45.700 --> 00:03:47.700]  我做了什麼事情?
[00:03:47.700 --> 00:03:50.700]  神經過這麼長的記述的時候
[00:03:50.700 --> 00:03:52.700]  就去問雅各那件事
[00:03:52.700 --> 00:03:54.700]  你究竟叫什麼名字?
[00:03:54.700 --> 00:03:56.700]  你覺得明字是什麼?
[00:03:56.700 --> 00:03:59.700]  如果想起雅各的名字的時候
[00:03:59.700 --> 00:04:01.700]  想起雅各在《創世記》25章
[00:04:01.700 --> 00:04:03.700]  一直開始至32章
[00:04:03.700 --> 00:04:07.700]  多次講到雅各的不同記述
[00:04:07.700 --> 00:04:09.700]  每次講到雅各的時候
[00:04:09.700 --> 00:04:11.700]  都有一個重點
[00:04:11.700 --> 00:04:13.700]  重點就是他欺騙
[00:04:13.700 --> 00:04:15.700]  這麼多個元老裡面
[00:04:15.700 --> 00:04:17.700]  由阿伯、阿罕、到以撒、到雅各
[00:04:17.700 --> 00:04:19.700]  沒有一個是完美
[00:04:19.700 --> 00:04:21.700]  但沒有一個人好像雅各那麼差
[00:04:21.700 --> 00:04:24.700]  一生都是多次的欺騙
[00:04:24.700 --> 00:04:27.700]  由出生到最後
[00:04:27.700 --> 00:04:31.700]  如果雅各的名字是什麼意思的時候
[00:04:31.700 --> 00:04:33.700]  我們看一段聖經
[00:04:33.700 --> 00:04:35.700]  是其中一段欺騙記述之後
[00:04:35.700 --> 00:04:38.700]  耳掃嬲的時候講了這句話
[00:04:38.700 --> 00:04:42.700]  所以我們看《創世記》27章
[00:04:42.700 --> 00:04:44.700]  36節
[00:04:44.700 --> 00:04:46.700]  《創世記》27章36節
[00:04:46.700 --> 00:04:52.700]  27章36節是講到耳掃
[00:04:52.700 --> 00:04:55.700]  被雅各拿了長子名分之後
[00:04:55.700 --> 00:04:58.700]  再去被雅各騙了
[00:04:58.700 --> 00:05:01.700]  連個爸爸祝福都沒有了
[00:05:01.700 --> 00:05:03.700]  在36節的時候
[00:05:03.700 --> 00:05:05.700]  耳掃就這樣說
[00:05:05.700 --> 00:05:07.700]  「他名叫做雅各
[00:05:07.700 --> 00:05:09.700]  豈不是正對嗎?
[00:05:09.700 --> 00:05:11.700]  因為他欺騙了我兩次
[00:05:11.700 --> 00:05:13.700]  他從前奪了我長子的名分
[00:05:13.700 --> 00:05:16.700]  你看他現在又奪了我的福分
