
[00:00:00.000 --> 00:00:07.040]  好 我們可以開始今天的講道以先
[00:00:07.040 --> 00:00:11.080]  讓我們再次看看今天的經文是說什麼
[00:00:11.080 --> 00:00:14.900]  今天會和大家一起思想的經文是出自於
[00:00:14.900 --> 00:00:19.520]  《加拉太書》第六章第一至第五節
[00:00:19.520 --> 00:00:23.040]  今天和大家一起去看的講道題目
[00:00:23.040 --> 00:00:28.160]  就是一家值得嚮往的屬神的家庭
[00:00:28.160 --> 00:00:31.760]  在開始之前讓我一起去同心讀一下這件經文
[00:00:31.760 --> 00:00:35.080]  我們會由第一節讀到第五節
[00:00:35.080 --> 00:00:39.560]  弟兄們 若有人偶然被過犯所成
[00:00:39.560 --> 00:00:45.760]  你們屬靈的人就當用溫柔的心把他挽回過來
[00:00:45.760 --> 00:00:50.560]  又當自己小心 恐怕也被引誘
[00:00:50.560 --> 00:00:54.800]  你們各人的重擔要互相擔當
[00:00:54.800 --> 00:00:58.320]  如此就完全了基督的律法
[00:00:58.320 --> 00:01:03.360]  人若無有 自己還以為有 則是自欺了
[00:01:03.360 --> 00:01:07.360]  各人應當察驗自己的行為
[00:01:07.360 --> 00:01:13.240]  這樣他所誇的就專在自己 不在別人了
[00:01:13.240 --> 00:01:17.600]  因為各人必擔當自己的擔子
[00:01:17.600 --> 00:01:21.520]  我相信很多弟兄姊妹都很喜歡看電影
[00:01:21.520 --> 00:01:26.800]  而在電影當中 我相信英雄題材的電影
[00:01:26.800 --> 00:01:30.400]  一定是大家特別喜歡
[00:01:30.400 --> 00:01:35.720]  因為這些電影很容易幫助到一些觀眾
[00:01:35.720 --> 00:01:41.560]  將自己代入到這些電影當中的英雄角色上
[00:01:41.560 --> 00:01:46.040]  甚至看的時候還以為自己成為了全世界
[00:01:46.040 --> 00:01:49.040]  拯救大業的英雄
[00:01:49.040 --> 00:01:53.720]  不過雖然這些英雄的片很容易吸引人
[00:01:53.720 --> 00:01:57.600]  進入到他的這個情節裡面
[00:01:57.600 --> 00:02:02.280]  但是也在這種電影的吹噓之下
[00:02:02.280 --> 00:02:08.000]  人很容易變成一種心態 就是不可一世的心態
[00:02:08.000 --> 00:02:14.240]  或者我們簡單的說 文雅的就是一種很自大的心態
[00:02:14.240 --> 00:02:19.760]  結果變成一種小看其他人的一種催化劑
[00:02:19.760 --> 00:02:25.320]  隨著這種英雄主義的思維
[00:02:25.320 --> 00:02:27.800]  其實那個吸引力這麼強大
[00:02:27.800 --> 00:02:33.600]  所以也造成了英雄主義是很有銷路的一種思維
[00:02:33.600 --> 00:02:38.080]  於是在多年來的教會裡面
[00:02:38.080 --> 00:02:46.560]  也衍生了一種類同於英雄主義的教會神學模式
[00:02:46.560 --> 00:02:51.840]  稱之為一種福音的救世英雄的思維
[00:02:51.840 --> 00:02:58.680]  教會於是就很喜歡去推捧或者吹捧一些人
[00:02:58.680 --> 00:03:05.880]  一個又一個的這些所謂教會福音或者信仰的英雄走出來
[00:03:05.880 --> 00:03:10.960]  當然如果首推我們最熟悉的就是在天主教裡面
[00:03:10.960 --> 00:03:16.280]  他們推舉的不少的他們所稱之為聖人的人
[00:03:16.280 --> 00:03:20.640]  這些人物就成為當時的天主教會
[00:03:20.640 --> 00:03:25.360]  甚至今天的天主教會一個很好的一個推廣他的教會
[00:03:25.360 --> 00:03:30.960]  讓人去看見怎樣教會去拯救世界這種的思想
[00:03:30.960 --> 00:03:37.560]  至於在基督教裡面也都製造了很多類同的英雄
[00:03:37.560 --> 00:03:40.520]  不過他們就不用封聖這種的說法
[00:03:40.520 --> 00:03:46.440]  而是變成一種推廣一些著名的講員
[00:03:46.440 --> 00:03:52.760]  或者以他們的神跡經驗的這些過來人的身份
[00:03:52.760 --> 00:03:58.160]  去吹捧這些人物成為教會一代的名人
[00:03:58.160 --> 00:04:00.960]  一代的福音英雄
[00:04:00.960 --> 00:04:03.880]  而其中當然也都不乏一些宣教士
[00:04:03.880 --> 00:04:09.640]  不是所有 但是有些宣教士也都利用這種的思想去推動
[00:04:09.640 --> 00:04:12.720]  甚至招募他的經費
[00:04:12.720 --> 00:04:20.000]  希望用這種方式去鼓勵到教會的人去支持一位福音的英雄
[00:04:20.000 --> 00:04:26.320]  去到某個地方去作為神的軍隊的元帥去到那裡犧牲自己
[00:04:26.320 --> 00:04:31.960]  甚至是捨棄自己的一切然後去完成神的工作
[00:04:31.960 --> 00:04:35.280]  這種的宗教從業員
[00:04:35.280 --> 00:04:40.240]  我們稱作Religion Practitioner的參與者
[00:04:40.240 --> 00:04:43.560]  他們就很擅長於用這種神跡見證
[00:04:43.560 --> 00:04:48.120]  或者能人所不能的形式
[00:04:48.120 --> 00:04:55.080]  去確立自己是得到神委託之下去做這些的工作
[00:04:55.080 --> 00:05:00.280]  很自然 因為我們很多人都喜歡看這些英雄電影
[00:05:00.280 --> 00:05:03.400]  加上我們的信仰 有些人推廣到
[00:05:03.400 --> 00:05:06.600]  哇 原來我們去參與在他們其中一分子
[00:05:06.600 --> 00:05:09.160]  我們好像在支持一個英雄的時候
[00:05:09.160 --> 00:05:12.760]  所以很多人在教會當中也都很喜歡
[00:05:12.760 --> 00:05:17.480]  去掏出他的金錢時間去支持這些英雄
[00:05:17.480 --> 00:05:20.600]  但是在這些情況裡面
[00:05:20.600 --> 00:05:25.080]  漸漸教會就開始變質了
[00:05:25.080 --> 00:05:27.080]  變成怎樣呢?
[00:05:27.080 --> 00:05:32.520]  教會就以這些名人英雄形式的思維
[00:05:32.520 --> 00:05:38.440]  所塑造出來的人物成為教會的福音的主導
[00:05:38.440 --> 00:05:43.800]  認為只要用這種方式一方面人又容易受落
[00:05:43.800 --> 00:05:47.880]  另一方面也都顯出教會是好像
[00:05:47.880 --> 00:05:52.680]  一個救世英雄的塑造機構群體一樣
[00:05:52.680 --> 00:05:56.840]  而這樣的情況就漸漸造成了我們看到
[00:05:56.840 --> 00:06:03.560]  今時今日的教會宣教的神學觀的扭曲
[00:06:03.560 --> 00:06:07.160]  漸漸教會認為這種的方式
[00:06:07.160 --> 00:06:10.680]  就成為正統的傳福音的正統
[00:06:10.680 --> 00:06:13.640]  無論在海外也好 在本地也好
[00:06:13.640 --> 00:06:17.720]  都要塑造一些名人形態出來
[00:06:17.720 --> 00:06:22.360]  讓人覺得一方面自己好像做了神的工作
[00:06:22.360 --> 00:06:26.040]  另一方面也可以塑造了一個機會
[00:06:26.040 --> 00:06:29.400]  讓人好像我成就神的大業
[00:06:29.400 --> 00:06:37.560]  截至於耶穌基督在馬太福音原本在28章18至20節裡面
[00:06:37.560 --> 00:06:44.280]  所強調那種全港神聖經當中的啟示
[00:06:44.280 --> 00:06:48.840]  這種交代傳福音的基礎
[00:06:48.840 --> 00:06:54.680]  漸漸就開始被人邊緣化或者花瓶化
[00:06:54.680 --> 00:06:59.880]  那種視為神的耶穌基督的
[00:06:59.880 --> 00:07:05.080]  原本要我們傳福音的主調漸漸被淡化下來
[00:07:05.080 --> 00:07:09.480]  這種的情況就變成了我們廣東人所謂的
[00:07:09.480 --> 00:07:11.880]  「妹仔大過主人婆」
[00:07:11.880 --> 00:07:16.680]  原本主耶穌叫我們要傳祂的道理
[00:07:16.680 --> 00:07:19.880]  教訓人遵守為原則的事情
[00:07:19.880 --> 00:07:24.440]  漸漸就被這種英雄主義去取代了
[00:07:24.440 --> 00:07:29.160]  而很多人也都不敢說我完全要丟棄耶穌基督
[00:07:29.160 --> 00:07:31.160]  如果這樣就說祂離間背異
[00:07:31.160 --> 00:07:35.240]  於是就將耶穌基督的教訓花瓶化
[00:07:35.240 --> 00:07:40.200]  將祂說得很漂亮一點
[00:07:40.200 --> 00:07:42.200]  其實這是一個好處
[00:07:42.200 --> 00:07:45.960]  不太喜歡聽的就不要說那麼多給別人聽了
[00:07:45.960 --> 00:07:50.440]  於是就造成了本末倒置的情況
[00:07:50.440 --> 00:07:56.200]  我們就稱之為一種「反轉理論」
[00:07:56.200 --> 00:07:58.600]  在這樣的情況之下
[00:07:58.600 --> 00:08:01.800]  教會漸漸的發展
[00:08:01.800 --> 00:08:07.640]  就被人覺得以塑造英雄為他們的主調
[00:08:07.640 --> 00:08:12.760]  Gospel heroes 或者 Gospel heroines
[00:08:12.760 --> 00:08:16.120]  讓他們這樣的形式 這樣的思維
[00:08:16.120 --> 00:08:20.440]  才能推動到別人去傳主的道理
[00:08:20.440 --> 00:08:24.280]  今天這種的錯謬非常之普遍
[00:08:24.280 --> 00:08:27.480]  流行在今天的教會當中
[00:08:27.480 --> 00:08:31.960]  其實在昔日的加拉太教會
[00:08:31.960 --> 00:08:34.840]  其實同樣都有這樣的情況
[00:08:34.840 --> 00:08:38.920]  究竟這種的思維 英雄主義
[00:08:38.920 --> 00:08:43.560]  找幾個出名的領袖帶領著他們
[00:08:43.560 --> 00:08:47.000]  就以為自己都成為像他們這些領袖一樣
[00:08:47.000 --> 00:08:48.760]  這種的情況
[00:08:48.760 --> 00:08:52.920]  怎樣才能防止繼續腐爛下去呢
[00:08:52.920 --> 00:08:54.120]  西道教會
[00:08:54.120 --> 00:08:57.080]  尤其是當一眾的人
[00:08:57.080 --> 00:09:02.040]  都已經出現了這種錯誤的神學觀的時候
[00:09:02.040 --> 00:09:05.880]  保羅也都怎樣去糾正他們過來呢
[00:09:05.880 --> 00:09:10.760]  因此我們在加拉太書的第五章裡面
[00:09:10.760 --> 00:09:14.440]  我們看到保羅很強調一點的就是
[00:09:14.440 --> 00:09:20.760]  要教會重新在這個屬靈 聖靈的果子
[00:09:20.760 --> 00:09:24.600]  這個基礎上面去建立才對的
[00:09:24.600 --> 00:09:27.000]  而在這個基礎之下
[00:09:27.000 --> 00:09:29.800]  保羅就引述一個很重要的觀念
[00:09:29.800 --> 00:09:31.480]  就是彼此
[00:09:31.480 --> 00:09:34.360]  讓我們能夠在一個教會
[00:09:34.360 --> 00:09:37.880]  共同一重建立的狀態之下
[00:09:37.880 --> 00:09:40.920]  我們就很容易去怎樣
[00:09:40.920 --> 00:09:43.160]  幫助我們彼此去檢測
[00:09:43.160 --> 00:09:46.200]  我們自己那個屬靈的狀況
[00:09:46.200 --> 00:09:49.320]  究竟是不是合乎主原本那個
[00:09:49.320 --> 00:09:51.480]  要我們做的工作
[00:09:51.480 --> 00:09:55.000]  甚至一個真正屬靈人應該有的
[00:09:55.000 --> 00:09:57.080]  表現和生命力
[00:09:57.080 --> 00:09:59.800]  這個正正就在這段聖經裡面
[00:09:59.800 --> 00:10:02.680]  保羅要去講的重點
[00:10:02.680 --> 00:10:05.320]  來到第六章裡面
[00:10:05.320 --> 00:10:08.520]  再不只是停留在你有的屬靈生命
[00:10:08.520 --> 00:10:11.160]  怎樣能夠與聖靈平衡
[00:10:11.160 --> 00:10:14.840]  也都怎樣與神的聖靈同行
[00:10:14.840 --> 00:10:16.440]  我們叫做平衡與平衡
[00:10:16.440 --> 00:10:19.400]  上一堂道我們已經講過了
[00:10:19.400 --> 00:10:22.760]  保羅不只是空口講白話
[00:10:22.760 --> 00:10:26.040]  而是重新將整個情況
[00:10:26.040 --> 00:10:29.480]  放回在加拉太教會裡面
[00:10:29.480 --> 00:10:32.040]  讓加拉太教會的信徒
[00:10:32.040 --> 00:10:35.640]  要很小心在一個實質的
[00:10:35.640 --> 00:10:38.200]  屬靈生活環境裡面
[00:10:38.200 --> 00:10:41.640]  即使今天我們也同樣有類似的情況
[00:10:41.640 --> 00:10:44.680]  我們在這個神擺在這個實質的
[00:10:44.680 --> 00:10:49.080]  屬靈的空間、時間、地點裡面
[00:10:49.080 --> 00:10:51.080]  我們怎樣真的能夠
[00:10:51.080 --> 00:10:53.240]  活出這個聖靈的果子呢
[00:10:53.240 --> 00:10:56.760]  怎樣能夠透過彼此的過程
[00:10:56.760 --> 00:11:01.560]  能夠將教會除了聖靈而建造起來
[00:11:01.560 --> 00:11:04.440]  幫助教會去防止
[00:11:04.440 --> 00:11:05.960]  給其他的神學觀
[00:11:05.960 --> 00:11:09.320]  特別我們今天會詳細多講一點
