
[00:00:00.000 --> 00:00:06.160]  今天講第五堂
[00:00:06.160 --> 00:00:08.520]  第一堂講人生摩天輪
[00:00:08.520 --> 00:00:11.320]  人要明白以至珍惜
[00:00:11.320 --> 00:00:14.120]  人要敬畏 需要謙卑
[00:00:14.120 --> 00:00:20.000]  全道書教我們如何過人生
[00:00:20.000 --> 00:00:21.640]  如何善用人生
[00:00:21.640 --> 00:00:26.360]  所以很多東西都是我們很現實可以用到的東西
[00:00:26.360 --> 00:00:28.800]  人生是有限的
[00:00:28.800 --> 00:00:30.800]  更加要珍惜
[00:00:30.800 --> 00:00:34.480]  第二堂叫做人生勞碌勞苦
[00:00:34.480 --> 00:00:36.160]  人無人忘
[00:00:36.160 --> 00:00:38.080]  忘是不重要的
[00:00:38.080 --> 00:00:41.400]  但不要忘中有苦
[00:00:41.400 --> 00:00:44.320]  所以人要勞碌不要勞苦
[00:00:44.320 --> 00:00:47.120]  人可以累但不要辛苦
[00:00:47.120 --> 00:00:50.800]  剛才來之前我早上跟大家說
[00:00:50.800 --> 00:00:53.480]  有一晚不小心通宵了
[00:00:53.480 --> 00:00:56.520]  我二十多三十年沒試過通宵
[00:00:56.520 --> 00:00:58.360]  不知為何做事做到忘記
[00:00:58.360 --> 00:01:04.800]  驚醒時發現已經凌晨四點多
[00:01:04.800 --> 00:01:07.720]  睡不著就繼續做
[00:01:07.720 --> 00:01:12.240]  後來星期三被一班弟兄姊妹督責我
[00:01:12.240 --> 00:01:13.600]  本來要說話
[00:01:13.600 --> 00:01:15.360]  但他們說昨天沒睡覺我們不聽
[00:01:15.360 --> 00:01:16.240]  全部關掉
[00:01:16.240 --> 00:01:20.880]  逼我去睡覺
[00:01:20.880 --> 00:01:26.080]  我有時說我會累但不辛苦
[00:01:26.080 --> 00:01:28.080]  我們都很勞碌
[00:01:28.080 --> 00:01:30.560]  忙於工作忙於侍奉忙於顧家
[00:01:30.560 --> 00:01:32.560]  但不要勞苦
[00:01:32.560 --> 00:01:33.760]  有位姊妹勸我
[00:01:33.760 --> 00:01:36.240]  侍奉的人千萬不要埋怨
[00:01:36.240 --> 00:01:38.240]  侍奉的人應該喜樂
[00:01:38.240 --> 00:01:42.000]  所以我不是怨那天不小心
[00:01:42.000 --> 00:01:45.920]  一時不小心就通了頂
[00:01:45.920 --> 00:01:48.880]  第三堂人生在定期定時
[00:01:48.880 --> 00:01:50.880]  選擇也要行動
[00:01:50.880 --> 00:01:53.600]  在該做的時間做該做的事
[00:01:53.600 --> 00:01:56.800]  我每天都小心分配時間
[00:01:56.800 --> 00:01:59.280]  剛才一樣照常例
[00:01:59.280 --> 00:02:03.680]  凡是要和你們講道都會睡一會
[00:02:03.680 --> 00:02:05.680]  太太會叫醒我
[00:02:05.680 --> 00:02:07.680]  剛才我剛醒
[00:02:07.680 --> 00:02:10.240]  現在應該醒了
[00:02:10.240 --> 00:02:14.400]  第四堂人生安分和安寧
[00:02:14.400 --> 00:02:16.800]  講到人要安分才有安寧
[00:02:16.800 --> 00:02:19.200]  多看多想多談
[00:02:19.200 --> 00:02:20.800]  以至我們會安分
[00:02:20.800 --> 00:02:22.800]  多分擔多分享
[00:02:22.800 --> 00:02:24.800]  我們才有安寧
[00:02:24.800 --> 00:02:30.480]  第四堂講到同伴和聽勸
[00:02:30.480 --> 00:02:36.640]  我發現上幾堂提到人生好壞
[00:02:36.640 --> 00:02:40.080]  其實好在於人有正確明白
[00:02:40.080 --> 00:02:43.040]  有合宜勞力有明智選擇
[00:02:43.040 --> 00:02:45.600]  使人可以安分守己
[00:02:45.600 --> 00:02:48.720]  使人可以安享寧靜
[00:02:48.720 --> 00:02:51.280]  今天主題是同伴和聽勸
[00:02:51.280 --> 00:02:54.320]  頭三堂講到關於人自己
[00:02:54.320 --> 00:02:57.040]  上一堂講到人與人之間
[00:02:57.040 --> 00:02:59.600]  人要分擔要分享
[00:02:59.600 --> 00:03:01.600]  在這個世界上
[00:03:01.600 --> 00:03:03.600]  我自己覺得
[00:03:03.600 --> 00:03:06.320]  最恐怖的一樣就是孤單
[00:03:06.320 --> 00:03:10.240]  我想這兩年有些人都會習慣
[00:03:10.240 --> 00:03:12.320]  當然我們所謂孤單
[00:03:12.320 --> 00:03:14.320]  我們都不會因為有手機
[00:03:14.320 --> 00:03:16.320]  隨時可以視像會議
[00:03:16.320 --> 00:03:18.800]  當一個人自己一個人的時候
[00:03:18.800 --> 00:03:21.840]  我覺得對我自己來說是很恐怖
[00:03:21.840 --> 00:03:23.840]  今天提到同伴和聽勸
[00:03:23.840 --> 00:03:28.400]  我們需要人與人之間有分擔有分享
[00:03:28.400 --> 00:03:31.120]  今天再提一提人與人之間的事
[00:03:31.120 --> 00:03:35.920]  在這段影片裡會分享三段
[00:03:35.920 --> 00:03:40.880]  第一是人要善用所有能夠滿足和享福
[00:03:40.880 --> 00:03:42.880]  這是第七和第八節
[00:03:42.880 --> 00:03:44.880]  仍然是講到人本身
[00:03:44.880 --> 00:03:49.040]  然後才會講到人與人之間的同伴和聽勸
[00:03:49.040 --> 00:03:52.480]  我們先看第七節到第八節
[00:03:52.480 --> 00:03:57.680]  第四章第七節到第八節
[00:03:57.680 --> 00:04:02.800]  「我又鑽念見日光之下有一件虛空的事
[00:04:02.800 --> 00:04:06.640]  有人孤單無義無子無兄
[00:04:06.640 --> 00:04:10.240]  竟牢牢不息眼目也不以錢財為足
[00:04:10.240 --> 00:04:13.440]  他說我牢牢剋扶自己不享福樂
[00:04:13.440 --> 00:04:15.440]  到底是為誰呢?
[00:04:15.440 --> 00:04:18.560]  這也是虛空是極重的勞苦」
[00:04:18.560 --> 00:04:21.360]  這是第七和第八節講到一個人
[00:04:21.360 --> 00:04:24.480]  他說他孤單無義
[00:04:24.480 --> 00:04:27.760]  他只有一個人無子無兄
[00:04:27.760 --> 00:04:30.320]  但他牢牢不息
[00:04:30.320 --> 00:04:33.680]  他發現自己剋扶自己不享福樂
[00:04:33.680 --> 00:04:35.280]  到底又為誰呢?
[00:04:35.280 --> 00:04:36.800]  我覺得很恐怖
[00:04:36.800 --> 00:04:38.800]  這個人無子無兄
[00:04:38.800 --> 00:04:41.120]  其實他不用分任何東西
[00:04:41.120 --> 00:04:43.120]  但他不享福樂
[00:04:43.120 --> 00:04:45.120]  他不斷勞碌
[00:04:45.120 --> 00:04:49.040]  你看到有些人都是這樣的情況
[00:04:49.040 --> 00:04:52.240]  雖然他有但他不滿足
[00:04:52.240 --> 00:04:53.760]  他也不享福樂
[00:04:53.760 --> 00:04:55.360]  他有等於無一樣
[00:04:55.360 --> 00:04:57.360]  他根本沒有人需要分
[00:04:57.360 --> 00:04:58.880]  也沒有人可以分
[00:04:58.880 --> 00:05:00.320]  但他不斷勞碌
[00:05:00.320 --> 00:05:01.600]  他自己也問這個問題
[00:05:01.600 --> 00:05:03.600]  他問自己這麼忙做什麼
[00:05:03.600 --> 00:05:05.600]  但他不享福
[00:05:05.600 --> 00:05:07.040]  這裡我們看到有些人
[00:05:07.040 --> 00:05:09.040]  他忙但不享福
[00:05:09.040 --> 00:05:11.040]  他有但不需要分
[00:05:11.040 --> 00:05:13.040]  但仍然不能滿足
[00:05:13.040 --> 00:05:15.840]  我發現很多人有時會這樣
[00:05:15.840 --> 00:05:17.840]  永遠都不滿足
[00:05:17.840 --> 00:05:19.840]  我最近也和人說
[00:05:19.840 --> 00:05:24.400]  有時我們想多些好些
[00:05:24.400 --> 00:05:26.400]  其實不是錯的
[00:05:26.400 --> 00:05:28.400]  有上進心不是錯
[00:05:28.400 --> 00:05:32.080]  但當你有多些的時候
[00:05:32.080 --> 00:05:34.640]  你要先去享用你所有的
[00:05:34.640 --> 00:05:37.440]  不要不斷勞碌
[00:05:37.440 --> 00:05:39.440]  但你自己不享福
[00:05:39.440 --> 00:05:42.160]  所以第七節第八節有說
[00:05:42.160 --> 00:05:44.160]  他自己單獨一個人
[00:05:44.160 --> 00:05:46.160]  他不斷在這裡忙
[00:05:46.160 --> 00:05:48.160]  他只有勞碌但不享福
[00:05:48.160 --> 00:05:50.160]  他也不滿足
[00:05:50.160 --> 00:05:52.160]  他不以錢財為足
[00:05:52.160 --> 00:05:54.160]  勞碌不息
[00:05:54.160 --> 00:05:56.160]  眼目不以錢財為足
[00:05:56.160 --> 00:05:58.160]  刻苦自己但不享福樂
[00:05:58.160 --> 00:06:00.160]  這個很可惜
[00:06:00.160 --> 00:06:02.160]  很多人今天只有忙
[00:06:02.160 --> 00:06:04.160]  但忘記了為什麼要忙
[00:06:04.880 --> 00:06:06.880]  舉例說
[00:06:06.880 --> 00:06:08.880]  我們有一千元
[00:06:08.880 --> 00:06:10.880]  我們不以為足
[00:06:10.880 --> 00:06:12.880]  想達到一千元
[00:06:12.880 --> 00:06:14.880]  但沒時間去享受
[00:06:14.880 --> 00:06:16.880]  已經有的一千元
[00:06:16.880 --> 00:06:18.880]  有些人是這樣
[00:06:18.880 --> 00:06:20.880]  我以前在美國工作
[00:06:20.880 --> 00:06:22.880]  有個同事做到心臟病
[00:06:22.880 --> 00:06:24.880]  他不休息
[00:06:24.880 --> 00:06:26.880]  天未亮就上班
[00:06:26.880 --> 00:06:28.880]  太陽落山才回家
[00:06:28.880 --> 00:06:30.880]  他和我說他看不到太陽
[00:06:30.880 --> 00:06:32.880]  他賺很多
[00:06:32.880 --> 00:06:34.880]  他做很多OT
[00:06:34.880 --> 00:06:36.880]  我們那時在1983年
[00:06:36.880 --> 00:06:38.880]  在美國工作
[00:06:38.880 --> 00:06:40.880]  OT是給三倍工資
[00:06:40.880 --> 00:06:42.880]  所以他拼命賺
[00:06:42.880 --> 00:06:44.880]  拼命擺
[00:06:44.880 --> 00:06:46.880]  他可以做多少做到最多
[00:06:46.880 --> 00:06:48.880]  但我發現我跟他說
[00:06:48.880 --> 00:06:50.880]  你賺了但不用
[00:06:50.880 --> 00:06:52.880]  你賺了是沒需要
[00:06:52.880 --> 00:06:54.880]  但我就是喜歡賺錢
[00:06:54.880 --> 00:06:56.880]  不停不放假
[00:06:56.880 --> 00:06:58.880]  不旅行不休息
[00:06:58.880 --> 00:07:00.880]  每天加班
[00:07:00.880 --> 00:07:02.880]  心臟病真的降低
[00:07:02.880 --> 00:07:04.880]  入了醫院
[00:07:04.880 --> 00:07:06.880]  不能做的時候
[00:07:06.880 --> 00:07:08.880]  都是不能享用的時候
[00:07:08.880 --> 00:07:10.880]  這些真是去號
[00:07:10.880 --> 00:07:12.880]  曾經有人聽過一個故事
[00:07:12.880 --> 00:07:14.880]  有人問一個人
[00:07:14.880 --> 00:07:16.880]  為什麼要吃飯
[00:07:16.880 --> 00:07:18.880]  吃飯為了有力
[00:07:18.880 --> 00:07:20.880]  為何要有力
[00:07:20.880 --> 00:07:22.880]  為何要開工
[00:07:22.880 --> 00:07:24.880]  為何要吃飯
[00:07:24.880 --> 00:07:26.880]  吃飯為了有力
[00:07:26.880 --> 00:07:28.880]  有力做什麼呢
[00:07:28.880 --> 00:07:30.880]  不斷循環
[00:07:30.880 --> 00:07:32.880]  人們入了這個圈
[00:07:32.880 --> 00:07:34.880]  他真的不明白他為什麼
[00:07:34.880 --> 00:07:36.880]  提醒就是
[00:07:36.880 --> 00:07:38.880]  勞碌當中要享福
[00:07:38.880 --> 00:07:40.880]  不要忘記
[00:07:40.880 --> 00:07:42.880]  不要只求擁有
[00:07:42.880 --> 00:07:44.880]  不求享有
[00:07:44.880 --> 00:07:46.880]  這是很大分別
[00:07:46.880 --> 00:07:48.880]  很多人擁有很多東西
[00:07:48.880 --> 00:07:50.880]  但不享有
[00:07:50.880 --> 00:07:52.880]  有沒有人在座當中沒有呢
[00:07:52.880 --> 00:07:54.880]  就是購物狂
[00:07:54.880 --> 00:07:56.880]  只求擁有不求享有
[00:07:56.880 --> 00:07:58.880]  買到整間屋都是東西
[00:07:58.880 --> 00:08:00.880]  特別有些我認識的
[00:08:00.880 --> 00:08:02.880]  我不是針對女士
[00:08:02.880 --> 00:08:04.880]  男士一樣
[00:08:04.880 --> 00:08:06.880]  女士買了很多廚具
[00:08:06.880 --> 00:08:08.880]  不過不用的
[00:08:08.880 --> 00:08:10.880]  一套一套放在這裡
[00:08:10.880 --> 00:08:12.880]  又買了空調機
[00:08:12.880 --> 00:08:14.880]  又蒸又炸
[00:08:14.880 --> 00:08:16.880]  買了東西
[00:08:16.880 --> 00:08:18.880]  只求擁有不求享有
[00:08:18.880 --> 00:08:20.880]  男士一樣
[00:08:20.880 --> 00:08:22.880]  又買了很多電子用品
[00:08:22.880 --> 00:08:24.880]  又買了很多電子用品
[00:08:24.880 --> 00:08:26.880]  但又是玩一陣又不玩
[00:08:26.880 --> 00:08:28.880]  玩一陣又不玩
[00:08:28.880 --> 00:08:30.880]  一直不能好好享用他們所有
[00:08:30.880 --> 00:08:32.880]  其實聖經有一個傳統的提醒
[00:08:32.880 --> 00:08:34.880]  就是勞碌中應該享福
[00:08:34.880 --> 00:08:36.880]  人生出來不是為勞碌而勞碌
[00:08:36.880 --> 00:08:38.880]  人生出來不是為勞碌而勞碌
[00:08:38.880 --> 00:08:40.880]  而是我們應該在我們人生當中
[00:08:40.880 --> 00:08:42.880]  享用我們所勞碌得來的
[00:08:42.880 --> 00:08:44.880]  享用我們所勞碌得來的
[00:08:44.880 --> 00:08:46.880]  所有的一切
[00:08:46.880 --> 00:08:48.880]  第二章二十四節
[00:08:48.880 --> 00:08:50.880]  以前有提到
