
[00:00:00.000 --> 00:00:07.000]  人的一生總有大大小小的恐懼
[00:00:07.000 --> 00:00:11.000]  我小時候怕黑
[00:00:11.000 --> 00:00:15.000]  大小孩怕窮
[00:00:15.000 --> 00:00:19.000]  老人家怕死
[00:00:19.000 --> 00:00:23.000]  這是很典型的人生階段不同的恐懼
[00:00:23.000 --> 00:00:26.000]  西方人不同
[00:00:26.000 --> 00:00:31.000]  西方人將恐懼作為一種心理狀態的研究
[00:00:31.000 --> 00:00:35.000]  我看過美國幾間大學的相關研究
[00:00:35.000 --> 00:00:37.000]  答案是幾次
[00:00:37.000 --> 00:00:41.000]  在美國人心目中有幾樣是最害怕的
[00:00:41.000 --> 00:00:43.000]  其中一個你想不到
[00:00:43.000 --> 00:00:46.000]  不是第一第二的
[00:00:46.000 --> 00:00:49.000]  就是站出來說話
[00:00:49.000 --> 00:00:51.000]  原來站出來說話是很害怕的
[00:00:51.000 --> 00:01:00.000]  在教會內或在社會上開演說傳譯課程總會避開問題
[00:01:00.000 --> 00:01:03.000]  我一上台就腳軟
[00:01:03.000 --> 00:01:06.000]  又緊張又忘記了怎麼辦呢
[00:01:06.000 --> 00:01:11.000]  當然有三大心法五大劍法傳授給他
[00:01:11.000 --> 00:01:16.000]  我的經驗上完課我又不怕了
[00:01:16.000 --> 00:01:22.000]  今天題目是最大的恐懼
[00:01:22.000 --> 00:01:28.000]  有人會知道整個句子是什麼
[00:01:28.000 --> 00:01:34.000]  最大的恐懼就是恐懼本身
[00:01:34.000 --> 00:01:37.000]  這句話其實是
[00:01:37.000 --> 00:01:40.000]  出自美國的小羅斯福總統
[00:01:40.000 --> 00:01:44.000]  美國兩個總統一個是老羅斯福一個叫小羅斯福
[00:01:44.000 --> 00:01:51.000]  1933年小羅斯福總統在他就職禮上說了一句話
[00:01:51.000 --> 00:01:57.000]  當時正是美國面對戰後的經濟大蕭條
[00:01:57.000 --> 00:02:01.000]  失業率25%
[00:02:01.000 --> 00:02:04.000]  四人當中有個失業
[00:02:04.000 --> 00:02:07.000]  香港7%已經喊救命了
[00:02:07.000 --> 00:02:09.000]  百廢待興
[00:02:09.000 --> 00:02:12.000]  他就說了一句話
[00:02:12.000 --> 00:02:22.000]  我們唯一的恐懼就是恐懼本身
[00:02:22.000 --> 00:02:29.000]  於是後來就把這句話慢慢演變成我們最大的恐懼
[00:02:29.000 --> 00:02:31.000]  可能不是唯一很多恐懼
[00:02:31.000 --> 00:02:36.000]  最大的就是恐懼本身
[00:02:36.000 --> 00:02:41.000]  新約聖經整個背景
[00:02:41.000 --> 00:02:47.000]  整個新約的作者都在一種恐懼的環境當中寫成的
[00:02:47.000 --> 00:02:50.000]  是在當時白色恐怖之下
[00:02:50.000 --> 00:02:54.000]  寫了封音書寫成保羅書信
[00:02:54.000 --> 00:02:56.000]  給了前後書
[00:02:56.000 --> 00:02:59.000]  整個的氣氛就是這樣
[00:02:59.000 --> 00:03:05.000]  所以在新約聖經你會發覺其實是經常都鼓勵我們不要恐懼
[00:03:05.000 --> 00:03:06.000]  不要害怕
[00:03:06.000 --> 00:03:09.000]  又對保羅書信很多鼓勵
[00:03:09.000 --> 00:03:14.000]  不過今天我就選了舊約的生命記
[00:03:14.000 --> 00:03:15.000]  為什麼呢
[00:03:15.000 --> 00:03:21.000]  因為我覺得如果單是這樣的聖經的教訓式
[00:03:21.000 --> 00:03:22.000]  教導式
[00:03:22.000 --> 00:03:23.000]  講很多經文給你聽
[00:03:23.000 --> 00:03:26.000]  講很多教義給你聽
[00:03:26.000 --> 00:03:31.000]  今時今日大家覺得是不到肉的
[00:03:31.000 --> 00:03:37.000]  舊約聖經的特別地方就是有一個完整的故事
[00:03:37.000 --> 00:03:44.000]  所以美人堂部分的童工都上過我的故事全醫學
[00:03:44.000 --> 00:03:48.000]  故事可以讓你投入那個處境
[00:03:48.000 --> 00:03:50.000]  你進入故事的情節當中
[00:03:50.000 --> 00:03:54.000]  如果你在當時的情節當中你會怎樣呢
[00:03:54.000 --> 00:03:59.000]  所以我選了生命記
[00:03:59.000 --> 00:04:04.000]  很多基督徒都會問一個問題
[00:04:04.000 --> 00:04:12.000]  因為他們經常覺得讀聖經、教會、信教其實最重要有一種心靈的支持安慰
[00:04:12.000 --> 00:04:15.000]  所以新約聖經那些經金句很好的
[00:04:15.000 --> 00:04:16.000]  讀詩篇很好的
[00:04:16.000 --> 00:04:21.000]  兩三次經文兩三次感性思覺很滿足
[00:04:21.000 --> 00:04:22.000]  太平盛世可以了
[00:04:22.000 --> 00:04:27.000]  今時今日好像不夠力
[00:04:27.000 --> 00:04:31.000]  所以我用了生命記一個完整的故事
[00:04:31.000 --> 00:04:38.000]  我們進入意識的人當時是面對一場很大的信心考驗
[00:04:38.000 --> 00:04:43.000]  面對一場恐懼無限膨脹的處境
[00:04:43.000 --> 00:04:45.000]  我們進入去
[00:04:45.000 --> 00:04:50.000]  要感受到什麼是最大的恐懼
[00:04:50.000 --> 00:04:55.000]  什麼是我們唯一恐懼就是恐懼本身
[00:04:55.000 --> 00:04:58.000]  恐懼可以放大
[00:04:58.000 --> 00:05:00.000]  可以縮小
[00:05:00.000 --> 00:05:04.000]  相對來說就是我們的信心
[00:05:04.000 --> 00:05:06.000]  當然這個又去到教義的問題
[00:05:06.000 --> 00:05:08.000]  所以我今天就少講教義
[00:05:08.000 --> 00:05:09.000]  多講故事
[00:05:09.000 --> 00:05:13.000]  讓大家可以有一種有血有肉
[00:05:13.000 --> 00:05:15.000]  不在這裡講理論的東西
[00:05:15.000 --> 00:05:17.000]  而是進入到你
[00:05:17.000 --> 00:05:20.000]  希望我聽完之後
[00:05:20.000 --> 00:05:22.000]  你知道怎樣處理你們的恐懼
[00:05:22.000 --> 00:05:25.000]  今時今日讀生命記有幾樣東西很特別
[00:05:25.000 --> 00:05:29.000]  生命記是重申上帝的律法和誡命
