
[00:00:00.000 --> 00:00:05.820]  各位親愛的弟兄姊妹平安
[00:00:05.820 --> 00:00:13.300]  不知不覺我們分享啟示錄未來一定會發生的事
[00:00:13.300 --> 00:00:15.300]  將來必成的事
[00:00:15.300 --> 00:00:17.780]  我們已經去到最後一講
[00:00:17.780 --> 00:00:23.360]  上次和大家分享完霸主的興與衰
[00:00:23.360 --> 00:00:25.360]  是全球性的霸主
[00:00:25.360 --> 00:00:27.860]  不只是一個國家的霸主
[00:00:27.860 --> 00:00:29.860]  是全世界性的
[00:00:29.860 --> 00:00:38.500]  我們也分享了霸主的角色、身份和將來
[00:00:38.500 --> 00:00:41.860]  但我們看到霸主雄霸天下
[00:00:41.860 --> 00:00:43.860]  打到贏
[00:00:43.860 --> 00:00:45.860]  到底這個世界會變成怎樣呢?
[00:00:45.860 --> 00:00:47.860]  事件中說
[00:00:47.860 --> 00:00:49.860]  因為這場世界大戰
[00:00:49.860 --> 00:00:55.860]  當時剩下的人口也死了三分之一
[00:00:55.860 --> 00:01:03.860]  特別是以色列這個國家被敵基督窮追猛打
[00:01:03.860 --> 00:01:07.860]  以致死的人更加多
[00:01:07.860 --> 00:01:09.860]  各位兄弟姐妹
[00:01:09.860 --> 00:01:11.860]  我們今天就來看看
[00:01:11.860 --> 00:01:15.860]  在一個如此烏煙瘴氣的世界
[00:01:15.860 --> 00:01:24.860]  到底神用什麼方法給出路給願意跟隨他的人呢?
[00:01:24.860 --> 00:01:30.860]  首先我們來看看一些我們稱為普通常識
[00:01:30.860 --> 00:01:32.860]  這個普通常識
[00:01:32.860 --> 00:01:34.860]  就是在這個世界上
[00:01:34.860 --> 00:01:42.860]  很多建築物都會像孟加拉這個危樓工廠倒塌
[00:01:42.860 --> 00:01:45.860]  數以百計的人死亡
[00:01:45.860 --> 00:01:48.860]  然後數以千計的人受傷
[00:01:48.860 --> 00:01:50.860]  原因是什麼呢?
[00:01:50.860 --> 00:01:51.860]  短壯
[00:01:51.860 --> 00:01:53.860]  當你的短壯出現的時候
[00:01:53.860 --> 00:01:58.860]  這個樓宇肯定會倒塌
[00:01:58.860 --> 00:02:00.860]  另一方面
[00:02:00.860 --> 00:02:04.860]  就是韓國的三豐百貨商場倒塌
[00:02:04.860 --> 00:02:08.860]  也是一個非常大的悲劇
[00:02:08.860 --> 00:02:10.860]  主要的原因是什麼呢?
[00:02:10.860 --> 00:02:14.860]  就是這棟樓本來建的時候相當不錯
[00:02:14.860 --> 00:02:16.860]  但是這個業主
[00:02:16.860 --> 00:02:18.860]  這個老闆
[00:02:18.860 --> 00:02:20.860]  是為了賺更多的錢
[00:02:20.860 --> 00:02:23.860]  以至他們的屋頂價錢
[00:02:23.860 --> 00:02:25.860]  本來不是屬於商場
[00:02:25.860 --> 00:02:27.860]  他將它變成一個商場
[00:02:27.860 --> 00:02:29.860]  不是一層是兩層
[00:02:29.860 --> 00:02:31.860]  是因為這個原因
[00:02:31.860 --> 00:02:33.860]  進入到這些地方的人
[00:02:33.860 --> 00:02:36.860]  就超出了他自己本身的上限
[00:02:36.860 --> 00:02:38.860]  是因為這樣
[00:02:38.860 --> 00:02:40.860]  所以最頂的兩層一塌下來
[00:02:40.860 --> 00:02:42.860]  一倒塌之後
[00:02:42.860 --> 00:02:45.860]  整棟的樓就化為烏有
[00:02:45.860 --> 00:02:47.860]  想都想不到的
[00:02:47.860 --> 00:02:49.860]  就是什麼呢?
[00:02:49.860 --> 00:02:51.860]  就是連美國本身
[00:02:51.860 --> 00:02:53.860]  佛羅里達州
[00:02:53.860 --> 00:02:57.860]  也都發生了這些倒塌事件
[00:02:57.860 --> 00:02:59.860]  而它的倒塌
[00:02:59.860 --> 00:03:01.860]  主要是因為維修的問題
[00:03:01.860 --> 00:03:03.860]  這些鋼筋已經生鏽
[00:03:03.860 --> 00:03:05.860]  但是沒有人繼續
[00:03:05.860 --> 00:03:07.860]  不斷地去檢查之後
[00:03:07.860 --> 00:03:09.860]  來做一些補裝的工作
[00:03:09.860 --> 00:03:12.860]  帶來的結果
[00:03:12.860 --> 00:03:15.860]  當這個鏽越生越多
[00:03:15.860 --> 00:03:18.860]  鋼筋沒了力
[00:03:18.860 --> 00:03:22.860]  然後整個大廈
[00:03:22.860 --> 00:03:25.860]  一邊就是生鏽的部分
[00:03:25.860 --> 00:03:28.860]  維修出現問題的部分
[00:03:28.860 --> 00:03:30.860]  就塌了下來
[00:03:30.860 --> 00:03:34.860]  我想這也是震撼整個美國的
[00:03:34.860 --> 00:03:36.860]  這些塔樓事件
[00:03:36.860 --> 00:03:38.860]  好了
[00:03:38.860 --> 00:03:42.860]  我們今天就從危樓來說起
[00:03:42.860 --> 00:03:45.860]  當出現這個危樓
[00:03:45.860 --> 00:03:48.860]  無論是土瓜灣事件
[00:03:48.860 --> 00:03:50.860]  或其他事件
[00:03:50.860 --> 00:03:53.860]  到底我們今天要做的是什麼呢?
[00:03:53.860 --> 00:03:56.860]  有些地方
[00:03:56.860 --> 00:03:59.860]  出現這個危樓的時候
[00:03:59.860 --> 00:04:01.860]  自然地
[00:04:01.860 --> 00:04:04.860]  他們就把它裝修過
[00:04:04.860 --> 00:04:07.860]  有得裝修就裝修
[00:04:07.860 --> 00:04:09.860]  能夠補裝就補裝
[00:04:09.860 --> 00:04:11.860]  能夠灌漿就灌漿
[00:04:11.860 --> 00:04:13.860]  這個是大裝修
[00:04:13.860 --> 00:04:16.860]  我相信大家都知道
[00:04:16.860 --> 00:04:19.860]  但如果超出負荷的時候
[00:04:19.860 --> 00:04:21.860]  就拆了重建
[00:04:21.860 --> 00:04:23.860]  這個也是今天
[00:04:23.860 --> 00:04:26.860]  任何人都會知道的一個常識
[00:04:26.860 --> 00:04:28.860]  但我們現在看一看
[00:04:28.860 --> 00:04:32.860]  我們今天不只是看一棟大廈
[00:04:32.860 --> 00:04:36.860]  我們看整個地球
[00:04:36.860 --> 00:04:40.860]  整個地球本身
[00:04:40.860 --> 00:04:42.860]  你可以這樣說
[00:04:42.860 --> 00:04:44.860]  連大災難的時候
[00:04:44.860 --> 00:04:47.860]  已經是無可藥救
[00:04:47.860 --> 00:04:50.860]  我們回看以前我們一直以為
[00:04:50.860 --> 00:04:52.860]  沒有可能出現的
[00:04:52.860 --> 00:04:54.860]  就是全球性的疫症
[00:04:54.860 --> 00:04:56.860]  現在已經出現了
[00:04:56.860 --> 00:04:58.860]  現在出現了之後到現在為止
[00:04:58.860 --> 00:05:00.860]  11月底
[00:05:00.860 --> 00:05:04.860]  幻想新冠肺炎的人
[00:05:04.860 --> 00:05:07.860]  已經超過2億7千萬
[00:05:07.860 --> 00:05:09.860]  然後死的人
[00:05:09.860 --> 00:05:13.860]  已經差不多到500萬到600萬
[00:05:13.860 --> 00:05:15.860]  另一方面
[00:05:15.860 --> 00:05:18.860]  天災人禍越來越多
[00:05:18.860 --> 00:05:21.860]  退休天堂的溫哥華
[00:05:21.860 --> 00:05:25.860]  退休天堂的這些地方
[00:05:25.860 --> 00:05:27.860]  特別是加州的北部
[00:05:27.860 --> 00:05:29.860]  你可以這樣說
[00:05:29.860 --> 00:05:33.860]  現在已經成為一個人間地獄
[00:05:33.860 --> 00:05:37.860]  溫哥華在最高溫的時候
[00:05:37.860 --> 00:05:39.860]  是49.5度攝氏
[00:05:39.860 --> 00:05:42.860]  然後到處是山火
[00:05:42.860 --> 00:05:45.860]  無數的房屋被燒毀
[00:05:45.860 --> 00:05:48.860]  三分之一的林木被焚毀
[00:05:48.860 --> 00:05:50.860]  但是一完結之後
[00:05:50.860 --> 00:05:53.860]  剛剛上個星期開始
[00:05:53.860 --> 00:05:59.860]  我們看到11月就是暴雨成災
[00:05:59.860 --> 00:06:03.860]  另一方面就是山泥傾瀉
[00:06:03.860 --> 00:06:05.860]  很多地方被毀
[00:06:05.860 --> 00:06:11.860]  整個BC省和溫哥華成為了砸國
[00:06:11.860 --> 00:06:13.860]  人們要撐艇
[00:06:13.860 --> 00:06:16.860]  物資不能運到溫哥華
[00:06:16.860 --> 00:06:19.860]  要用直升機出動軍隊
[00:06:19.860 --> 00:06:23.860]  將直升機的物資運到那個地方
[00:06:23.860 --> 00:06:26.860]  無數的人需要求助
[00:06:26.860 --> 00:06:28.860]  我們看到現在這個現象
[00:06:28.860 --> 00:06:29.860]  不是一個地方
[00:06:29.860 --> 00:06:32.860]  是全球各地都是這樣
[00:06:32.860 --> 00:06:34.860]  我曾經說過
[00:06:34.860 --> 00:06:37.860]  俄羅斯的西伯利亞
[00:06:37.860 --> 00:06:42.860]  一場大火直接燒到北極
[00:06:42.860 --> 00:06:45.860]  美國人造衛星拍到
[00:06:45.860 --> 00:06:48.860]  有3000公里的火
[00:06:48.860 --> 00:06:51.860]  一直燒到北極
[00:06:51.860 --> 00:06:54.860]  科學家形容這場大火
[00:06:54.860 --> 00:06:59.860]  已經將地球的肺燒穿
[00:06:59.860 --> 00:07:01.860]  到了這個地步
[00:07:01.860 --> 00:07:04.860]  再加上最後一次的世界大戰
[00:07:04.860 --> 00:07:07.860]  上次我們說到大霸主
[00:07:07.860 --> 00:07:11.860]  全球霸主的興和衰的時候
[00:07:11.860 --> 00:07:16.860]  都說到這個王雄霸天下
[00:07:16.860 --> 00:07:19.860]  打完又打 殺完又殺
[00:07:19.860 --> 00:07:22.860]  要將全世界居為己有
[00:07:22.860 --> 00:07:25.860]  他不單要將全世界居為己有
[00:07:25.860 --> 00:07:28.860]  他甚至將自己當作神
[00:07:28.860 --> 00:07:31.860]  讓所有的人都要拜他
[00:07:31.860 --> 00:07:33.860]  我們現在就看看
[00:07:33.860 --> 00:07:37.860]  神對著一個如此烏煙瘴氣的地球
[00:07:37.860 --> 00:07:39.860]  他做了什麼呢?
[00:07:39.860 --> 00:07:44.860]  首先他做的就是大裝修
[00:07:44.860 --> 00:07:50.860]  和引入的是一些半生的居民
[00:07:50.860 --> 00:07:53.860]  我們今天都一樣
[00:07:53.860 --> 00:07:56.860]  當這個樓拆了
[00:07:56.860 --> 00:07:58.860]  重建之後
[00:07:58.860 --> 00:08:00.860]  裡面的人可以入住
[00:08:00.860 --> 00:08:01.860]  他有資格的
[00:08:01.860 --> 00:08:03.860]  不是每個人都可以入住
[00:08:03.860 --> 00:08:05.860]  你一定要合乎身份
[00:08:05.860 --> 00:08:07.860]  你才可以入住
[00:08:07.860 --> 00:08:09.860]  現在我們看看
[00:08:09.860 --> 00:08:13.860]  到底這個大裝修是怎樣的大裝修
[00:08:13.860 --> 00:08:17.860]  啟示錄19章11到16節
[00:08:17.860 --> 00:08:21.860]  他記載到大裝修首先要對付的
[00:08:21.860 --> 00:08:23.860]  不是硬件
[00:08:23.860 --> 00:08:27.860]  而是對付一些令整個地球污染
[00:08:27.860 --> 00:08:33.860]  整個地球走向一個窮途末路的罪魁禍首
[00:08:33.860 --> 00:08:39.860]  所以啟示錄19章11到16節
[00:08:39.860 --> 00:08:41.860]  他告訴我們
[00:08:41.860 --> 00:08:46.860]  神先將這個毀壞地球的源頭截斷
[00:08:46.860 --> 00:08:49.860]  令到他不能夠再毀壞
[00:08:49.860 --> 00:08:54.860]  然後將那些硬件重建
[00:08:54.860 --> 00:08:56.860]  這段聖經這樣說
[00:08:56.860 --> 00:09:00.860]  我觀看見天開了
[00:09:00.860 --> 00:09:02.860]  有一匹白馬
[00:09:02.860 --> 00:09:05.860]  騎在馬上的稱為誠信真實
[00:09:05.860 --> 00:09:09.860]  他審判真正都按公義
[00:09:09.860 --> 00:09:11.860]  他眼睛好像火焰
[00:09:11.860 --> 00:09:14.860]  他的頭上戴著許多冠冕
[00:09:14.860 --> 00:09:18.860]  又有寫著的名字
[00:09:18.860 --> 00:09:20.860]  除了他自己是沒有人知道
[00:09:20.860 --> 00:09:22.860]  他穿著像血的衣服
[00:09:22.860 --> 00:09:25.860]  他的名稱為神的義
[00:09:25.860 --> 00:09:27.860]  在天上的眾軍
[00:09:27.860 --> 00:09:30.860]  騎著白馬穿著細麻布
[00:09:30.860 --> 00:09:32.860]  又白又結
[00:09:32.860 --> 00:09:33.860]  跟隨他
[00:09:33.860 --> 00:09:36.860]  有利劍從他的口中吐出來
[00:09:36.860 --> 00:09:38.860]  是可以擊殺列國
[00:09:38.860 --> 00:09:41.860]  他必用鐵匠核管他們
[00:09:41.860 --> 00:09:46.860]  另外就是並踩全能神列路的走閘
[00:09:46.860 --> 00:09:48.860]  在他的衣服和大腿上
[00:09:48.860 --> 00:09:50.860]  有名寫著書
[00:09:50.860 --> 00:09:52.860]  萬王的王 萬主的主
[00:09:52.860 --> 00:09:55.860]  這段聖經就記載到
