
[00:00:00.000 --> 00:00:09.000]  (畫面)
[00:00:09.000 --> 00:00:13.000]  我們先讀這幾節很簡單的經文
[00:00:13.000 --> 00:00:15.000]  很熟悉的經文
[00:00:15.000 --> 00:00:20.000]  我在澳洲不同的教會有機會分享一下訊息
[00:00:20.000 --> 00:00:26.000]  很多教會都是用《瑪麗基書》作為貢獻的經文
[00:00:26.000 --> 00:00:31.000]  CNBC不是用這段經文,所以講的時候就放心很多
[00:00:31.000 --> 00:00:35.000]  我們一起看這段經文,三章七節開始
[00:00:35.000 --> 00:00:44.000]  如果大家在家中或901那裏,我們都可以一起讀
[00:00:44.000 --> 00:00:46.000]  《瑪麗基書》第三章七節
[00:00:46.000 --> 00:00:53.000]  萬君子耶和說:從你們列祖的日以來,你們常常偏離我的典章而不遵守
[00:00:53.000 --> 00:00:56.000]  現在你們要轉向我,我就轉向你們
[00:00:56.000 --> 00:01:00.000]  你們卻問我,我們如何才是轉向呢?
[00:01:00.000 --> 00:01:04.000]  人豈可奪取神之物呢?你們竟奪取我的貢物
[00:01:04.000 --> 00:01:08.000]  你們卻說,我們在何事上奪取你的貢物呢?
[00:01:08.000 --> 00:01:12.000]  就是你們在當立的十分之一和當現的貢物上
[00:01:12.000 --> 00:01:18.000]  因你們通過的人都奪取我的貢物,周助就臨到你們身上
[00:01:18.000 --> 00:01:23.000]  萬君子耶和說:你們要將當立的十分之一和傳現送入倉庫
[00:01:23.000 --> 00:01:28.000]  使我家有糧,以此試試我,是否為你們躺開天上的窗戶
[00:01:28.000 --> 00:01:32.000]  傾福於你們,甚至無處可容
[00:01:32.000 --> 00:01:38.000]  萬君子耶和說:我必為你們叱吒黃蟲,不容他毀壞你們的土產
[00:01:38.000 --> 00:01:43.000]  你們田間的葡萄樹在未熟之先也不掉果子
[00:01:43.000 --> 00:01:50.000]  萬君子耶和說:萬國必稱你們為有福的,因你們的地必成為喜樂之地
[00:01:50.000 --> 00:01:52.000]  我們一起從一個簡單的題目開始
[00:01:52.000 --> 00:01:54.000]  基本上我們感謝讚美你
[00:01:54.000 --> 00:01:58.000]  在舊約裏面最後一本書的時間
[00:01:58.000 --> 00:02:03.000]  《馬拉基》這本先知給予當時的以色列人很大的提醒
[00:02:03.000 --> 00:02:06.000]  我深信主人,在一個混亂的世代當中的時間
[00:02:06.000 --> 00:02:08.000]  你要我們再閱讀這本經文
[00:02:08.000 --> 00:02:11.000]  有你自己的心意,有你自己的提醒
[00:02:11.000 --> 00:02:14.000]  有你自己的幫助,成為弟兄姊妹的幫助
[00:02:14.000 --> 00:02:17.000]  有你自己的祝福,成為弟兄姊妹的祝福
[00:02:17.000 --> 00:02:19.000]  有你自己的能力,成為弟兄姊妹的能力
[00:02:19.000 --> 00:02:23.000]  幫助我們每一個,我們聽到的,傳給你的訊息的
[00:02:23.000 --> 00:02:26.000]  都得盡你自己的能力和恩惠
[00:02:26.000 --> 00:02:29.000]  我們在當中經歷了你自己的大愛
[00:02:29.000 --> 00:02:32.000]  我們感謝你,以主耶穌的名字祈禱
[00:02:32.000 --> 00:02:35.000]  與這段經文開始的時間
[00:02:35.000 --> 00:02:37.000]  我先給大家看一幅歷史的圖
[00:02:37.000 --> 00:02:41.000]  這本書是掃描出來的,很正的
[00:02:41.000 --> 00:02:44.000]  是一本很舊的書
[00:02:44.000 --> 00:02:46.000]  你發覺回看的時間
[00:02:46.000 --> 00:02:48.000]  馬拉基,我們剛才說的
[00:02:48.000 --> 00:02:51.000]  就是整個舊約裡面最後的一個先知
[00:02:51.000 --> 00:02:56.000]  又是十二小先知書裡面的最後一個先知
[00:02:56.000 --> 00:02:57.000]  馬拉基
[00:02:57.000 --> 00:03:00.000]  馬拉基究竟是在一個什麼時局下
[00:03:00.000 --> 00:03:03.000]  順帝呼召他出來成為先知
[00:03:03.000 --> 00:03:05.000]  你看歷史的時間,你發覺到
[00:03:05.000 --> 00:03:10.000]  我們知道當以色列分裂成為南國北國的時間
[00:03:10.000 --> 00:03:16.000]  在主前721年
[00:03:16.000 --> 00:03:18.000]  有些學者說是722年
[00:03:18.000 --> 00:03:21.000]  不要緊,721或者722的時間
[00:03:21.000 --> 00:03:23.000]  這個以色列國滅亡
[00:03:23.000 --> 00:03:27.000]  被人帶去,俘虜到別處
[00:03:27.000 --> 00:03:30.000]  然後在586年主前的時間
[00:03:30.000 --> 00:03:32.000]  南國猶大都滅亡
[00:03:32.000 --> 00:03:35.000]  在他們滅亡的時間,你發覺到上帝70年後
[00:03:35.000 --> 00:03:39.000]  他的英許臨到,這群以色列人興起了三個人
[00:03:39.000 --> 00:03:45.000]  將這群散居在海外的以色列人
[00:03:45.000 --> 00:03:49.000]  將他們一批一批又一批召回
[00:03:49.000 --> 00:03:52.000]  昔日的以色列的首都
[00:03:52.000 --> 00:03:56.000]  耶路撒冷
[00:03:56.000 --> 00:03:58.000]  第一個帶他們回去的人是誰呢?
[00:03:58.000 --> 00:04:01.000]  這個馬拉基書的故事
[00:04:01.000 --> 00:04:03.000]  開始的時候我們看到馬拉基
[00:04:03.000 --> 00:04:05.000]  就是站在十二小先知書裏面
[00:04:05.000 --> 00:04:08.000]  最後的一個先知是上帝呼召出來傳講
[00:04:08.000 --> 00:04:09.000]  那個訊息
[00:04:09.000 --> 00:04:11.000]  而看回的時候與他
[00:04:11.000 --> 00:04:14.000]  在整個秘魯回歸的過程當中
[00:04:14.000 --> 00:04:16.000]  有幾個先知大家都很熟悉的
[00:04:16.000 --> 00:04:18.000]  有以西傑,有但爾利
[00:04:18.000 --> 00:04:20.000]  耶利米就不用說了
[00:04:20.000 --> 00:04:22.000]  有哈戈,有撒加利亞
[00:04:22.000 --> 00:04:24.000]  撒加利亞很厲害,講預言
[00:04:24.000 --> 00:04:26.000]  然後就去到馬拉基書
[00:04:26.000 --> 00:04:28.000]  然後那三次回歸的時間
[00:04:28.000 --> 00:04:29.000]  當我們去看的時候
[00:04:29.000 --> 00:04:31.000]  第一次回歸就發生在
[00:04:31.000 --> 00:04:33.000]  大概534年的時間
[00:04:33.000 --> 00:04:36.000]  所羅巴巴就帶領那些以色列人
[00:04:36.000 --> 00:04:38.000]  第一批回國回去建設
[00:04:38.000 --> 00:04:40.000]  然後第二批回去的時間
[00:04:40.000 --> 00:04:43.000]  就是以斯拉,以斯拉是一個祭司
[00:04:43.000 --> 00:04:45.000]  帶他們回去,然後第三次就尼希米
[00:04:45.000 --> 00:04:47.000]  尼希米記載很厲害
[00:04:47.000 --> 00:04:49.000]  五十多天裏面整個城牆
[00:04:49.000 --> 00:04:51.000]  分開東南西北
[00:04:51.000 --> 00:04:53.000]  然後24小時工作
[00:04:53.000 --> 00:04:55.000]  一邊帶著兵器
[00:04:55.000 --> 00:04:57.000]  一邊耕作
[00:04:57.000 --> 00:04:59.000]  整個城牆很快就建好
[00:04:59.000 --> 00:05:01.000]  然後耶利米回去的時間
[00:05:01.000 --> 00:05:03.000]  上帝呼召了馬拉基
[00:05:03.000 --> 00:05:05.000]  在當中去祈祷
[00:05:05.000 --> 00:05:07.000]  為什麼在一個這樣回歸的過程當中
[00:05:07.000 --> 00:05:09.000]  還要興起馬拉基呢?
[00:05:09.000 --> 00:05:11.000]  就是尼希米回去的時間
[00:05:11.000 --> 00:05:13.000]  幫他看的圖畫就是這班以色列人
[00:05:13.000 --> 00:05:15.000]  有趣,他回去的時間
[00:05:15.000 --> 00:05:17.000]  回去的時候
[00:05:17.000 --> 00:05:19.000]  他們安定下來
[00:05:19.000 --> 00:05:21.000]  建好了聖殿,有了城牆
[00:05:21.000 --> 00:05:23.000]  生活安定下來
[00:05:23.000 --> 00:05:25.000]  農作物也開始慢慢
[00:05:25.000 --> 00:05:27.000]  和上帝的祝福
[00:05:27.000 --> 00:05:29.000]  但是發生了一些事情的時候
[00:05:29.000 --> 00:05:31.000]  這班人表面上
[00:05:31.000 --> 00:05:33.000]  依然在那個角度裏面
[00:05:33.000 --> 00:05:35.000]  去敬拜耶和華上帝
[00:05:35.000 --> 00:05:37.000]  但是實際上
[00:05:37.000 --> 00:05:39.000]  這班人的心
[00:05:39.000 --> 00:05:41.000]  其實已經遠離了上帝
[00:05:41.000 --> 00:05:43.000]  有身體
[00:05:43.000 --> 00:05:45.000]  沒有靈魂
[00:05:45.000 --> 00:05:47.000]  所以上帝就興起了
[00:05:47.000 --> 00:05:49.000]  最後一個先知馬拉基
[00:05:49.000 --> 00:05:51.000]  馬拉基很重要的,因為耶和華所定的日子
[00:05:51.000 --> 00:05:53.000]  今天我們主要不是看這個部分
[00:05:53.000 --> 00:05:55.000]  耶和華所定的日子
[00:05:55.000 --> 00:05:57.000]  所以馬拉基其實是鋪陳了
[00:05:57.000 --> 00:05:59.000]  去到最後的歷史裏面
[00:05:59.000 --> 00:06:01.000]  一個先知
[00:06:01.000 --> 00:06:03.000]  就是我們知道打開新約去看的時候
[00:06:03.000 --> 00:06:05.000]  就是那個施洗約案
[00:06:05.000 --> 00:06:07.000]  成為最後一個先知,是一個連接
[00:06:07.000 --> 00:06:09.000]  但今天我們不是專注在這件事
[00:06:09.000 --> 00:06:11.000]  那麽就回到
[00:06:11.000 --> 00:06:13.000]  看一點歷史,我們回去看
[00:06:13.000 --> 00:06:15.000]  尼希米記第十三章裏面記載了
[00:06:15.000 --> 00:06:17.000]  最後那幾節,尼希米記第十三章
[00:06:17.000 --> 00:06:19.000]  就是整篇尼希米記
[00:06:19.000 --> 00:06:21.000]  最後的時間記載了一點東西
[00:06:21.000 --> 00:06:23.000]  那時我不在耶路撒冷
[00:06:23.000 --> 00:06:25.000]  他回去了,搞定了所有事情
[00:06:25.000 --> 00:06:27.000]  返回去,返回去
[00:06:27.000 --> 00:06:29.000]  很長的時間
[00:06:29.000 --> 00:06:31.000]  因為巴比倫王
[00:06:31.000 --> 00:06:33.000]  阿達斯西婆32年的時間
[00:06:33.000 --> 00:06:35.000]  我回到王那裏去了
[00:06:35.000 --> 00:06:37.000]  但是過了多天,當然多天不是說幾天
[00:06:37.000 --> 00:06:39.000]  他再向王告誡
[00:06:39.000 --> 00:06:41.000]  為什麼呢?
[00:06:41.000 --> 00:06:43.000]  他回去的時候他看到
[00:06:43.000 --> 00:06:45.000]  再回去耶路撒冷的時候
[00:06:45.000 --> 00:06:47.000]  他看到那些利美人
[00:06:47.000 --> 00:06:49.000]  所當得的份
[00:06:49.000 --> 00:06:51.000]  是無人供給他們
[00:06:51.000 --> 00:06:53.000]  甚至
[00:06:53.000 --> 00:06:55.000]  公職的利美人
[00:06:55.000 --> 00:06:57.000]  回到鄉下耕田
[00:06:57.000 --> 00:06:59.000]  沒有錢
[00:06:59.000 --> 00:07:01.000]  回到耕田
[00:07:01.000 --> 00:07:03.000]  他就斥責那些人
[00:07:03.000 --> 00:07:05.000]  為什麼要離開聖殿
[00:07:05.000 --> 00:07:07.000]  那些人其實沒有奉獻給利美人
[00:07:07.000 --> 00:07:09.000]  甚至
[00:07:09.000 --> 00:07:11.000]  他沒有真真正正
[00:07:11.000 --> 00:07:13.000]  去敬拜耶和華
[00:07:13.000 --> 00:07:15.000]  在聖殿當中的時間
[00:07:15.000 --> 00:07:17.000]  這就是尼希米的技術
[00:07:17.000 --> 00:07:19.000]  做好了聖殿
[00:07:19.000 --> 00:07:21.000]  回去的時間
[00:07:21.000 --> 00:07:23.000]  第13章記載他再回去
[00:07:23.000 --> 00:07:25.000]  嚴厲一點
[00:07:25.000 --> 00:07:27.000]  就是斥責那些在聖殿裏面
[00:07:27.000 --> 00:07:29.000]  敬拜耶和華
[00:07:29.000 --> 00:07:31.000]  上帝回歸
[00:07:31.000 --> 00:07:33.000]  回到耶路撒冷的那些以色列人
[00:07:33.000 --> 00:07:35.000]  而在這兩個的
[00:07:35.000 --> 00:07:37.000]  時間當中
[00:07:37.000 --> 00:07:39.000]  上帝就興起了
[00:07:39.000 --> 00:07:41.000]  這個
[00:07:41.000 --> 00:07:45.000]  馬拉記
[00:07:45.000 --> 00:07:47.000]  馬拉記書
[00:07:47.000 --> 00:07:49.000]  馬拉記書
[00:07:49.000 --> 00:07:51.000]  很有趣
[00:07:51.000 --> 00:07:53.000]  有幾個很特別的號碼
[00:07:53.000 --> 00:07:55.000]  我簡單的和大家分享一下
[00:07:55.000 --> 00:07:57.000]  有55節的經文
[00:07:57.000 --> 00:07:59.000]  而55節的經文
[00:07:59.000 --> 00:08:01.000]  你打開去看
[00:08:01.000 --> 00:08:03.000]  有47節的經文
[00:08:03.000 --> 00:08:05.000]  是耶和華上帝對
[00:08:05.000 --> 00:08:07.000]  以色列人說的
[00:08:07.000 --> 00:08:09.000]  55節的經文裏面有47節
[00:08:09.000 --> 00:08:11.000]  有97%
[00:08:11.000 --> 00:08:13.000]  有97%
[00:08:13.000 --> 00:08:15.000]  耶和華上帝直接和那些
[00:08:15.000 --> 00:08:17.000]  以色列人說
[00:08:17.000 --> 00:08:19.000]  他對那些以色列人說的
[00:08:19.000 --> 00:08:21.000]  同樣的
[00:08:21.000 --> 00:08:23.000]  我相信今天這個經文也非常重要
[00:08:23.000 --> 00:08:25.000]  也是對我們這班
[00:08:25.000 --> 00:08:27.000]  跟隨主耶穌基督
[00:08:27.000 --> 00:08:29.000]  遠望上帝
[00:08:29.000 --> 00:08:31.000]  的這班子民去說的
[00:08:31.000 --> 00:08:33.000]  然後他有22次
[00:08:33.000 --> 00:08:35.000]  出現萬鈞之耶和華說
[00:08:35.000 --> 00:08:37.000]  嘩!不是就這樣
[00:08:37.000 --> 00:08:39.000]  上帝和他說的
[00:08:39.000 --> 00:08:41.000]  是萬鈞之耶和華他給你看見
[00:08:41.000 --> 00:08:43.000]  他有個title
[00:08:43.000 --> 00:08:45.000]  這個title不只是天父那麼簡單
[00:08:45.000 --> 00:08:47.000]  不是耶和華那麼簡單
[00:08:47.000 --> 00:08:49.000]  是萬鈞的耶和華
[00:08:49.000 --> 00:08:51.000]  要和這班人說
[00:08:51.000 --> 00:08:53.000]  所以他說的話必定是很重的份量
[00:08:53.000 --> 00:08:55.000]  出現了22個的問題
[00:08:55.000 --> 00:08:57.000]  其實
[00:08:57.000 --> 00:08:59.000]  或者說得簡單一點
[00:08:59.000 --> 00:09:01.000]  是22個問號
[00:09:01.000 --> 00:09:03.000]  所以你見到今天這個title也是一個問號
[00:09:03.000 --> 00:09:05.000]  就是在當中抄出來的
[00:09:05.000 --> 00:09:07.000]  22個問號裏面
