
[00:00:00.000 --> 00:00:05.000]  各位電影姐妹 各位朋友 你們好
[00:00:05.000 --> 00:00:10.000]  歡迎大家參加我們三藩市播道會的午堂的網上崇拜
[00:00:10.000 --> 00:00:13.000]  我們繼續思想啟示錄的訊息
[00:00:13.000 --> 00:00:17.000]  今天我們去到第二章12節至17節
[00:00:17.000 --> 00:00:20.000]  別家魔教培
[00:00:20.000 --> 00:00:23.000]  中國人有一句說話說得非常精簡
[00:00:23.000 --> 00:00:29.000]  不知廬山真面目 只願身在此山中
[00:00:29.000 --> 00:00:34.000]  我們住在三藩市 究竟三藩市是一個什麼城市呢
[00:00:34.000 --> 00:00:37.000]  我想大多數在三藩市住的人
[00:00:37.000 --> 00:00:41.000]  都未能夠全面認識我們的廬山面目
[00:00:41.000 --> 00:00:45.000]  或者我們看看下面一些資料
[00:00:45.000 --> 00:00:50.000]  大家知不知道三藩市是美國其中一個最富裕的城市呢
[00:00:50.000 --> 00:00:55.000]  平均每一個人的收入每年達到96265元
[00:00:55.000 --> 00:01:00.000]  尤其是這五年之間增長尤其迅速
[00:01:00.000 --> 00:01:08.000]  2018年三藩市的GDP達到497.2個Billion
[00:01:08.000 --> 00:01:12.000]  在過去五年來增長了30%
[00:01:12.000 --> 00:01:20.000]  但奇怪的是三藩市同時也是一個無家可歸者比率最高的城市
[00:01:20.000 --> 00:01:28.000]  我們知道在整個大灣區無家可歸的人士
[00:01:28.000 --> 00:01:33.000]  幾年之間達到3萬人比LA的5.5萬人
[00:01:33.000 --> 00:01:36.000]  紐約的7.6萬人稍微少一點
[00:01:36.000 --> 00:01:46.000]  但我們也要知道三藩市和灣區是美國其中一個最多大企業大公司的大本營
[00:01:46.000 --> 00:01:52.000]  沽遠超過千人萬人的公司有500多家
[00:01:52.000 --> 00:01:58.000]  影響整個世界的公司有Apple Facebook Google Zoom Twitter
[00:01:58.000 --> 00:02:08.000]  Intel Oracle Cisco Lockheed Gap Gintec Gilead Charles Schwab
[00:02:08.000 --> 00:02:13.000]  Airbnb Visa Herba Levi 等等
[00:02:13.000 --> 00:02:17.000]  這些大公司我想家家戶戶都認識的
[00:02:17.000 --> 00:02:23.000]  可以說不單影響整個美國也影響整個世界
[00:02:23.000 --> 00:02:27.000]  三藩市也是一個名校林立的地方
[00:02:27.000 --> 00:02:32.000]  UC Berkeley Stanford UCSF UC Hastings
[00:02:32.000 --> 00:02:34.000]  所有這些都是著名的學府
[00:02:34.000 --> 00:02:41.000]  每年有不少的科學家文學家歷史學家甚至是Nobel Prize winner
[00:02:41.000 --> 00:02:45.000]  是出自三藩市灣區的名校
[00:02:45.000 --> 00:02:49.000]  三藩市也是美國最多元化種族的一個城市
[00:02:49.000 --> 00:02:56.000]  白人佔了48.5%亞裔人士佔33%
[00:02:56.000 --> 00:03:02.000]  非洲裔人士佔6%拉丁裔人士佔15%
[00:03:02.000 --> 00:03:07.000]  因著人種的不同語言也都大有分別
[00:03:07.000 --> 00:03:21.000]  在公車裏面你所聽到的可能有俄國話、國語、廣東話、台山話、印度話、菲律賓話等等
[00:03:21.000 --> 00:03:23.000]  應有盡有
[00:03:23.000 --> 00:03:34.000]  你可以說在三藩市是種族、文化和語言是非常挫折的一個地方
[00:03:34.000 --> 00:03:44.000]  三藩市也是一個自由派人士所謂progressive的人士最多最佔據最厲害的一個城市
[00:03:44.000 --> 00:03:49.000]  幾乎所有的市長參事都是民主黨人士
[00:03:49.000 --> 00:03:54.000]  而LGBT的人士佔了6.2%
[00:03:54.000 --> 00:03:59.000]  全國灣區的人口大概有1000萬
[00:03:59.000 --> 00:04:04.000]  而三藩市的county and city San Francisco都有80多萬
[00:04:04.000 --> 00:04:08.000]  可以說是非常多的
[00:04:08.000 --> 00:04:14.000]  全灣區的華人有60萬人比LA還要多
[00:04:14.000 --> 00:04:18.000]  而三藩市本身的city and county有15萬人
[00:04:18.000 --> 00:04:24.000]  但是三藩市也是最少基督徒的一個美國城市
[00:04:24.000 --> 00:04:29.000]  福音派的信徒大概有10%
[00:04:29.000 --> 00:04:31.000]  主流教會有6%
[00:04:31.000 --> 00:04:34.000]  非洋人士的教會有4%
[00:04:34.000 --> 00:04:36.000]  天主教人士有21%
[00:04:36.000 --> 00:04:38.000]  摩門教會有2%
[00:04:38.000 --> 00:04:39.000]  雖然是這樣說
[00:04:39.000 --> 00:04:46.000]  但是每個星期參加基督教教會在整個灣區大灣區來說
[00:04:46.000 --> 00:04:49.000]  只得5-6%
[00:04:49.000 --> 00:04:54.000]  現在我們來看看三藩市的華人的情況
[00:04:54.000 --> 00:04:59.000]  三藩市的華人大概有15萬人
[00:04:59.000 --> 00:05:01.000]  整個灣區有60萬人
[00:05:01.000 --> 00:05:07.000]  所操作的語言有39%是廣東話
[00:05:07.000 --> 00:05:10.000]  44%是英文
[00:05:10.000 --> 00:05:12.000]  14%是普通話
[00:05:12.000 --> 00:05:15.000]  我們可以看到一個這樣的結論
[00:05:15.000 --> 00:05:23.000]  華人圈子裡大半的新移民或者第一代移民是佔居數的
[00:05:23.000 --> 00:05:24.000]  佔最多數
[00:05:24.000 --> 00:05:27.000]  其中從香港或者廣東省來佔大部分
[00:05:27.000 --> 00:05:31.000]  所以他們有39%的人是講廣東話
[00:05:31.000 --> 00:05:34.000]  但是這幾年來有一個趨勢
[00:05:34.000 --> 00:05:37.000]  就是講普通話的人越來越多
[00:05:37.000 --> 00:05:40.000]  除了是city and county之外
[00:05:40.000 --> 00:05:43.000]  其餘在這個peninsula或者東灣區的
[00:05:43.000 --> 00:05:46.000]  講普通話的人越來越多
[00:05:46.000 --> 00:05:49.000]  在經濟上和教育上
[00:05:49.000 --> 00:05:54.000]  華人比三藩市的平均少一些
[00:05:54.000 --> 00:05:56.000]  華人教會的情形如何呢?
[00:05:56.000 --> 00:05:59.000]  三藩市總共有76間華人教會
[00:05:59.000 --> 00:06:01.000]  就是city and county的三藩市
[00:06:01.000 --> 00:06:05.000]  但是不算那些所謂現在的multi-ethnic church
[00:06:05.000 --> 00:06:07.000]  以英文為主的
[00:06:07.000 --> 00:06:09.000]  比如好像reality那些就不算
[00:06:09.000 --> 00:06:12.000]  其中大部分是講廣東話的
[00:06:12.000 --> 00:06:15.000]  但是我們也發覺這十年有一個趨勢
[00:06:15.000 --> 00:06:23.000]  越來越少的廣東話移民來到三藩市
[00:06:23.000 --> 00:06:25.000]  就算是在大陸來的移民
[00:06:25.000 --> 00:06:29.000]  也不少的人就算是在廣東省來的
[00:06:29.000 --> 00:06:31.000]  都是粗口語比較多一些
[00:06:31.000 --> 00:06:34.000]  可能和國內的政策極有關係
[00:06:34.000 --> 00:06:40.000]  而三藩市的華人教會其實沒有什麼增長
[00:06:40.000 --> 00:06:46.000]  而唐人鶴的教會就更加顯著有衰落的現象
[00:06:46.000 --> 00:06:49.000]  總括來說我們可以看到
[00:06:49.000 --> 00:06:52.000]  從中國移民來的城市
[00:06:52.000 --> 00:06:56.000]  三藩市是比較多的
[00:06:56.000 --> 00:06:59.000]  可以說僅次於紐約
[00:06:59.000 --> 00:07:02.000]  但是隨著中美關係的改變
[00:07:02.000 --> 00:07:05.000]  會不會這個形勢是有所改變呢?
[00:07:05.000 --> 00:07:07.000]  這個是值得我們思想的
[00:07:07.000 --> 00:07:11.000]  過去十年從香港移民來美國的就越來越少了
[00:07:11.000 --> 00:07:16.000]  而廣東話的教會可能要面臨一個很大的危機
[00:07:16.000 --> 00:07:19.000]  因為大多數他們的子女長大的時候
[00:07:19.000 --> 00:07:22.000]  都不會回到這個華人教會
[00:07:22.000 --> 00:07:26.000]  多數會去到英文的Multi-Ethnic Church
[00:07:26.000 --> 00:07:28.000]  或者其他的教會裏面
[00:07:28.000 --> 00:07:33.000]  再加上新來的移民講普通話比較多
[00:07:33.000 --> 00:07:39.000]  所以這個廣東話的教會似乎是面臨一個很大的挑戰
[00:07:39.000 --> 00:07:43.000]  我們要明白到加州尤其是三藩市
[00:07:43.000 --> 00:07:46.000]  是一個自由開放的城市
[00:07:46.000 --> 00:07:49.000]  比較保守的華人
[00:07:49.000 --> 00:07:55.000]  就和這個加州的文化形成一個很強烈的對比
[00:07:55.000 --> 00:07:59.000]  兩代之間的衝突就越來越多
[00:07:59.000 --> 00:08:04.000]  我們研究啟示錄第二章十二節至十七節
[00:08:04.000 --> 00:08:07.000]  約翰寫信給別加摩教會
[00:08:07.000 --> 00:08:09.000]  在某一個程度上來說
[00:08:09.000 --> 00:08:14.000]  三藩市和別加摩教會有很多相似的地方
[00:08:14.000 --> 00:08:18.000]  希臘文有一個字叫Pergamon
[00:08:18.000 --> 00:08:20.000]  Pergamene
[00:08:20.000 --> 00:08:25.000]  希臘文的Pergamene就引申成為一個英文字叫Parchment
[00:08:25.000 --> 00:08:27.000]  Parchment是什麼意思呢?
[00:08:27.000 --> 00:08:29.000]  是指書卷
[00:08:29.000 --> 00:08:31.000]  一本書一本書的書卷
[00:08:31.000 --> 00:08:33.000]  是用羊皮做成的書卷
[00:08:33.000 --> 00:08:35.000]  是羊皮壓成一塊一塊
[00:08:35.000 --> 00:08:38.000]  然後釘上去成為一本書
[00:08:38.000 --> 00:08:40.000]  所謂羊皮書卷
[00:08:40.000 --> 00:08:44.000]  是大概在公元前三世紀的時候開始的
[00:08:44.000 --> 00:08:47.000]  在那之前人家多數是用利落河畔那些
[00:08:47.000 --> 00:08:51.000]  用草製成的蒲子
[00:08:51.000 --> 00:08:54.000]  然後就將那些紙寫上去
[00:08:54.000 --> 00:08:58.000]  但是那些蒲子不是那麼穩固的
[00:08:58.000 --> 00:09:00.000]  不是那麼持久的
[00:09:00.000 --> 00:09:03.000]  所以到了第三世紀之前的時候
[00:09:03.000 --> 00:09:06.000]  有一個叫Eumenides的皇帝
[00:09:06.000 --> 00:09:09.000]  他就覺得蒲子不是很好用
[00:09:09.000 --> 00:09:12.000]  所以就用羊皮壓扁
[00:09:12.000 --> 00:09:15.000]  然後做成一卷一卷的
[00:09:15.000 --> 00:09:18.000]  這些所謂的羊皮卷書
[00:09:18.000 --> 00:09:21.000]  所以由這個字
[00:09:21.000 --> 00:09:25.000]  所以就有英文的Parchment這個字
[00:09:25.000 --> 00:09:30.000]  原來這個皇帝Eumenides皇帝
[00:09:30.000 --> 00:09:31.000]  是居住在哪裡呢?
[00:09:31.000 --> 00:09:35.000]  就居住在這個
[00:09:35.000 --> 00:09:38.000]  今天我們所研讀的別加摩的地方
[00:09:38.000 --> 00:09:41.000]  所以別加摩這個字
[00:09:41.000 --> 00:09:46.000]  其實就是指羊皮卷的意思
[00:09:46.000 --> 00:09:49.000]  所以別加摩是一個文化之都
[00:09:49.000 --> 00:09:52.000]  如果你現在有機會去土耳其
[00:09:52.000 --> 00:09:56.000]  去參觀這個考古學發掘到這個城市
[00:09:56.000 --> 00:09:58.000]  你會發覺那裡圖書館南立
[00:09:58.000 --> 00:10:01.000]  很多很多圖書館
[00:10:01.000 --> 00:10:02.000]  不單止是這樣
[00:10:02.000 --> 00:10:05.000]  別加摩也是一個宗教的中心
[00:10:05.000 --> 00:10:09.000]  但是他們所信的不是三維一體的上帝
[00:10:09.000 --> 00:10:11.000]  而是信撒旦
[00:10:11.000 --> 00:10:15.000]  所以十三戰就說別加摩是撒旦的住處
[00:10:15.000 --> 00:10:18.000]  我們看看三藩市是怎麼樣
[00:10:18.000 --> 00:10:23.000]  三藩市是全美國最少人去教會的一個城市
[00:10:23.000 --> 00:10:28.000]  每個星期五六個百分比參加崇拜
[00:10:28.000 --> 00:10:31.000]  但是據一個不正式的統計
[00:10:31.000 --> 00:10:37.000]  相信撒旦的人在三藩市的數目是非常非常的高
[00:10:37.000 --> 00:10:41.000]  別加摩是一個很受希臘文化影響的城市
[00:10:41.000 --> 00:10:43.000]  他們拜Syrus
[00:10:43.000 --> 00:10:46.000]  而且他拜一個叫做Asclipios
[00:10:46.000 --> 00:10:49.000]  Asclipios是一個什麼神呢?
[00:10:49.000 --> 00:10:50.000]  是一個醫治的神
[00:10:50.000 --> 00:10:54.000]  每年有成千上萬的人來到別加摩的地方
[00:10:54.000 --> 00:10:59.000]  去到這個Asclipios廟宇裡面尋求醫治
[00:10:59.000 --> 00:11:07.000]  Asclipios這個神像是一條蛇
[00:11:07.000 --> 00:11:09.000]  所以今天不少醫療機構
[00:11:09.000 --> 00:11:13.000]  是用一條蛇作為一個圖像就受這個影響
