
[00:00:00.000 --> 00:00:05.000]  各位大英姐妹 各位朋友 你們好
[00:00:05.000 --> 00:00:08.000]  歡迎大家參觀我們三藩市播道會
[00:00:08.000 --> 00:00:10.000]  網上的五堂崇拜
[00:00:10.000 --> 00:00:13.000]  我們今天繼續思想希伯來書的信息
[00:00:13.000 --> 00:00:17.000]  我們來到希伯來書第七章 一節至十節
[00:00:17.000 --> 00:00:20.000]  題目叫哪條橋
[00:00:20.000 --> 00:00:23.000]  開始的時候請我們同心低頭 同禱告
[00:00:23.000 --> 00:00:26.000]  慈悲人一天父 我們滿心感謝你
[00:00:26.000 --> 00:00:30.000]  我們感謝你 因為你眷顧我們
[00:00:30.000 --> 00:00:33.000]  太太耶穌基督來到世上為我們釘死
[00:00:33.000 --> 00:00:36.000]  為我們贖罪 我們感謝你
[00:00:36.000 --> 00:00:40.000]  這個奧秘 這個奇妙的信息
[00:00:40.000 --> 00:00:43.000]  求你真的幫助我們銘記在心
[00:00:43.000 --> 00:00:46.000]  也能夠明白你自己的話語
[00:00:46.000 --> 00:00:50.000]  以致我能夠活出你的話語在我們生活裏面
[00:00:50.000 --> 00:00:54.000]  我們今天禱告 立系奉耶穌基督名求 阿們
[00:00:54.000 --> 00:00:57.000]  當你讀這段聖經的時候
[00:00:57.000 --> 00:01:00.000]  真的摸不著頭腦
[00:01:00.000 --> 00:01:03.000]  不單止內容古怪
[00:01:03.000 --> 00:01:06.000]  講那位叫墨基使德的大祭司
[00:01:06.000 --> 00:01:11.000]  第三節更加說他無父無母無族譜
[00:01:11.000 --> 00:01:17.000]  無生之始無名之終乃與神的兒子相處
[00:01:17.000 --> 00:01:21.000]  哇 這個聖經說什麼
[00:01:21.000 --> 00:01:24.000]  難道會石頭爆出來
[00:01:24.000 --> 00:01:28.000]  怎會無父無母無生之始無名之終
[00:01:28.000 --> 00:01:31.000]  況且這個墨基使德
[00:01:31.000 --> 00:01:34.000]  無論你怎樣使德也好 跟我有什麼關係
[00:01:34.000 --> 00:01:37.000]  所以這段經文是相當古怪的
[00:01:37.000 --> 00:01:40.000]  其實不單止內容古怪
[00:01:40.000 --> 00:01:43.000]  他的論據更加古怪
[00:01:43.000 --> 00:01:47.000]  作者是比較兩種不同的祭司制度
[00:01:47.000 --> 00:01:50.000]  或者用希伯來書作者的用語
[00:01:50.000 --> 00:01:53.000]  他比較兩種不同的祭司等詞
[00:01:53.000 --> 00:01:57.000]  第一種是利微的祭司等詞
[00:01:57.000 --> 00:02:00.000]  神與摩西在西大山納約
[00:02:00.000 --> 00:02:03.000]  並且建立了一個祭司的制度
[00:02:03.000 --> 00:02:06.000]  來替以色列人辦理獻祭的事宜
[00:02:06.000 --> 00:02:09.000]  為神的子民獻上贖罪祭
[00:02:09.000 --> 00:02:12.000]  亦是人與人之間的橋樑
[00:02:12.000 --> 00:02:15.000]  神要委派摩西的兄弟阿倫
[00:02:15.000 --> 00:02:18.000]  和他的後裔作為祭司
[00:02:18.000 --> 00:02:21.000]  他的後裔就是利微人
[00:02:21.000 --> 00:02:24.000]  這個祭司的制度是世襲的
[00:02:24.000 --> 00:02:28.000]  只有利微人的後裔才可以做祭司
[00:02:28.000 --> 00:02:32.000]  這些利微人也是阿伯拉罕的子孫
[00:02:32.000 --> 00:02:37.000]  第二種就是墨基使德為祭司的等詞
[00:02:37.000 --> 00:02:40.000]  這個祭司不是世襲的
[00:02:40.000 --> 00:02:43.000]  至少聖經沒有記載他是世襲
[00:02:43.000 --> 00:02:46.000]  聖經沒有記載他的父母
[00:02:46.000 --> 00:02:48.000]  也沒有記載他的族譜
[00:02:48.000 --> 00:02:50.000]  所以希伯來書的作者說
[00:02:50.000 --> 00:02:53.000]  從這個觀察的結論就是
[00:02:53.000 --> 00:02:55.000]  他無父無母無族譜
[00:02:55.000 --> 00:02:58.000]  無生之始無名之中
[00:02:58.000 --> 00:02:59.000]  換句話來說
[00:02:59.000 --> 00:03:04.000]  他是採用了猶太人一種非常獨特的解經方法
[00:03:04.000 --> 00:03:08.000]  這種解經講法叫做「米大士式」
[00:03:08.000 --> 00:03:09.000]  「釋經法」
[00:03:09.000 --> 00:03:13.000]  就是英文所謂Argument from Silence
[00:03:13.000 --> 00:03:16.000]  因為聖經沒有提到他的父母
[00:03:16.000 --> 00:03:18.000]  沒有提到他的族譜
[00:03:18.000 --> 00:03:23.000]  所以就無父無母無族無族譜
[00:03:23.000 --> 00:03:29.000]  沒有根據這個族而有的
[00:03:29.000 --> 00:03:33.000]  繼承了這個做祭司的角色
[00:03:33.000 --> 00:03:38.000]  所以墨基使德為大祭司一定不是世襲的
[00:03:38.000 --> 00:03:40.000]  就因為這樣的緣故
[00:03:40.000 --> 00:03:45.000]  墨基使德的祭司比利未祭司的等次更加優勢
[00:03:45.000 --> 00:03:47.000]  對我們現代人來說
