
[00:00:00.000 --> 00:00:04.000]  各位觀眾大家好
[00:00:04.000 --> 00:00:07.000]  讓我們一起在聆聽主的說話
[00:00:07.000 --> 00:00:10.000]  讓我們一起同心低頭禱告
[00:00:10.000 --> 00:00:13.000]  感謝天父您讓我們每一個
[00:00:13.000 --> 00:00:16.000]  屬您的子民能夠再次聚集在一起
[00:00:16.000 --> 00:00:19.000]  同心在上主您的說話上
[00:00:19.000 --> 00:00:22.000]  祈求您的慰養
[00:00:22.000 --> 00:00:25.000]  祈求您的啟示
[00:00:25.000 --> 00:00:28.000]  幫助我們能夠更有智慧
[00:00:28.000 --> 00:00:31.000]  在生命生活當中
[00:00:31.000 --> 00:00:34.000]  能夠作為一個合神心意的決定
[00:00:34.000 --> 00:00:37.000]  和人生的方向
[00:00:37.000 --> 00:00:40.000]  求您的帶領
[00:00:40.000 --> 00:00:43.000]  希望我們在這段時間裡
[00:00:43.000 --> 00:00:46.000]  透過您的說話
[00:00:46.000 --> 00:00:49.000]  能夠對主行事為人的原則
[00:00:49.000 --> 00:00:52.000]  能夠把握得更加準確
[00:00:52.000 --> 00:00:55.000]  求您幫助我們
[00:00:55.000 --> 00:00:58.000]  更認識您是一位上主
[00:00:58.000 --> 00:01:01.000]  希望我們能夠在每一天
[00:01:01.000 --> 00:01:04.000]  能夠行出
[00:01:04.000 --> 00:01:07.000]  能夠幫助人認識您
[00:01:07.000 --> 00:01:10.000]  真正屬性的基督徒生命
[00:01:10.000 --> 00:01:13.000]  禱告奉靠主耶穌基督
[00:01:13.000 --> 00:01:16.000]  得勝的明智而求
[00:01:16.000 --> 00:01:19.000]  在商業世界裡
[00:01:19.000 --> 00:01:22.000]  很多時候都有很多奇難雜症
[00:01:22.000 --> 00:01:25.000]  所以在商業世界裡
[00:01:25.000 --> 00:01:28.000]  往往他們都會有一份
[00:01:28.000 --> 00:01:31.000]  很特別的工作
[00:01:31.000 --> 00:01:34.000]  這份工作稱之為
[00:01:34.000 --> 00:01:37.000]  專案項目的專家
[00:01:37.000 --> 00:01:40.000]  英文叫做
[00:01:40.000 --> 00:01:43.000]  Subject Matter Expert
[00:01:43.000 --> 00:01:46.000]  有時這份工作有很多名稱
[00:01:46.000 --> 00:01:49.000]  他又會叫做Project Manager
[00:01:49.000 --> 00:01:52.000]  即是一些企業管理的策劃員
[00:01:52.000 --> 00:01:55.000]  他們通常主要做的目的是什麼呢?
[00:01:55.000 --> 00:01:58.000]  或者工作範圍
[00:01:58.000 --> 00:02:01.000]  就是將一些特定
[00:02:01.000 --> 00:02:04.000]  在商業運作上的問題
[00:02:04.000 --> 00:02:07.000]  將它提出來
[00:02:07.000 --> 00:02:10.000]  然後希望聘請這些員工
[00:02:10.000 --> 00:02:13.000]  來為他們這些問題
[00:02:13.000 --> 00:02:16.000]  排解困難
[00:02:16.000 --> 00:02:19.000]  所以通常聘請這些工作的人
[00:02:19.000 --> 00:02:22.000]  都是一些臨時工作
[00:02:22.000 --> 00:02:25.000]  其實在現在這個商業社會裡
[00:02:25.000 --> 00:02:28.000]  臨時工的薪水比
[00:02:28.000 --> 00:02:33.000]  一個長期僱傭的職員還要高
[00:02:33.000 --> 00:02:34.000]  為什麼呢?
[00:02:34.000 --> 00:02:37.000]  他們是專門來處理
[00:02:37.000 --> 00:02:39.000]  一個特定的問題
[00:02:39.000 --> 00:02:41.000]  商業世界有什麼特別的問題
[00:02:41.000 --> 00:02:43.000]  經常需要處理呢?
[00:02:43.000 --> 00:02:46.000]  例如在運作上
[00:02:46.000 --> 00:02:49.000]  如何使公司更精簡
[00:02:49.000 --> 00:02:52.000]  一些人手或資源
[00:02:52.000 --> 00:02:55.000]  使得更有效率
[00:02:55.000 --> 00:02:58.000]  運用公司的所有的
[00:02:58.000 --> 00:03:01.000]  財政或資源來賺取更多的金錢
[00:03:01.000 --> 00:03:04.000]  或者一間公司
[00:03:04.000 --> 00:03:07.000]  正在財困的狀態
[00:03:07.000 --> 00:03:10.000]  他希望找一個人來幫助他
[00:03:10.000 --> 00:03:13.000]  能夠解決財困的問題
[00:03:13.000 --> 00:03:16.000]  還有很多種種
[00:03:16.000 --> 00:03:20.000]  只要對公司不利的事情
[00:03:20.000 --> 00:03:26.000]  都會聘請專項人士來處理
[00:03:26.000 --> 00:03:31.000]  當這些工作一做完之後
[00:03:31.000 --> 00:03:34.000]  往往這些聘用的人
[00:03:34.000 --> 00:03:36.000]  就會被解僱
[00:03:36.000 --> 00:03:41.000]  或者說聯絡就完結了
[00:03:41.000 --> 00:03:44.000]  正如我剛才所說
[00:03:44.000 --> 00:03:49.000]  他們是一群特別的救火隊
[00:03:49.000 --> 00:03:52.000]  公司正在燒燒的
[00:03:52.000 --> 00:03:54.000]  如何找人去撲熄他們
[00:03:54.000 --> 00:03:56.000]  然後能夠處理善後工作呢?
[00:03:56.000 --> 00:04:01.000]  這些工作通常收入非常豐厚
[00:04:01.000 --> 00:04:04.000]  條件不豐厚也沒有人願意去做
[00:04:04.000 --> 00:04:07.000]  因為可能做的時候會涉及很多
[00:04:07.000 --> 00:04:09.000]  得罪人的事情
[00:04:09.000 --> 00:04:12.000]  甚至要大刀闊斧斬下去的事情
[00:04:12.000 --> 00:04:14.000]  很多人會不喜歡你
[00:04:14.000 --> 00:04:18.000]  所以為了彌補這些結果
[00:04:18.000 --> 00:04:25.000]  於是往往僱主都會有一筆很大的回報
[00:04:25.000 --> 00:04:30.000]  給一類專項處理的專家
[00:04:30.000 --> 00:04:34.000]  但如果聽下去這份工作
[00:04:34.000 --> 00:04:36.000]  我們更仔細去看
[00:04:36.000 --> 00:04:38.000]  其實說真一句
[00:04:38.000 --> 00:04:41.000]  就等同於如何去執手尾
[00:04:41.000 --> 00:04:44.000]  執手尾這個工作
[00:04:44.000 --> 00:04:46.000]  在這個世界上是最討厭
[00:04:46.000 --> 00:04:50.000]  也最難去做的一件事情
[00:04:50.000 --> 00:04:52.000]  我自己就很有經驗
[00:04:52.000 --> 00:04:53.000]  在這方面
[00:04:53.000 --> 00:04:56.000]  因為往往當你做一件事
[00:04:56.000 --> 00:05:00.000]  原本本由自己一手一腳去做
[00:05:00.000 --> 00:05:02.000]  反而怎樣做
[00:05:02.000 --> 00:05:05.000]  做到什麼程度你都可以知道
[00:05:05.000 --> 00:05:07.000]  但如果你交給一個人去做
[00:05:07.000 --> 00:05:09.000]  而那個人最初告訴你
[00:05:09.000 --> 00:05:11.000]  他是沒有問題的
[00:05:11.000 --> 00:05:14.000]  但當你要去找他去做的時候
[00:05:14.000 --> 00:05:16.000]  他做到爛尾
[00:05:16.000 --> 00:05:18.000]  這樣就很複雜了
[00:05:18.000 --> 00:05:21.000]  因為每逢一些事情被人碰過之後
[00:05:21.000 --> 00:05:25.000]  再要去重新接手去做
[00:05:25.000 --> 00:05:29.000]  爛尾的事情就涉及很多要拆位的事情
[00:05:29.000 --> 00:05:35.000]  或者甚至有很多事情要拆了再去做
[00:05:35.000 --> 00:05:38.000]  可能那件事也有很多缺陷
[00:05:38.000 --> 00:05:40.000]  因此
[00:05:40.000 --> 00:05:45.000]  執手尾的工作其實是一份厭惡性的工作
[00:05:45.000 --> 00:05:47.000]  也都為什麼這些所謂的SMEAR TEAM
[00:05:47.000 --> 00:05:49.000]  或者專項的專家
[00:05:49.000 --> 00:05:51.000]  他們的人工這麼高
[00:05:51.000 --> 00:05:53.000]  也是因為這個緣故
[00:05:53.000 --> 00:05:57.000]  包括了這麼討厭
[00:05:57.000 --> 00:06:02.000]  這麼使人厭惡的一種工作
[00:06:02.000 --> 00:06:04.000]  有很大的壓力
[00:06:04.000 --> 00:06:06.000]  會做到這個情況
[00:06:06.000 --> 00:06:09.000]  我為什麼要說今天的社會現象
[00:06:09.000 --> 00:06:12.000]  和今天這段經文有什麼關係呢
[00:06:12.000 --> 00:06:15.000]  今天我們所看的這段經文
[00:06:15.000 --> 00:06:17.000]  就介紹到
[00:06:17.000 --> 00:06:26.000]  但以你被呼召去處理這個爛攤子
[00:06:26.000 --> 00:06:30.000]  而當他處理這個爛攤子的時候
