
[00:00:00.000 --> 00:00:03.400]  各位來賓 今次和你分享一個
[00:00:03.400 --> 00:00:06.900]  我認為是最多人問的問題 但是又沒有
[00:00:06.900 --> 00:00:09.440]  沒有完全滿意答案的問題
[00:00:09.440 --> 00:00:14.780]  就是一個家庭怎麼可以和睦或者和好
[00:00:14.780 --> 00:00:16.760]  昨天有個牧師找我
[00:00:16.760 --> 00:00:21.880]  有一個問題就是一個少年人自殺
[00:00:21.880 --> 00:00:26.520]  原因就是他和爸爸媽媽意見不合
[00:00:26.520 --> 00:00:28.920]  是一件事 這件事我都不想說
[00:00:28.920 --> 00:00:33.700]  是一件事 這件事就是寵物
[00:00:33.700 --> 00:00:36.000]  就是因為他覺得
[00:00:36.000 --> 00:00:41.520]  他的爸爸媽媽是不喜歡他喜歡的寵物
[00:00:41.520 --> 00:00:45.740]  他一氣之下自殺
[00:00:45.740 --> 00:00:49.400]  這件事其實是很少見的
[00:00:49.400 --> 00:00:52.040]  但是也很少聽聞
[00:00:52.040 --> 00:00:54.480]  但是令我想起一個問題就是
[00:00:54.480 --> 00:00:58.600]  如果一個家庭大家之間喜歡的都不同
[00:00:58.600 --> 00:01:01.920]  特別是你嚴重喜歡的東西
[00:01:01.920 --> 00:01:04.120]  你一個是嚴重不喜歡
[00:01:04.120 --> 00:01:06.960]  那究竟誰讓誰呢?
[00:01:06.960 --> 00:01:10.280]  其實在生命看法是很脆弱的
[00:01:10.280 --> 00:01:15.500]  可以為一件你看不開的事寧願死掉
[00:01:15.500 --> 00:01:17.120]  很明顯是一個抗議
[00:01:17.120 --> 00:01:20.440]  一個抗議就是為什麼我這麼重要的東西
[00:01:20.440 --> 00:01:22.840]  你們不重要呢?
[00:01:22.840 --> 00:01:24.960]  但是很奇怪 其實我們喜歡的東西
[00:01:24.960 --> 00:01:27.440]  多數都是來自家裡的教導
[00:01:27.440 --> 00:01:29.500]  很多人喜歡吃的東西
[00:01:29.500 --> 00:01:31.860]  都是在家裡習慣了吃
[00:01:31.860 --> 00:01:33.660]  然後吃完上班之後
[00:01:33.660 --> 00:01:35.260]  下午常常吃的東西
[00:01:35.260 --> 00:01:38.180]  也可能很多人喜歡爸爸媽媽的嗜好
[00:01:38.180 --> 00:01:39.700]  比如看電影
[00:01:39.700 --> 00:01:42.640]  你也可能很喜歡看電影
[00:01:42.640 --> 00:01:44.640]  但是出自那個地方
[00:01:44.640 --> 00:01:47.880]  又未必等於完全喜歡那個地方的東西
[00:01:47.880 --> 00:01:50.460]  你反對最大也可能是家裡的東西
[00:01:50.460 --> 00:01:52.600]  所以你看到很多人離家出走
[00:01:52.600 --> 00:01:56.240]  或者有些人長大之後不理他父母
[00:01:56.240 --> 00:01:58.240]  覺得他父母很煩
[00:01:58.240 --> 00:02:00.780]  不知道為什麼這個世紀
[00:02:00.780 --> 00:02:02.300]  很多東西都進步了
[00:02:02.300 --> 00:02:06.640]  特別是教導 教育 輔導
[00:02:06.640 --> 00:02:10.060]  但是這些問題似乎是沒得回答的
[00:02:10.060 --> 00:02:12.060]  很多人見了之後都覺得
[00:02:12.060 --> 00:02:14.060]  那接著怎麼樣呢?
[00:02:14.060 --> 00:02:15.580]  接著怎麼樣呢?
[00:02:15.580 --> 00:02:17.380]  很多人都被人鼓勵
[00:02:17.380 --> 00:02:19.900]  你要忍受它
[00:02:19.900 --> 00:02:22.560]  但是忍多久呢?
[00:02:22.560 --> 00:02:24.560]  那你住多久 忍多久呢?
[00:02:24.560 --> 00:02:27.780]  很多人覺得是不是真的沒得回答呢?
[00:02:27.780 --> 00:02:31.680]  所以今天很想和你探討一下這個問題
[00:02:31.680 --> 00:02:37.620]  當有些人說聖經會不會回答這些問題呢?
[00:02:37.620 --> 00:02:40.880]  我發現很多人都問
[00:02:40.880 --> 00:02:44.020]  最好的答案是哪本書呢?
[00:02:44.020 --> 00:02:47.460]  有些人問 如果你根據聖經
[00:02:47.460 --> 00:02:49.080]  或者一本好的書
[00:02:49.080 --> 00:02:52.360]  你要做到有兩個要求 我才不滿意你說的
[00:02:52.360 --> 00:02:57.480]  第一要求就是你診斷的問題是很清楚
[00:02:57.480 --> 00:02:59.140]  意思就是你能夠
[00:02:59.140 --> 00:03:00.420]  為什麼出現這個問題
[00:03:00.420 --> 00:03:02.280]  到怎麼解答這個問題呢?
[00:03:02.280 --> 00:03:04.160]  完全我都很滿意
[00:03:04.160 --> 00:03:07.160]  第二就是你要說得令我覺得有希望
[00:03:07.160 --> 00:03:08.160]  有希望
[00:03:08.160 --> 00:03:11.460]  不要說說完之後覺得你自己想吧
[00:03:11.460 --> 00:03:14.900]  甚至說我也有這個問題
[00:03:14.900 --> 00:03:18.200]  你都沒有希望 你又教我有希望
[00:03:18.200 --> 00:03:23.460]  所以究竟哪個人可以說到正確的診斷
[00:03:23.460 --> 00:03:25.460]  和有希望的話呢?
[00:03:25.460 --> 00:03:29.780]  很多心理輔導 或者很多幫人的教師
[00:03:29.780 --> 00:03:30.980]  都想成為這樣
[00:03:30.980 --> 00:03:32.540]  所以今天我也想說
[00:03:32.540 --> 00:03:35.280]  當這個三十多分鐘講話
[00:03:35.280 --> 00:03:37.060]  好像一個課程一樣
[00:03:37.060 --> 00:03:38.360]  給各位家長看看
[00:03:38.360 --> 00:03:40.980]  你可不可以做這個有希望
[00:03:40.980 --> 00:03:44.960]  也懂得解答家庭問題的教師呢?
[00:03:44.960 --> 00:03:47.040]  聖經有一句話很吸引我
[00:03:47.040 --> 00:03:51.700]  它說有一個智慧者大聲喊
[00:03:51.700 --> 00:03:54.100]  大聲喊 叫人來找他
[00:03:54.100 --> 00:03:57.080]  在聖經有一本書叫《針研》
[00:03:57.080 --> 00:03:59.720]  《針研》這本書在第八章一節
[00:03:59.720 --> 00:04:01.600]  說有一個智慧者大聲呼叫
[00:04:01.600 --> 00:04:02.800]  為什麼這麼大聲呢?
[00:04:02.800 --> 00:04:04.840]  拿麥克風吧 當然不是
[00:04:04.840 --> 00:04:06.680]  而是他叫人
[00:04:06.680 --> 00:04:10.480]  你一定要來這裡聽這些東西
[00:04:10.480 --> 00:04:13.080]  其實這個地球
[00:04:13.080 --> 00:04:16.680]  2000年有教會 基督教教會
[00:04:16.680 --> 00:04:18.160]  都是這樣出著聲音
[00:04:18.160 --> 00:04:20.120]  叫人來聽聽
[00:04:20.120 --> 00:04:22.640]  我教你做一個好選擇
[00:04:22.640 --> 00:04:24.640]  好的選擇
[00:04:24.640 --> 00:04:26.880]  原來真的有聲音出的
[00:04:26.880 --> 00:04:29.920]  而不是說對這個世界的問題
[00:04:29.920 --> 00:04:31.760]  沒有出聲的 是有的
[00:04:31.760 --> 00:04:33.480]  問題就是你有沒有興趣聽一下呢?
[00:04:33.480 --> 00:04:34.360]  所以這個是
[00:04:34.360 --> 00:04:36.020]  我很想今天做到的目的
[00:04:36.020 --> 00:04:39.920]  就是這把聲音究竟講些什麼
[00:04:39.920 --> 00:04:42.840]  很多人喜歡研究
[00:04:42.840 --> 00:04:45.280]  這個家庭或者這個人的性格怎麼樣
[00:04:45.280 --> 00:04:46.760]  去圖書館看
[00:04:46.760 --> 00:04:49.480]  你發現一進去
[00:04:49.480 --> 00:04:51.480]  看都看不完
[00:04:51.480 --> 00:04:52.960]  我不想一個人看得完
[00:04:52.960 --> 00:04:54.480]  因為每天都有新書出
[00:04:54.480 --> 00:04:56.240]  你都看不及
[00:04:56.240 --> 00:04:58.200]  第二個問題就是看了也沒用
[00:04:58.200 --> 00:05:02.160]  你怎麼用裡面的東西解決你的問題呢?
[00:05:02.160 --> 00:05:03.400]  也是兩回事
[00:05:03.400 --> 00:05:04.440]  你可以認識完之後覺得
[00:05:04.440 --> 00:05:05.400]  哇 很精彩啊
[00:05:05.400 --> 00:05:06.200]  很豐富啊
[00:05:06.200 --> 00:05:07.320]  很多東西聽了
[00:05:07.320 --> 00:05:08.080]  然後說
[00:05:08.080 --> 00:05:10.920]  那怎麼解決我的問題呢?
[00:05:10.920 --> 00:05:12.240]  似乎又好像
[00:05:12.240 --> 00:05:14.440]  見到很多人看完很多書之後
[00:05:14.440 --> 00:05:15.840]  或者讀完很多書之後
[00:05:15.840 --> 00:05:18.040]  竟然有人去自殺的
[00:05:18.040 --> 00:05:21.240]  也有些人竟然發現那些東西是用不了的
[00:05:21.240 --> 00:05:22.680]  哇 很挫折啊
[00:05:22.680 --> 00:05:24.360]  就是說不學
[00:05:24.360 --> 00:05:26.120]  你又說不長進
[00:05:26.120 --> 00:05:27.240]  不喜歡吃東西
[00:05:27.240 --> 00:05:28.600]  學
[00:05:28.600 --> 00:05:30.880]  不見得你很高明
[00:05:30.880 --> 00:05:32.920]  所以說越學越亂
[00:05:32.920 --> 00:05:34.600]  很多東西都不知道選哪一種
[00:05:34.600 --> 00:05:36.160]  每個人的說法都不同
[00:05:36.160 --> 00:05:38.160]  不知道你同不同意
[00:05:38.160 --> 00:05:40.920]  於是我為了今天就寫了七段
[00:05:40.920 --> 00:05:42.200]  七個問題
[00:05:42.200 --> 00:05:43.280]  在家裡有的
[00:05:43.280 --> 00:05:45.520]  你當成一個電影劇本
[00:05:45.520 --> 00:05:46.920]  都挺有趣的
[00:05:46.920 --> 00:05:48.640]  是中國人背景的問題
[00:05:48.640 --> 00:05:50.880]  我想外國人看了沒什麼興趣
[00:05:50.880 --> 00:05:52.400]  第一個問題是中國人背景
[00:05:52.400 --> 00:05:54.600]  就是媳婦的問題
[00:05:54.600 --> 00:05:57.320]  就是那些媳婦
[00:05:57.320 --> 00:05:58.480]  這件事是真的
[00:05:58.480 --> 00:05:59.360]  有人問我
[00:05:59.360 --> 00:06:01.720]  這個問題是疫情今年的問題
[00:06:01.720 --> 00:06:02.960]  就是說
[00:06:02.960 --> 00:06:04.360]  那麼
[00:06:04.360 --> 00:06:07.680]  社會就不鼓勵這麼多人一起吃飯的
[00:06:07.680 --> 00:06:11.040]  但是這個媳婦遇到她的奶奶
[00:06:11.040 --> 00:06:12.360]  很喜歡熱鬧的
[00:06:12.360 --> 00:06:14.760]  一家人一起吃飯很開心
[00:06:14.760 --> 00:06:16.240]  看到人齊了
[00:06:16.240 --> 00:06:18.040]  這個奶奶就很開心的
[00:06:18.040 --> 00:06:19.280]  就叫媳婦
[00:06:19.280 --> 00:06:21.640]  叫兒子回來吃飯
[00:06:21.640 --> 00:06:25.360]  這個媳婦就很重視
[00:06:25.360 --> 00:06:26.360]  命仔
[00:06:26.360 --> 00:06:27.720]  或者叫慧生
[00:06:27.720 --> 00:06:28.560]  就說
[00:06:28.560 --> 00:06:30.520]  奶奶遲一點
[00:06:30.520 --> 00:06:33.560]  很婉拒了這個奶奶的要求
[00:06:33.560 --> 00:06:35.760]  但是出事了
[00:06:35.760 --> 00:06:37.720]  她老公就很不高興
[00:06:37.720 --> 00:06:39.360]  我媽都不遷就
[00:06:39.360 --> 00:06:41.120]  年紀這麼大了
[00:06:41.120 --> 00:06:42.520]  那
[00:06:42.520 --> 00:06:44.800]  就是有人這樣問我的時候
[00:06:44.800 --> 00:06:46.040]  你說我怎麼回答好呢?
[00:06:46.040 --> 00:06:47.640]  我怎麼回答好呢?
[00:06:47.640 --> 00:06:48.600]  很多人都會說
[00:06:48.600 --> 00:06:50.360]  哎 那就
[00:06:50.360 --> 00:06:51.760]  去一次就這麼吹吧
[00:06:51.760 --> 00:06:53.240]  但不是的
[00:06:53.240 --> 00:06:54.560]  可能你很怕死
[00:06:54.560 --> 00:06:56.480]  去一次就死那一次
[00:06:56.480 --> 00:06:57.840]  那你怎麼搞呢?
[00:06:57.840 --> 00:07:00.520]  有些人說這個不是原則
[00:07:00.520 --> 00:07:03.040]  這個世界就是這樣
[00:07:03.040 --> 00:07:04.960]  當你一個人想解決你的問題
[00:07:04.960 --> 00:07:06.680]  可能你用忍
[00:07:06.680 --> 00:07:09.160]  或者幫自己
[00:07:09.160 --> 00:07:10.520]  不要做那件事
[00:07:10.520 --> 00:07:11.040]  算了
[00:07:11.040 --> 00:07:13.040]  但你夾在中間
[00:07:13.040 --> 00:07:14.440]  老公
[00:07:14.440 --> 00:07:15.160]  奶奶
[00:07:15.160 --> 00:07:16.600]  這個就是中國人的特點
[00:07:16.600 --> 00:07:19.200]  我相信外國人未必很嚴重這個問題
[00:07:19.200 --> 00:07:21.120]  就說是他就解決了
[00:07:21.120 --> 00:07:22.560]  但現在香港不是
[00:07:22.560 --> 00:07:23.680]  中國不是
[00:07:23.680 --> 00:07:25.320]  她不高興的時候
[00:07:25.320 --> 00:07:26.600]  很內疚
[00:07:26.600 --> 00:07:28.680]  我對不起她
[00:07:28.680 --> 00:07:29.760]  她養大我的
[00:07:29.760 --> 00:07:30.320]  老公說
[00:07:30.320 --> 00:07:32.040]  這個是我媽
[00:07:32.040 --> 00:07:33.440]  還有我媽恨的東西
[00:07:33.440 --> 00:07:34.520]  不是要求很高
[00:07:34.520 --> 00:07:35.360]  一起吃飯
[00:07:35.360 --> 00:07:37.200]  又不是要你命
[00:07:37.200 --> 00:07:40.800]  為什麼你這麼困難呢?
[00:07:40.800 --> 00:07:42.800]  當我看聖經
[00:07:42.800 --> 00:07:44.800]  原來有一個特點就是
[00:07:44.800 --> 00:07:46.560]  如果你說幫
[00:07:46.560 --> 00:07:48.080]  有很多種說法
