
[00:00:00.000 --> 00:00:06.600]  第二和第三要分清楚
[00:00:06.600 --> 00:00:10.000]  我覺得第二種是什麼呢
[00:00:10.000 --> 00:00:14.400]  就是我們金唐一直比較多說
[00:00:14.400 --> 00:00:16.200]  你留意那條線
[00:00:16.200 --> 00:00:19.600]  其實應該是剛剛在交叉點出來的
[00:00:19.600 --> 00:00:21.200]  二那裡
[00:00:21.200 --> 00:00:23.600]  對不起,三
[00:00:23.600 --> 00:00:31.000]  三就是神透過聖靈的工作
[00:00:31.000 --> 00:00:36.200]  透過潛意識和神接觸的部分而出來
[00:00:36.200 --> 00:00:37.200]  你明白我的意思嗎
[00:00:37.200 --> 00:00:41.200]  即是說潛意識有一個部分就是第四部分
[00:00:41.200 --> 00:00:45.200]  第四部分就是在知識和能力那裡
[00:00:45.200 --> 00:00:55.600]  是連起接觸到一些超然的領域的來源
[00:00:55.600 --> 00:01:00.200]  有些如果用聖經的神學字眼來說
[00:01:00.200 --> 00:01:03.800]  這個就說到我們裡面的靈
[00:01:03.800 --> 00:01:05.600]  人的靈
[00:01:05.600 --> 00:01:09.600]  人的靈就是和神接觸的部分
[00:01:09.600 --> 00:01:15.000]  雖然我自己個人就不會贊成是靈魂體三分
[00:01:15.000 --> 00:01:20.600]  我只是相信人是有物質的部分和超物質的部分
[00:01:20.600 --> 00:01:22.600]  而且這兩部分差不多分不開的
[00:01:22.600 --> 00:01:24.800]  分不開的意思就是不是一樣
[00:01:24.800 --> 00:01:27.800]  兩者是所謂的co-dependent
[00:01:27.800 --> 00:01:30.000]  因為你非物質的部分
[00:01:30.000 --> 00:01:31.800]  沒有了物質的部分根本就不存在
[00:01:31.800 --> 00:01:35.000]  物質的部分身體的物質的部分
[00:01:35.000 --> 00:01:39.800]  是不可能沒有非物質的部分是有關係的
[00:01:39.800 --> 00:01:44.400]  兩者是互相依賴互相不斷的存在在那裡
[00:01:44.400 --> 00:01:46.200]  這是我的人觀
[00:01:46.200 --> 00:01:50.000]  但是在我們非物質的部分裡面就是我們的心靈
[00:01:50.000 --> 00:01:51.600]  我們的心靈有意識和潛意識
[00:01:51.600 --> 00:01:57.000]  而潛意識裡面是有特別和聖靈接觸
[00:01:57.000 --> 00:02:00.000]  就是和神的靈接觸的部分
[00:02:00.000 --> 00:02:01.000]  不是一些部分
[00:02:01.000 --> 00:02:03.800]  而是某一些功能一些功能
[00:02:03.800 --> 00:02:07.200]  這個就是我所說的
[00:02:07.200 --> 00:02:12.200]  三角形和弧形之間的重疊狀態
[00:02:12.200 --> 00:02:18.000]  但是我本來的圖是用斜線畫出來的
[00:02:18.000 --> 00:02:24.200]  三角和弧形之間的交接的部分
