
[00:00:00.000 --> 00:00:04.880]  我想問大家一個問題
[00:00:04.880 --> 00:00:12.080]  基督徒是否很喜歡遵從聖經的教導呢?
[00:00:12.080 --> 00:00:16.000]  大部分基督徒
[00:00:16.000 --> 00:00:17.760]  很多時候
[00:00:17.760 --> 00:00:20.560]  如果牧師問到這個問題
[00:00:20.560 --> 00:00:22.240]  他們會直接說
[00:00:22.240 --> 00:00:25.120]  我當然是遵從聖經的教導
[00:00:25.120 --> 00:00:28.880]  但實質的樣子是否真的呢?
[00:00:28.880 --> 00:00:31.440]  可能真的像李先生所說
[00:00:31.440 --> 00:00:34.800]  我再問一個問題
[00:00:34.800 --> 00:00:39.600]  基督徒在吃東西之前
[00:00:39.600 --> 00:00:41.360]  洗手
[00:00:41.360 --> 00:00:45.040]  又是否聖經的律法要求呢?
[00:00:45.040 --> 00:00:48.800]  調轉問題去問
[00:00:48.800 --> 00:00:52.560]  如果你去預備進食之前
[00:00:52.560 --> 00:00:57.200]  你會否按照聖經哪裏的教訓
[00:00:57.200 --> 00:00:58.640]  去洗手
[00:00:58.640 --> 00:01:01.520]  然後才進食呢?
[00:01:01.520 --> 00:01:06.320]  似乎吃飯洗手這個規矩
[00:01:06.320 --> 00:01:10.320]  如果我們仔細去查一下聖經的時候
[00:01:10.320 --> 00:01:13.440]  你會嚇一跳
[00:01:13.440 --> 00:01:15.520]  因為你找不到
[00:01:15.520 --> 00:01:19.440]  吃飯前要洗手這個教導
[00:01:19.440 --> 00:01:24.880]  似乎是媽媽教的一個教導
[00:01:24.880 --> 00:01:29.360]  聖經在整本的啟示裡
[00:01:29.360 --> 00:01:33.280]  如果你用時間去找
[00:01:33.280 --> 00:01:36.240]  究竟是否上帝有規定
[00:01:36.240 --> 00:01:38.960]  每一個人吃飯前都要洗手呢?
[00:01:38.960 --> 00:01:40.960]  你就會發現
[00:01:40.960 --> 00:01:42.960]  不是的
[00:01:42.960 --> 00:01:45.600]  我怎麼找都找不到
[00:01:45.600 --> 00:01:49.840]  你就可能會很貧能
[00:01:49.840 --> 00:01:53.040]  接著就會來短訊牧師
[00:01:53.040 --> 00:01:55.040]  牧師呀
[00:01:55.040 --> 00:01:57.040]  快點找一個經文
[00:01:57.040 --> 00:02:00.080]  告訴我吃飯前要洗手
