
[00:00:00.000 --> 00:00:25.000]  (片段播放)
[00:00:27.000 --> 00:00:32.000]  一提起眼淚 我就想起在我人生中一幕一幕的淚景
[00:00:32.000 --> 00:00:37.000]  1987年 太太懷孕十個星期
[00:00:37.000 --> 00:00:40.000]  突然間發現染上德國疹
[00:00:40.000 --> 00:00:47.000]  一個初期懷孕的婦人如果染上德國疹
[00:00:47.000 --> 00:00:52.000]  很大機會孩子生出來是殘缺的
[00:00:53.000 --> 00:01:01.000]  或者是盲 或者是聾啞 或者是心瘤 或者是智障
[00:01:01.000 --> 00:01:08.000]  我想我永遠不會忘記 1987年10月7日
[00:01:08.000 --> 00:01:11.000]  就是我女兒出生的日子
[00:01:11.000 --> 00:01:16.000]  主診醫生Dr.Krumpeck檢查過一切
[00:01:16.000 --> 00:01:19.000]  發現並無大礙
[00:01:21.000 --> 00:01:26.000]  當時在產房醫生抱著寒恩
[00:01:26.000 --> 00:01:29.000]  我太太在那裡
[00:01:29.000 --> 00:01:34.000]  金醫生就說我們一起祈禱
[00:01:34.000 --> 00:01:37.000]  他就祈禱
[00:01:37.000 --> 00:01:41.000]  他一邊祈禱 我就一邊哭
[00:01:41.000 --> 00:01:45.000]  我太太一邊哭 嬰兒也哭
[00:01:46.000 --> 00:01:52.000]  嬰兒哭 不知道為了什麼原因 嬰兒一出生就哭
[00:01:52.000 --> 00:01:56.000]  我想這一幕我永遠不會忘記
[00:01:56.000 --> 00:02:04.000]  1982年 我和我姐姐一起去廣州
[00:02:04.000 --> 00:02:08.000]  去見我們失散了三十多年的妹妹
[00:02:08.000 --> 00:02:12.000]  那天相聚 三十多年沒見過
[00:02:13.000 --> 00:02:16.000]  我們一起出去吃晚飯
[00:02:16.000 --> 00:02:19.000]  吃完飯的時候
[00:02:19.000 --> 00:02:25.000]  我妹妹突然說 假如跟爸爸 媽媽都在
[00:02:25.000 --> 00:02:30.000]  見到我們兄弟姐妹重聚 多開心
[00:02:30.000 --> 00:02:36.000]  她還沒說完 姐姐哭了 我也哭了
[00:02:37.000 --> 00:02:43.000]  大家 我永遠不會忘記這個背景
[00:02:43.000 --> 00:02:49.000]  去年九月 我因為有病 進了醫院
[00:02:49.000 --> 00:02:57.000]  那晚很辛苦 要進深切治療室
[00:02:57.000 --> 00:03:04.000]  那天我是第一次想到 可能我要先走
[00:03:05.000 --> 00:03:07.000]  我要離開這個世界
[00:03:07.000 --> 00:03:12.000]  但一想到太太 想到子女 想到孫子
[00:03:12.000 --> 00:03:16.000]  不期然就流出眼淚
[00:03:16.000 --> 00:03:21.000]  我永遠不會忘記
[00:03:21.000 --> 00:03:27.000]  第二天我太太跟我說 她知道看到詩篇
[00:03:27.000 --> 00:03:34.000]  一叔雖然有眼淚 早晨別歡呼
[00:03:35.000 --> 00:03:36.000]  真的
[00:03:36.000 --> 00:03:40.000]  我又記得2003年
[00:03:40.000 --> 00:03:46.000]  太太因為染上淋巴癌 要進醫院
[00:03:46.000 --> 00:03:50.000]  要做手術 插一條喉進去
[00:03:50.000 --> 00:03:54.000]  手術醫生說大概兩個小時
[00:03:54.000 --> 00:04:00.000]  我就出去自己散散心
[00:04:02.000 --> 00:04:04.000]  很憂慮 很擔心
[00:04:04.000 --> 00:04:08.000]  看到一個我相識的基督徒
[00:04:08.000 --> 00:04:14.000]  我忍不住就在他面前哭了出來
[00:04:14.000 --> 00:04:20.000]  我想我永遠不會忘記那個眼淚
[00:04:20.000 --> 00:04:26.000]  回想起所有這些淚景 似乎都是和生離死別有關係
[00:04:26.000 --> 00:04:31.000]  一個人面對生離死別的時候
[00:04:31.000 --> 00:04:38.000]  很容易心裏很激動就流出眼淚
[00:04:38.000 --> 00:04:41.000]  眼淚不是代表軟弱
[00:04:41.000 --> 00:04:45.000]  雖然中國人說大丈夫流血不流淚
[00:04:45.000 --> 00:04:49.000]  但我以為聖經也告訴你
[00:04:49.000 --> 00:04:52.000]  眼淚絕對不是一個弱者的表現
[00:04:52.000 --> 00:04:55.000]  你打開聖經看一看
[00:04:56.000 --> 00:05:04.000]  眼淚幾乎是每一個聖經裡的屬靈的人的習慣
[00:05:04.000 --> 00:05:08.000]  若白兄在上帝面前眼淚連連
[00:05:08.000 --> 00:05:14.000]  以利亞為了自己的民族而流淚
[00:05:14.000 --> 00:05:17.000]  耶利米更稱為流淚的先知
[00:05:18.000 --> 00:05:22.000]  詩人大衛在詩篇第30篇第5節告訴我們
[00:05:22.000 --> 00:05:26.000]  他在晝夜以眼淚為飲食
[00:05:26.000 --> 00:05:31.000]  他又說一叔雖然有哭泣 早晨便別歡呼
[00:05:31.000 --> 00:05:34.000]  新約沒有例外
[00:05:34.000 --> 00:05:39.000]  保羅為了教會禱告流出眼淚
[00:05:39.000 --> 00:05:45.000]  他為了他的屬靈兒子提摩塔一上來就流出眼淚
[00:05:47.000 --> 00:05:49.000]  更加奇怪
[00:05:49.000 --> 00:05:53.000]  聖經裡說到耶穌哭了
[00:05:53.000 --> 00:05:57.000]  台灣有一個13歲的神童
[00:05:57.000 --> 00:05:59.000]  名叫江景良
[00:05:59.000 --> 00:06:04.000]  他拿著一張小學畢業證書
[00:06:04.000 --> 00:06:10.000]  國小畢業證書報名NYU
[00:06:10.000 --> 00:06:13.000]  13歲讀政一
[00:06:13.000 --> 00:06:16.000]  拿著小學證書報名NYU
