
[00:00:00.000 --> 00:00:02.000]  (字幕: 王旭)
[00:00:03.000 --> 00:00:05.000]  各位姐妹 主禮平安
[00:00:05.000 --> 00:00:07.000]  感謝神的恩典
[00:00:07.000 --> 00:00:12.000]  特別感謝今天的小組
[00:00:12.000 --> 00:00:14.000]  男聲四重唱
[00:00:14.000 --> 00:00:16.000]  調和一定是Quartet
[00:00:16.000 --> 00:00:18.000]  很難得的
[00:00:18.000 --> 00:00:22.000]  能夠有這樣的和音
[00:00:22.000 --> 00:00:27.000]  帶來我們用詩章頌詞靈歌
[00:00:27.000 --> 00:00:32.000]  彼此對說 口唱心和
[00:00:32.000 --> 00:00:34.000]  讚美主
[00:00:34.000 --> 00:00:38.000]  今年從一月開始
[00:00:38.000 --> 00:00:43.000]  我們終於來到最後的總結
[00:00:43.000 --> 00:00:46.000]  是很長的題目
[00:00:46.000 --> 00:00:48.000]  所以開始跟你讀多少次
[00:00:48.000 --> 00:00:50.000]  你都不知道它說什麼
[00:00:50.000 --> 00:00:55.000]  我希望今天完了講道之後
[00:00:55.000 --> 00:01:00.000]  你會明白我們想講的是什麼
[00:01:00.000 --> 00:01:05.000]  我們集中在摩西五經
[00:01:05.000 --> 00:01:09.000]  十一開頭的五次
[00:01:09.000 --> 00:01:13.000]  我們按著創出利民生
[00:01:13.000 --> 00:01:18.000]  我們看了不同的敘述經文
[00:01:18.000 --> 00:01:27.000]  還是分繪 誡明 律例 典章的部分
[00:01:27.000 --> 00:01:31.000]  為什麼來到總結的時候
[00:01:31.000 --> 00:01:36.000]  我們會來到新約聖經已不所書
[00:01:36.000 --> 00:01:40.000]  我先要多謝國梁牧師
[00:01:40.000 --> 00:01:42.000]  我好心印象
[00:01:42.000 --> 00:01:46.000]  二十年前廣恩開始
[00:01:46.000 --> 00:01:52.000]  還未在培基禮堂崇拜前
[00:01:52.000 --> 00:01:54.000]  在音樂室
[00:01:54.000 --> 00:02:00.000]  國梁牧師講已不所書的經文
[00:02:00.000 --> 00:02:03.000]  我留下很深刻的印象
[00:02:03.000 --> 00:02:05.000]  不知道當時有沒有錄音
[00:02:05.000 --> 00:02:11.000]  真的可以作為忠臣校友的表述
[00:02:11.000 --> 00:02:13.000]  真的很有代表性
[00:02:13.000 --> 00:02:15.000]  所以要多謝他
[00:02:15.000 --> 00:02:20.000]  我今天要和大家一起思想的
[00:02:20.000 --> 00:02:23.000]  已不所書保羅的教導
[00:02:23.000 --> 00:02:28.000]  亦是我們經常會接觸
[00:02:28.000 --> 00:02:35.000]  但時時都搞錯的經文
[00:02:35.000 --> 00:02:37.000]  經常接觸的
[00:02:37.000 --> 00:02:42.000]  因為已不所書五章二十二節開始
[00:02:42.000 --> 00:02:47.000]  我們時時會在婚禮上聽到
[00:02:47.000 --> 00:02:48.000]  讀出來
[00:02:48.000 --> 00:02:49.000]  講什麼的?
[00:02:49.000 --> 00:02:52.000]  妻子順服丈夫
[00:02:52.000 --> 00:02:55.000]  如同順服主
[00:02:55.000 --> 00:02:59.000]  我們心裡已經問有沒有搞錯
[00:02:59.000 --> 00:03:01.000]  再講下去
[00:03:01.000 --> 00:03:04.000]  丈夫是妻子的頭
[00:03:04.000 --> 00:03:09.000]  如同基督是教會的頭
[00:03:09.000 --> 00:03:11.000]  我不說你聽誰的
[00:03:11.000 --> 00:03:14.000]  但有人說我就是頸
[00:03:14.000 --> 00:03:16.000]  你的頭轉哪邊
[00:03:16.000 --> 00:03:18.000]  是頸轉哪邊
[00:03:18.000 --> 00:03:21.000]  總之是反過來的
[00:03:21.000 --> 00:03:24.000]  很強的反應
[00:03:24.000 --> 00:03:27.000]  二十四節還未講完
[00:03:27.000 --> 00:03:30.000]  教會如何順服基督
[00:03:30.000 --> 00:03:37.000]  妻子也要凡事順服丈夫
[00:03:37.000 --> 00:03:40.000]  我們頂不住
[00:03:40.000 --> 00:03:47.000]  在今天男女平等的世代
[00:03:47.000 --> 00:03:49.000]  還講這些
[00:03:49.000 --> 00:03:52.000]  讀完算了
[00:03:52.000 --> 00:03:56.000]  所以在新郎新娘的誓詞裡
[00:03:56.000 --> 00:03:59.000]  我們可以省略了
[00:03:59.000 --> 00:04:03.000]  順服妻子要順服丈夫
[00:04:03.000 --> 00:04:07.000]  保羅還有最後最要命的一句
[00:04:07.000 --> 00:04:11.000]  聖經也不敢直接翻譯出來
[00:04:11.000 --> 00:04:17.000]  三十三節下半結束整段教導
[00:04:17.000 --> 00:04:18.000]  保羅說
[00:04:18.000 --> 00:04:24.000]  妻子也當敬重她的丈夫
[00:04:24.000 --> 00:04:28.000]  其實這句聖經一百年前
[00:04:28.000 --> 00:04:35.000]  是改了保羅本來所用的字
[00:04:35.000 --> 00:04:38.000]  在前面二十一節
[00:04:38.000 --> 00:04:39.000]  保羅說
[00:04:39.000 --> 00:04:45.000]  我們要全敬畏基督的心
[00:04:45.000 --> 00:04:48.000]  敬畏這個字
[00:04:48.000 --> 00:04:52.000]  妻子要敬畏她的丈夫
[00:04:52.000 --> 00:04:54.000]  更加不可能
[00:04:54.000 --> 00:04:57.000]  我們就是這樣讀這些聖經
[00:04:57.000 --> 00:05:02.000]  一邊讀一邊反駁
[00:05:02.000 --> 00:05:04.000]  讀多少次也好
[00:05:04.000 --> 00:05:09.000]  我們留下的印象也是拒絕的
[00:05:09.000 --> 00:05:11.000]  很可惜的
[00:05:11.000 --> 00:05:12.000]  很不幸的
[00:05:12.000 --> 00:05:15.000]  讀聖經其實不是讀聖經
[00:05:15.000 --> 00:05:20.000]  其實是發洩我們心理學裡
[00:05:20.000 --> 00:05:23.000]  從小開始儲存的傷痕
[00:05:23.000 --> 00:05:25.000]  我不跟你說這些了
[00:05:25.000 --> 00:05:30.000]  不過讀聖經起碼要聽完
[00:05:30.000 --> 00:05:37.000]  不要只選擇不喜歡的
[00:05:37.000 --> 00:05:38.000]  現在不是喜歡的
[00:05:38.000 --> 00:05:41.000]  選擇不喜歡的那幾句
[00:05:41.000 --> 00:05:43.000]  就一直拿著
[00:05:43.000 --> 00:05:45.000]  每次讀的時候就反過來
[00:05:45.000 --> 00:05:46.000]  你聽完
[00:05:46.000 --> 00:05:52.000]  其實保羅在二十四節之後
[00:05:52.000 --> 00:05:56.000]  到三十三節下半
[00:05:56.000 --> 00:05:58.000]  中間有多少節
[00:05:58.000 --> 00:06:00.000]  二十五、二十六、二十七、二十八
[00:06:00.000 --> 00:06:02.000]  二十九、三十三、一、三十二
[00:06:02.000 --> 00:06:05.000]  有八節半
[00:06:05.000 --> 00:06:08.000]  比起這裡三節半
[00:06:08.000 --> 00:06:11.000]  幾乎是三倍
[00:06:11.000 --> 00:06:15.000]  沒有也有兩倍半的篇幅
[00:06:15.000 --> 00:06:19.000]  請問保羅說什麼?
[00:06:19.000 --> 00:06:23.000]  保羅不再說妻子
[00:06:23.000 --> 00:06:25.000]  保羅說丈夫
[00:06:25.000 --> 00:06:27.000]  你聽了很多次
[00:06:27.000 --> 00:06:29.000]  留下在我們心中的
[00:06:29.000 --> 00:06:32.000]  就是信服丈夫
[00:06:32.000 --> 00:06:33.000]  不對
[00:06:33.000 --> 00:06:36.000]  保羅說丈夫要愛妻子
[00:06:36.000 --> 00:06:40.000]  好像基督為教會
[00:06:40.000 --> 00:06:43.000]  捨己的愛
[00:06:43.000 --> 00:06:45.000]  丈夫愛妻子
[00:06:45.000 --> 00:06:49.000]  好像愛自己的身子
[00:06:49.000 --> 00:06:50.000]  怎樣愛?
[00:06:50.000 --> 00:06:52.000]  保養顧色
[00:06:52.000 --> 00:06:55.000]  好像基督待教會
[00:06:55.000 --> 00:06:58.000]  二人成為一體
[00:06:58.000 --> 00:07:01.000]  所以愛妻子
[00:07:01.000 --> 00:07:05.000]  就如同愛自己
[00:07:05.000 --> 00:07:08.000]  這也是這段經文
[00:07:08.000 --> 00:07:13.000]  起碼一半的焦點
[00:07:13.000 --> 00:07:15.000]  你同不同意?
[00:07:15.000 --> 00:07:17.000]  所以如果你要聽
[00:07:17.000 --> 00:07:19.000]  你要聽完
[00:07:19.000 --> 00:07:22.000]  你聽你不喜歡的一半
[00:07:22.000 --> 00:07:25.000]  我不敢說你喜歡這一半
[00:07:25.000 --> 00:07:27.000]  但你要聽完這一半
[00:07:27.000 --> 00:07:29.000]  才完整
[00:07:29.000 --> 00:07:32.000]  否則對保羅不公道
[00:07:32.000 --> 00:07:35.000]  保羅說你中間就走了
[00:07:35.000 --> 00:07:37.000]  你都不聽
[00:07:37.000 --> 00:07:39.000]  看電影看全套
[00:07:39.000 --> 00:07:41.000]  沒理由買這麼貴的票
[00:07:41.000 --> 00:07:42.000]  半場休息
[00:07:42.000 --> 00:07:44.000]  喝完橙汁就回家
[00:07:44.000 --> 00:07:47.000]  下集大結局你都沒看
[00:07:47.000 --> 00:07:50.000]  這是我們讀這段經文
[00:07:50.000 --> 00:07:55.000]  要非常小心的地方
[00:07:55.000 --> 00:07:56.000]  聽得太熟
[00:07:56.000 --> 00:08:00.000]  斷章取義
[00:08:00.000 --> 00:08:04.000]  理直氣壯
[00:08:04.000 --> 00:08:07.000]  聖經不合時宜
[00:08:07.000 --> 00:08:08.000]  今天我們不說信服
[00:08:08.000 --> 00:08:10.000]  我們說平等
[00:08:10.000 --> 00:08:12.000]  你喜歡聽這些
[00:08:12.000 --> 00:08:14.000]  但你聽不到的
[00:08:14.000 --> 00:08:18.000]  不單是保羅全面的教導
[00:08:18.000 --> 00:08:22.000]  也是聖靈的感動提醒
[00:08:22.000 --> 00:08:28.000]  對我們今天有什麼要說的話
[00:08:28.000 --> 00:08:33.000]  所以整段經文
[00:08:33.000 --> 00:08:39.000]  是應該整段讀的
[00:08:39.000 --> 00:08:46.000]  保羅用基督和教會的比喻
[00:08:46.000 --> 00:08:51.000]  去說丈夫和妻子的關係
[00:08:51.000 --> 00:08:54.000]  不是一面倒的
[00:08:54.000 --> 00:08:56.000]  只是說信服
[00:08:56.000 --> 00:08:59.000]  如同教會信服基督
[00:08:59.000 --> 00:09:00.000]  不是的
[00:09:00.000 --> 00:09:03.000]  還有基督愛教會
[00:09:03.000 --> 00:09:05.000]  為教會捨己
[00:09:05.000 --> 00:09:08.000]  基督怎樣對待教會
[00:09:08.000 --> 00:09:14.000]  那個例子那個比喻是雙向的
[00:09:14.000 --> 00:09:20.000]  你要聽得明白保羅說的是什麼
[00:09:20.000 --> 00:09:22.000]  他連那個比喻本身
[00:09:22.000 --> 00:09:24.000]  我們都只砍了一半
[00:09:24.000 --> 00:09:25.000]  不可以的
[00:09:25.000 --> 00:09:28.000]  這樣其實不是保羅所說的
[00:09:28.000 --> 00:09:34.000]  只是我們今天的反應
[00:09:34.000 --> 00:09:39.000]  我們想起一些事就反彈出來
[00:09:39.000 --> 00:09:45.000]  其實保羅之所以這樣說
[00:09:45.000 --> 00:09:50.000]  妻子、丈夫、丈夫、妻子
[00:09:50.000 --> 00:09:53.000]  這個雙向的關係
[00:09:53.000 --> 00:09:57.000]  是因為前面一節
[00:09:57.000 --> 00:10:00.000]  多謝主席剛才跟我們讀了
[00:10:00.000 --> 00:10:04.000]  保羅在上一段結束
[00:10:04.000 --> 00:10:06.000]  二十一節
[00:10:06.000 --> 00:10:10.000]  「由當全敬畏基督的心
[00:10:10.000 --> 00:10:13.000]  彼此信服」
[00:10:13.000 --> 00:10:17.000]  是從這一句話開始
[00:10:17.000 --> 00:10:24.000]  保羅就跟著說丈夫和妻子
[00:10:24.000 --> 00:10:27.000]  所以上一段的說話
[00:10:27.000 --> 00:10:31.000]  剛才你聽了有沒有short term memory
[00:10:31.000 --> 00:10:33.000]  記不記得保羅說什麼
[00:10:33.000 --> 00:10:35.000]  我們最喜歡的那句
[00:10:35.000 --> 00:10:37.000]  「世代邪惡」
[00:10:37.000 --> 00:10:39.000]  多說一點吧 沙孫
[00:10:39.000 --> 00:10:40.000]  這個世代邪惡
[00:10:40.000 --> 00:10:44.000]  我們經常以為聖經裡說世代在外
[00:10:44.000 --> 00:10:46.000]  外面邪惡
[00:10:46.000 --> 00:10:48.000]  你讀清楚一點保羅說什麼
[00:10:48.000 --> 00:10:50.000]  小心讀
[00:10:50.000 --> 00:10:52.000]  保羅說世代邪惡
[00:10:52.000 --> 00:10:54.000]  所以謹慎行事
[00:10:54.000 --> 00:10:56.000]  要像智慧人
[00:10:56.000 --> 00:10:58.000]  不要像愚昧人
[00:10:58.000 --> 00:10:59.000]  要愛惜光陰
[00:10:59.000 --> 00:11:01.000]  不要糊塗
[00:11:01.000 --> 00:11:03.000]  要遵守主的旨意
[00:11:03.000 --> 00:11:04.000]  不要醉酒
[00:11:04.000 --> 00:11:06.000]  酒叫人放蕩
[00:11:06.000 --> 00:11:08.000]  要被聖靈充滿
[00:11:08.000 --> 00:11:10.000]  要讚美主
[00:11:10.000 --> 00:11:12.000]  要感謝父神
[00:11:12.000 --> 00:11:14.000]  全敬畏基督的心
[00:11:14.000 --> 00:11:18.000]  彼此信服
[00:11:18.000 --> 00:11:19.000]  對不起
[00:11:19.000 --> 00:11:22.000]  全部都不是說外面的世界
[00:11:22.000 --> 00:11:24.000]  全部都不是說外面的社會
[00:11:24.000 --> 00:11:27.000]  政治、經濟、什麼環境
[00:11:27.000 --> 00:11:29.000]  沒有 一句都沒有
[00:11:29.000 --> 00:11:32.000]  除非你說保羅在這裡發瘋
[00:11:32.000 --> 00:11:34.000]  否則我們就要問
[00:11:34.000 --> 00:11:38.000]  保羅所理解的世代邪惡
[00:11:38.000 --> 00:11:42.000]  原來和我們的想法相差天和地
[00:11:42.000 --> 00:11:44.000]  我們很安全嗎
[00:11:44.000 --> 00:11:45.000]  外面邪惡
[00:11:45.000 --> 00:11:47.000]  我們這裡神聖
[00:11:47.000 --> 00:11:50.000]  為威為駕見
[00:11:50.000 --> 00:11:51.000]  保羅說不是
[00:11:51.000 --> 00:11:56.000]  其實邪惡在我們中間
[00:11:56.000 --> 00:11:57.000]  謹慎
[00:11:57.000 --> 00:11:58.000]  愚昧
[00:11:58.000 --> 00:12:00.000]  愛惜光陰
[00:12:00.000 --> 00:12:01.000]  糊塗
[00:12:01.000 --> 00:12:02.000]  醉酒
[00:12:02.000 --> 00:12:05.000]  不懂得讚美感恩
[00:12:05.000 --> 00:12:08.000]  這些全部都在說我們自己
[00:12:08.000 --> 00:12:10.000]  正面一點說
[00:12:10.000 --> 00:12:12.000]  保羅不是在罵我們
[00:12:12.000 --> 00:12:14.000]  保羅在教我們
[00:12:14.000 --> 00:12:20.000]  如何面對世代的邪惡
[00:12:20.000 --> 00:12:22.000]  面對世代的邪惡
[00:12:22.000 --> 00:12:25.000]  不是就坐
[00:12:25.000 --> 00:12:27.000]  不是罵
[00:12:27.000 --> 00:12:32.000]  而是讓基督的生命
[00:12:32.000 --> 00:12:38.000]  如何在我們每一個人的身上
[00:12:38.000 --> 00:12:40.000]  彰顯出來
[00:12:40.000 --> 00:12:42.000]  或者再說直白一點
[00:12:42.000 --> 00:12:45.000]  保羅要提醒教會
[00:12:45.000 --> 00:12:50.000]  要改變這個世界
[00:12:50.000 --> 00:12:52.000]  不是衝出去
[00:12:52.000 --> 00:12:54.000]  殺光所有的仇敵
[00:12:54.000 --> 00:12:55.000]  我們不殺
[00:12:55.000 --> 00:12:57.000]  上帝求你審判
[00:12:57.000 --> 00:12:58.000]  不是
