
[00:00:00.000 --> 00:00:04.000]  各位姐妹 早安
[00:00:04.000 --> 00:00:07.000]  今天是6月14日的主日崇拜
[00:00:07.000 --> 00:00:12.000]  亦是《使徒信經》最後一講 第五講
[00:00:12.000 --> 00:00:16.000]  我的題目是「我信聖靈」
[00:00:16.000 --> 00:00:23.000]  歷代以來所講的耶穌基督的聖子是最多的
[00:00:23.000 --> 00:00:25.000]  聖父也不少
[00:00:25.000 --> 00:00:31.000]  但聖靈相對來說是少很多
[00:00:31.000 --> 00:00:36.000]  因為聖靈無形無相 很抽象
[00:00:36.000 --> 00:00:40.000]  並且歷代以來有關聖靈的工作
[00:00:40.000 --> 00:00:45.000]  或靈因的工作都有很多爭議性
[00:00:45.000 --> 00:00:49.000]  所以結果很多神學家或教會
[00:00:49.000 --> 00:00:53.000]  在論述上都比較少談及聖靈
[00:00:53.000 --> 00:00:55.000]  不過聖靈很重要
[00:00:55.000 --> 00:01:00.000]  我們看到聖經四方之外就是使徒行傳
[00:01:00.000 --> 00:01:03.000]  使徒行傳有人說是聖靈行傳
[00:01:03.000 --> 00:01:05.000]  就是聖靈的工作
[00:01:05.000 --> 00:01:10.000]  今天我們從《信經》裏面去看「我信聖靈」
[00:01:10.000 --> 00:01:19.000]  聖靈就是去研究或探討聖靈的位格和工作
[00:01:19.000 --> 00:01:25.000]  但我們要記住聖靈是不可以離開三位一體的上帝
[00:01:25.000 --> 00:01:28.000]  就是聖父、聖子、聖靈
[00:01:28.000 --> 00:01:33.000]  聖靈不是任意呼之則來揮之則去
[00:01:33.000 --> 00:01:36.000]  或把聖靈當作寶品
[00:01:36.000 --> 00:01:41.000]  讓我們強身健體大有能力
[00:01:41.000 --> 00:01:43.000]  不是 聖靈是上帝
[00:01:43.000 --> 00:01:47.000]  聖靈就像聖子、聖父一樣
[00:01:47.000 --> 00:01:49.000]  是三位一體的上帝
[00:01:49.000 --> 00:01:52.000]  一個神學觀念可能深一點
[00:01:52.000 --> 00:01:54.000]  不過今天都要講的
[00:01:54.000 --> 00:01:58.000]  讓大家看到如何去看聖靈
[00:01:58.000 --> 00:02:02.000]  當你說聖父在我們之上
[00:02:02.000 --> 00:02:04.000]  Over us
[00:02:04.000 --> 00:02:06.000]  聖子為我們而生
[00:02:06.000 --> 00:02:08.000]  For us
[00:02:08.000 --> 00:02:10.000]  而聖靈在我們之內
[00:02:10.000 --> 00:02:12.000]  In us
[00:02:12.000 --> 00:02:15.000]  所以那個In us的意思就是
[00:02:15.000 --> 00:02:18.000]  聖靈是在我們之間工作
[00:02:18.000 --> 00:02:23.000]  如果聖靈和聖父和聖子有密切的關係
[00:02:23.000 --> 00:02:26.000]  所以每一次我們談論聖靈
[00:02:26.000 --> 00:02:28.000]  或思想聖靈的時候
[00:02:28.000 --> 00:02:32.000]  我們都必須不能離開耶穌基督
[00:02:32.000 --> 00:02:34.000]  不能離開聖父
[00:02:34.000 --> 00:02:37.000]  在舊約裡
[00:02:37.000 --> 00:02:42.000]  聖靈的字是指上來的氣
[00:02:42.000 --> 00:02:44.000]  很抽象的
[00:02:44.000 --> 00:02:47.000]  這個字是陰性
[00:02:47.000 --> 00:02:51.000]  意思是它好像物件一樣
[00:02:51.000 --> 00:02:59.000]  而希臘文聖靈這個字是中性
[00:02:59.000 --> 00:03:02.000]  到了拉丁文翻譯的時候
[00:03:02.000 --> 00:03:05.000]  Spiritus就是陽性
[00:03:05.000 --> 00:03:08.000]  不過在楊楓裡
[00:03:08.000 --> 00:03:13.000]  他經常用陽性來講聖靈
