
[00:00:00.000 --> 00:00:05.000]  各位電影姊妹大家好
[00:00:05.000 --> 00:00:09.000]  今日我要跟大家思考一個問題
[00:00:09.000 --> 00:00:13.000]  就是侍奉的實力和動力
[00:00:13.000 --> 00:00:17.000]  John Maxwell曾經說過一番話
[00:00:17.000 --> 00:00:23.000]  他說教會的存亡是存在於有好的領袖
[00:00:23.000 --> 00:00:28.000]  簡單來說就是領袖能夠定乾坤
[00:00:28.000 --> 00:00:31.000]  我不知道大家同不同意這句說話嗎
[00:00:31.000 --> 00:00:36.000]  其實這句說話我覺得是非常之對和正確
[00:00:36.000 --> 00:00:40.000]  因為很多時候教會如果遇到危機的時候
[00:00:40.000 --> 00:00:42.000]  如果有一個好的領袖坐鎮
[00:00:42.000 --> 00:00:46.000]  問題就很快就得到解決
[00:00:46.000 --> 00:00:50.000]  反而如果你不是有一個好的領袖
[00:00:50.000 --> 00:00:55.000]  遇到一些無德無品無知無能的領袖
[00:00:55.000 --> 00:00:59.000]  就越描越黑越搞越和
[00:00:59.000 --> 00:01:04.000]  所以教會的領袖就是教會的眼睛
[00:01:04.000 --> 00:01:09.000]  主耶穌說「核子領核子,兩個都吊在坑裡」
[00:01:09.000 --> 00:01:12.000]  所以如果有一個眼睛明亮
[00:01:12.000 --> 00:01:15.000]  也有熟齡智慧的領袖帶領著教會
[00:01:15.000 --> 00:01:18.000]  教會就有眼睛
[00:01:18.000 --> 00:01:23.000]  看到前面的道路也知道方向
[00:01:23.000 --> 00:01:25.000]  今天我要說的題目
[00:01:25.000 --> 00:01:27.000]  有些弟兄姊妹可能會說
[00:01:27.000 --> 00:01:30.000]  我不是領袖,是否不用聽呢?
[00:01:30.000 --> 00:01:32.000]  其實不是的
[00:01:32.000 --> 00:01:38.000]  我們每一個人或多或少都會影響我們周邊的人
[00:01:38.000 --> 00:01:42.000]  我們有時知道或不知道之間
[00:01:42.000 --> 00:01:45.000]  我們都是一個領袖
[00:01:45.000 --> 00:01:50.000]  譬如在家做父母,你是兒女的領袖
[00:01:50.000 --> 00:01:54.000]  做大哥大姐,你是弟妹的領袖
[00:01:54.000 --> 00:01:59.000]  在教會除了牧師、長老或執事之外
[00:01:59.000 --> 00:02:05.000]  還有小組組長、團契領袖、主學老師
[00:02:05.000 --> 00:02:10.000]  總言之我們在不同的情況下
[00:02:10.000 --> 00:02:16.000]  不同的層面下我們都是領袖
[00:02:16.000 --> 00:02:19.000]  職場就不用說了
[00:02:19.000 --> 00:02:26.000]  現在美國通用機車公司曾經說過
[00:02:26.000 --> 00:02:31.000]  一生人平均影響162個人
[00:02:31.000 --> 00:02:38.000]  我們普通人都可以影響162個人
[00:02:38.000 --> 00:02:42.000]  更何況一些做領袖的
[00:02:42.000 --> 00:02:46.000]  譬如做牧師、長老、政客
[00:02:46.000 --> 00:02:50.000]  這些公眾人物會影響更多
[00:02:50.000 --> 00:02:57.000]  所以當我們思考領袖的實力和動力時
[00:02:57.000 --> 00:03:02.000]  我們每一個人都應該從其中學習得到功課
[00:03:02.000 --> 00:03:07.000]  對一個領袖或一個群體來說
[00:03:07.000 --> 00:03:12.000]  其實影響深遠的有三種實力
[00:03:12.000 --> 00:03:15.000]  一種我們稱為硬實力
[00:03:15.000 --> 00:03:24.000]  硬實力就是軍事、資源和百姓的團結
[00:03:24.000 --> 00:03:29.000]  這些其實是可以量化的
[00:03:29.000 --> 00:03:34.000]  譬如一個國家的軍事力量
[00:03:34.000 --> 00:03:37.000]  有多少軍隊
[00:03:37.000 --> 00:03:39.000]  這些是可以量化的
[00:03:39.000 --> 00:03:43.000]  而他有多少資源和財富
[00:03:43.000 --> 00:03:46.000]  這些也是可以量化的
[00:03:46.000 --> 00:03:54.000]  百姓團結是可以統計出來的
[00:03:54.000 --> 00:03:58.000]  這種叫硬實力
[00:03:58.000 --> 00:04:01.000]  第二種我稱為軟實力
[00:04:01.000 --> 00:04:08.000]  軟實力就是團體或國家的價值觀
[00:04:08.000 --> 00:04:11.000]  他的傳統
[00:04:11.000 --> 00:04:14.000]  一直以來他們是怎樣的
[00:04:14.000 --> 00:04:20.000]  這些對他們的國家或團體是有實際的幫助
[00:04:20.000 --> 00:04:24.000]  第三種可能比較少人說的
[00:04:24.000 --> 00:04:27.000]  就是考實力
[00:04:27.000 --> 00:04:30.000]  靈考的考
[00:04:30.000 --> 00:04:39.000]  例如謀略、政綱、策略
[00:04:39.000 --> 00:04:42.000]  這些都是一些考實力
[00:04:42.000 --> 00:04:45.000]  有些是智慧
[00:04:45.000 --> 00:04:49.000]  例如打仗有些是兵法
[00:04:49.000 --> 00:04:52.000]  而很多時候我們看歷史
[00:04:52.000 --> 00:04:55.000]  我們發現有些戰爭
[00:04:55.000 --> 00:04:58.000]  人少反而打勝的人多
[00:04:58.000 --> 00:05:03.000]  所以不是人多的硬實力就一定贏
[00:05:03.000 --> 00:05:06.000]  很多時候是需要一些考實力
[00:05:06.000 --> 00:05:09.000]  例如中國的孫子兵法
[00:05:09.000 --> 00:05:12.000]  諸葛亮的智慧謀略
[00:05:12.000 --> 00:05:15.000]  這些都是非常重要的
[00:05:15.000 --> 00:05:18.000]  所以一個世界上的團體
[00:05:18.000 --> 00:05:22.000]  他需要硬實力、軟實力和考實力
[00:05:22.000 --> 00:05:26.000]  我覺得屬靈的團體都是需要的
[00:05:26.000 --> 00:05:32.000]  這些實力我們要從聖經裏面的經文來看
[00:05:32.000 --> 00:05:35.000]  在大衛登基的時候
